X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,locality,phylum,order,continentOcean,preparationType,infraspecificEpithet,coordinatePrecision,geoFlag,class,typeStatus,relationshipType,relatedCatalogItem,fieldNumber,individualCount,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"44",2020-06-29 11:31:39-03,UFRJ,RFA,"18735",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,alpigena,Myrceugenia alpigena,(DC.) Landrum,C. Proença,"P. Occhioni; E.M. Occhioni","8278","1977","07","25",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,"1500","1500","Arbusto; flores alvas",RFA46639,NA,"2010",NA,NA,Água Santa,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"99",2020-11-04 11:14:42-03,ESALQ,ESA,"24787",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,alpigena,Myrceugenia alpigena,(DC.) Landrum,"Kawasaki, M.L.","Souza, V.C. et al.","8900.0","1995","08","19",Brasil,São Paulo,Bom Sucesso de Itararé,-49.1399993896484,-24.3099994659424,NA,NA,NA,NA,NA,ESA024787,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,"14955",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.14462,-24.318916,"151",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0033112,PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,alpigena,Myrceugenia alpigena,(DC.) Landrum,L. R. Landrum,"V. C. Souza; C. M. Sakuragui, J. P. Souza, C. D. Sanches, M. Wongtschowski, V. R. Scalon, F. T. Farah","8900","1995","8","19",Brazil,Sao Paulo,NA,-49.14462,-24.318916,NA,NA,NA,NA,"Arbusto 2 m alto; frutos imaturos verdes.",NA,NA,NA,NA,NA,Mun. de Bom Sucesso de Itarare. Estrada entre Bom Sucesso de Itarare e Lageadinho. Ca. 5-10 km de Bom Sucesso de Itarare.,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.888611,-22.435056,"189",2021-03-01 16:36:28-03,UNICAMP,UEC,"165004",S,Plantae,Myrtaceae,Myrceugenia,alpigena,Myrceugenia alpigena,(A.DC.) Landrum,"Sobral, M","Meireles, LD; Nunes, JA","2341","2006","05","05",Brazil,Minas Gerais,Passa Quatro,-44.888611,-22.435056,"-44.888611","-22.435056","2254","2254","Árvore, 4m, frutos verdes.; Mata Nebular.",UEC028642,UEC028642,"2009",NA,NA,"Serra Fina, Capim Amarelo.",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.842778,-22.428056,"194",2021-03-01 16:36:28-03,UNICAMP,UEC,"99182",S,Plantae,Myrtaceae,Myrceugenia,alpigena,Myrceugenia alpigena,(A.DC.) Landrum,NA,"Shepherd, GJ; Goldenberg, R; Belinello, R; Galvão, JC; Santos, MV","9788","1997","02","19",Brazil,São Paulo,Queluz,-44.842778,-22.428056,"-44.842778","-22.428056","2770","2770","Arbusto 1m, flores brancas.; Vegetação arbustiva e herbácea sobre pedras.",UEC020388,UEC020388,NA,NA,NA,Pedra da Mina.,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.7700004577637,-22.5300006866455,"200",2021-03-01 16:36:28-03,UNICAMP,UEC,"100605",S,Plantae,Myrtaceae,Myrceugenia,alpigena,Myrceugenia alpigena,(A.DC.) Landrum,"Meireles, LD","Shepherd, GJ; Goldenberg, R; Belinello, R; Galvão, JC; Santos, MV","9776","1997","02","18",Brazil,São Paulo,Queluz,-44.7700004577637,-22.5300006866455,NA,NA,"2500","2660","Arbusto 1,5m, flores brancas.&nf;; Vegetação subarbustiva e herbácea sobre pedras.",UEC040069,UEC040069,"2009",NA,NA,Crista da montanha vizinha à Pedra da Mina. Entre 22°25'53 S e 22°26'08 S e entre 44°50'03 W e 44°50'05 W.,Magnoliopsida,NA,NA,NA,NA,"14382",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.689019,-20.042944,"367",2020-12-11 11:39:19-03,UFMG,BHCB,"149151",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,alpigena,Myrceugenia alpigena,(DC.) Landrum,NA,"Tameirão Neto, E; Mansur, T","5012","2011","01","14",Brasil,Minas Gerais,Santa Bárbara,-49.689019,-20.042944,"-49.689019","-20.042944","1596","1596","Transição entre o campo rupestre sobre canga couraçada e a floresta estacional semidecidual, arbustivo (1,3m)",NA,NA,"2011","03",NA,"Serra Gandarela, Projeto Mina Apolo",Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.685369,-20.0473,"370",2020-12-11 11:39:19-03,UFMG,BHCB,"149150",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,alpigena,Myrceugenia alpigena,(DC.) Landrum,NA,"Tameirão Neto, E; Mansur, T","4954","2011","01","13",Brasil,Minas Gerais,Santa Bárbara,-49.685369,-20.0473,"-49.685369","-20.0473","1500","1500","Transição entre o campo rupestre sobre canga couraçada e a floresta estacional semidecidual, arbóreo (1,8m)",NA,NA,"2011","03",NA,"Serra Gandarela, Projeto Mina Apolo",Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8515,-22.4273,"515",2019-12-09 17:30:23-03,UFPR,EFC,"12765",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,alpigena,Myrceugenia alpigena,(DC.) Landrum,"Vieira, R.S.","Vieira, R.S.","374","2014","04","20",Brasil,Minas Gerais,Passa Quatro,-44.8515,-22.4273,"-44.8515","-22.4273",NA,NA,Arbusto na borda da floresta. Com frutos.,EFC012765,NA,"2014","09","19",Serra da Mantiqueira - trilha para o Morro Capim amarelo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.834167,-22.431389,"521",2019-11-13 11:26:54-03,USP,SPF,"122920",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,alpigena,Myrceugenia alpigena,(DC.) Landrum,"Sobral, M","Shepherd, GJ","9776","1997","02","18",Brasil,São Paulo,Queluz,-44.834167,-22.431389,"-44.834167","-22.431389","2500","2660",NA,SPF00122920,NA,"2018","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.842778,-22.428056,"522",2019-11-13 11:26:54-03,USP,SPF,"122921",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,alpigena,Myrceugenia alpigena,(DC.) Landrum,"Sobral, M","Shepherd, GJ","9788","1997","02","19",Brasil,São Paulo,Queluz,-44.842778,-22.428056,"-44.842778","-22.428056","2770","2770",NA,SPF00122921,NA,"2018","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.345833,-22.701944,"543",2019-11-13 11:26:54-03,USP,SPF,"223075",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,alpigena,Myrceugenia alpigena,(DC.) Landrum,"Sobral, M","Santos, MF","844","2012","03","08",Brasil,São Paulo,Campos do Jordão,-45.345833,-22.701944,"-45.345833","-22.701944","1800","1800",NA,SPF00223075,NA,"2018","04",NA,Parque Estadual de Campos do Jordão,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.75,-22.466667,"644",2020-07-23 12:16:02-03,CEPLAC,CEPEC,"132084",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,alpigena,Myrceugenia alpigena alpigena,NA,G. M. Barroso,J. M. A. Braga,"1586","1994","11","22",Brasil,Rio de Janeiro,ITATIAIA,-44.75,-22.466667,44W45'0,22S28'0,NA,NA,NA,NA,NA,NA,NA,NA,Parque Nacional de Itatiaia. Estrada para o Pico das Agulhas Negras.,NA,NA,NA,NA,alpigena,NA,NA,NA,NA,NA,30/12/1996,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.55,-22.566667,"673",2020-11-04 17:30:01-03,UEM,HUEM,"6912",S,Plantae,Myrtaceae,Myrceugenia,alpigena,Myrceugenia alpigena,(DC.) Landrum,"Sobral, M","Barreto, KD; Fernandes, GD; Vitti, FX",s.n.,"1993","08","17",Brasil,São Paulo,Campos do Jordão,-47.55,-22.566667,"-47.55","-22.566667",NA,NA,"Arbusto; ca. 1,5m de alt.; tronco levemente rogoso; sem látex; sádia; fruto de col. creme.",HUEM000008856,HUEM000008856,"2009","08","01","Parque da Ferradura, Mata riparia; borda de mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
