X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,continentOcean,country,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,year,month,day,stateProvince,phylum,order,scientificNameAuthorship,identifiedBy,imagecode,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,fieldNumber,individualCount,class,verbatimLongitude,verbatimLatitude,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.08,-23.53,"5",2021-03-15 16:37:00-03,NY,NYBG,"572006",PreservedSpecimen,Plantae,Simaroubaceae,Simaba,insignis,Simaba insignis,NA,J. R. Pirani,"4517",South America,Brazil,Parque Estadual da Ilha Anchieta. Trilha da Restinga da Praia das Palmas,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=226310' target='other'> <mi>dwc_moreinfo</mi></a>,NY00572006,"1999","10","15",São Paulo,Magnoliophyta,Sapindales,A.St.-Hil. & Tul.,J. R. Pirani,NY00572006_01,Ubatuba,-45.08,-23.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.07192,-23.54153,"6",2021-03-15 16:37:00-03,NY,NYBG,"02694853",PreservedSpecimen,Plantae,Simaroubaceae,Simaba,insignis,Simaba insignis,NA,M. F. Devecchi,"389",South America,Brazil,Ilha Anchieta. Trilha para a Praia do Sul.,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978449' target='other'> <mi>dwc_moreinfo</mi></a>,NY02694853,"2015","01","15",São Paulo,Magnoliophyta,Sapindales,A.St.-Hil. & Tul.,M. F. Devecchi,NY02694853_01,Ubatuba,-45.07192,-23.54153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.07192,-23.54153,"8",2021-03-15 16:37:00-03,NY,NYBG,"02694835",PreservedSpecimen,Plantae,Simaroubaceae,Simaba,insignis,Simaba insignis,NA,M. F. Devecchi,"388",South America,Brazil,Ilha Anchieta. Trilha para a Praia do Sul.,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978426' target='other'> <mi>dwc_moreinfo</mi></a>,NY02694835,"2015","01","15",São Paulo,Magnoliophyta,Sapindales,A.St.-Hil. & Tul.,M. F. Devecchi,NY02694835_01,Ubatuba,-45.07192,-23.54153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.07192,-23.54153,"9",2021-03-15 16:37:00-03,NY,NYBG,"02694846",PreservedSpecimen,Plantae,Simaroubaceae,Simaba,insignis,Simaba insignis,NA,M. F. Devecchi,"271",South America,Brazil,"Parque Estadual da Ilha Anchieta. Mata atrás dos alojamentos, no caminho que leva para as trilhas para as Praia das Palmas e do Sul.",sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978352' target='other'> <mi>dwc_moreinfo</mi></a>,NY02694846,"2014","01","31",São Paulo,Magnoliophyta,Sapindales,A.St.-Hil. & Tul.,M. F. Devecchi,NY02694846_01,Ubatuba,-45.07192,-23.54153,"5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.07192,-23.54153,"11",2021-03-15 16:37:00-03,NY,NYBG,"02694840",PreservedSpecimen,Plantae,Simaroubaceae,Simaba,insignis,Simaba insignis,NA,M. F. Devecchi,"270",South America,Brazil,"Parque Estadual da Ilha Anchieta. Trilha para a praia do Sul, ca. 500m depois da bifurcação da trilha para a Praia das Palmas.",sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978351' target='other'> <mi>dwc_moreinfo</mi></a>,NY02694840,"2014","01","30",São Paulo,Magnoliophyta,Sapindales,A.St.-Hil. & Tul.,M. F. Devecchi,NY02694840_01,Ubatuba,-45.07192,-23.54153,"5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.071917,-23.541528,"36",2021-03-15 18:30:07-03,USP,SPF,"216188",PreservedSpecimen,Plantae,Simaroubaceae,Homalolepis,insignis,Homalolepis insignis,NA,"Devecchi, MF","270",NA,Brasil,"Parque Estadual da Ilha Anchieta, Trilha para a praia do Sul, ca. 500m depois da bifurcação da trilha para a Praia das Palmas.",NA,NA,Arvoreta ca. 5 m alt. Caule ereto sem ramificações e folhas concentradas no ápice. Folhas discolores. Estéril.,SPF00216188,"2014","01","30",São Paulo,NA,NA,(A.St.-Hil. & Tul.) Devecchi & Pirani,"Devecchi, MF",NA,Ubatuba,-45.071917,-23.541528,"5","5","2017","06",NA,NA,NA,NA,NA,NA,"-45.071917","-23.541528",NA,"35",São Paulo,SP,Sudeste
-45.071917,-23.541528,"37",2021-03-15 18:30:07-03,USP,SPF,"216189",PreservedSpecimen,Plantae,Simaroubaceae,Homalolepis,insignis,Homalolepis insignis,NA,"Devecchi, MF","271",NA,Brasil,"Parque Estadual da Ilha Anchieta, Mata atrás dos alojamentos, no caminho que leva para as trilhas para as Praia das Palmas e do Sul.",NA,NA,Arvoreta ca. 3 m alt. Caule ereto sem ramificações com as folhas saindo da região do ápice. Folhas discolores. Estéril.,SPF00216189,"2014","01","31",São Paulo,NA,NA,(A.St.-Hil. & Tul.) Devecchi & Pirani,"Devecchi, MF",NA,Ubatuba,-45.071917,-23.541528,"5","5","2017","06",NA,NA,NA,NA,NA,NA,"-45.071917","-23.541528",NA,"35",São Paulo,SP,Sudeste
-45.071917,-23.541528,"38",2021-03-15 18:30:07-03,USP,SPF,"216193",PreservedSpecimen,Plantae,Simaroubaceae,Homalolepis,insignis,Homalolepis insignis,NA,"Devecchi, MF","269",NA,Brasil,"Parque Estadual da Ilha Anchieta, Trilha para a praia do Sul, ca. 500m depois da bifurcação da trilha para a Praia das Palmas.",NA,NA,Arvoreta ca. 4 m alt. Caule ereto sem ramificações e folhas concentradas no ápice. Folhas discolores. Estéril.,SPF00216193,"2014","01","30",São Paulo,NA,NA,(A.St.-Hil. & Tul.) Devecchi & Pirani,"Devecchi, MF",NA,Ubatuba,-45.071917,-23.541528,"5","5","2017","06",NA,NA,NA,NA,NA,NA,"-45.071917","-23.541528",NA,"35",São Paulo,SP,Sudeste
-45.071917,-23.541528,"39",2021-03-15 18:30:07-03,USP,SPF,"216508",PreservedSpecimen,Plantae,Simaroubaceae,Homalolepis,insignis,Homalolepis insignis,NA,"Devecchi, MF","388",NA,Brasil,"Ilha Anchieta, Trilha para a Praia do Sul.",NA,NA,"Árvore ca. 5 m alt. Folhas adensadas no ápice do caule. Discolores. Inflorescência terminal, ca. 70 cm compr. Frutos imaturos verde-vináceos.; Mata Atlântica.",SPF00216508,"2015","01","15",São Paulo,NA,NA,(A.St.-Hil. & Tul.) Devecchi & Pirani,"Devecchi, MF",NA,Ubatuba,-45.071917,-23.541528,NA,NA,"2017","06",NA,NA,NA,NA,NA,NA,"-45.071917","-23.541528",NA,"35",São Paulo,SP,Sudeste
-45.071917,-23.541528,"40",2021-03-15 18:30:07-03,USP,SPF,"216509",PreservedSpecimen,Plantae,Simaroubaceae,Homalolepis,insignis,Homalolepis insignis,NA,"Devecchi, MF","389",NA,Brasil,"Ilha Anchieta, Trilha para a Praia do Sul.",NA,NA,"Árvore ca. 6 m alt. Folhas adensadas no ápice do caule, discolores. Inflorescência terminal ca. 40 cm compr. Flores com cálice verde-ferrugineo, pétalas alvo-esverdeadas, estames com filete e antera creme.; Mata Atlântica.",SPF00216509,"2015","01","15",São Paulo,NA,NA,(A.St.-Hil. & Tul.) Devecchi & Pirani,"Devecchi, MF",NA,Ubatuba,-45.071917,-23.541528,NA,NA,"2017","06",NA,NA,NA,NA,NA,NA,"-45.071917","-23.541528",NA,"35",São Paulo,SP,Sudeste
