X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,occurrenceRemarks,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,fieldNumber,typeStatus,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.433333,-22.866667,"38",2021-02-08 11:10:15-03,UNESP-IBB,BOTU,"29364",PreservedSpecimen,Plantae,Siparunaceae,Mollinedia,clavigera,Mollinedia clavigera,Tul.,"Mantovani, W.","2013","08","16","Bignotto, R.B.","2004","06","16",Brasil,São Paulo,Botucatu,NA,-48.433333,-22.866667,48°26'w,22°52's,NA,NA,BOTU029364,NA,"324","Arbusto 2m, frutos verdes e maduros negros.; Coleção: Jardim Botânico UNESP Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.733333,-22.95,"39",2020-06-29 11:31:30-03,UFRJ,RFA,"39402",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,clavigera,Mollinedia clavigera,Tul.,Valnice T. Rampin,NA,NA,NA,M.A. Pizo,"2003","08","31",Brasil,São Paulo,Itatiba,Sítio Moinho Velho,-46.733333,-22.95,46º44'W,22º57'S,"800","800",RFA45965,NA,"52","Arbusto até 1,8 m de altura, interior de mata; flores amarelas-esverdeadas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.4233,-24.5136,"41",2020-11-24 17:10:51-03,UTFPR,DVPR,"3167",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,clavigera,Mollinedia clavigera,Tul.,"Brotto, ML","2014","09","09","Brotto, ML; Silva, JM; Mello, MCH","2014","08","27",Brasil,Paraná,Adrianópolis,Parque Estadual das Lauráceas,-48.4233,-24.5136,"-48.4233","-24.5136","990","990",DVPR003167,NA,"1773","Árvore 3,5 m, flores esverdeadas.; Floresta Ombrófila Densa Montana",Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.491194,-22.893306,"52",2019-12-12 15:31:46-03,UFABC,HUFABC,"001818",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,clavigera,Mollinedia clavigera,Tul.,NA,NA,NA,NA,"Moraes, A P; Amorim, F","2018","12","20",Brasil,São Paulo,Botucatu,"Mata atrás da Igreja de São Francisco, no distrito, Mata fechada descendo a escada do mirante em frente a igreja de Rubião Júnior e contornando a área da igreja",-48.491194,-22.893306,"-48.491194","-22.893306",NA,NA,HUFABC001818,NA,"216",NA,Angiospermas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8699989318848,-23.9799995422363,"102",2020-11-04 11:14:07-03,ESALQ,ESA,"31426",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,clavigera,Mollinedia clavigera,Tul.,"Lírio, E.J.","2016",NA,NA,"Souza, V.C. et al.","1996","01","26",Brasil,São Paulo,Itapeva,NA,-48.8699989318848,-23.9799995422363,NA,NA,NA,NA,ESA031426,ESA031426,"10586.0",NA,Magnoliophyta,NA,NA,NA,"42926",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.7865,-23.959444,"141",2021-03-01 16:35:44-03,UNICAMP,UEC,"152358",S,Plantae,Monimiaceae,Mollinedia,blumenaviana,Mollinedia blumenaviana,Perkins,"Lirio, EJ","2016",NA,NA,"Souza, VC; Souza, JP; Scalon, VR; Astorino, A","1996","01","26",Brazil,São Paulo,Itapeva,Fazenda Águas Claras,-48.7865,-23.959444,"-48.7865","-23.959444",NA,NA,UEC128152,NA,s.n.,"Arvoreta 4m de alt.; frutos imaturos verdes.",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.369722,-23.395278,"143",2021-03-01 16:35:44-03,UNICAMP,UEC,"199140",S,Plantae,Monimiaceae,Mollinedia,blumenaviana,Mollinedia blumenaviana,Perkins,"Almeida-Scabbia, RJ","2012","11","29","Almeida-Scabbia, RJ; Rossi, L; Kameyama, C; Fortes, EP","2012","10","30",Brazil,São Paulo,Arujá,Imediações da rua Jujiro Nakayama.,-46.369722,-23.395278,"-46.369722","-23.395278","716","716",UEC160542,UEC160542,"797","Arbusto, ca. 1.20m alt., frutos verdes; Floresta com áreas de dosel relativamente preservado e algumas clareiras",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1300010681152,-23.8600006103516,"144",2021-03-01 16:35:44-03,UNICAMP,UEC,"191675",S,Plantae,Monimiaceae,Mollinedia,blumenaviana,Mollinedia blumenaviana,Perkins,"Lirio, EJ","2016",NA,NA,"Coelho, RLG; et al.","2016","01","09",Brazil,São Paulo,Itaberá,"Rodovia SP-258 sentido Itararé, após entrada para Bom Sucesso de Itararé, fragmento do lado esquerdo, próximo ao Rio Verde",-49.1300010681152,-23.8600006103516,NA,NA,NA,NA,UEC128703,UEC128703,"599",Arvoreta ca. 3m alt. Frutos imaturos verdes,Magnoliopsida,NA,NA,NA,"29370",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.756389,-23.513611,"146",2021-03-01 16:35:44-03,UNICAMP,UEC,"156678",S,Plantae,Monimiaceae,Mollinedia,clavigera,Mollinedia clavigera,Tul.,"Lirio, EJ","2016",NA,NA,"Aguiar, OT; Pastore, JFB; Cielo-Filho, R; Bueno, DF","2006","11","22",Brazil,São Paulo,Paranapanema,Estação Ecológica,-48.756389,-23.513611,"-48.756389","-23.513611",NA,NA,UEC008947,UEC008947,"720","Arvoreta até 2m, frutos.; Trilha 2.",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"149",2021-03-01 16:35:44-03,UNICAMP,UEC,"200203",S,Plantae,Monimiaceae,Mollinedia,clavigera,Mollinedia clavigera,Tul.,NA,NA,NA,NA,"Padgurschi, MCG; Belinello, R","2009",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"-45.183333","-23.4","990","1045",UEC177695,NA,M1260,Parcela M - Projeto Biota-FAPESP. Árvore com 11 metros de altura. Frequência da espécie na parcela: n=13,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
