X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,coordinatePrecision,individualCount,geoFlag,continentOcean,preparationType,class,relatedCatalogItem,infraspecificEpithet,relationshipType,fieldNumber,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.8800010681152,-24.7099990844727,"30",2020-11-04 11:03:42-03,ESALQ,ESA,"64211",PreservedSpecimen,Plantae,Bromeliaceae,Aechmea,gamosepala,Aechmea gamosepala,Will.,"Wanderley, M.G.L.",NA,NA,NA,"Sztutman, M. et al.","108.0","1999","01","05",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA064211,NA,Magnoliophyta,NA,"17990",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.943861,-24.076556,"57",2021-03-01 16:19:02-03,UNICAMP,UEC,"165354",S,Plantae,Bromeliaceae,Aechmea,gamosepala,Aechmea gamosepala,Wittm.,"Sousa, G; Wanderley, MDGL","1999","12",NA,"Martinelli, G; Wanderley, MDGL; Barbará, T; Sousa, GM; Azoury, R","15776","1999","10","01",Brazil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,-47.943861,-24.076556,"-47.943861","-24.076556","700","933","Epífita, ciófila à semi-heliófila, frequencia média, folhas na face ventral verde com bainha atropurpúrea, face dorsal verde levemente indumentada com bainha arroxeada; infl. com escapo vermelho com indumento, brácteas escapais caducas",UEC036475,UEC036475,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9,-24.608333,"64",2019-08-20 09:59:09-03,UNICAMP,UEC,"90278",S,Plantae,Bromeliaceae,Aechmea,gamosepala,Aechmea gamosepala,Wittm.,"Wanderley, MDGL","2001","08",NA,"Leitão Filho, HF","33218","1995","02","10",Brazil,São Paulo,Pariquera-Açu,Estação Experimental do IAC,-47.9,-24.608333,"-47.9","-24.608333",NA,NA,"fruto, Epífita, frutos imaturos e escapo vermelho escuro",UEC018085,UEC018085,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.858333,-24.879444,"67",2019-08-20 09:59:09-03,UNICAMP,UEC,"90271",S,Plantae,Bromeliaceae,Aechmea,gamosepala,Aechmea gamosepala,Wittm.,"Wanderley, MDGL","2001","08",NA,"Leitão Filho, HF","32866","1995","02","07",Brazil,São Paulo,Pariquera-Açu,Estrada para Cananéia,-47.858333,-24.879444,"-47.858333","-24.879444",NA,NA,"fruto, Face adaxial da bainha das folhas arroxeada. Escapo arroxeado com brácteas escapais vermelhas. Brácteas florais vermelhas. Sépalas rosas. Frutos imaturos.",UEC018088,UEC018088,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"68",2019-08-20 09:59:09-03,UNICAMP,UEC,"138269",S,Plantae,Bromeliaceae,Aechmea,gamosepala,Aechmea gamosepala,Wittm.,"Wanderley, MDGL","2003","04",NA,"Breier, TB; Nakakura, HCC","359","2002","07","22",Brazil,São Paulo,Cananéia,"Parque Estadual da Ilha do Cardoso, parcela pemanente ao lado da parcela A4",-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,NA,UEC018105,UEC018105,Liliopsida,NA,"37574",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"69",2019-08-20 09:59:09-03,UNICAMP,UEC,"138283",S,Plantae,Bromeliaceae,Aechmea,gamosepala,Aechmea gamosepala,Wittm.,"Wanderley, MDGL","2003","04",NA,"Breier, TB; Singer, RB","337","2002","07","03",Brazil,São Paulo,Cananéia,"Parque Estadual da Ilha do Cardoso, Parcela pemanente sobre árvore número 2795",-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,NA,UEC018092,UEC018092,Liliopsida,NA,"37574",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"70",2019-08-20 09:59:09-03,UNICAMP,UEC,"138265",S,Plantae,Bromeliaceae,Aechmea,gamosepala,Aechmea gamosepala,Wittm.,NA,NA,NA,NA,"Breier, TB; Singer, RB",185b,"2002","06","20",Brazil,São Paulo,Cananéia,"Parque Estadual da Ilha do Cardoso, Parcelas permanentes.",-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,NA,UEC018108,UEC018108,Liliopsida,NA,"37574",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"71",2019-08-20 09:59:09-03,UNICAMP,UEC,NA,S,Plantae,Bromeliaceae,Aechmea,gamosepala,Aechmea gamosepala,Wittm.,"Breier, TB","2004","09",NA,"Breier, TB","912","2003","03","18",Brazil,São Paulo,Cananéia,"Parque Estadual da Ilha do Cardoso, parcelas permantentes",-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,"Na parcela J14, epífita",NA,NA,Liliopsida,NA,"37574",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"72",2021-03-01 16:19:02-03,UNICAMP,UEC,NA,S,Plantae,Bromeliaceae,Aechmea,gamosepala,Aechmea gamosepala,Wittm.,"Breier, TB","2004","09",NA,"Breier, TB","909","2003","03","18",Brazil,São Paulo,Cananéia,Parque Estadual Ilha do Cardoso,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,"na parcela H08, terrestre ou no solo.",UEC018091,NA,Liliopsida,NA,"37574",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"73",2021-03-01 16:19:02-03,UNICAMP,UEC,"140265",S,Plantae,Bromeliaceae,Aechmea,gamosepala,Aechmea gamosepala,Wittm.,"Breier, TB","2004","09",NA,"Breier, TB","909","2003","03","18",Brazil,São Paulo,Cananéia,Parque Estadual Ilha do Cardoso,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,"na parcela H08, terrestre ou no solo.",UEC018107,UEC018107,Liliopsida,NA,"37574",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"74",2021-03-01 16:19:02-03,UNICAMP,UEC,NA,S,Plantae,Bromeliaceae,Aechmea,gamosepala,Aechmea gamosepala,Wittm.,"Breier, TB","2004","09",NA,"Breier, TB","909","2003","03","18",Brazil,São Paulo,Cananéia,Parque Estadual Ilha do Cardoso,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,"na parcela H08, terrestre ou no solo.",UEC018093,NA,Liliopsida,NA,"37574",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
