X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,decimalLongitude,imagecode,infraspecificEpithet,recordNumber,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,phylum,occurrenceRemarks,continentOcean,typeStatus,class,order,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.128722,-23.427917,"7",2021-02-07 08:35:28-03,MN,R,"219211",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,taritubensis,Vriesea taritubensis,E. Pereira & L.A. Penna,"Neves, B.F.S.","2014","03","28","Neves, B.F.S. 167; Uribbe, F.P. & Néri, J.","2012","12","11",Brasil,São Paulo,Ubatuba,NA,-23.427917,45°07'43.4W,23°25'40.5S,R010019791,-45.128722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.128722,-23.427917,"8",2021-02-07 08:35:28-03,MN,R,"219212",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,taritubensis,Vriesea taritubensis,E. Pereira & L.A. Penna,"Neves, B.F.S.","2014","03","28","Neves, B.F.S. 168; Uribbe, F.P. & Néri, J.","2012","12","11",Brasil,São Paulo,Ubatuba,NA,-23.427917,45°07'43.4W,23°25'40.5S,R010019792,-45.128722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.128722,-23.427917,"9",2021-02-07 08:35:28-03,MN,R,"219213",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,taritubensis,Vriesea taritubensis,E. Pereira & L.A. Penna,"Neves, B.F.S.","2014","03","28","Neves, B.F.S. 169; Uribbe, F.P. & Néri, J.","2012","12","11",Brasil,São Paulo,Ubatuba,NA,-23.427917,45°07'43.4W,23°25'40.5S,R010019790,-45.128722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.150278,-23.338611,"33",2021-02-07 08:35:28-03,MN,R,"238491",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,taritubensis,Vriesea taritubensis var.patens,B. Neves & A.F. Costa,"Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398a; Néri, J","2013","02","02",Brasil,São Paulo,São Luís do Paraitinga,"Parque Estadual da Serra do Mar- núcleo Santa Virgínia, Trilha Pirapitinga",-23.338611,45°9'1W,23°20'19S,R010069603,-45.150278,R010069603,var.patens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.150278,-23.338611,"34",2021-02-07 08:35:28-03,MN,R,"238492",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,taritubensis,Vriesea taritubensis var.patens,B. Neves & A.F. Costa,"Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398b; Néri, J","2013","02","02",Brasil,São Paulo,São Luís do Paraitinga,"Parque Estadual da Serra do Mar- núcleo Santa Virgínia, Trilha Pirapitinga",-23.338611,45°9'1W,23°20'19S,R010069602,-45.150278,R010069602,var.patens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.150278,-23.338611,"35",2021-02-07 08:35:28-03,MN,R,"238493",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,taritubensis,Vriesea taritubensis var.patens,B. Neves & A.F. Costa,"Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398c; Néri, J","2013","02","02",Brasil,São Paulo,São Luís do Paraitinga,"Parque Estadual da Serra do Mar- núcleo Santa Virgínia, Trilha Pirapitinga",-23.338611,45°9'1W,23°20'19S,R010069601,-45.150278,R010069601,var.patens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.150278,-23.338611,"36",2021-02-07 08:35:28-03,MN,R,"238494",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,taritubensis,Vriesea taritubensis var.patens,B. Neves & A.F. Costa,"Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398d; Néri, J","2013","02","02",Brasil,São Paulo,São Luís do Paraitinga,"Parque Estadual da Serra do Mar- núcleo Santa Virgínia, Trilha Pirapitinga",-23.338611,45°9'1W,23°20'19S,R010069606,-45.150278,R010069606,var.patens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.150278,-23.338611,"37",2021-02-07 08:35:28-03,MN,R,"238495",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,taritubensis,Vriesea taritubensis var.patens,B. Neves & A.F. Costa,"Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398e; Néri, J","2013","02","02",Brasil,São Paulo,São Luís do Paraitinga,"Parque Estadual da Serra do Mar- núcleo Santa Virgínia, Trilha Pirapitinga",-23.338611,45°9'1W,23°20'19S,R010069605,-45.150278,R010069605,var.patens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.150278,-23.338611,"38",2021-02-07 08:35:28-03,MN,R,"238496",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,taritubensis,Vriesea taritubensis var.patens,B. Neves & A.F. Costa,"Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398f; Néri, J","2013","02","02",Brasil,São Paulo,São Luís do Paraitinga,"Parque Estadual da Serra do Mar- núcleo Santa Virgínia, Trilha Pirapitinga",-23.338611,45°9'1W,23°20'19S,R010069604,-45.150278,R010069604,var.patens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.150278,-23.338611,"39",2021-02-07 08:35:28-03,MN,R,"238497",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,taritubensis,Vriesea taritubensis var.patens,B. Neves & A.F. Costa,"Neves, B.F.S.","2019","03","28","Neves, B.F.S. 398g; Néri, J","2013","02","02",Brasil,São Paulo,São Luís do Paraitinga,Parque Estadual da Serra do Mar,-23.338611,45°9'1W,23°20'19S,R010069609,-45.150278,R010069609,var.patens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
