X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,continentOcean,preparationType,previousCatalogNumber,phylum,order,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,typeStatus,fieldNumber,infraspecificEpithet,class,individualCount,relatedCatalogItem,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.1300010681152,-23.5200004577637,"13",2020-11-04 11:14:07-03,ESALQ,ESA,"26936",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,argyrogyna,Mollinedia argyrogyna,NA,NA,NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","231.0","1993","10","02",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,ESA026936,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"24",2019-11-21 14:39:54-03,UFJF,CESJ,"334",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,argyrogyna,Mollinedia argyrogyna,Perkins,E.J. Lírio,"2015",NA,NA,L. Krieger,CESJ334,"1942","10","04",Brasil,São Paulo,São Paulo,Santo Amaro,-46.6300010681152,-23.5400009155273,NA,NA,Árvore mediana da mata. Floração dióica.,CESJ000334,NA,América do Sul,NA,NA,Angiosperma,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.068056,-23.325278,"28",2021-03-01 16:35:44-03,UNICAMP,UEC,"166836",S,Plantae,Monimiaceae,Mollinedia,argyrogyna,Mollinedia argyrogyna,(Spreng.) Tul.,Peixoto,"2009",NA,NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","758","2008",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,"Núcleo Santa Virgínia, Parcela K.",-45.068056,-23.325278,"-45.068056","-23.325278","K0854 Árvore, ca. 12 m, com frutos; espécie abudnante na área.; Floresta Ombrófila Densa Montana.",UEC039834,UEC039834,NA,NA,NA,Magnoliopsida,NA,"1085","1093",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"29",2021-03-01 16:35:44-03,UNICAMP,UEC,"200204",S,Plantae,Monimiaceae,Mollinedia,argyrogyna,Mollinedia argyrogyna,(Spreng.) Tul.,NA,NA,NA,NA,"Padgurschi, MCG; Belinello, R",M1335,"2009",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"-45.183333","-23.4",Parcela M - Projeto Biota-FAPESP. Árvore com 9 metros de altura. Frequência da espécie na parcela: n=25,UEC177694,UEC177694,NA,NA,NA,Magnoliopsida,NA,"990","1045",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"31",2021-03-01 16:35:44-03,UNICAMP,UEC,"200696",S,Plantae,Monimiaceae,Mollinedia,argyrogyna,Mollinedia argyrogyna,(Spreng.) Tul.,NA,"2008",NA,NA,"Pereira, LS; Belinello, R; Gomes, JAMA; Rosado, BHP; Cavalin, PO",N262,"2008","12","07",Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"-45.183333","-23.4","Parcela N - Projeto Biota-FAPESP. Árvore com 12 metros de altura. Frequência da espécie na parcela: n=35; Mata Atlântica",UEC158088,UEC158088,NA,NA,NA,Magnoliopsida,NA,"990","1045",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.2700004577637,-22.9300003051758,"38",2021-03-01 16:35:44-03,UNICAMP,UEC,"67308",S,Plantae,Monimiaceae,Mollinedia,argyrogyna,Mollinedia argyrogyna,(Spreng.) Tul.,Peixoto,"2010","06","06","Tamashiro, JY; Santos, FAM; Goldenberg, R; Belinello, R","499","1994","08","16",Brazil,São Paulo,Joanópolis,Cachoeira dos Pretos,-46.2700004577637,-22.9300003051758,NA,NA,"Arvoreta de 6m., botões verdes.",NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"22329",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.2700004577637,-22.9300003051758,"39",2021-03-01 16:35:44-03,UNICAMP,UEC,"11396",S,Plantae,Monimiaceae,Mollinedia,argyrogyna,Mollinedia argyrogyna,(Spreng.) Tul.,Peixoto,"1983","03",NA,"Leitão Filho, HF; Vanucci, AL; Gianotti, E; Stubblebine, WH; Capitani, JHAD De","10397","1979","09","10",Brazil,São Paulo,Joanópolis,"Cachoeira dos Pretos, nativa em área de mata a 15 km da cidade junto à Cachoeira dos Pretos. feminina",-46.2700004577637,-22.9300003051758,NA,NA,Árvore ate 5m. frutos marrons já deiscentes.,UEC128075,UEC128075,NA,NA,NA,Magnoliopsida,NA,NA,NA,"22329",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"40",2021-03-01 16:35:44-03,UNICAMP,UEC,"162778",S,Plantae,Monimiaceae,Mollinedia,argyrogyna,Mollinedia argyrogyna,(Spreng.) Tul.,"Franco, GADC","2006","10",NA,"Ivanauskas, NM; Toniato, MTZ; Polisel, RT; Souza, D; Silva, CO; Fogaça, PD","6142","2006","08","29",Brazil,São Paulo,São Miguel Arcanjo,"PECB Trilha do Turvilho O. (SAD69, Zona 23J).",-47.9900016784668,-23.8700008392334,NA,NA,"Árvore, 4 m alt., botões florais verdes.",UEC038002,UEC038002,NA,NA,NA,Magnoliopsida,NA,"824","824","27904",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"41",2019-08-20 10:20:35-03,UNICAMP,UEC,"150284",S,Plantae,Monimiaceae,Mollinedia,argyrogyna,Mollinedia argyrogyna,(Spreng.) Tul.,"Lirio, EJ","2016",NA,NA,"Bertoncello, R; Pansonato, M","21","2006","12","21",Brazil,São Paulo,Ubatuba,"Parque Estadual Serra do Mar, Morro do Cuscuzeiro.",-45.0699996948242,-23.4300003051758,NA,NA,NA,UEC128155,NA,NA,NA,NA,Magnoliopsida,NA,"1270","1270","34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.2700004577637,-22.9300003051758,"57",2020-06-29 09:31:12-03,UFRRJ,RBR,"10288",S,Plantae,Monimiaceae,Mollinedia,argyrogyna,Mollinedia argyrogyna,Perkins,A.L. Peixoto,"1997","05",NA,"J.Y. Tamashiro; F.A.M. Santos, R. Goldenberg, R. Belinello","499","1994","08","16",Brasil,São Paulo,Joanópolis,Cachoeira dos Pretos.,-46.2700004577637,-22.9300003051758,NA,NA,NA,RBR00010288,NA,NA,NA,NA,NA,NA,NA,NA,"22329",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
