X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,country,individualCount,occurrenceRemarks,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,geoFlag,continentOcean,preparationType,barcode,imagecode,typeStatus,class,relatedCatalogItem,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.3300018310547,-23.9599990844727,"24",2020-11-04 11:04:12-03,ESALQ,ESA,"11265",PreservedSpecimen,Plantae,Magnoliophyta,NA,Cactaceae,Rhipsalis,oblonga,Rhipsalis oblonga,Loefgr.,Brasil,NA,NA,"Zappi, D.C.","2005","01","01","Souza, V.C.","429.0","1988","12","09",São Paulo,Santos,NA,-46.3300018310547,-23.9599990844727,NA,NA,"26836",NA,NA,auto,NA,NA,ESA011265,ESA011265,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.638817,-23.548942,"39",2019-11-27 13:46:50-03,UFS,ASE,"4495",PreservedSpecimen,Plantae,Magnoliophyta,NA,Cactaceae,Rhipsalis,oblonga,Rhipsalis oblonga,Lofgren,Brasil,NA,"Epífita. Epífita sobre pedras. Frutos imaturos verdes.; Epífita. Epífita sobre pedras. Frutos imaturos verdes.; Mata higrofila",N.P. Taylor (kew),"1998","08","04","T.S.dos Santos; E.J.Judziewicz","4143","1986","03","04",São Paulo,São Paulo,"Serra dos Quatis 8.7 km E do São José, rodovia São José/Uma.Lado S da rodovia",-46.638817,-23.548942,"-46.638817","-23.548942",NA,NA,NA,NA,Southern America,NA,ASE0015710,ASE0015710,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.941667,-23.824167,"40",2021-03-01 16:27:18-03,UNICAMP,UEC,"173889",S,Plantae,Magnoliopsida,NA,Cactaceae,Rhipsalis,oblonga,Rhipsalis oblonga,Loefgr.,Brazil,NA,"Erva epífita pendente, frutos imaturos verde-amarelados.; Trilha Ibirá-Mirim.",NA,NA,NA,NA,"Lombardi, JA; Saka, MN; Fonseca, R","8510","2011","04","25",São Paulo,São Lourenço da Serra,Reserva Particular do Patrimônio Natural Paiol Maria.,-46.941667,-23.824167,"-46.941667","-23.824167",NA,"762","809",NA,NA,NA,UEC089490,UEC089490,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.816667,-23.333333,"41",2021-03-01 16:27:18-03,UNICAMP,UEC,"67883",S,Plantae,Magnoliopsida,NA,Cactaceae,Rhipsalis,oblonga,Rhipsalis oblonga,Loefgr.,Brazil,NA,"Epífita, com flores brancas, cálice amarelo, cladódios sinuosos.","Zappi, DC","1999","12",NA,"Barros, F; et al.","29471","1993","11","09",São Paulo,Ubatuba,Trilha do Corisco. Mata de encosta.,-44.816667,-23.333333,"-44.816667","-23.333333",NA,NA,NA,NA,NA,NA,UEC090890,UEC090890,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.083333,-23.4,"42",2021-03-01 16:27:18-03,UNICAMP,UEC,"87269",S,Plantae,Magnoliopsida,NA,Cactaceae,Rhipsalis,oblonga,Rhipsalis oblonga,Loefgr.,Brazil,NA,"Epífita, frutos róseos a brancos.; Em plantação de cacau.","Zappi, DC","2004","03",NA,"Assis, MA; Furlan, A; Carneiro, CE; Farinaccio, MA; Scudeller, VV; Cavalcanti, DC","375","1994","08","28",São Paulo,Ubatuba,Trilha da Fazenda Capricórnio.,-45.083333,-23.4,"-45.083333","-23.4",NA,NA,NA,NA,NA,NA,UEC090891,UEC090891,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"45",2021-03-01 16:27:18-03,UNICAMP,UEC,"143533",S,Plantae,Magnoliopsida,NA,Cactaceae,Rhipsalis,oblonga,Rhipsalis oblonga,Loefgr.,Brazil,NA,Pendente em rochas. Frutos imaturos verdes. Beira de Mata Atlântica.,"Aona, LYS","2006","08",NA,"Souza, VC; Rodrigues, RR; Arzolla, FARDP; Ivanauskas, NM; Souza, JP; Scalon, VR","9125","1995","09","04",São Paulo,Eldorado,"Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Arredores do alojamento e da Caverna do Diabo.",-48.0999984741211,-24.5200004577637,NA,NA,"38804",NA,NA,auto,NA,NA,UEC090887,UEC090887,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.941722,-23.824667,"68",2020-06-15 15:29:46-03,UNESP-RC,HRCB,"55505",PreservedSpecimen,Plantae,NA,NA,Cactaceae,Rhipsalis,oblonga,Rhipsalis oblonga,Loefgr.,Brasil,NA,"Epífita pendente, flor alva.","Lombardi, J.A.","2011","09",NA,Lombardi,"8547","2011","06","10",São Paulo,São Lourenço da Serra,Reserva Particular do Patrimônio Natural Paiol Maria,-46.941722,-23.824667,46º56'30.2W,"23º49'28,8S",NA,"757","757",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.083333,-23.4,"71",2020-06-17 15:24:58-03,UNESP-RC,HRCB,"17604",PreservedSpecimen,Plantae,NA,NA,Cactaceae,Rhipsalis,oblonga,Rhipsalis oblonga,Loefgr.,Brasil,NA,NA,L.Y.S Sona,NA,NA,NA,"Assis, M. A. de",NA,NA,NA,NA,São Paulo,Ubatuba,Picinguaba,-45.083333,-23.4,45°05'W,23°24'S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"72",2020-06-17 15:24:58-03,UNESP-RC,HRCB,"34802",PreservedSpecimen,Plantae,NA,NA,Cactaceae,Rhipsalis,oblonga,Rhipsalis oblonga,Loefgr.,Brasil,NA,NA,L.Y.S Sona,NA,NA,NA,"Udulutsch, R. G.",NA,NA,NA,NA,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,"34265",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"73",2020-06-17 15:24:58-03,UNESP-RC,HRCB,"9820",PreservedSpecimen,Plantae,NA,NA,Cactaceae,Rhipsalis,oblonga,Rhipsalis oblonga,Loefgr.,Brasil,NA,NA,D. C. Zappi,NA,NA,NA,"Garcia, F. C. P.",NA,NA,NA,NA,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,"34265",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
