X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,locality,minimumElevationInMeters,maximumElevationInMeters,recordNumber,phylum,coordinatePrecision,geoFlag,class,order,continentOcean,relationshipType,relatedCatalogItem,individualCount,typeStatus,fieldNumber,preparationType,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.350633,-23.971069,"60",2020-12-21 16:39:50-03,MBM,MBM,"271771",PreservedSpecimen,Plantae,Plantaginaceae,Plantago,catharinea,Plantago catharinea,Decne.,NA,NA,NA,NA,"Hassemer, G.","2015","10","30",Brazil,São Paulo,Santos,-46.350633,-23.971069,"-46.350633","-23.971069",NA,MBM271771,MBM271771,"Aterro na beira da praia no bairro José Menino, próximo aos memoriais à imigração japonesa no Brasil","1","1","819",NA,NA,NA,NA,NA,Southern America,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.350633,-23.971069,"71",2021-02-11 17:21:15-03,UFPR,UPCB,"93110",PreservedSpecimen,Plantae,Plantaginaceae,Plantago,catharinea,Plantago catharinea,Decne,"Hassemer, G.","2015",NA,NA,"Hassemer, G.","2015","10","30",Brasil,São Paulo,Santos,-46.350633,-23.971069,"-46.350633","-23.971069",próximo aos memoriais à imigração japonesa no Brasil..,UPCB0036601,UPCB0036601,aterro na beira da praia no bairro José Menino,NA,NA,"819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.350633,-23.971069,"80",2021-03-04 11:06:08-03,UFRB,HURB,"17792",PreservedSpecimen,Plantae,Plantaginaceae,Plantago,catharinea,Plantago catharinea,Decne,G. Hassemer,"2015",NA,NA,"Hassemer, G.","2015","10","30",Brasil,São Paulo,Santos,-46.350633,-23.971069,"46º21'2,28W","23º58'15,85S",NA,HURB000017792,HURB000017792,"Aterro na Beira da praia no Bairro José Menino; Próximo aos memoriais à imigração japonesa do Brasil","1","1","819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"94",2019-11-13 16:04:59-03,UNISANTA,HUSC,"2372",PreservedSpecimen,Plantae,Plantaginaceae,Plantago,catharinea,Plantago catharinea,Decne.,NA,NA,NA,NA,"Sampaio, P.S.P.; Martins, S.E.","2000","02","03",Brasil,São Paulo,Bertioga,-46.138599395752,-23.8544006347656,NA,NA,"Erva com frutos verdes imaturos e marrons quando maduros.; Vegetação de Duna.",NA,NA,Praia do Itaguaré.,NA,NA,"416",Magnoliophyta,"37616",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5400009155273,-24.7399997711182,"95",2019-11-13 16:04:59-03,UNISANTA,HUSC,"10220",PreservedSpecimen,Plantae,Plantaginaceae,Plantago,catharinea,Plantago catharinea,Decne.,"Magenta, M.A.G.","2007","10",NA,"Rollo; T.C.; Magenta, M.A.G.; Nakasato, M.","2007","06","14",Brasil,São Paulo,Ilha Comprida,-47.5400009155273,-24.7399997711182,NA,NA,"Erva.; Fisionomia de praia e dunas, face voltadas para o oceano atlântico.",NA,NA,Praia das Pedrinhas.,NA,NA,"84",Magnoliophyta,"49747",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"96",2019-11-13 16:04:59-03,UNISANTA,HUSC,"11902",PreservedSpecimen,Plantae,Plantaginaceae,Plantago,catharinea,Plantago catharinea,Decne.,"P.S.P. Sampaio; G.C. Marins","2017","05",NA,L.M.S. Mesquita,"2016","05","10",Brasil,São Paulo,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,Estação Ecológica de Juréia-Itatins.,NA,NA,s.n.,Magnoliophyta,"21922",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"162",2021-01-07 09:34:37-03,IBt,SP,"465633",S,Plantae,Plantaginaceae,Plantago,catharinea,Plantago catharinea,Decne.,NA,NA,NA,NA,"Sampaio, PSP","2000","02","03",Brasil,São Paulo,Bertioga,-46.138599395752,-23.8544006347656,NA,NA,NA,NA,NA,NA,NA,NA,"416",NA,"37616",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"163",2020-07-16 10:05:59-03,IBt,SP,"288921",S,Plantae,Plantaginaceae,Plantago,catharinea,Plantago catharinea,Decne.,NA,NA,NA,NA,"Souza, VC","1995","10","07",Brasil,São Paulo,Itanhaém,-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,NA,NA,NA,NA,"9205",NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"164",2019-11-21 10:14:29-03,IBt,SP,"248059",S,Plantae,Plantaginaceae,Plantago,catharinea,Plantago catharinea,Decne.,"Shipunov, A","2018","07","11","Catharino, ELM; et al.","1990","11","20",Brasil,São Paulo,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,"Erva heliófila, inflorescência castanho esverdeada",NA,NA,"Estação Ecológica Juréia-Itatins, Barra do Una",NA,NA,"1497",NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4000015258789,-24,"165",2019-11-21 10:14:29-03,IBt,SP,"14667",S,Plantae,Plantaginaceae,Plantago,catharinea,Plantago catharinea,Decne.,"Pilger, R",NA,NA,NA,"Loefgren, A","1898","10","16",Brasil,São Paulo,Praia Grande,-46.4000015258789,-24,NA,NA,NA,SP007665,SP007665,NA,NA,NA,CGG4186,NA,"22363",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
