X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,country,stateProvince,individualCount,occurrenceRemarks,year,month,day,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,infraspecificEpithet,recordNumber,continentOcean,preparationType,barcode,imagecode,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,class,typeStatus,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9900016784668,-23.8700008392334,"36",2020-11-04 11:03:43-03,ESALQ,ESA,"79890",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bromeliaceae,Billbergia,pyramidalis,Billbergia pyramidalis,(Sims) Lindl.,"Forster, W.",NA,NA,"Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.",Brasil,São Paulo,NA,"Epífita a 1,7m de altura sobre a árvore, coletada na borda da trilha. Bainha vinácea. Brácteas florais vermelho-carmim; cálice branco-esverdeado com ápice azul-violeta; corola velha.","2002","04","24",São Miguel Arcanjo,BLOQUEADO,-47.9900016784668,-23.8700008392334,"27904",auto,NA,"373.0",NA,NA,ESA079890,ESA079890,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.374444,-24.3075,"119",2021-03-01 16:19:02-03,UNICAMP,UEC,"135029",S,Plantae,Liliopsida,NA,Bromeliaceae,Billbergia,pyramidalis,Billbergia pyramidalis,(Sims) Lindl.,"Forster, W","2003",NA,"Urbanetz, C; Muniz, MRA; Harder, ICF; Destro, GFG; Moreira-Coneglian, IR",Brazil,São Paulo,NA,"Epífita a 2,5m; brácteas rosa-avermelhadas, flores roxas no ápice e brancas na base, filetes roxos, anteras brancas, estigma branco, estilete roxo. &nf;; Floresta Ombrófila Densa Montana com extrativismo seletivo.","2003","04","16",Ribeirão Grande,"Parque Estadual Intervales, Trilha da Cachoeira das Pedrinhas com início na Estrada de São Pedro, até a Cachoeira do Rio do Carmo.",-48.374444,-24.3075,NA,NA,NA,"7",NA,NA,UEC075998,UEC075998,NA,"790","790","-48.374444","-24.3075",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.133333,-23.316667,"121",2021-03-01 16:19:02-03,UNICAMP,UEC,"206556",S,Plantae,Liliopsida,NA,Bromeliaceae,Billbergia,pyramidalis,Billbergia pyramidalis,(Sims) Lindl.,"Nunes, CEP","2018","06","Nunes, CEP",Brazil,São Paulo,NA,"Erva epífita ou terrícola.; Floresta Ombrófila Densa Sub-Montana.","2013","07","10",São Luiz do Paraitinga,"Trilha da Pirapitinga, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar",-45.133333,-23.316667,NA,NA,NA,2013/96,NA,NA,UEC098980,UEC098980,NA,"80","1200","-45.133333","-23.316667",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.966667,-23.35,"122",2021-03-01 16:19:02-03,UNICAMP,UEC,"67860",S,Plantae,Liliopsida,NA,Bromeliaceae,Billbergia,pyramidalis,Billbergia pyramidalis,(Sims) Lindl.,"Wanderley, MDGL","2007","10","Gardolinski, PC; et al.",Brazil,São Paulo,NA,"Epífita. Brácteas róseas, pétalas vermelhas com bordas lilases, anteras amarelas, estigma lilás-claro.; Mata de Encosta.","1993","11","11",Ubatuba,Puruba,-44.966667,-23.35,NA,NA,NA,"29835",NA,NA,UEC076000,UEC076000,NA,NA,NA,"-44.966667","-23.35",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"124",2021-03-01 16:19:02-03,UNICAMP,UEC,"63116",S,Plantae,Liliopsida,NA,Bromeliaceae,Billbergia,pyramidalis,Billbergia pyramidalis,(Sims) Lindl.,"Wanderley, MDGL","2007","10","Sazima, M; Sazima, I",Brazil,São Paulo,NA,Flores de coloração rósea.,"1993","07","30",Caraguatatuba,Condomínio Park Imperial,-45.4099998474121,-23.6200008392334,"30093",auto,NA,"28742",NA,NA,UEC075999,UEC075999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"125",2019-08-20 09:59:09-03,UNICAMP,UEC,"146293",S,Plantae,Liliopsida,NA,Bromeliaceae,Billbergia,pyramidalis,Billbergia pyramidalis,(Sims) Lindl.,"Wanderley, MDGL","2001","08","Araújo, AC; Fischer, EA",Brazil,São Paulo,NA,"flor, Epífita, flores róseas","1994","05","10",Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,"34265",auto,NA,"33300",NA,NA,UEC075951,UEC075951,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"126",2021-03-01 16:19:02-03,UNICAMP,UEC,"6792",S,Plantae,Liliopsida,NA,Bromeliaceae,Billbergia,pyramidalis,Billbergia pyramidalis,(Sims) Lindl.,"Wanderley, MDGL","2007","10","Davis, PH; Shepherd, GJ; Makino, H; Jung, SL; Silvestre, S; Jung, SL",Brazil,São Paulo,NA,"Flowers in a lax erect spike. Bracts and calyx pink; corolla red, purple-tipped.; Stain rain forest, on tree trunk.","1976","08","21",Ubatuba,Serra do Mar,-45.0699996948242,-23.4300003051758,"34265",auto,NA,D59846P,NA,NA,UEC075997,UEC075997,NA,"100","200",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"178",2020-06-15 15:29:40-03,UNESP-RC,HRCB,"10810",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Billbergia,pyramidalis,Billbergia pyramidalis,(Sims) Lindl.,"Wanderley, M.G.L.","2007","10","Furlan, A.",Brasil,São Paulo,NA,"Epífita. Escapo com brácteas róseas, cálice róseo esbranquiçadoe pétalas de róseas a vinho.","1989","07","15",Ubatuba,Picinguaba.,-45.0699996948242,-23.4300003051758,"34265",auto,NA,"831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"179",2020-06-15 15:29:40-03,UNESP-RC,HRCB,"10974",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Billbergia,pyramidalis,Billbergia pyramidalis,(Sims) Lindl.,"Wanderley, M.G.L.","2007","10","Garcia, F.C.P.",Brasil,São Paulo,NA,"Terrestre. Brácteas e sépalas rosa-esbranquiçadas, pétalas rosa escuro, ápice azul roxo. Frutos secos castanhos.","1989","09","03",Ubatuba,Picinguaba.,-45.0699996948242,-23.4300003051758,"34265",auto,NA,"480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"180",2020-06-15 15:29:40-03,UNESP-RC,HRCB,"9282",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Billbergia,pyramidalis,Billbergia pyramidalis,(Sims) Lindl.,"Wanderley, M.G.L.","2007","10","Garcia, F.C.P.",Brasil,São Paulo,NA,"Epífita, Brácteas e flores vermelhas.","1988","09","03",Ubatuba,Picinguaba.,-45.0699996948242,-23.4300003051758,"34265",auto,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
