X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,occurrenceRemarks,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.4597,-22.9203,"21",2021-03-15 16:37:00-03,NY,NYBG,"632048",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,"M. Groppo, Jr.",NA,NA,NA,S. A. Nicolau,"1992","10","08",Brazil,São Paulo,Pindamonhangaba,"Fazenda Sao Sebastiao do Ribeirao Grande, talhao 12, face norte, trilha da Crista",-45.4597,-22.9203,NA,NA,NA,NA,NY00632048,NY00632048_01,"2179",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53377' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Aquifoliales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"22",2021-03-15 16:37:00-03,NY,NYBG,"497095",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,J. A. Kallunki,NA,NA,NA,B. Maguire,"1959","12","06",Brazil,São Paulo,Sao Paulo,Sao Paulo Biological Station at Paranapiacaba,-46.63,-23.5403,NA,NA,"792","853",NY00497095,NY00497095_01,"44551",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53382' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Aquifoliales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"37",2021-03-15 16:37:00-03,NY,NYBG,"497097",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,S. M. Andrews,NA,NA,NA,F. C. Hoehne,"1931","10","28",Brazil,São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,NA,NA,NY00497097,NY00497097_01,"28410",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53389' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Aquifoliales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0497,-23.5903,"40",2021-03-15 16:37:00-03,NY,NYBG,"497096",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,S. M. Andrews,NA,NA,NA,J. Mattos,"1961","11","13",Brazil,São Paulo,Itapetininga,"Itapetininga, 3 km. sul da cidade",-48.0497,-23.5903,NA,NA,NA,NA,NY00497096,NY00497096_01,"9541",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53371' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Aquifoliales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"57",2021-03-15 16:37:00-03,NY,NYBG,"01023349",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,NA,NA,NA,NA,O. Handro,"1946","11","15",Brazil,São Paulo,Sao Paulo,"Sâo Paulo, Sâo Paulo, Jabaquara",-46.63,-23.5403,NA,NA,NA,NA,NY01023349,NY01023349_01,s.n.,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190611' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Aquifoliales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8699989318848,-23.9799995422363,"225",2020-11-04 11:00:13-03,ESALQ,ESA,"31427",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,"Viani, R.A.G.",NA,NA,NA,"Souza, V.C. et al.","1996","01","26",Brasil,São Paulo,Itapeva,NA,-48.8699989318848,-23.9799995422363,NA,NA,NA,NA,ESA031427,ESA031427,"10580.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"42926",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"226",2020-11-04 11:00:13-03,ESALQ,ESA,"22636",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,"Groppo Jr., M.",NA,NA,NA,"Barreto, K.D. et al.","1994","11","22",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA022636,ESA022636,"3229.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.6100006103516,-23.1000003814697,"227",2020-11-04 11:00:13-03,ESALQ,ESA,"17273",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,"Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M. ; Nave, A.G.","1994","07","29",Brasil,São Paulo,Itatinga,NA,-48.6100006103516,-23.1000003814697,NA,NA,NA,NA,ESA017273,ESA017273,"240.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"28219",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.6100006103516,-23.1000003814697,"228",2020-11-04 11:00:13-03,ESALQ,ESA,"17274",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,"Coelho, G.C.","1996","08","13","Ivanauskas, N.M. ; Nave, A.G.","1993","08","30",Brasil,São Paulo,Itatinga,NA,-48.6100006103516,-23.1000003814697,NA,NA,NA,NA,ESA017274,ESA017274,"665.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"28219",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3400001525879,-24,"229",2020-11-04 11:00:13-03,ESALQ,ESA,"129743",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,"Souza, V.C.","2014","05","24","Souza, V.C.","2014","05","24",Brasil,São Paulo,Capão Bonito,10 km de Capão Bonito em direção a Itapetininga. Floresta Estacional Semidecidual.,-48.3400001525879,-24,NA,NA,"650","650",ESA129743,NA,"38294.0","Árvore, ca. 5 m alt.; frutos maduros vermelhos.",NA,NA,NA,Magnoliophyta,NA,NA,NA,"39505",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
