X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,year,month,day,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,infraspecificEpithet,coordinatePrecision,geoFlag,monthIdentified,class,verbatimLongitude,verbatimLatitude,dayIdentified,fieldNumber,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.5699996948242,-22.6399993896484,"68",2019-08-20 10:01:57-03,UNICAMP,UEC,"108922",S,Plantae,Xyridaceae,Xyris,trachyphylla,Xyris trachyphylla,NA,"Freitas, L","574",NA,Brazil,NA,NA,"Erva cespitosa; ca. 50 cm. Flor amarelo vivo.",UEC000494,"1999","02","16",Liliopsida,NA,Mart.,"Wanderley, MDGL",São Paulo,São José do Barreiro,"Campo de altitude, Próximo Cachoeira Sto. Isidro.",-44.5699996948242,-22.6399993896484,UEC000494,NA,NA,"1999",NA,"30784",auto,"07",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.685369,-20.0473,"135",2020-12-11 11:45:37-03,UFMG,BHCB,"149229",PreservedSpecimen,Plantae,Xyridaceae,Xyris,trachyphylla,Xyris trachyphylla,NA,"Tameirão Neto, E; Mansur, T","5027",Southern America,Brasil,NA,NA,"Transição entre o campo rupestre sobre canga couraçada e a floresta estacional semidecidual, herbáceo",NA,"2011","01","14",Monocotyledon,NA,Mart.,NA,Minas Gerais,Santa Bárbara,"Serra Gandarela, Projeto Mina Apolo",-49.685369,-20.0473,NA,"1500","1500","2011",NA,NA,NA,"03",NA,"-49.685369","-20.0473",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"205",2020-09-12 05:00:02-03,US,US,"2283979",PreservedSpecimen,Plantae,Xyridaceae,Xyris,trachyphylla,Xyris trachyphylla,NA,F. Segadas-Vianna,"3262",South America - Neotropics,Brazil,NA,NA,NA,US01932516,"1951","4","21",NA,Commelinales,Mart.,NA,São Paulo,São Paulo,"Barreiro Co., Serra da Bocaina, Lageado Farm",-46.6300010681152,-23.5400009155273,US01932516_01,"1600",NA,NA,NA,"53584",auto,NA,Monocotyledonae,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"311",2020-12-23 08:49:04-03,IBt,SP,"412993",S,Plantae,Xyridaceae,Xyris,trachyphylla,Xyris trachyphylla,NA,"Wanderley, MGL","2794",NA,Brasil,NA,NA,NA,NA,"2009","03","20",NA,NA,Mart.,NA,São Paulo,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-22.5699996948242,"312",2019-11-21 10:20:01-03,IBt,SP,"12288",S,Plantae,Xyridaceae,Xyris,trachyphylla,Xyris trachyphylla,NA,"Loefgren, A",CGG3598,NA,Brasil,NA,NA,"Herbacea, folhas lineares.",SP009748,"1897","01","10",NA,NA,Mart.,"Wanderley, MGL",São Paulo,Cruzeiro,"Pico dos Marins, entre pedras em terra úmida.",-44.9599990844727,-22.5699996948242,SP009748,NA,NA,"2012",NA,"17702",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.689998626709,-20.3500003814697,"313",2019-11-21 10:20:01-03,IBt,SP,"12286",S,Plantae,Xyridaceae,Xyris,trachyphylla,Xyris trachyphylla,NA,"Loefgren, A",CGG3599,NA,Brasil,NA,NA,"Herbacea até 30cm, rigida, folhas lineares.",SP009751,"1896","12","29",NA,NA,Mart.,"Smith, LB; Downs, RJ",São Paulo,São Francisco,Campo seco.,-50.689998626709,-20.3500003814697,SP009751,NA,NA,"1963",NA,"9856",auto,"02",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"314",2020-10-08 08:53:42-03,IBt,SP,"335718",S,Plantae,Xyridaceae,Xyris,trachyphylla,Xyris trachyphylla,NA,"Freitas, L","574",NA,Brasil,NA,NA,NA,NA,"1999","02","16",NA,NA,Mart.,NA,São Paulo,São José do Barreiro,NA,-44.5699996948242,-22.6399993896484,NA,NA,NA,NA,NA,"30784",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"315",2021-01-21 15:30:08-03,IBt,SP,"488716",S,Plantae,Xyridaceae,Xyris,trachyphylla,Xyris trachyphylla,NA,"Wanderley, MGL","3016",NA,Brasil,NA,NA,NA,NA,"2016","11","02",NA,NA,Mart.,NA,São Paulo,São José do Barreiro,NA,-44.5699996948242,-22.6399993896484,NA,NA,NA,NA,NA,"30784",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"316",2020-09-10 10:18:33-03,IBt,SP,"312627",S,Plantae,Xyridaceae,Xyris,trachyphylla,Xyris trachyphylla,NA,"Simão Bianchini, R","1083",NA,Brasil,NA,NA,NA,NA,"1997","05","02",NA,NA,Mart.,NA,São Paulo,São José do Barreiro,Parque Nacional da Bocaina,-44.5699996948242,-22.6399993896484,NA,NA,NA,NA,NA,"30784",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"317",2020-09-10 10:18:33-03,IBt,SP,"312629",S,Plantae,Xyridaceae,Xyris,trachyphylla,Xyris trachyphylla,NA,"Simão Bianchini, R","1093",NA,Brasil,NA,NA,NA,NA,"1997","05","03",NA,NA,Mart.,NA,São Paulo,São José do Barreiro,Parque Nacional da Bocaina,-44.5699996948242,-22.6399993896484,NA,NA,NA,NA,NA,"30784",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
