X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,identifiedBy,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,coordinatePrecision,geoFlag,dayIdentified,typeStatus,fieldNumber,individualCount,class,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.347014,-23.753575,"1",2021-03-15 16:37:00-03,NY,NYBG,"719839",PreservedSpecimen,Plantae,Magnoliophyta,Gentianales,Rubiaceae,Rudgea,nobilis,Rudgea nobilis,Müll.Arg.,G. Pelissari,"80","2008","06","19",South America,Brazil,São Paulo,Santo André,"Subprefeitura de Paranapiacaba e Parque Andreense, Trilha no final da Rua Gago Coutinho.",-46.347014,-23.753575,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2520712' target='other'> <mi>dwc_moreinfo</mi></a>,NY00719839,NY00719839_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"5",2021-03-01 16:40:16-03,UNICAMP,UEC,"109603",S,Plantae,Magnoliopsida,NA,Rubiaceae,Rudgea,nobilis,Rudgea nobilis,Müll.Arg.,"Zappi, DC; Amaral, MCE; Costa, CB; Aona, LYS; Belinello, R","329","1999","11","18",NA,Brazil,São Paulo,Cunha,"Parque estadual da Serra do Mar, Núclo Cunha-Indaiá, trilha do Rio Bonito.",-44.9599990844727,-23.0699996948242,NA,"Arvoreta 3m, inflorescência e cálice verdes, lobos da corola alvos com ápice verde, estames cinza-azulados, corola carnosa, 4-5-mera, DNA, material em álcool, fotos.; Mata atlântica no alto da sera, à beira da trilha, próximo ao córrego.",NA,NA,NA,NA,"Zappi, DC","1999",NA,NA,NA,"38855",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"6",2021-03-01 16:40:16-03,UNICAMP,UEC,"29107",S,Plantae,Magnoliopsida,NA,Rubiaceae,Rudgea,nobilis,Rudgea nobilis,Müll.Arg.,"Martins, FR; et al.","12368","1980","07","11",NA,Brazil,São Paulo,Cunha,Res. Est. Cunha,-44.9599990844727,-23.0699996948242,NA,"Arvoreta 5m, flores brancas. Interior da mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38855",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"7",2021-03-01 16:40:16-03,UNICAMP,UEC,"25926",S,Plantae,Magnoliopsida,NA,Rubiaceae,Rudgea,nobilis,Rudgea nobilis,Müll.Arg.,"Peixoto; Peixoto, OL; Sazima, M; Sazima, I","13060","1981","10","18",NA,Brazil,São Paulo,Ubatuba,Reserva do Instituto Agronômico,-45.0699996948242,-23.4300003051758,NA,"Árvore ca. 4m, frequente no sub-bosque da mata. Inflorescências pendulas com raque e flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.310001373291,-23.2199993133545,"18",2019-11-13 11:30:34-03,USP,SPF,"144359",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Rudgea,nobilis,Rudgea nobilis,Müll.Arg.,"Fiaschi, P","542","2001","01","18",NA,Brasil,São Paulo,São Luís do Paraitinga,Parque Estadual da Serra do Mar,-45.310001373291,-23.2199993133545,NA,NA,SPF00144359,NA,NA,NA,"Zappi, DC","2006",NA,NA,NA,"27362",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4419,-23.3756,"22",2020-02-20 14:37:26-03,IAC,IAC,"45752",S,Plantae,NA,NA,Rubiaceae-220.Rubioideae-Palicoureeae,Rudgea,nobilis,Rudgea nobilis,Müll.Arg.,N.M. Ivanauskas et al.,"5187","2005","02","14",NA,Brasil,São Paulo,Natividade da Serra,"Parque Estadual da Serra do Mar, Núcleo Santa Virgínia, Base Vargem Grande, trilha do Corcovado",-45.4419,-23.3756,NA,NA,NA,NA,NA,NA,S.L. Jung-Mendaçolli,"2005","-45.4419","-23.3756","02",NA,NA,"14",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0711,-23.4339,"23",2019-06-24 08:11:42-03,IAC,IAC,"5323",S,Plantae,NA,NA,Rubiaceae-220.Rubioideae-Palicoureeae,Rudgea,nobilis,Rudgea nobilis,Müll.Arg.,A.C. Smith,"63","1939","09","01",NA,Brasil,São Paulo,Ubatuba,"IAC, Estação Experimental (Horto)",-45.0711,-23.4339,NA,NA,NA,NA,NA,NA,M. Gomes,"1997","-45.0711","-23.4339","04",NA,NA,"25",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"26",2021-03-04 15:46:11-03,IF,SPSF,"06153",PreservedSpecimen,Plantae,Magnoliophyta,Rubiales,Rubiaceae,Rudgea,nobilis,Rudgea nobilis,Müll Arg.,A.Custodio Filho & A.C.Dias,"274","1980","07","10",América do Sul,Brasil,SP,Cunha,Parque Estadual da Serra do Mar,-44.9599990844727,-23.0699996948242,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 5m altura; flores brancas.;",NA,NA,NA,NA,D.Zappi,"2000",NA,NA,"01","38855",auto,"30",NA,NA,NA,Magnoliopsida,"35",São Paulo,SP,Sudeste
-46.347014,-23.753575,"29",2019-11-21 10:18:36-03,IBt,SP,"426977",S,Plantae,NA,NA,Rubiaceae,Rudgea,nobilis,Rudgea nobilis,Müll.Arg.,"Pelissari, G; Zanuto, ARA; Silva, AH; Almeida Scabbia, RJ","80","2008","06","19",NA,Brasil,São Paulo,Santo André,"Subprefeitura de Paranapiacaba e Parque Andreense, trilha no final da Rua Gago Coutinho",-46.347014,-23.753575,NA,NA,NA,NA,NA,NA,"Pelissari, G","2008","-46.347014","-23.753575","09",NA,NA,"29",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4345,-23.780386,"30",2019-11-21 10:18:36-03,IBt,SP,"429386",S,Plantae,NA,NA,Rubiaceae,Rudgea,nobilis,Rudgea nobilis,Müll.Arg.,"Santos, A; Almeida Scabbia, RJ; Yang, AMK; Costa, PO","66","2008","09","11",NA,Brasil,São Paulo,Santo André,"Parque Andreense, Rua Pombo Correio",-46.4345,-23.780386,NA,NA,NA,NA,NA,NA,"Pelissari, G","2008","-46.4345","-23.780386","10",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.933333,-23.25,"31",2020-11-19 09:30:07-03,IBt,SP,"168228",S,Plantae,NA,NA,Rubiaceae,Rudgea,nobilis,Rudgea nobilis,Müll.Arg.,"Custodio Filho, A; et al.","274","1980","07","07",NA,Brasil,São Paulo,Cunha,Reserva Florestal,-44.933333,-23.25,NA,NA,NA,NA,"1200","1200","Zappi, DC","2000","-44.933333","-23.25","01",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.310001373291,-23.2199993133545,"33",2019-11-21 10:18:36-03,IBt,SP,"358230",S,Plantae,NA,NA,Rubiaceae,Rudgea,nobilis,Rudgea nobilis,Müll.Arg.,"Fiaschi, P; Lobão, A","542","2001","01","28",NA,Brasil,São Paulo,São Luís do Paraitinga,"Parque Estadual da Serra do Mar, Núcleo Santa Virgínia, trilha para o Salto Grande, beirando o Rio Paraibuna",-45.310001373291,-23.2199993133545,NA,NA,NA,NA,NA,NA,"Zappi, DC","2007",NA,NA,NA,"27362",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"34",2020-11-19 09:30:07-03,IBt,SP,"44077",S,Plantae,NA,NA,Rubiaceae,Rudgea,nobilis,Rudgea nobilis,Müll.Arg.,"Smith, C",s.n.,"1939","09","01",NA,Brasil,São Paulo,Ubatuba,Estação Experimental,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,"Zappi, DC","2001",NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
