X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,individualCount,occurrenceRemarks,geoFlag,recordNumber,barcode,minimumElevationInMeters,maximumElevationInMeters,dayIdentified,verbatimLongitude,verbatimLatitude,imagecode,continentOcean,class,relatedCatalogItem,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"10",2019-08-20 09:59:13-03,UNICAMP,UEC,"86420",S,Plantae,Liliopsida,NA,Bromeliaceae,Nidularium,marigoi,Nidularium marigoi,Leme,"Moreira, BA","1999","02","Sazima, M; Sazima, I","1995","01","26",Brazil,São Paulo,Campos do Jordão,Parque Estadual de Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",NA,"Crescendo no chão, flores brancas com ápice azulado a arroxeado claro.",auto,"32325",UEC057963,NA,NA,"02",NA,NA,UEC057963,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"11",2019-08-20 09:59:13-03,UNICAMP,UEC,"86553",S,Plantae,Liliopsida,NA,Bromeliaceae,Nidularium,marigoi,Nidularium marigoi,Leme,"Leme, EMC","1995","04","Sazima, M; Sazima, I","1995","02","02",Brazil,São Paulo,Campos do Jordão,Parque Estadual de Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",NA,"Brácteas vermelhas, flores brancas com ápice azulado e arroxeado claro.",auto,"32326",UEC057966,NA,NA,NA,NA,NA,UEC057966,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.473944,-22.691111,"12",2020-12-21 16:19:25-03,MBM,MBM,"429295",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Nidularium,marigoi,Nidularium marigoi,Leme,"Moreira, B.A.","2019",NA,"Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","2019","01","25",Brazil,São Paulo,Campos do Jordão,"Parque Estadual de Campos do Jordão, trilha do Campo",-45.473944,-22.691111,NA,NA,"Terrícola, 70 cm, brácteas avermelhadas, flores róseas, interior da mata. Margem de riacho. Prensada com álcool.; Floresta Ombrófila Mista Montana.",NA,"4340",MBM429295,NA,NA,NA,"-45.473944","-22.691111",NA,Southern America,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.766667,-23.183333,"20",2021-03-04 15:41:58-03,IF,SPSF,"47882",PreservedSpecimen,Plantae,Magnoliophyta,Bromeliales,Bromeliaceae,Nidularium,marigoi,Nidularium marigoi,NA,NA,NA,NA,T.E.Barreto,"2013","02","19",Brasil,SP,Campos do Jordão,PECJ,-45.766667,-23.183333,NA,NA,"COLETA: Epífita.&nf;1 Duplicata; GEOGRAFIA: FOD Altomontana;",NA,"197",NA,NA,NA,NA,NA,NA,NA,América do Sul,Liliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-45.476222,-22.694542,"22",2019-11-21 10:02:40-03,IBt,SP,"423661",S,Plantae,NA,NA,Bromeliaceae,Nidularium,marigoi,Nidularium marigoi,Leme,"Wanderley, MGL",NA,NA,"Wanderley, MGL; Abondanza, BF; Louzada, RB","2009","03","20",Brasil,São Paulo,Campos do Jordão,Trilha dos Campos.,-45.476222,-22.694542,NA,NA,NA,NA,"2789",SP052204,NA,NA,NA,"-45.476222","-22.694542",SP052204,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.476222,-22.694542,"23",2019-11-21 10:02:40-03,IBt,SP,423661a,Extra,Plantae,NA,NA,Bromeliaceae,Nidularium,marigoi,Nidularium marigoi,Leme,"Wanderley, MGL",NA,NA,"Wanderley, MGL; Abondanza, BF; Louzada, RB","2009","03","20",Brasil,São Paulo,Campos do Jordão,Trilha dos Campos.,-45.476222,-22.694542,NA,NA,NA,NA,"2789",SP052205,NA,NA,NA,"-45.476222","-22.694542",SP052205,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"25",2019-11-21 10:02:40-03,IBt,SP,"101696",S,Plantae,NA,NA,Bromeliaceae,Nidularium,marigoi,Nidularium marigoi,Leme,"Leme, EMC","1991","04","Mattos, J; Mattos, N","1967","07","26",Brasil,São Paulo,Campos do Jordão,Fazenda da Guarda.,-45.5900001525879,-22.7299995422363,"21048",NA,NA,auto,"15001",SP052211,NA,NA,NA,NA,NA,SP052211,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"26",2020-05-07 17:13:59-03,IBt,SP,"401904",S,Plantae,NA,NA,Bromeliaceae,Nidularium,marigoi,Nidularium marigoi,Leme,NA,NA,NA,"Sazima, M","1995","02","02",Brasil,São Paulo,Campos do Jordão,Parque Estadual de Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",NA,NA,auto,"32326",SP052206,NA,NA,NA,NA,NA,SP052206,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4599990844727,-22.9200000762939,"27",2019-11-21 10:02:40-03,IBt,SP,"340564",S,Plantae,NA,NA,Bromeliaceae,Nidularium,marigoi,Nidularium marigoi,Leme,"Moreira, BA","2003","09","Nicolau, SA; et al.","1998","01","23",Brasil,São Paulo,Pindamonhangaba,"Fazenda São João do Ribeirão Grande, São José dos Alpes.",-45.4599990844727,-22.9200000762939,"24176",NA,NA,auto,"1662",SP052212,NA,NA,NA,NA,NA,SP052212,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4599990844727,-22.9200000762939,"28",2019-11-21 10:02:40-03,IBt,SP,"357748",S,Plantae,NA,NA,Bromeliaceae,Nidularium,marigoi,Nidularium marigoi,Leme,"Moreira, BA","2003","09","Nicolau, SA; et al.","1998","01","24",Brasil,São Paulo,Pindamonhangaba,"São José dos Alpes, divisa com Campos do Jordão.",-45.4599990844727,-22.9200000762939,"24176",NA,NA,auto,"3079",SP052213,NA,NA,NA,NA,NA,SP052213,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
