X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,typeStatus,recordNumber,continentOcean,coordinatePrecision,preparationType,geoFlag,class,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0699996948242,-23.4300003051758,"6",2021-03-15 16:37:00-03,NY,NYBG,"1546551",PreservedSpecimen,Plantae,Begoniaceae,Begonia,adiantiformis,Begonia adiantiformis,Toledo,NA,NA,NA,NA,A. Gehrt,"1943","10","22",Brazil,São Paulo,Ubatuba,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1894373' target='other'> <mi>dwc_moreinfo</mi></a>,NY01546551,NY01546551_01,Magnoliophyta,Cucurbitales,isotype,s.n. [=herb. RB 57267],South America,"34265",sheet,auto,NA,NA,"35",São Paulo,SP,Sudeste
-45.36,-23.45,"9",2020-11-04 11:03:01-03,ESALQ,ESA,"79246",PreservedSpecimen,Plantae,Begoniaceae,Begonia,itatinensis,Begonia itatinensis,Irmsh. ex Brade,"Souza, V.C.",NA,NA,NA,"Souza, J.P.; Scalon, V.R.; Siqueira, L.P.; Souza, S.C.P.M.; Sorreano, M.C.M.; Buchianeri, V.C.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2000","04","20",Brasil,São Paulo,São Sebastião,"Parque Estadual da Serra do Mar, Trilhas das Cachoeiras do Ribeirão Itu. Floresta Ombrófila Densa. Interior de mata.",-45.36,-23.45,"-45.36","-23.45",NA,NA,"Erva com ramos pendentes, frutos róseos",ESA079246,ESA079246,Magnoliophyta,NA,NA,"3314.0",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.36,-23.45,"10",2020-11-04 11:03:01-03,ESALQ,ESA,"79249",PreservedSpecimen,Plantae,Begoniaceae,Begonia,itatinensis,Begonia itatinensis,Irmsh. ex Brade,"Souza, J.P.",NA,NA,NA,"Souza, J.P.; Scalon, V.R.; Siqueira, L.P.; Souza, S.C.P.M.; Sorreano, M.C.M.; Buchianeri, V.C.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2000","04","20",Brasil,São Paulo,São Sebastião,"Parque Estadual da Serra do Mar, Trilhas das Cachoeiras do Ribeirão Itu. Floresta Ombrófila Densa. Interior de mata",-45.36,-23.45,"-45.36","-23.45","600","600","Erva, flores (masculinas e femininas no mesmo ramo) alvas, frutos róseos",ESA079249,ESA079249,Magnoliophyta,NA,NA,"3349.0",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4599990844727,-22.9200000762939,"13",2020-11-04 11:03:01-03,ESALQ,ESA,"19186",PreservedSpecimen,Plantae,Begoniaceae,Begonia,itatinensis,Begonia itatinensis,Brade,"Jaques, E.L.",NA,NA,NA,"Rossi, L. et al.","1994","03","31",Brasil,São Paulo,Pindamonhangaba,NA,-45.4599990844727,-22.9200000762939,NA,NA,NA,NA,NA,ESA019186,ESA019186,Magnoliophyta,NA,NA,"1480.0",NA,"24176",NA,auto,NA,NA,"35",São Paulo,SP,Sudeste
-45.6,-23.75,"19",2021-03-01 16:26:18-03,UNICAMP,UEC,"116319",S,Plantae,Begoniaceae,Begonia,itatinensis,Begonia itatinensis,Irmsch. ex Brade,"Souza, JP","2000","04",NA,"Souza, JP; Scalon, VR; Siqueira, LP; Souza, SCPM; Sorreano, MCM; Buchianeri, VC","2000","04","20",Brazil,São Paulo,São Sebastião,"Parque Estadual da Serra do Mar, trilhas das Cachoeiras do Ribeirão Itu.",-45.6,-23.75,"-45.6","-23.75","600","600","Erva, flores (masculinas e femininas no mesmo ramo) alvas, frutos róseos. Interior de mata.; Floresta Ombrófila Densa.",UEC041990,UEC041990,Magnoliopsida,NA,NA,"3349",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.6,-23.75,"20",2021-03-01 16:26:18-03,UNICAMP,UEC,"116330",S,Plantae,Begoniaceae,Begonia,itatinensis,Begonia itatinensis,Irmsch. ex Brade,"Souza, VC","2000","04",NA,"Souza, JP; Scalon, VR; Siqueira, LP; Souza, SCPM; Sorreano, MCM; Buchianeri, VC","2000","04","20",Brazil,São Paulo,São Sebastião,"Parque Estadual da Serra do Mar, trilhas das Cachoeiras do Ribeirão itu.",-45.6,-23.75,"-45.6","-23.75",NA,NA,"Erva com ramos pendentes, frutos róseos. Interior de mata.; Floresta Ombrófila Densa.",UEC041987,UEC041987,Magnoliopsida,NA,NA,"3314",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.066667,-23.3,"21",2021-03-01 16:26:18-03,UNICAMP,UEC,"23891",S,Plantae,Begoniaceae,Begonia,itatinensis,Begonia itatinensis,Irmsch. ex Brade,"Fonseca, AMS","1981","04",NA,"Collares, JER","1980","09","24",Brazil,São Paulo,Cunha,NA,-45.066667,-23.3,"-45.066667","-23.3","1180","1180","Arbusto de mais ou menos 80 cm, folhas verdes, corola branca, frequência madiana.; Floresta Ombrófila Densa Montana.",UEC041985,UEC041985,Magnoliopsida,NA,NA,"42",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"22",2021-03-01 16:26:18-03,UNICAMP,UEC,"28727",S,Plantae,Begoniaceae,Begonia,itatinensis,Begonia itatinensis,Irmsch. ex Brade,"Rodrigues, RR","1982","07",NA,"Stubblebine, WH; Shepherd, GJ; Tamashiro, JY","1981","12","10",Brazil,São Paulo,Iguape,Est. Ecológica de Juréia (SEMA). Mata de encosta.,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,"Erva de 40 cms, flores brancas, lugar úmido, sombreado e pedregoso.",UEC041988,UEC041988,Magnoliopsida,NA,NA,"13209",NA,"55628",NA,auto,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"31",2020-12-21 16:17:57-03,MBM,MBM,"353113",PreservedSpecimen,Plantae,Begoniaceae,Begonia,adiantiformis,Begonia adiantiformis,Toledo,NA,NA,NA,NA,"Gehrt, A.","1943","10","22",Brazil,São Paulo,Ubatuba,Cult. proc. de Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"Pl. arbustiformme, Fl. alvas. Cult. proc. de Ubatuba, São Paulo. i.e. suffruticosa, floribus albis; culta, ex Ubatuba provecta.; Suffruticosa, floribus albis.",MBM353113,MBM353113,NA,NA,ISOTYPE,s.n.,Southern America,"34265",NA,auto,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"35",2020-12-21 16:18:01-03,MBM,MBM,"144873",PreservedSpecimen,Plantae,Begoniaceae,Begonia,itatinensis,Begonia itatinensis,Irmscher ex Brade,"Sobral, M.",NA,NA,NA,"Sobral, M.; et al.; et al.","1991","01",NA,Brazil,São Paulo,Peruíbe,Parque Estadual da Juréia,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,MBM144873,MBM144873,NA,NA,NA,"6664",Southern America,"21922",NA,auto,NA,NA,"35",São Paulo,SP,Sudeste
