X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,class,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,year,month,day,continentOcean,country,locality,occurrenceRemarks,barcode,imagecode,phylum,identifiedBy,yearIdentified,recordNumber,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,typeStatus,fieldNumber,preparationType,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"2",2020-11-04 11:03:58-03,ESALQ,ESA,"25690",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Vriesea,sceptrum,Vriesea sceptrum,NA,"Barreto, K.D. et al.","1993","08","19",NA,Brasil,NA,NA,ESA025690,ESA025690,Magnoliophyta,"Versieux, L.","2008","1045.0",São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"3",2020-11-04 11:03:58-03,ESALQ,ESA,"35745",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Vriesea,sceptrum,Vriesea sceptrum,NA,"Souza, J.P. et al.","1996","12","13",NA,Brasil,NA,NA,ESA035745,ESA035745,Magnoliophyta,"Versieux, L.","2013","865.0",São Paulo,Cunha,-44.9599990844727,-23.0699996948242,"38855",auto,"11","28",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"7",2021-02-07 08:35:28-03,MN,R,"193806",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Vriesea,sceptrum,Vriesea sceptrum,Mez,"Barreto, K.D.","1993","08","19",NA,Brasil,NA,NA,R010016907,R010016907 R010016907_1,NA,NA,NA,NA,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"8",2021-02-07 08:35:28-03,MN,R,"166515",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Vriesea,sceptrum,Vriesea sceptrum,Mez,"Santos, N.","1964","12","10",NA,Brasil,NA,NA,R010016906,NA,NA,NA,NA,"5750",São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.55,-22.566667,"13",2019-08-20 09:59:18-03,UNICAMP,UEC,"59611",S,Plantae,NA,NA,Bromeliaceae,Vriesea,sceptrum,Vriesea sceptrum,Mez,"Buzato, S; Sazima, M","1992","10","09",NA,Brazil,Horto Florestal de Campos do Jordão,"flor, Epífita, flores alaranjadas.",UEC083920,UEC083920,Liliopsida,"Leme, EMC","1995","27195",São Paulo,Campos do Jordão,-47.55,-22.566667,NA,NA,NA,NA,"-47.55","-22.566667",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.55,-22.566667,"14",2019-08-20 09:59:18-03,UNICAMP,UEC,"59627",S,Plantae,NA,NA,Bromeliaceae,Vriesea,sceptrum,Vriesea sceptrum,Mez,"Buzato, S; Sazima, M","1992","11","18",NA,Brazil,Horto Florestal de Campos do Jordão,"flor, Flores de coloração alaranjada.",UEC083919,UEC083919,Liliopsida,"Leme, EMC","1995","28012",São Paulo,Campos do Jordão,-47.55,-22.566667,NA,NA,"01",NA,"-47.55","-22.566667",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.55,-22.566667,"15",2019-08-20 09:59:18-03,UNICAMP,UEC,"86550",S,Plantae,NA,NA,Bromeliaceae,Vriesea,sceptrum,Vriesea sceptrum,Mez,"Sazima, M; Sazima, I","1995","02","02",NA,Brazil,Horto Florestal de Campos do Jordão,"flor, Flores alaranjadas.",UEC083922,UEC083922,Liliopsida,NA,NA,"32324",São Paulo,Campos do Jordão,-47.55,-22.566667,NA,NA,NA,NA,"-47.55","-22.566667",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"16",2021-03-01 16:19:09-03,UNICAMP,UEC,"6809",S,Plantae,NA,NA,Bromeliaceae,Vriesea,sceptrum,Vriesea sceptrum,Mez,"Davis, PH; Cruz, ND; Semir, J; Felippe, GM; Kinoshita, LS; Shepherd, GJ","1976","09","29",NA,Brazil,"Reserva do Instituto Florestal. Estrada do Moreira para São José dos Alpes, perto da colônia. Interior da mata de araucária.",Epífita. Inflorescência salmão e esverdeada. Tépalas cenoura.,UEC083917,UEC083917,Liliopsida,"Versieux, LM","2008","3118",São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",auto,NA,NA,NA,NA,"1700","1700",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"18",2019-11-01 15:28:05-03,PUC-RIO,FCAB,"0697",PreservedSpecimen,Plantae,NA,Angiospermae,Bromeliaceae,Vriesea,sceptrum,Vriesea sceptrum,Mez,P.E. Leite S.J.,"1945","05","10",NA,Brasil,NA,NA,"000697",NA,NA,L.B. Smith.,NA,s.n.,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"43",2019-11-01 15:13:22-03,UnB,UB,NA,PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Vriesea,sceptrum,Vriesea sceptrum,Mez,"Kuhlman, M","1949","02","25",Southern America,Brasil,Beira da rodovia. Mata Boa Vista,NA,UB0003007,UB0003007,Monocotyledonae,"Smith, LB","1952","2201",São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",auto,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
