X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,class,relatedCatalogItem,fieldNumber,individualCount,relationshipType,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.618358,-23.646109,"46",2021-03-15 16:37:00-03,NY,NYBG,"469353",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Nees) Mez,M. Kuhlmann,M. Kuhlmann,"3225","1946","06","26",Brazil,São Paulo,Sao Paulo,"Sao Paulo, Jardim Botanico",-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82482' target='other'> <mi>dwc_moreinfo</mi></a>,NY00469353,NY00469353_01,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.992538,-25.197304,"49",2021-03-15 16:37:00-03,NY,NYBG,"469355",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Nees) Mez,NA,K. Kubitzki,"8138","1981","02","21",Brazil,São Paulo,Cananéia,Ilha do Cardoso,-47.992538,-25.197304,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82505' target='other'> <mi>dwc_moreinfo</mi></a>,NY00469355,NY00469355_01,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"100",2021-03-15 16:37:00-03,NY,NYBG,"469354",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Nees) Mez,M. Kuhlmann,M. Kuhlmann,"3225","1946","06","26",Brazil,São Paulo,Sao Paulo,"Sao Paulo, Jardim Botanico",-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82483' target='other'> <mi>dwc_moreinfo</mi></a>,NY00469354,NY00469354_01,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.992538,-25.197304,"111",2021-03-15 16:37:00-03,NY,NYBG,"469356",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Nees) Mez,NA,K. Kubitzki,"8138","1981","02","21",Brazil,São Paulo,Cananéia,Ilha do Cardoso,-47.992538,-25.197304,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82506' target='other'> <mi>dwc_moreinfo</mi></a>,NY00469356,NY00469356_01,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.492222,-22.881111,"137",2021-02-18 09:29:59-03,UNESP-IBB,BOTU,"27712",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Nees & Mart.) Mez,"Arbex, Y.R.","Magalhães, J.H.R.","17","2010","01","20",Brasil,São Paulo,Botucatu,Distrito de Rubião Júnior,-48.492222,-22.881111,48°29'32w,22°52'52s,NA,NA,"Árvore 13m, folhas discolores, caule lenticelado",BOTU027712,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.4827,-24.5422,"144",2020-11-24 17:10:45-03,UTFPR,DVPR,"3179",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,Mez,"Brotto, ML","Brotto, ML; Silva, JM; Mello, MCH","1755","2014","08","26",Brasil,Paraná,Tunas do Paraná,estrada de Pacas ao Parque Estadual das Lauráceas,-48.4827,-24.5422,"-48.4827","-24.5422","920","920","Árvore 14 m, flores de cor creme com odor agrável de intensidade moderada.; Floresta Ombrófila Densa Montana",DVPR003179,NA,"2014","09","09",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"157",2020-01-20 14:40:31-03,UPM,MACK,"853",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Ness) Mez,NA,"Camila; Eduardo; Rodrigo",s/n,"2010","07","09",Brasil,SP,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"158",2020-01-20 14:40:31-03,UPM,MACK,"2836",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Nees & Mart.) Mez.,J. B. Baitello,R. Costa,"207","2005","10","18",Brasil,SP,São Paulo,Parque Tizo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"2005","12",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5,-24.75,"173",2019-10-09 11:18:10-03,UFBA,ALCB,"68860",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,"(Nees) Mez., Reitz e Kle",H. van der Werff,"Silva, JM; Barbosa, E; Vaz, J","3666","2002","09","30",Brasil,São Paulo,Barra do Turvo,"Bela Vista, Chácara Moxotó",-48.5,-24.75,"-48.5","-24.75",NA,NA,10 m. Fruto imaturo.,ALCB003058,ALCB003058,"2003",NA,NA,NA,Southern America,NA,NA,Dicotyledon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"237",2020-11-04 11:12:03-03,ESALQ,ESA,"29563",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,Mez,"Baitello, J.B.","Ivanauskas, N.M.",NA,"1995","01","01",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA029563,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"17990",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
