X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,class,typeStatus,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.102792,-24.729933,"11",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0045864,PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Matayba,cristae,Matayba cristae,Reitz,G. Hatschbach,"J. M. Silva; E. Barbosa & J. Vaz","3649","2002","9","30",NA,Brazil,Sao Paulo,NA,"Torre da Embratel, Estação Repetidora da Serra do Aleixo (Mun. Cajati).",-48.102792,-24.729933,NA,"Árvore, 8m, flor alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-24.7299995422363,"13",2019-11-21 14:44:59-03,UFJF,CESJ,"46597",PreservedSpecimen,Plantae,Angiosperma,NA,Sapindaceae,Matayba,cristae,Matayba cristae,Reitz,G. Hatschbach,"J.M. Silva; E. Barbosa; J.Vaz","3649","2002","09","30",América do Sul,Brasil,São Paulo,Cajati,"Torre da EMBRATEL, Estação Repetidora da Serra do Aleixo.",-48.1199989318848,-24.7299995422363,NA,"Árvore, 8m, flor alva. Floresta atlântica.",CESJ046597,NA,NA,NA,"2002",NA,NA,"24646",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.206111,-24.891111,"32",2020-12-21 16:44:29-03,MBM,MBM,"414174",PreservedSpecimen,Plantae,NA,NA,Sapindaceae,Matayba,cristae,Matayba cristae,Reitz,"Barboza, E.","Barboza, E.; Brotto, M.L.; Brotto, M.L.","4623","2018","07","13",Southern America,Brazil,São Paulo,Cajati,Serra do Azeite,-48.206111,-24.891111,NA,"Árvore com 8 m de altura; botões florais esbranquiçados.; Floresta Ombrófila Densa Montana, estágio médio de sucessão.",MBM414174,NA,"703","703","2018","08","10",NA,NA,"-48.206111","-24.891111",NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-24.7299995422363,"41",2020-12-11 11:41:21-03,UFMG,BHCB,"76199",PreservedSpecimen,Plantae,Dicotyledon,NA,Sapindaceae,Matayba,cristae,Matayba cristae,Reitz,NA,"Silva, JM; Barbosa, E; Vaz, J","3649","2002","09","30",Southern America,Brasil,São Paulo,Cajati,Estação Repetidora da Serra do Aleixo,-48.1199989318848,-24.7299995422363,NA,"Árvore, 8m, flor alva.",BHCB045871,NA,NA,NA,"2002",NA,NA,"24646",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5200004577637,-22.5900001525879,"53",2017-11-24 14:12:26-02,UFLA,ESAL,"9561",S,Plantae,NA,NA,Sapindaceae,Matayba,cristae,Matayba cristae,Reitz,Eduardo Van den Berg,"Sartori, RA",s.n.,NA,NA,NA,NA,Brasil,São Paulo,Socorro,Bairro do Porto,-46.5200004577637,-22.5900001525879,NA,"árvore; ; ;; floresta",NA,NA,"9","9",NA,NA,NA,"17674",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-24.7299995422363,"69",2019-10-07 09:37:10-03,UEFS,HUEFS,"73260",PreservedSpecimen,Plantae,Angiospermae,Sapindales,Sapindaceae,Matayba,cristae,Matayba cristae,Reitz,R.L.Coelho,"Silva, J.M.","3649","2002","09","30",NA,Brasil,São Paulo,Cajati,"Torre da Embratel, Estação Repetidora da Serra do Aleixo",-48.1199989318848,-24.7299995422363,NA,NA,HUEFS0073260,HUEFS0073260,NA,NA,"2009","10",NA,"24646",auto,NA,NA,Rosanae,NA,NA,"35",São Paulo,SP,Sudeste
-48.2061111,-24.8911111,"70",2019-01-25 15:46:54-02,IAC,IAC,"56779",S,Plantae,NA,NA,Sapindaceae-4.Sapindoideae,Matayba,cristae,Matayba cristae,Reitz,E. Barboza,E. Barboza & M.L. Brotto,"4623","2018","07","13",NA,Brasil,São Paulo,Cajati,Serra do Azeite,-48.2061111,-24.8911111,NA,"Coordenadas do material: 24°53#?#28S, 48°12#?#22W",NA,NA,NA,NA,"2018","08","10",NA,NA,"-48.2061111","-24.8911111",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"78",2019-11-21 10:18:59-03,IBt,SP,"245375",S,Plantae,NA,NA,Sapindaceae,Matayba,cristae,Matayba cristae,Reitz,"Groppo Jr, M","Barros, F; Rossi, L; Sugiyama, M; Martuscelli, P","1892","1990","09","12",NA,Brasil,São Paulo,Cananéia,"Ilha do Cardoso, Morro do Cardoso, primeiro pico na trilha para o Pico do Cardoso",-47.9199981689453,-25.0100002288818,NA,NA,SP046193,SP046193,NA,NA,"2013","07",NA,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"79",2019-11-21 10:18:59-03,IBt,SP,"246698",S,Plantae,NA,NA,Sapindaceae,Matayba,cristae,Matayba cristae,Reitz,"Barros, F","Barros, F; Ribeiro, JELS","2065","1990","12","05",NA,Brasil,São Paulo,Cananéia,"Ilha do Cardoso, Pico do Morro do Cardoso",-47.9199981689453,-25.0100002288818,NA,NA,SP046194,SP046194,"840","840","1990","12",NA,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"80",2020-12-03 09:41:13-03,IBt,SP,"301444",S,Plantae,NA,NA,Sapindaceae,Matayba,cristae,Matayba cristae,Reitz,"Franco, GADC","Esteves, RL","106","1994","06","21",NA,Brasil,São Paulo,Teodoro Sampaio,"Parque Estadual Morro do Diabo, Estrada do Estreito.",-52.1599998474121,-22.5300006866455,NA,NA,SP046195,SP046195,NA,NA,"1994","07","21","54606",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
