X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,locality,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,identifiedBy,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,recordNumber,continentOcean,preparationType,previousCatalogNumber,phylum,order,class,infraspecificEpithet,relatedCatalogItem,individualCount,fieldNumber,typeStatus,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.06,-22.9,"49",2021-03-15 16:37:00-03,NY,NYBG,"782156",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir.) Kerguélen,G. P. Viegas,"1938","12","18",Brazil,São Paulo,Campinas,-47.06,-22.9,NA,NA,NY00782156,NY00782156_01,"Faz. Campo Grande, Campinas",NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186947' target='other'> <mi>dwc_moreinfo</mi></a>,J. F. Pensiero,NA,NA,NA,NA,NA,s.n.,South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0497,-23.5903,"74",2021-03-15 16:37:00-03,NY,NYBG,"783631",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir.) Kerguélen,S. M. de Campos,"1960","03","16",Brazil,São Paulo,Itapetininga,-48.0497,-23.5903,NA,NA,NY00783631,NY00783631_01,"Fazenda Santa Luzia do Campo Largo, SSE da cidade de Itapetininga",NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186898' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,"193",South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"77",2021-03-15 16:37:00-03,NY,NYBG,"783632",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir.) Kerguélen,T. S. d. Silva,"1975","11","05",Brazil,São Paulo,Sao Paulo,-46.621883,-23.654505,NA,NA,NY00783632,NY00783632_01,"Sao Paulo, Sao Paulo, Parque Estadual das Fontes do Ipiranga",NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186910' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,"215",South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.8697,-22.97,"109",2021-03-15 16:37:00-03,NY,NYBG,"782148",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir.) Kerguélen,W. D. Clayton,"1965","02","05",Brazil,São Paulo,Ourinhos,-49.8697,-22.97,NA,NA,NY00782148,NY00782148_01,Ourinhos,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186911' target='other'> <mi>dwc_moreinfo</mi></a>,J. F. Pensiero,NA,NA,NA,NA,NA,"4529",South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0497,-23.5903,"135",2021-03-15 16:37:00-03,NY,NYBG,"782154",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir.) Kerguélen,S. M. de Campos,"1960","01","21",Brazil,São Paulo,Itapetininga,-48.0497,-23.5903,NA,NA,NY00782154,NY00782154_01,2-3 km. NNW da cid. de Itapetininga,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186935' target='other'> <mi>dwc_moreinfo</mi></a>,J. F. Pensiero,NA,NA,NA,NA,NA,"165",South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6,-24.73,"136",2021-03-15 16:37:00-03,NY,NYBG,"783629",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir.) Kerguélen,W. D. Clayton,"1965","02","18",Brazil,São Paulo,Iguape,-47.6,-24.73,NA,NA,NY00783629,NY00783629_01,"5 km W of city of Iguape; road along bay shore. Alt. about sea level",NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186909' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,"4748",South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.57,-22.28,"145",2021-03-15 16:37:00-03,NY,NYBG,"782152",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir.) Kerguélen,W. D. Clayton,"1965","02","07",Brazil,São Paulo,Paraguaçú Paulista,-50.57,-22.28,NA,NA,NY00782152,NY00782152_01,Estaçao Florestal de Paraguaçu Paulista (6 km N of city on road to Bora),"500","500",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186912' target='other'> <mi>dwc_moreinfo</mi></a>,J. F. Pensiero,NA,NA,NA,NA,NA,"4555",South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.142,-22.242,"148",2021-03-15 16:37:00-03,NY,NYBG,"782153",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir.) Kerguélen,G. Eiten,"1960","04","22",Brazil,São Paulo,Moji-Guaçu,-47.142,-22.242,NA,NA,NY00782153,NY00782153_01,"Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 3.7 km. NNW of Padua Sales (About 27 km. NW of city of Moji-Mirim.)","575","625",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186934' target='other'> <mi>dwc_moreinfo</mi></a>,J. F. Pensiero,NA,NA,NA,NA,NA,"1975",South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.43,"157",2016-11-01 14:40:00-02,NY,NYBG,"782155",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,NA,B. V. Skvortzov,"1963","12","04",Brazil,São Paulo,Sao Paulo,-46.63,-23.43,NA,NA,NY00782155,NY00782155_01,"Parque do Estado (on old maps Parque de Agua Funda), grounds of the Instituto de Botânica. Ca. 10 km. south and 0.8-1.0 km. east of center of Sao Paulo (Praça da Sé)","760","820",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186922' target='other'> <mi>dwc_moreinfo</mi></a>,J. F. Pensiero,NA,NA,NA,NA,NA,"183",South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"176",2021-03-15 16:37:00-03,NY,NYBG,"783630",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir.) Kerguélen,G. Eiten,"1959","12","14",Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NY00783630,NY00783630_01,"Sao Paulo: Bairro of Vila Maria: marshes on north side of Rio Tietê, about 7 km. ENE of center of city",NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186899' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,"1579",South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"179",2021-03-15 16:37:00-03,NY,NYBG,"782150",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir.) Kerguélen,G. Eiten,"1959","12","14",Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NY00782150,NY00782150_01,"Sao Paulo: Bairro of Vila Maria: marshes on north side of Rio Tietê, about 7 km. ENE of center of city",NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186938' target='other'> <mi>dwc_moreinfo</mi></a>,J. F. Pensiero,NA,NA,NA,NA,NA,"1589",South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.142,-22.242,"181",2021-03-15 16:37:00-03,NY,NYBG,"782151",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir.) Kerguélen,G. Eiten,"1960","04","22",Brazil,São Paulo,Moji-Guaçu,-47.142,-22.242,NA,NA,NY00782151,NY00782151_01,"Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 3.7 km. NNW of Padua Sales (About 27 km. NW of city of Moji-Mirim.)","575","625",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186933' target='other'> <mi>dwc_moreinfo</mi></a>,J. F. Pensiero,NA,NA,NA,NA,NA,"1972",South America,sheet,NA,Magnoliophyta,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5,-22.866667,"183",2021-02-08 11:09:52-03,UNESP-IBB,BOTU,"2987",PreservedSpecimen,Plantae,Poaceae,Setaria,parviflora,Setaria parviflora,(Poir.) Kerguélen,"Resende, R.C.L.","1972","09","19",Brasil,São Paulo,Botucatu,-48.5,-22.866667,48°30'W,22°52'S,BOTU002987,NA,Baixada. Fazenda Mac.,NA,NA,NA,"Boldrini, I.","1998","03","18",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
