X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,typeStatus,infraspecificEpithet,class,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9197,-24.38,"1",2021-03-15 16:37:00-03,NY,NYBG,"454174",PreservedSpecimen,Plantae,Magnoliophyta,Cucurbitales,Begoniaceae,Begonia,toledoana,Begonia toledoana,Handro,M. Alves,"1610","1999","05","16",South America,Brazil,São Paulo,Sete Barras,"Parque de Intevales, trilha da pedreira próximo ao alojamento",-47.9197,-24.38,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694724' target='other'> <mi>dwc_moreinfo</mi></a>,NY00454174,NY00454174_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.24,-24.2,"2",2020-11-04 11:03:01-03,ESALQ,ESA,"84559",PreservedSpecimen,Plantae,Magnoliophyta,NA,Begoniaceae,Begonia,toledoana,Begonia toledoana,Handro,"Araki, D.F.; Rother, D.C.; Oliveira S.H.; Toledo, R.M.; Tamashiro J.Y.; Rodrigues, R.R.; Souza, V.C.; Paula-Souza, J.; Muniz, M.R.A.; Ivanauskas, N.M.","133.0","2003","04","21",NA,Brasil,São Paulo,Iporanga,"Parque Estadual Intervales - Núcleo bulha dágua, trilha da caverna do Sr.Bento. Floresta Ombrófila Densa Montana/Submontana, com trechos remanescentes de floresta com extrativismo seletivo (madeira e palmito) e trechos com regeneração de antigas áreas de",-48.24,-24.2,NA,"Erva, 1m, aparelho reprodutivo amarela, botões florais densamente pilosas de cor vermelha, botão branco, face inferior das petalas com pelos vermelhos, ambiente - próximo a rochas calcáreas.",ESA084559,ESA084559,"Souza, V.C.","-48.24","-24.2","550","550",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"3",2020-11-04 11:03:01-03,ESALQ,ESA,"96518",PreservedSpecimen,Plantae,Magnoliophyta,NA,Begoniaceae,Begonia,toledoana,Begonia toledoana,Handro,"Oriani, A. et al.","498.0","2005","03","22",NA,Brasil,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,ESA096518,ESA096518,Carole,NA,NA,NA,NA,"38804",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"4",2020-11-04 11:03:01-03,ESALQ,ESA,"19217",PreservedSpecimen,Plantae,Magnoliophyta,NA,Begoniaceae,Begonia,toledoana,Begonia toledoana,Handro,"Cordeiro, I. ; Barros, M.A.B.","1407.0","1994","05","17",NA,Brasil,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,ESA019217,ESA019217,"Jaques, E.L.",NA,NA,NA,NA,"38804",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5900001525879,-24.5799999237061,"5",2020-11-04 11:03:01-03,ESALQ,ESA,"15449",PreservedSpecimen,Plantae,Magnoliophyta,NA,Begoniaceae,Begonia,toledoana,Begonia toledoana,Handro,"Souza, V.C. et al.","5975.0","1994","04","23",NA,Brasil,São Paulo,Iporanga,NA,-48.5900001525879,-24.5799999237061,NA,NA,ESA015449,ESA015449,"Jaques, E.L.",NA,NA,NA,NA,"38740",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5900001525879,-24.5799999237061,"6",2020-11-04 11:03:01-03,ESALQ,ESA,"18684",PreservedSpecimen,Plantae,Magnoliophyta,NA,Begoniaceae,Begonia,toledoana,Begonia toledoana,Handro,"Barreto, K.D. et al.","1852.0","1994","01","25",NA,Brasil,São Paulo,Iporanga,NA,-48.5900001525879,-24.5799999237061,NA,NA,ESA018684,ESA018684,"Jaques, E.L.",NA,NA,NA,NA,"38740",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"7",2020-11-04 11:03:01-03,ESALQ,ESA,"26282",PreservedSpecimen,Plantae,Magnoliophyta,NA,Begoniaceae,Begonia,toledoana,Begonia toledoana,Handro,"Souza, V.C.; Rodrigues, R.R.; Arzolla, F.A.R.P.; Ivanauskas, N.M.; Souza, J.P.; Scalon, V.R.; Farah, F.T.; Mazine, F.F.; Sanches, I.D.; Paiva, G.A.; Campos, L.M.; Dias, A.S.; Pereira, V.; Cordeiro, L.E.; Rodrigues, A.G.; Guskuma, M.","9021.0","1995","09","03",NA,Brasil,São Paulo,Eldorado,"Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha entre a Cachoeira do Araçá e a área conhecida como descampado. Área de rochas calcáreas. Mata Atlântica",-48.0999984741211,-24.5200004577637,NA,"Erva, ca. 1, 2 m alt.; flores róseas externamente; alvas internamente; frutos vermelhos. Subosque.",ESA026282,ESA026282,"Jaques, E.L.",NA,NA,NA,NA,"38804",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"8",2020-11-04 11:03:01-03,ESALQ,ESA,"23548",PreservedSpecimen,Plantae,Magnoliophyta,NA,Begoniaceae,Begonia,toledoana,Begonia toledoana,Handro,"Souza, V.C.; Rodrigues, R.R.; Arzolla, F.A.R.P.; Ivanauskas, N.M.; Souza, J.P.; Scalon, V.R.; Farah, F.T.; Mazine, F.F.; Sanches, I.D.; Paiva, G.A.; Campos, L.M.; Dias, A.S.; Pereira, V.; Cordeiro, L.E.; Rodrigues, A.G.; Guskuma, M.","8953.0","1995","09","02",NA,Brasil,São Paulo,Eldorado,"Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo, Trilha para o Mirante dos Angicos. 24*30'06S, 48*24'32W. Área de rochas calcáreas. Mata Atlântica com transição para campo de altitude.",-48.0999984741211,-24.5200004577637,NA,"Erva, até 1, 5 m alt.; folhas vináceas na face inferior; tépalas alvas internamente, róseas externamente. Mata.",ESA023548,ESA023548,"Jaques, E.L.",NA,NA,NA,NA,"38804",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.723556,-24.527444,"9",2015-07-02 14:42:19-03,JBP,HPL,"12756",S,Plantae,NA,NA,Begoniaceae,Begonia,toledoana,Begonia toledoana,Handro,"E.L. Jacques, H. Lorenzi & M. Peixoto","1774","2011","06","25",NA,Brasil,SP,Iporanga,"Rodovia Antônio Honório da Silva, no barranco, beira da estrada.",-48.723556,-24.527444,NA,NA,NA,NA,NA,"48° 43' 24,8 W","24° 31' 38,8 S","189","189",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.84,-24.5,"10",2015-07-02 14:01:06-03,JBP,HPL,"1931",S,Plantae,NA,NA,Begoniaceae,Begonia,toledoana,Begonia toledoana,Handro,H. Lorenzi,"3055","2002","01","23",NA,Brasil,SP,Apiaí,"Estrada para Iporanga, 17km de Apiai, na encosta da estrada debaixo das árvores.",-48.84,-24.5,NA,NA,NA,NA,H. Lorenzi,NA,NA,NA,NA,"37738",auto,"2002","01","23",NA,NA,NA,"35",São Paulo,SP,Sudeste
