X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,fieldNumber,individualCount,class,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.586833,-23.710997,"16",2019-08-20 10:01:49-03,UNICAMP,UEC,"149393",S,Plantae,Liliopsida,NA,Smilacaceae,Smilax,spicata,Smilax spicata,Vell.,"Torres, RB","Torres, RB; Figueiredo, N; Oliveira, AR","67","1986","10","30",NA,Brazil,São Paulo,Estação Ecológica de Angatuba. Mata Secundária.,NA,Trepadeira. Flores esverdeadas. Japecanga.,UEC006795,UEC006795,Angatuba,-48.586833,-23.710997,NA,NA,"1988","-48.586833","-23.710997",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"39",2021-03-15 18:30:10-03,USP,SPF,"64967",PreservedSpecimen,Plantae,NA,NA,Smilacaceae,Smilax,colossea,Smilax colossea,Toledo,NA,"Hoehne, FC",s.n.,"1918","03","04",NA,Brasil,São Paulo,Alto da Serra,NA,"Voluvel vel scandente, fl. verm. est. alvos.",SPF00064967,NA,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,isotype,NA,"35",São Paulo,SP,Sudeste
-45.590833,-22.738889,"42",2021-03-04 15:42:04-03,IF,SPSF,"45353",PreservedSpecimen,Plantae,Magnoliophyta,Liliales,Smilacaceae,Smilax,spicata,Smilax spicata,Vell.,R.T.Polisel,R.T.Polisel & N.M.Ivanauskas & M.C.Assis & R.P.M.Souza & R.Esteves,"1030","2006","08","04",América do Sul,Brasil,SP,P.E.C.J,NA,"COLETA: Trepadeira. Material-testemunho das coletas de mestrado de Rodrigo Trassi Polisel.; GEOGRAFIA: Trilha da cachoeira, área de fitossociologia (SAD 69, Zona 23k).;",NA,NA,Campos do Jordão,-45.590833,-22.738889,NA,NA,"2006",NA,NA,NA,NA,"11","30",NA,NA,Liliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"43",2021-03-04 15:42:04-03,IF,SPSF,"07808",PreservedSpecimen,Plantae,Magnoliophyta,Liliales,Smilacaceae,Smilax,spicata,Smilax spicata,NA,NA,J.R.Guillaumon,NA,"1981","05","20",América do Sul,Brasil,SP,Usina Itatinga,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Serra do Mar&nf;;",NA,NA,Bertioga,-46.138599395752,-23.8544006347656,NA,NA,NA,NA,NA,"37616",auto,NA,NA,NA,NA,Liliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-46.3899993896484,-23.9599990844727,"44",2021-03-04 15:42:04-03,IF,SPSF,"28344",PreservedSpecimen,Plantae,Magnoliophyta,Liliales,Smilacaceae,Smilax,spicata,Smilax spicata,NA,NA,J.A.Pastore & C.Moura,"1082","2001","08","17",América do Sul,Brasil,SP,P.E.Xixová-Japuí,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha da Pedreira, mata de encosta&nf;;",NA,NA,São Vicente,-46.3899993896484,-23.9599990844727,NA,NA,NA,NA,NA,"25482",auto,NA,NA,NA,NA,Liliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"45",2019-11-21 10:19:21-03,IBt,SP,"1588",S,Plantae,NA,NA,Smilacaceae,Smilax,colossea,Smilax colossea,Toledo,"Toledo, JF","Hoehne, FC",s.n.,"1918","03","04",NA,Brasil,São Paulo,Alto da Serra,NA,"Vol·vel escandente. Masculina, flor vermelha, estames alvos&nf;= Smilax spicata Vell., Andreata, R.H.P., 7/1980",SP003005,SP003005,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,"1944",NA,NA,"27258",auto,"11","21",NA,NA,NA,Holotype,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"46",2021-02-18 08:31:31-03,IBt,SP,"7389",S,Plantae,NA,NA,Smilacaceae,Smilax,colossea,Smilax colossea,Toledo,NA,"Kuhlmann, M",s.n.,"1946","02",NA,NA,Brasil,São Paulo,E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,NA,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"48",2020-12-30 07:49:01-03,IBt,SP,"442434",S,Plantae,NA,NA,Smilacaceae,Smilax,spicata,Smilax spicata,Vell.,NA,"Villagra, BLP","326","2010","09",NA,NA,Brasil,São Paulo,NA,NA,NA,NA,NA,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"49",2019-11-21 10:19:21-03,IBt,SP,"369266",S,Plantae,NA,NA,Smilacaceae,Smilax,spicata,Smilax spicata,Vell.,"Kirizawa, M","Kirizawa, M","3462","2004","03","25",NA,Brasil,São Paulo,E.B. do Alto da Serra de Paranapiacaba,NA,"Mata de encosta pluvial, trilha dos palmiteiroa, perto do rio entre dois morros, local úmido, escandente, sem gavinhas na parte inferior de caule tetrágono, alado, aculeado, folhas carnosas, verde escuras",NA,NA,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,"2004",NA,NA,"27258",auto,"03","30",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"50",2019-11-21 10:19:21-03,IBt,SP,"197168",S,Plantae,NA,NA,Smilacaceae,Smilax,spicata,Smilax spicata,Vell.,NA,"Barbuto Attié, MC; et al.","55","1982","09","30",NA,Brasil,São Paulo,E.B. do Alto da Serra de Paranapiacaba,NA,"Mata pluvial subtropical, disturbada, cipó ca. 18m. compr. fruto imaturo cor verde",NA,NA,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,"1988",NA,NA,"27258",auto,"05","24",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"51",2019-11-21 10:19:21-03,IBt,SP,"183565",S,Plantae,NA,NA,Smilacaceae,Smilax,spicata,Smilax spicata,Vell.,NA,"Wanderley, MGL","503","1982","09","30",NA,Brasil,São Paulo,E.B. do Alto da Serra de Paranapiacaba,NA,"Trepadeira, com frutos",NA,NA,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,"1988",NA,NA,"27258",auto,"05","24",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
