X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,class,dayIdentified,typeStatus,relatedCatalogItem,infraspecificEpithet,verbatimLongitude,verbatimLatitude,minimumDepthInMeters,maximumDepthInMeters,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.97,-23.58,"2",2021-03-15 16:37:00-03,NY,NYBG,"660968",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,F. O. Zuloaga,W. D. Clayton,"4507","1965","02","04",South America,Brazil,São Paulo,Itapetininga,Sorocaba to Itapetininga,-47.97,-23.58,"600","600",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675012' target='other'> <mi>dwc_moreinfo</mi></a>,NY00660968,NY00660968_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.35,-24.12,"4",2021-03-15 16:37:00-03,NY,NYBG,"660969",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,L. B. Smith,L. B. Smith,"14726","1965","01","17",South America,Brazil,Paraná,Arapoti,By Jaguariaiva,-49.35,-24.12,"950","950",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675009' target='other'> <mi>dwc_moreinfo</mi></a>,NY00660969,NY00660969_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.142,-22.242,"5",2021-03-15 16:37:00-03,NY,NYBG,"660966",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,F. O. Zuloaga,G. Eiten,"2116","1960","07","15",South America,Brazil,São Paulo,Moji-Guaçu,"Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 10 km. NNE of Padua Sales. (About 27 km. NW of city of Moji-Mirim.)",-47.142,-22.242,"575","650",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675010' target='other'> <mi>dwc_moreinfo</mi></a>,NY00660966,NY00660966_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0497,-23.5903,"7",2021-03-15 16:37:00-03,NY,NYBG,"660967",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,F. O. Zuloaga,S. M. de Campos,"209","1960","03","17",South America,Brazil,São Paulo,Itapetininga,"Faz. Sta. Luzia do Campo, SSE da cid. de Itapetininga",-48.0497,-23.5903,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675011' target='other'> <mi>dwc_moreinfo</mi></a>,NY00660967,NY00660967_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"27",2021-03-30 12:53:52-03,EAO,IAN,"66273",PreservedSpecimen,Plantae,Monocotiledônea,NA,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,"Guglieri, A","Brade, AC","8144","1915","05",NA,Southern America,Brasil,São Paulo,Jundiaí,Jundiaí.,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,IAN066273,NA,"2002","17840",auto,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"28",2021-03-30 12:53:52-03,EAO,IAN,"66273",PreservedSpecimen,Plantae,Monocotiledônea,NA,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,"Guglieri, A","Brade, AC","8144","1915","05",NA,Southern America,Brasil,São Paulo,Jundiaí,Jundiaí.,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,IAN066273,NA,"2002","17840",auto,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"44",2019-02-15 11:48:07-02,IPA,IPA,"9017",S,Plantae,Plantae,NA,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,"Costa; Silva, M.B.","Pickel, B.","5795","1942","01","17",Southern America,Brasil,São Paulo,São Paulo,(linha S.Amaro-Ibirapuera). Em campo alto.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,IPA0009017,NA,"2004","53584",auto,"11",NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"142",2019-11-13 11:28:56-03,USP,SPF,"84289",PreservedSpecimen,Plantae,NA,NA,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,"Guglieri, A","Semir, J",s.n.,"1968","01","04",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00084289,SPF00084289,"1997","53584",auto,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0499992370605,-23.5900001525879,"153",2019-11-01 15:16:37-03,UnB,UB,NA,PreservedSpecimen,Plantae,Monocotyledonae,NA,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,"Guglieri, A","Campos, SM","209","1960","03","17",Southern America,Brasil,São Paulo,Itapetininga,"Faz. Santa Luzia do Campo, SSE da cidade de Itapetininga",-48.0499992370605,-23.5900001525879,NA,NA,NA,"Touceiras de 10cm de diâmetro basal aproximadamente; Cerrado de arbustos e árvores esparsos. Abundância de indaiá (Attalea sp.). Solo arenoso",UB0021810,UB0021810,"2002","40712",auto,"03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.368889,-24.115833,"163",2021-02-08 12:53:57-03,UFRGS,ICN,"137454",S,Plantae,Monocotyledon,NA,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,"Guglieri, A","Guglieri, A; et al.","264","2004","01","15",América do Sul,Brasil,PR,Sengés,divisa com Itararé (SP) junto ao rio Itararé 24° 06' 57 8''S 049° 22' 08 0'' W,-49.368889,-24.115833,NA,NA,NA,"cerrado; comum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.368889","-24.115833",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
