X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,occurrenceRemarks,barcode,class,order,typeStatus,relatedCatalogItem,imagecode,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,identifiedBy,yearIdentified,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,individualCount,monthIdentified,dayIdentified,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.5499992370605,-24.7000007629395,"15",2019-11-13 11:29:33-03,USP,SPF,"113950",PreservedSpecimen,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Cordeiro, I","1599","1995","12","10",NA,Brasil,São Paulo,Estação Ecológica Juréia-Itatins,NA,SPF00113950,NA,NA,NA,NA,NA,Iguape,-47.5499992370605,-24.7000007629395,"55628",auto,"Lupo, R","1996",NA,NA,NA,NA,NA,"10",NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"16",2019-11-13 11:29:33-03,USP,SPF,"71778",PreservedSpecimen,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Handro, O","982","1961","10","27",NA,Brasil,São Paulo,Jardim Botânico de São Paulo,NA,SPF00071778,NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"Handro, O","1961",NA,NA,NA,NA,NA,"10",NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"17",2019-11-13 11:29:33-03,USP,SPF,"13835",PreservedSpecimen,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Hoehne, W",s.n.,"1951","10","05",NA,Brasil,São Paulo,Parque do Estado,NA,SPF00013835,NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"Hoehne, W",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"18",2019-10-07 09:23:39-03,UEFS,HUEFS,"15597",PreservedSpecimen,Plantae,Angiospermae,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Hoehne, W.",SPF13835,"1951","10","05",NA,Brasil,São Paulo,NA,NA,HUEFS0015597,Proteanae,Proteales,NA,NA,HUEFS0015597,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"19",2019-10-07 09:23:39-03,UEFS,HUEFS,"77879",PreservedSpecimen,Plantae,Angiospermae,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Hoehne, W.",NA,"1951","10","05",NA,Brasil,São Paulo,Parque do Estado Água Funda.,NA,HUEFS0077879,Proteanae,Proteales,NA,NA,HUEFS0077879,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"22",2020-11-12 17:02:48-03,UEL,FUEL,"36326",PreservedSpecimen,Plantae,Tracheophyta,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Hoehne, W",s.n.,"1951","10","05",NA,Brasil,São Paulo,Parque do Estado Água Funda,NA,FUEL017064,NA,Proteales,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"Hoehne, W",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"23",2019-11-01 15:08:28-03,UnB,UB,"166180",PreservedSpecimen,Plantae,Dicotyledoneae,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Handro, O","982","1961","10","27",Southern America,Brasil,São Paulo,Jardim Botânico,"Árvore. Flores amarelas.; Mata",NA,NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"Plana, V","1998",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"24",2019-11-01 15:08:28-03,UnB,UB,"166179",PreservedSpecimen,Plantae,Dicotyledoneae,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Hoehne, W",s.n.13835,"1951","10","05",Southern America,Brasil,São Paulo,"Parque do Estado, Água Funda",Árvore. Flores amarelas.,NA,NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"Plana, V","1998",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"25",2019-05-06 12:01:54-03,UFU,HUFU,"8031",S,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Robim, M.J.; Carvalho, J.P.M.",s.n.,"1985","02","28",NA,Brasil,São Paulo,"Parque Estadual, Regiãp de São José dos Alpes.","Árvore com frutos verdes.; Mata nebular.",HUFU00020177,NA,NA,NA,NA,NA,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",auto,"Pastore, J.A.","1988",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"26",2021-03-04 15:45:51-03,IF,SPSF,"25946",PreservedSpecimen,Plantae,Magnoliophyta,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,NA,C.S.C.Bencke & A.Takahasi,"71","1995","03","29",América do Sul,Brasil,SP,"P.E.Serra do Mar, Núcleo Picinguaba","COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta de restinga&nf;;",NA,Magnoliopsida,Proteales,NA,NA,NA,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"27",2021-03-04 15:45:51-03,IF,SPSF,"38349",PreservedSpecimen,Plantae,Magnoliophyta,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,F.Pedroni & M.Sanchez,"603","1996","05","25",América do Sul,Brasil,SP,Parque Estadual da Serra do Mar - Núcleo Picinguaba,"COLETA: Mata de Planície; restinga.&nf;Árvore 10m altura; botões, flores e frutos imaturos.&nf;Retirando-se a casca é possível observar um tecido reticulado.;",NA,Magnoliopsida,Proteales,NA,NA,NA,Ubatuba,-44.8,-23.366667,NA,NA,J.A.Pastore,"2011",NA,NA,NA,NA,NA,"04","18","35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"28",2021-03-04 15:45:51-03,IF,SPSF,"17468",PreservedSpecimen,Plantae,Magnoliophyta,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,NA,W.Hoehne,NA,"1951","10","05",América do Sul,Brasil,SP,parque do Estado,"COLETA: XLS: SPSFAntigo;",NA,Magnoliopsida,Proteales,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"29",2020-06-04 11:03:56-03,IBt,SP,"272181",S,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Robim, MJ",s.n.,"1985","02","28",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"30",2019-11-21 10:17:22-03,IBt,SP,"263402",S,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Rossi, L; et al.","1206","1992","12","14",NA,Brasil,São Paulo,"Estação Ecológica Juréia-Itatins, Margem do Rio Verde","Árvore, 16-18,0m alt., folhas verde brilhante frutos imaturos verdes",NA,NA,NA,NA,NA,NA,Iguape,-47.5499992370605,-24.7000007629395,"55628",auto,"Prance, GT","2005",NA,NA,NA,NA,NA,"06","06","35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"31",2019-11-21 10:17:22-03,IBt,SP,"293442",S,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Cordeiro, I; et al.","1599","1995","12","10",NA,Brasil,São Paulo,"Estação Ecológica Juréia-Itatins, Serra da Juréia, mata de encosta junto ao rio Verde, trilha da figueira","Árvore ca. 18m alt., DAP 30cm, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,Iguape,-47.5499992370605,-24.7000007629395,"55628",auto,"Prance, GT","2003",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"32",2019-11-21 10:17:22-03,IBt,SP,"247538",S,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Cordeiro, I; et al.","776","1990","12","11",NA,Brasil,São Paulo,"Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o pocinho","Árvore do dossel, ca. 20m alt., DAP 40cm, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,Iguape,-47.5499992370605,-24.7000007629395,"55628",auto,"Prance, GT","2003",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"33",2020-06-04 11:03:56-03,IBt,SP,"274983",S,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Hoehne, FC",s.n.,"1951","10","05",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"34",2019-11-21 10:17:22-03,IBt,SP,"32110",S,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Hoehne, FC",s.n.,"1934","10","18",NA,Brasil,São Paulo,Jardim Botânico,"Árvore da mata, flores amarelas",SP001507,NA,NA,Holotype,NA,SP001507,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"Sleumer, HO","1951",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"35",2020-08-13 18:02:58-03,IBt,SP,"303328",S,Plantae,NA,Proteaceae,Euplassa,hoehnei,Euplassa hoehnei,Sleumer,"Hoehne, FC",s.n.,"1934","10","18",NA,Brasil,São Paulo,Jardim Botânico,"Árvore da mata, flores amarelas",NA,NA,NA,Isotype,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"Sleumer, HO","1951",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
