X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,recordNumber,year,month,day,stateProvince,locality,decimalLongitude,decimalLatitude,imagecode,county,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.29971,-23.777841,"2",2021-03-15 16:37:00-03,NY,NYBG,"823038",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,F. Ehrendorfer,South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936474' target='other'> <mi>dwc_moreinfo</mi></a>,NY00823038,Magnoliophyta,Magnoliales,R.E.Fr.,P. J. M. Maas,73825-1342,"1973","08","25",São Paulo,Paranapiacaba,-46.29971,-23.777841,NY00823038_01 NY00823038_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4097,-23.71,"3",2021-03-15 16:37:00-03,NY,NYBG,"378938",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,C. Lemos,South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547305' target='other'> <mi>dwc_moreinfo</mi></a>,NY00378938,Magnoliophyta,Magnoliales,R.E.Fr.,P. J. M. Maas,"28313","1931","10","02",São Paulo,Alto de Serra,-46.4097,-23.71,NA,Ribeirao Pires,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4097,-23.71,"4",2021-03-15 16:37:00-03,NY,NYBG,"378939",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,F. C. Hoehne,South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547304' target='other'> <mi>dwc_moreinfo</mi></a>,NY00378939,Magnoliophyta,Magnoliales,R.E.Fr.,"P. X. He; P. J. M. Maas",NA,"1936","10","28",São Paulo,Alto Serra,-46.4097,-23.71,NA,Ribeirao Pires,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"7",2021-03-30 12:33:35-03,EAO,IAN,"39356",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Hoehne, FC; Gehrt, A",Southern America,Brasil,NA,NA,NA,IAN039356,Dicotiledônea,NA,R.E.Fr.,NA,s.n.,"1936","10","28",São Paulo,Alto Serra.,-46.6300010681152,-23.5400009155273,NA,São Paulo,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"17",2020-11-04 10:59:16-03,ESALQ,ESA,"105422",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Aguiar, O.T.",NA,Brasil,NA,NA,NA,ESA105422,Magnoliophyta,NA,NA,"Lopes, J.C.",NA,"2002","03","13",São Paulo,NA,-47.9900016784668,-23.8700008392334,ESA105422,São Miguel Arcanjo,"2012",NA,NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"23",2020-06-15 15:28:21-03,UNESP-RC,HRCB,"23424",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Kiyama, C.Y.",NA,Brasil,NA,NA,Árvore 6 m alt. Frutos,NA,NA,NA,R.E.Fr.,"Lopes, J.C.","45","1994","09","04",São Paulo,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,Salesópolis,"2009","02",NA,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"24",2020-06-15 15:28:21-03,UNESP-RC,HRCB,"15002",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Moraes, P.L.R.",NA,Brasil,NA,NA,Árvore 18 m altura,NA,NA,NA,R.E.Fr.,"Lopes, J.C.","545","1991","11","15",São Paulo,P.E.C.Botelho,-47.9900016784668,-23.8700008392334,NA,São Miguel Arcanjo,"2009","02",NA,NA,NA,"700","700","27904",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"25",2020-06-15 15:28:21-03,UNESP-RC,HRCB,"25188",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Izar, P.",NA,Brasil,NA,NA,"Árvore com 7 m, com flor e fruto imaturo. Flor com pétalas e sépalas verde-claras-amareladas, com centro vermelho e ápice amarelo. Fruto imaturo marrom-esverdeado. Sementes marrom escuro com polpa sal",NA,NA,NA,R.E.Fr.,"Lopes, J.C.","1610","1996","11","05",São Paulo,Parque Intervales,-47.9199981689453,-24.3799991607666,NA,Sete Barras,"2009","02",NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49,-22,"30",2018-05-14 16:22:51-03,F,FMNH-SEEDPLANTS,V0232345F,PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,F. C. Hoehne,South America,Brazil,NA,NA,NA,V0232345F,Spermatophyta,NA,NA,RRC ID Flag,s.n.,"1936","10","28",São Paulo,NA,-49,-22,V0232345F_01 V0232345F_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dicotyledoneae,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8464,-23.5322,"31",2019-01-25 15:38:12-02,IAC,IAC,"55336",S,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,L.C. Bernacci & D.A.V. Montero,NA,Brasil,NA,NA,NA,NA,NA,NA,R.E.Fr.,J. Lopes,"4872","2013","06","23",São Paulo,NA,-45.8464,-23.5322,NA,Salesópolis,"2016","05","12","-45.8464","-23.5322",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"33",2019-11-01 14:52:16-03,UnB,UB,"114705",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Lemos, C",Southern America,Brasil,NA,NA,NA,NA,Dicotyledoneae,NA,R.E. Fr.,"Maas, PJM",Herb28313,"1931","10","02",São Paulo,"Alto da Serra, Estação Biológica.",-46.6300010681152,-23.5400009155273,NA,São Paulo,"1995",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"34",2021-03-04 15:44:28-03,IF,SPSF,"15548",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,A.C.Dias,América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 10m;",NA,Magnoliophyta,Magnoliales,R.E.Fries,J.C.Lopes,"500","1992","10","30",SP,Parque Estadual Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,Sete Barras,"2010","10","27",NA,NA,NA,NA,"34059",auto,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.343611,-22.791944,"35",2021-03-04 15:44:28-03,IF,SPSF,"42291",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,R.T. Polisel & N.M.Ivanauskas & R.P.S.Lattore & E.Rocha,América do Sul,Brasil,NA,NA,"COLETA: Árvore de 6 m. Fruto imaturo verde.; GEOGRAFIA: Na Trilha do Coqueiral, próximo ao córrego Coqueiral.;",NA,Magnoliophyta,Magnoliales,R.E.Fries,J.C.Lopes,"622","2008","03","29",SP,Estação Ecológica de Bananal,-44.343611,-22.791944,NA,Bananal,"2010","10","27",NA,NA,"1146","1146",NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1425,-24.171389,"36",2021-03-04 15:44:28-03,IF,SPSF,"47207",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,C. de Moura & F.A.R.D.P.Arzolla & F.E.S.P.Vilela & D.Souza,América do Sul,Brasil,NA,NA,"COLETA: Árvore, 8m de altura, frutos imaturos e verdes.; GEOGRAFIA: acesso pelo rancho do Matias Queiroz, Floresta Ombrófila Densa Montana, floresta madura;",NA,Magnoliophyta,Magnoliales,R.E.Fries,F.A.R.D.P.Arzolla,"407","2012","04","04",SP,Parque Estadual Nascentes do Paranapanema,-48.1425,-24.171389,NA,Capão Bonito,"2013","11","26",NA,NA,"810","810",NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"37",2021-03-04 15:44:28-03,IF,SPSF,"44444",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,R.Bertoncello & M.Pansonato,América do Sul,Brasil,NA,NA,"GEOGRAFIA: Morro do Cuscuzeiro;",NA,Magnoliophyta,Magnoliales,R.E.Fries,R.Mello Silva,"470","2007","05","19",SP,Parque Estadual da Serra do Mar - Núcleo Picinguaba,-45.0699996948242,-23.4300003051758,NA,Ubatuba,"2007","05","19",NA,NA,"1120","1120","34265",auto,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.316667,-23.783333,"39",2019-11-21 09:58:24-03,IBt,SP,"256071",S,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Cordeiro, I; Maas, PJM; Zuiten, CM; Dias, MC",NA,Brasil,NA,NA,"Árvore ca. 6m alt., folhas verde brilhantes na face adaxial, opacas na abaxial, flores jovens castanho esverdeadas, frutos 5,5-8,0cm diâm., castanhos, picada da bomva d'água, próximo a Casa do Naturalista, 840m alt.",SP010141,NA,NA,R.E.Fr.,NA,"914","1992","09","18",São Paulo,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333,SP010141,Santo André,NA,NA,NA,"-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.316667,-23.783333,"40",2019-11-21 09:58:24-03,IBt,SP,256071a,Carpo,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Cordeiro, I; Maas, PJM; Zuiten, CM; Dias, MC",NA,Brasil,NA,NA,"Árvore ca. 6m alt., folhas verde brilhantes na face adaxial, opacas na abaxial, flores jovens castanho esverdeadas, frutos 5,5-8,0cm diâm., castanhos, picada da bomva d'água, próximo a Casa do Naturalista, 840m alt.",NA,NA,NA,R.E.Fr.,NA,"914","1992","09","18",São Paulo,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333,NA,Santo André,NA,NA,NA,"-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.316667,-23.783333,"41",2019-11-21 09:58:24-03,IBt,SP,"256072",S,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Cordeiro, I; Maas, PJM; Zuiten, CM; Dias, MC",NA,Brasil,NA,NA,"Árvore ca. 4m alt., folhas verde brilhantes na face adaxial, opacas na abaxial, botões jovens, castanho esverdeados, frutos 5,5-8,0cm diâm., castanhos, picada um que leva a Campo Grande, próximo a casa do Naturalista, ca. 840m alt.",SP010137,NA,NA,R.E.Fr.,NA,"915","1992","09","18",São Paulo,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333,SP010137,Santo André,NA,NA,NA,"-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.615278,-23.6425,"42",2019-11-21 09:58:24-03,IBt,SP,"454617",S,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Kondrat, H",NA,Brasil,NA,NA,NA,NA,NA,NA,R.E.Fr.,"Kondrat, H","176","2013","09","25",São Paulo,"Parque Estadual das Fontes do Ipiranga, Instituto de Botânica, área sudeste, próxima à trilha interna paralela à Av. do Cursino, parcela 9, espécime nº 406",-46.615278,-23.6425,NA,São Paulo,NA,NA,NA,"-46.615278","-23.6425","825","825",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"43",2019-11-21 09:58:24-03,IBt,SP,"276085",S,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Kiyama, CY; Simão Bianchini, R; Shirasuna, RT; Rossi, L",NA,Brasil,NA,NA,NA,SP010208,NA,NA,R.E.Fr.,"Lopes, JC","45","1994","11","04",São Paulo,"Estação Biológica de Boracéia, Mata próxima à barragem do Rio Claro, interior da mata",-45.8400001525879,-23.5300006866455,SP010208,Salesópolis,NA,NA,NA,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"44",2019-11-21 09:58:24-03,IBt,SP,28313a,Carpo,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Lemos, C",NA,Brasil,NA,NA,Árvore da mata,NA,NA,NA,R.E.Fr.,"Fries, RE",s.n.,"1931","10","02",São Paulo,"Alto da Serra, Estação Biológica",-46.5299987792969,-23.6599998474121,NA,Santo André,"1934",NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,Paratype,NA,"35",São Paulo,SP,Sudeste
