X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,yearIdentified,monthIdentified,dayIdentified,fieldNumber,individualCount,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-50.4099998474121,-22.6599998474121,"9",2020-11-04 11:12:42-03,ESALQ,ESA,"26012",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malpighiaceae,Janusia,occhioni,Janusia occhioni,W.R.Anderson,"Sebastiani, R.","Souza, V.C. ; Souza, J.P.","9724.0","1995","12","20",NA,Brasil,São Paulo,Assis,Cerca de 12 Km da cidade em direção a Marília. Cerradão.,-50.4099998474121,-22.6599998474121,NA,"Escandente; elaióforos verdes; pétalas e filetes amarelo-alaranjados; samarídeos avermelhados.",ESA026012,ESA026012,NA,"23972",auto,NA,NA,NA,NA,NA,NA,"2007","10","24",NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5699996948242,-22.4099998474121,"10",2020-11-04 11:12:42-03,ESALQ,ESA,"30933",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malpighiaceae,Janusia,occhioni,Janusia occhioni,W.R.Anderson,"Sebastiani, R.","Souza, V.C. ; Souza, J.P.","10857.0","1996","02","13",NA,Brasil,São Paulo,Paraguaçu Paulista,"19 km de Paraguaçu Paulista em direção a Assis. Estrada para a Fazenda São Francisco. 22*34'57,4S, 50*29'46,4W. 520 msm. Cerrado.",-50.5699996948242,-22.4099998474121,NA,"Escandente; elaióforos verde-claros; pétalas amarelo-alaranjadas.",ESA030933,ESA030933,NA,"36102",auto,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9199981689453,-23.0900001525879,"11",2020-11-04 11:12:42-03,ESALQ,ESA,"27661",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malpighiaceae,Janusia,occhioni,Janusia occhioni,W.R.Anderson,"Sebastiani, R.","Souza, V.C. et al.","10404.0","1996","01","24",NA,Brasil,São Paulo,Avaré,NA,-48.9199981689453,-23.0900001525879,NA,NA,ESA027661,ESA027661,NA,"29856",auto,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.566667,-22.016667,"14",2019-02-15 11:45:00-02,IPA,IPA,"60815",S,Plantae,Plantae,NA,Malpighiaceae,Janusia,occhionii,Janusia occhionii,W.R. Anderson,"Sebastiani, R.","Pietrobom-Silva, M.R.","3172","1996","03","10",Southern America,Brasil,São Paulo,Presidente Bernardes,"região do Pontal do Paranapanema, rodovia SP-272, Pirapozinho-Mirante do Parapanema, entre Kms 22 e 23, margem da rodovia.",-51.566667,-22.016667,NA,"Escandente sobre arvoreta, flor amarela, barranco.; Região com capões de cerrado passando a mata seca semidecídua e baixadas com mata ciliar. Criação extensiva de gado bovino.",IPA0060815,NA,NA,NA,NA,"400","450","-51.566667","-22.016667",NA,NA,"2009","10","22",NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.5666667,-22.0166667,"17",2021-04-07 11:45:40-03,UFMS,CGMS,"6026",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Janusia,occhionii,Janusia occhionii,W.R.Anderson,R. Sebastiani,M.R. Pietrobom da Silva,NA,"1996","03","10",NA,Brasil,São Paulo,Presidente Bernardes,Região do Pontal do Paranapanema. Rodovia SP 272. Pirapozino-Mirante do Paranapanema entre Kms 22 e 23. Margem da Rodovia.,-51.5666667,-22.0166667,NA,Flor amarela. criação extensiva de gado bovino. Habitat: Região com capões de cerrado passando a mata seca semidescídua e baixadas com mata ciliar. Habito: Escandente sobre arvoreta.,CGMS1015409,NA,NA,NA,NA,"450","450","-51,5666667","-22,0166667",NA,NA,"2008","05","27",NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"18",2019-08-20 10:17:39-03,UNICAMP,UEC,"48124",S,Plantae,Magnoliopsida,NA,Malpighiaceae,Janusia,occhionii,Janusia occhionii,W.R.Anderson,"Sebastiani, R","Leitão Filho, HF; Martins, FR; Rodrigues, RR","20100","1988","02","18",NA,Brazil,São Paulo,Assis,Estação Experimental do Instituto Flores,-50.4099998474121,-22.6599998474121,NA,"flor, Trepadeira. Flores amarelas. Em área de cerrado/cerradão.",UEC007157,NA,NA,"23972",auto,NA,NA,NA,NA,NA,NA,"2008","05","21",NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.964694,-23.185194,"52",2021-03-15 18:28:30-03,USP,SPF,"116477",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Janusia,occhionii,Janusia occhionii,W.R.Anderson,"Sebastiani, R","Souza, VC","10404","1996","01","24",NA,Brasil,São Paulo,Avaré,Ca. 5 km da cidade em direção a Itaí. Entrada para hotéis Penísula e Berra d#?#Água. Cerradão.,-48.964694,-23.185194,NA,"Escandente, flores amarelas.",SPF00116477,SPF00116477,NA,NA,NA,"610","610","-48.964694","-23.185194",NA,NA,"2007","11",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.496222,-22.582611,"53",2021-03-15 18:28:30-03,USP,SPF,"116478",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Janusia,occhionii,Janusia occhionii,W.R.Anderson,"Sebastiani, R","Souza, VC","10857","1996","02","13",NA,Brasil,São Paulo,Paraguaçu Paulista,19 km de Paraguaçu Paulista em direção a Assis. Estrada para a Fazenda São Francisco. Cerrado.,-50.496222,-22.582611,NA,"Escandente; elaióforos verde-claros; pétalas amarelo-alaranjadas.",SPF00116478,SPF00116478,NA,NA,NA,"520","520","-50.496222","-22.582611",NA,NA,"2007","11",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.566667,-22.016667,"54",2021-03-15 18:28:30-03,USP,SPF,"117563",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Janusia,occhionii,Janusia occhionii,W.R.Anderson,"Sebastiani, R","Pietrobom da Silva, MR","3172","1996","03","10",NA,Brasil,São Paulo,Presidente Bernardes,"Região do Pontal do Paranapanema. Rodovia SP-272 - Pirapozinho-Mirante do Paranapanema, entre km 22-23, margem da rodovia. Região de capões de cerrado passando a mata seca semidecídua e baixadas com mata ciliar. Criação extensiva de gado bovino.",-51.566667,-22.016667,NA,"Escandente sobre arvoreta, flor amarela.",SPF00117563,SPF00117563,NA,NA,NA,"400","450","-51.566667","-22.016667",NA,NA,"2007","11",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"56",2021-03-15 18:28:30-03,USP,SPF,"114880",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Janusia,occhionii,Janusia occhionii,W.R.Anderson,"Sebastiani, R","Souza, VC","9724","1995","12","20",NA,Brasil,São Paulo,Assis,Ca. 12 km da cidade em direção a Marília. Cerradão.,-50.4099998474121,-22.6599998474121,NA,"Escandente; elaióforos verdes; pétalas e filetes amarelo-alaranjados; samarídeos avermelhados.",SPF00114880,SPF00114880,NA,"23972",auto,NA,NA,NA,NA,NA,NA,"2007","11",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
