X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,country,stateProvince,individualCount,occurrenceRemarks,year,month,day,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,recordNumber,barcode,imagecode,class,continentOcean,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,relationshipType,relatedCatalogItem,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.0999984741211,-24.5200004577637,"16",2020-11-04 11:03:57-03,ESALQ,ESA,"84611",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F. Costa, H. Luther & Wand.","Coffani-Nunes, J.V.","2011","12","Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.",Brasil,São Paulo,NA,"Epífita à 2,0m, inflorescência amarela","2003","04","22",Eldorado,BLOQUEADO,-48.0999984741211,-24.5200004577637,"38804",auto,"198.0",ESA084611,ESA084611,NA,NA,"16","790","790",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"17",2020-11-04 11:03:57-03,ESALQ,ESA,"79875",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F. Costa, H. Luther & Wand.","Coffani-Nunes, J.V.","2011","12","Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.",Brasil,São Paulo,NA,Epífita a 2m de altura sobre a árvore coletada na borda da trilha. Bráctea floral amarela.,"2002","04","24",São Miguel Arcanjo,BLOQUEADO,-47.9900016784668,-23.8700008392334,"27904",auto,"358.0",ESA079875,ESA079875,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.995389,-24.066944,"21",2021-02-07 08:35:14-03,MN,R,"215443",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F. Costa, H. Luther & Wand.","Neves, B.F.S.","2013","02","Neves, B.F.S. 93; Néri, J. ; Gonçalves, L.F. & Uribbe, F.P.",Brasil,São Paulo,NA,NA,"2012","10","11",São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.995389,-24.066944,NA,NA,NA,R010013387,R010013387,NA,NA,"18","707","707",047°59'43.4''W,24°04'01.0''S,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.991472,-24.063611,"22",2021-02-07 08:35:14-03,MN,R,"215444",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F. Costa, H. Luther & Wand.","Neves, B.F.S.","2013","02","Neves, B.F.S. 97; Néri, J. ; Gonçalves, L.F. & Uribbe, F.P.",Brasil,São Paulo,NA,NA,"2012","10","11",São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.991472,-24.063611,NA,NA,NA,R010013386,R010013386,NA,NA,"18","738","738",047°59'29.3''W,24°03'49.0''S,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.418833,-24.274556,"23",2021-02-07 08:35:14-03,MN,R,"215445",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F. Costa, H. Luther & Wand.","Neves, B.F.S.","2013","02","Neves, B.F.S. 104; Néri, J. & Uribbe, F.P.",Brasil,São Paulo,NA,NA,"2012","10","12",Ribeirão Grande,NA,-48.418833,-24.274556,NA,NA,NA,R010013385,R010013385,NA,NA,"18","799","799",048°25'07.8''W,24°16'28.4''S,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"35",2021-02-07 08:35:14-03,MN,R,"213698",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Uribbe, F.P.",Brasil,São Paulo,NA,NA,"2012","10","13",Ribeirão Grande,NA,-48.3600006103516,-24.0900001525879,"25028",auto,"101",R010013382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"36",2021-02-07 08:35:14-03,MN,R,"214083",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Luther, H.E.",Brasil,São Paulo,NA,NA,"2000","12","24",Tapiraí,NA,-47.5,-23.9599990844727,"41034",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"37",2021-03-31 13:37:05-03,MN,R,"221195",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Berg, W.",Brasil,São Paulo,NA,NA,"2001","03","30",Tapiraí,NA,-47.5,-23.9599990844727,"41034",auto,28A,R010013414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"38",2021-02-07 08:35:14-03,MN,R,"221194",PreservedSpecimen,Plantae,NA,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F. Costa, H. Luther & Wand.",NA,NA,NA,"Luther, H.E.",Brasil,São Paulo,NA,NA,"1999","11","13",Tapiraí,NA,-47.5,-23.9599990844727,"41034",auto,NA,R010013375,R010013375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.391944,-24.646389,"41",2019-08-20 09:59:18-03,UNICAMP,UEC,"90291",S,Plantae,Liliopsida,NA,Bromeliaceae,Vriesea,flava,Vriesea flava,"A.F.Costa, H.Luther & Wand.","Costa, A","2002","12","Leitão Filho, HF; et al.",Brazil,São Paulo,NA,"Epífita, frutos verdes.","1995","02","09",Eldorado,"Parque Estadual do Jacupiranga, Próximo à caverna do Diabo.",-48.391944,-24.646389,NA,NA,"33207",UEC043345,UEC043345,NA,NA,NA,NA,NA,"-48.391944","-24.646389",NA,NA,NA,"35",São Paulo,SP,Sudeste
