X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,class,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.618358,-23.646109,"1",2021-03-15 16:37:00-03,NY,NYBG,"01081574",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Poaceae,Merostachys,scandens,Merostachys scandens,Send.,isotype,T. Sendulsky,"1319","1973","12","06",South America,Brazil,São Paulo,Sao Paulo,"10 km south of center of city of Sao Paulo, in grounds of the Instituto de Botânica, Parque do Estado",-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237993' target='other'> <mi>dwc_moreinfo</mi></a>,NY01081574,NY01081574_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"2",2021-03-15 16:37:00-03,NY,NYBG,"00915502",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Poaceae,Merostachys,scandens,Merostachys scandens,Send.,NA,T. Sendulsky,"1320","1973","12","06",South America,Brazil,São Paulo,Sao Paulo,"10 km south of center of city of Sao Paulo, in grounds of the Instituto de Botânica, Parque do Estado.",-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1196337' target='other'> <mi>dwc_moreinfo</mi></a>,NY00915502,NY00915502_01,R. Vinícius-Silva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"3",2020-11-04 12:18:44-03,ESALQ,ESA,"101354",PreservedSpecimen,Plantae,Magnoliophyta,NA,Poaceae,Merostachys,scandens,Merostachys scandens,Send.,NA,"Breier, T.B.","833.0","2003","01","07",NA,Brasil,São Paulo,Assis,NA,-50.4099998474121,-22.6599998474121,NA,NA,ESA101354,NA,"Vinícius-Silva, R.","23972",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"6",2020-12-20 21:19:00-03,UFV,VIC,"48759",PreservedSpecimen,Plantae,NA,NA,Poaceae,Merostachys,scandens,Merostachys scandens,Send.,NA,"Vinícius-Silva, R.; Neves, G.S.","125","2017","06","26",NA,Brasil,São Paulo,São Paulo,"Instituto de Botânica, Parque Estadual Fontes do I, trilha principal com início próximo ao CERAD",-46.6300010681152,-23.5400009155273,NA,"Indivíduo com, aproximadamente, 5-7 m de altura. Colmos inicialmente eretos e, posteriormente, inclinando sobre a vegetação. Entrenós com 50-60 cm de comprimento; verde com máculas amarelas, escabros. Planta encontrada em borda de mata",VIC048759,VIC048759,"Vinícius-Silva, R.","53584",auto,"2017","06","26","-466177","-236413","821","821",NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"8",2019-12-09 15:31:01-03,UNICAMP,UEC,"137326",S,Plantae,Liliopsida,NA,Poaceae,Merostachys,scandens,Merostachys scandens,Send.,NA,"Breier, TB; Bahrami, AK","833","2003","01","07",NA,Brazil,São Paulo,Assis,"Estação Ecológica Assis, Parcelas permanentes.",-50.4099998474121,-22.6599998474121,NA,NA,UEC063240,UEC063240,NA,"23972",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"9",2021-03-01 16:20:32-03,UNICAMP,UEC,"139580",S,Plantae,Liliopsida,NA,Poaceae,Merostachys,scandens,Merostachys scandens,Send.,isotypus,"Sendulsky, T","1319","1973","12","06",NA,Brazil,São Paulo,São Paulo,"10 km south of center of city of São Paulo, in ground of the Instituto de Botânica, parque do estado",-46.6300010681152,-23.5400009155273,NA,"Native, growing spontaneously inside secondary forest",UEC055572,UEC055572,"Sendulsky, T","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"16",2020-09-12 05:00:02-03,US,US,"2900172",PreservedSpecimen,Plantae,NA,Cyperales,Poaceae,Merostachys,scandens,Merostachys scandens,Send.,NA,T. Sendulsky,"1323","1973","12","17",South America - Neotropics,Brazil,São Paulo,São Paulo,Sao paulo,-46.6300010681152,-23.5400009155273,NA,NA,US00026323,US00026323_01,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,Monocotyledonae,"1","35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"18",2020-09-12 05:00:02-03,US,US,"2926657",PreservedSpecimen,Plantae,NA,Cyperales,Poaceae,Merostachys,scandens,Merostachys scandens,Send.,NA,T. Sendulsky,"1320","1973","12","6",South America - Neotropics,Brazil,São Paulo,São Paulo,Sao paulo,-46.6300010681152,-23.5400009155273,NA,NA,US00026315,US00026315_01,"Vinicius-Silva, R.","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,Monocotyledonae,"1","35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"19",2020-09-12 05:00:02-03,US,US,"2926656",PreservedSpecimen,Plantae,NA,Cyperales,Poaceae,Merostachys,scandens,Merostachys scandens,Send.,Isotype,T. Sendulsky,"1319","1973","12","6",South America - Neotropics,Brazil,São Paulo,São Paulo,"State of São Paulo. Municipio de São Paulo: 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica, Parque do Estado.",-46.6300010681152,-23.5400009155273,NA,Holotype at SP.,US00026324,US00026324_01,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,Monocotyledonae,"1","35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"20",2020-09-12 05:00:02-03,US,US,"2900167",PreservedSpecimen,Plantae,NA,Cyperales,Poaceae,Merostachys,scandens,Merostachys scandens,Send.,NA,T. Sendulsky,"1317","1973","12","6",South America - Neotropics,Brazil,São Paulo,São Paulo,Sao paulo,-46.6300010681152,-23.5400009155273,NA,NA,US00026348,US00026348_01,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,Monocotyledonae,"1","35",São Paulo,SP,Sudeste
