X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,continentOcean,country,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,year,month,day,stateProvince,county,decimalLongitude,decimalLatitude,imagecode,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,class,dayIdentified,fieldNumber,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.9900016784668,-24.3199996948242,"10",2020-11-04 11:19:05-03,ESALQ,ESA,"11350",PreservedSpecimen,Plantae,Rutaceae,Pilocarpus,giganteus,Pilocarpus giganteus,NA,"Souza, V.C.","543.0",NA,Brasil,NA,NA,NA,NA,ESA011350,Magnoliophyta,NA,Engl.,"1989","04","01",São Paulo,Peruíbe,-46.9900016784668,-24.3199996948242,NA,"Dias, P",NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.425833,-23.895,"31",2020-09-02 16:39:17-03,Cenargen,CEN,"75750",PreservedSpecimen,Plantae,Rutaceae,Pilocarpus,giganteus,Pilocarpus giganteus,NA,Ladislau Araújo Skorupa,"1007",NA,Brasil,"A 3 km da entrada da fábrica Ultrafértil, rumo ao Morro-da-onça.",Exsicatas,NA,Botões florais creme.,CEN00075750,NA,NA,Engl.,"1993","07","19",SP,CUBATAO,-46.425833,-23.895,CEN00075750 CEN00075750_1,L. A. Skorupa,NA,NA,"1993","07",NA,NA,"-46.425833","-23.895",NA,NA,NA,"3",NA,"35",São Paulo,SP,Sudeste
-45.880556,-23.7625,"36",2021-03-15 18:29:51-03,USP,SPF,"190785",PreservedSpecimen,Plantae,Rutaceae,Pilocarpus,giganteus,Pilocarpus giganteus,NA,"Lima, RAF","764",NA,Brasil,Morro do Itaguá. Trilha para Prainha.,NA,NA,Vegetação sobre costão rochoso.,SPF00190785,NA,NA,Engl.,"2008","03","13",São Paulo,Bertioga,-45.880556,-23.7625,NA,"Pirani, JR",NA,NA,"2008",NA,NA,NA,"-45.880556","-23.7625",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"40",2019-11-13 11:30:59-03,USP,SPF,"140773",PreservedSpecimen,Plantae,Rutaceae,Pilocarpus,giganteus,Pilocarpus giganteus,NA,"Martins, SE","672",NA,Brasil,Ilha de Urubuqueçaba,NA,NA,NA,SPF00140773,NA,NA,Engl.,"2000","02","28",São Paulo,Santos,-46.3300018310547,-23.9599990844727,NA,"Pirani, JR",NA,NA,"2000","03","26836",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"47",2019-11-13 16:05:05-03,UNISANTA,HUSC,"2450",PreservedSpecimen,Plantae,Rutaceae,Pilocarpus,giganteus,Pilocarpus giganteus,NA,"Martins, S.E.; Sampaio, P.S.P.","672",NA,Brasil,Ilha de Urubuqueçaba.,NA,NA,"Arvoreta com 3m de altura.Botões florais vináceos.; Sub-bosque.",NA,Magnoliophyta,NA,Engler,"2000","02","28",São Paulo,Santos,-46.3300018310547,-23.9599990844727,NA,"Pirani, J.R.",NA,NA,"2000","03","26836",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"48",2019-11-13 16:05:05-03,UNISANTA,HUSC,"10455",PreservedSpecimen,Plantae,Rutaceae,Pilocarpus,giganteus,Pilocarpus giganteus,NA,"Artibano, J.; Louzada, R.B.","7",NA,Brasil,Ilha de Urubuqueçaba.,NA,NA,"Árvore.; Encosta.",NA,Magnoliophyta,NA,Engler,"2003","03","24",São Paulo,Santos,-46.3300018310547,-23.9599990844727,NA,"Martins, S.E.; et al.",NA,NA,"2003","08","26836",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"49",2019-11-13 16:05:05-03,UNISANTA,HUSC,"10453",PreservedSpecimen,Plantae,Rutaceae,Pilocarpus,giganteus,Pilocarpus giganteus,NA,"Artibano, J.; Louzada, R.B.","20",NA,Brasil,Ilha de Urubuqueçaba.,NA,NA,Árvore encontrada no topo e na encosta.,NA,Magnoliophyta,NA,Engler,"2003","03","24",São Paulo,Santos,-46.3300018310547,-23.9599990844727,NA,"Martins, S.E.; et al.",NA,NA,"2003","08","26836",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.25,-23.9899997711182,"56",2019-11-21 10:18:46-03,IBt,SP,"19824",S,Plantae,Rutaceae,Pilocarpus,giganteus,Pilocarpus giganteus,NA,"Usteri, A",s.n.,NA,Brasil,NA,NA,NA,NA,SP048781,NA,NA,Engl.,"1907","01","13",São Paulo,Guarujá,-46.25,-23.9899997711182,SP048781,"Pirani, JR",NA,NA,"2002",NA,"18989",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4000015258789,-24,"57",2019-11-21 10:18:46-03,IBt,SP,"9137",S,Plantae,Rutaceae,Pilocarpus,giganteus,Pilocarpus giganteus,NA,"Loefgren, A",CGG4178,NA,Brasil,"Beira costão, Itaipu.",NA,NA,NA,SP008350,NA,NA,Engl.,"1898","10","17",São Paulo,Praia Grande,-46.4000015258789,-24,SP008350,"Kaastra, RC",NA,NA,"1977",NA,"22363",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"58",2019-11-21 10:18:46-03,IBt,SP,"262570",S,Plantae,Rutaceae,Pilocarpus,giganteus,Pilocarpus giganteus,NA,"Yano, O; Mello, ZR; Marcelli, MP","18409",NA,Brasil,Ilha Urubuqueçaba. Quase na divisa com São Vicente.,NA,NA,NA,SP048779,NA,NA,Engl.,"1993","03","25",São Paulo,Santos,-46.3300018310547,-23.9599990844727,SP048779,"Pirani, JR",NA,NA,"2002",NA,"26836",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"59",2019-11-21 10:18:46-03,IBt,SP,262570a,Extra,Plantae,Rutaceae,Pilocarpus,giganteus,Pilocarpus giganteus,NA,"Yano, O; Mello, ZR; Marcelli, MP","18409",NA,Brasil,Ilha Urubuqueçaba. Quase na divisa com São Vicente.,NA,NA,NA,SP048780,NA,NA,Engl.,"1993","03","25",São Paulo,Santos,-46.3300018310547,-23.9599990844727,SP048780,"Pirani, JR",NA,NA,"2002",NA,"26836",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
