X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,phylum,order,identifiedBy,recordedBy,recordNumber,continentOcean,preparationType,occurrenceRemarks,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,individualCount,fieldNumber,typeStatus,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.724373,-23.565521,"6",2021-03-15 16:37:00-03,NY,NYBG,"533470",PreservedSpecimen,Plantae,Rhamnaceae,Gouania,ulmifolia,Gouania ulmifolia,Hook. & Arn.,"1918","01","15",Brazil,São Paulo,Sao Paulo,Butantan,-46.724373,-23.565521,NA,NA,NY00533470,NY00533470_01,Magnoliophyta,Rosales,NA,F. C. Hoehne,"1318",South America,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733156' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.13,-23.5203,"8",2021-03-15 16:37:00-03,NY,NYBG,"533482",PreservedSpecimen,Plantae,Rhamnaceae,Gouania,ulmifolia,Gouania ulmifolia,Hook. & Arn.,"1981","11","28",Brazil,São Paulo,Sao Roque,Sao Roque Linha Sorocabana.,-47.13,-23.5203,NA,NA,NY00533482,NY00533482_01,Magnoliophyta,Rosales,O. Kosovsky,K. Mizoguchi,"1721",South America,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45594' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"39",2020-11-04 11:17:56-03,ESALQ,ESA,"10353",PreservedSpecimen,Plantae,Rhamnaceae,Gouania,ulmifolia,Gouania ulmifolia,NA,"1993","03","29",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA010353,ESA010353,Magnoliophyta,NA,NA,"Barreto, K.D. et al.","171.0",NA,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"40",2020-11-04 11:17:56-03,ESALQ,ESA,"10354",PreservedSpecimen,Plantae,Rhamnaceae,Gouania,ulmifolia,Gouania ulmifolia,NA,"1993","04","14",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA010354,ESA010354,Magnoliophyta,NA,NA,"Barreto, K.D. et al.","259.0",NA,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"42",2019-02-15 11:49:10-02,IPA,IPA,"88194",S,Plantae,Rhamnaceae,Gouania,ulmifolia,Gouania ulmifolia,Hook. & Arn.,"1992","04","09",Brasil,São Paulo,Campinas,Mata de Santa Genebra.,-47.060001373291,-22.8999996185303,NA,NA,IPA0088194,NA,Plantae,NA,NA,"Ferreira, H.; et al.; et al.","26119",Southern America,NA,"Trepadeira, borda de mata, flor creme (tende a branca).",NA,NA,NA,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"43",2019-07-26 11:41:07-03,IPA,IPA,"42094",S,Plantae,Rhamnaceae,Gouania,ulmifolia,Gouania ulmifolia,Hook. & Arn.,"1933","02","28",Brasil,São Paulo,São Paulo,"Capital, Cidade Jardim.",-46.6300010681152,-23.5400009155273,NA,NA,IPA0042094,NA,Plantae,NA,"Lima, R.","Hoehne, W.",s.n.,Southern America,NA,NA,NA,NA,"1999","01",NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8899993896484,-22.0100002288818,"44",2019-02-15 11:49:10-02,IPA,IPA,"42120",S,Plantae,Rhamnaceae,Gouania,urticifolia,Gouania urticifolia,Reisseck,"1962","03","28",Brasil,São Paulo,São Carlos,Distrito Santa Eudoxia. Perto do Rio mogi-Guaçu. Cerrado fechado. Solo arenoso.,-47.8899993896484,-22.0100002288818,NA,NA,IPA0042120,NA,Plantae,NA,NA,"Labouriau, M.","47",Southern America,NA,Hábito: trepadeira. Flor: corola e estames brancos.,NA,NA,NA,NA,NA,"45913",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"56",2019-08-27 13:32:04-03,IAP,PACA-AGP,"85257",PreservedSpecimen,Plantae,Rhamnaceae,Gouania,ulmifolia,Gouania ulmifolia,Hook. & Arn.,"1994","06","03",Brasil,SP,Teodoro Sampaio,Parque Estadual Morro do Diabo,-52.1599998474121,-22.5300006866455,NA,NA,PACA085257,NA,Magnoliophyta,Rhamnales,N. R. Bastos,J. B. Silva,"11",NA,NA,NA,NA,NA,NA,NA,NA,"54606",auto,Magnoliatae,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"57",2019-08-27 13:32:04-03,IAP,PACA-AGP,"69750",PreservedSpecimen,Plantae,Rhamnaceae,Gouania,ulmifolia,Gouania ulmifolia,Hook. & Arn.,"1994","06","04",Brasil,SP,Teodoro Sampaio,Parque Estadual Morro do Diabo,-52.1599998474121,-22.5300006866455,NA,NA,PACA069750,NA,Magnoliophyta,Rhamnales,N. R. Bastos-Záchia,N. K. Ishikawa,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54606",auto,Magnoliatae,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8899993896484,-22.0100002288818,"75",2020-12-20 21:19:13-03,UFV,VIC,"6962",PreservedSpecimen,Plantae,Rhamnaceae,Gouania,ulmifolia,Gouania ulmifolia,Hook & Arn.,"1962","03","28",Brasil,São Paulo,São Carlos,"Distrito de Santa Eudóxia, Perto do rio Mogi-guaçu",-47.8899993896484,-22.0100002288818,NA,NA,VIC006962,VIC006962,NA,NA,NA,"Laboriau, M.","47",NA,NA,"Cerrado fechado, solo arenoso, trepadeira, corola e estames brancos.",NA,NA,NA,NA,NA,"45913",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
