X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,relationshipType,relatedCatalogItem,previousCatalogNumber,fieldNumber,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.5900001525879,-24.5799999237061,"7",2020-01-20 14:40:53-03,UPM,MACK,"983",PreservedSpecimen,Plantae,Urticaceae,Pilea,rhizobola,Pilea rhizobola,Miq.,A. L. Gaglioti,"K. D. Barreto; et al.","1855","1994","01","25",Brasil,SP,Iporanga,Núcleo Caboclo. Mata Atlântica.,-48.5900001525879,-24.5799999237061,NA,NA,NA,NA,NA,NA,NA,"2011","08","02",NA,NA,NA,NA,"38740",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5900001525879,-24.5799999237061,"9",2020-11-04 11:20:20-03,ESALQ,ESA,"18686",PreservedSpecimen,Plantae,Urticaceae,Pilea,rhizobola,Pilea rhizobola,Miq.,"Gaglioti, A.L.","Barreto, K.D. et al.","1855.0","1994","01","25",Brasil,São Paulo,Iporanga,NA,-48.5900001525879,-24.5799999237061,NA,NA,NA,NA,NA,ESA018686,ESA018686,"2011","08","02",Magnoliophyta,NA,NA,NA,"38740",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"10",2020-11-04 11:20:20-03,ESALQ,ESA,"62127",PreservedSpecimen,Plantae,Urticaceae,Pilea,rhizobola,Pilea rhizobola,Miq.,"Gaglioti, A.L.","Godoy, J.R.L. et al.","115.0","1999","01","12",Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA062127,ESA062127,"2010",NA,NA,Magnoliophyta,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"11",2020-11-04 11:20:20-03,ESALQ,ESA,"52168",PreservedSpecimen,Plantae,Urticaceae,Pilea,rhizobola,Pilea rhizobola,Miq.,"Gaglioti, A.L.","Lima, R.A.F.","337.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente (sub-parcela C1) - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,"400","400",NA,ESA052168,ESA052168,"2010",NA,NA,Magnoliophyta,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"12",2020-11-04 11:20:20-03,ESALQ,ESA,"26283",PreservedSpecimen,Plantae,Urticaceae,Pilea,rhizobola,Pilea rhizobola,Miq.,"Gaglioti, A.L.","Souza, V.C.; Rodrigues, R.R.; Arzolla, F.A.R.P.; Ivanauskas, N.M.; Souza, J.P.; Scalon, V.R.; Farah, F.T.; Mazine, F.F.; Sanches, I.D.; Paiva, G.A.; L. M.Campos, Dias, A.S.; V.Pereira, Cordeiro, L.E.; Rodrigues, A.G.; Guskuma, M.","9020.0","1995","09","03",Brasil,São Paulo,Eldorado,"Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha entre a Cachoeira do Araçá e a área conhecida como descampado. Área de rochas calcáreas. Mata Atlântica",-48.0999984741211,-24.5200004577637,NA,NA,NA,NA,"Arbusto, até 3 m alt.; flores alvo-esverdeadas. Subosque. Próximo à cachoeira.",ESA026283,ESA026283,"2010",NA,NA,Magnoliophyta,NA,NA,NA,"38804",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"13",2020-11-04 11:20:20-03,ESALQ,ESA,"21779",PreservedSpecimen,Plantae,Urticaceae,Pilea,rhizobola,Pilea rhizobola,Miq.,"Gaglioti, A.L.","Rodrigues, R.R. et al.","185.0","1995","09","04",Brasil,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,NA,NA,NA,ESA021779,ESA021779,"2010",NA,NA,Magnoliophyta,NA,NA,NA,"38804",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"14",2020-11-04 11:20:20-03,ESALQ,ESA,"93270",PreservedSpecimen,Plantae,Urticaceae,Pilea,rhizobola,Pilea rhizobola,Miq.,"Oriani, A.","Oriani, A. et al.","497.0","2005","03","22",Brasil,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,NA,NA,NA,ESA093270,ESA093270,NA,NA,NA,Magnoliophyta,NA,NA,NA,"38804",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"15",2020-11-04 11:20:20-03,ESALQ,ESA,"22570",PreservedSpecimen,Plantae,Urticaceae,Pilea,rhizobola,Pilea rhizobola,Miq.,"Gaglioti, A.L.","Barreto, K.D. et al.","3052.0","1994","10","18",Brasil,São Paulo,Tapiraí,NA,-47.5,-23.9599990844727,NA,NA,NA,NA,NA,ESA022570,ESA022570,NA,NA,NA,Magnoliophyta,NA,NA,NA,"41034",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"16",2020-11-04 11:20:20-03,ESALQ,ESA,"21623",PreservedSpecimen,Plantae,Urticaceae,Pilea,rhizobola,Pilea rhizobola,Miq.,"Gaglioti, A.L.","Souza, V.C.; Rodrigues, R.R.; Arzolla, F.A.R.P.; Ivanauskas, N.M.; Souza, J.P.; Scalon, V.R.; Farah, F.T.; Mazine, F.F.; Sanches, I.D.; Paiva, G.A.; L. M.Campos, Dias, A.S.; V.Pereira, Cordeiro, L.E.; Rodrigues, A.G.; Guskuma, M.","9083.0","1995","09","04",Brasil,São Paulo,Eldorado,"Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha para o mirante mais alto. Mata Atlântica com transição para campo de altitude.",-48.0999984741211,-24.5200004577637,NA,NA,NA,NA,"Arbusto, ca. 1,5 m alt.; flores alvas. Transição mata/campo de altitude.",ESA021623,ESA021623,"2010",NA,NA,Magnoliophyta,NA,NA,NA,"38804",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.391944,-24.658611,"24",2021-03-01 16:42:35-03,UNICAMP,UEC,"15294",S,Plantae,Urticaceae,Pilea,rhizobola,Pilea rhizobola,Miq.,"Gaglioti, AL","Davis, PH; Shepherd, GJ; Sakane, M",D.60836,"1976","09","09",Brazil,São Paulo,Eldorado,"Caverna do Diabo, limestone",-48.391944,-24.658611,"-48.391944","-24.658611","400","400","rain forest. Terrestrial herb, ascending. Flowers greenish or reddish.",UEC088222,NA,"2011","01","19",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
