X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,individualCount,occurrenceRemarks,geoFlag,continentOcean,preparationType,barcode,imagecode,class,typeStatus,dayIdentified,fieldNumber,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.5699996948242,-22.6399993896484,"1",2019-06-10 10:10:51-03,FZB-BH,CVJBFZB,"2587",S,Plantae,Magnoliophyta,Solanales,Solanaceae,Solanum,latiflorum,Solanum latiflorum,Bohs.,"Bohs, L.","2011","05","Agra, M.F.; Bohs, L.; Giacomin, L. L.;Guidicelli, G. C.; Jorge, T. B.",AGRA7385,"2011","05","04",Brasil,São Paulo,São José do Barreiro,Parque Nacional Serra da Bocaina. Main road through park from entrance at alojamento to Fazenda Das Posses.,-44.5699996948242,-22.6399993896484,"44º37'19,49","22º45'05,52","30784","1461","1461","1","254",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"2",2019-06-10 10:10:51-03,FZB-BH,CVJBFZB,"2589",S,Plantae,Magnoliophyta,Solanales,Solanaceae,Solanum,latiflorum,Solanum latiflorum,Bohs.,"Bohs, L.","2011","05","Agra, M.F.; Bohs, L.; Giacomin, L. L.;Guidicelli, G. C.; Jorge, T. B.",AGRA7389,"2011","05","05",Brasil,São Paulo,São José do Barreiro,Outskirts of Parque Nacional Serra da Bocaina. Road from park administrative headquarters at São José do Barreiro to alojamento at entrance to park.,-44.5699996948242,-22.6399993896484,"44º37'56,77","22º41'13,96","30784","1384","1384",NA,"254",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"3",2019-06-10 10:10:51-03,FZB-BH,CVJBFZB,"2586",S,Plantae,Magnoliophyta,Solanales,Solanaceae,Solanum,latiflorum,Solanum latiflorum,Bohs.,"Bohs, L.","2011","05","Agra, M.F.; Bohs, L.; Giacomin, L. L.;Guidicelli, G. C.; Jorge, T. B.",AGRA7385,"2011","05","04",Brasil,São Paulo,São José do Barreiro,Parque Nacional Serra da Bocaina. Main road through park from entrance at alojamento to Fazenda Das Posses.,-44.5699996948242,-22.6399993896484,"44º37'19,49","22º45'05,52","30784","1461","1461",NA,"254",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"4",2019-06-10 10:10:51-03,FZB-BH,CVJBFZB,"2588",S,Plantae,Magnoliophyta,Solanales,Solanaceae,Solanum,latiflorum,Solanum latiflorum,Bohs.,"Bohs, L.","2011","05","Agra, M.F.; Bohs, L.; Giacomin, L. L.;Guidicelli, G. C.; Jorge, T. B.",AGRA7385,"2011","05","04",Brasil,São Paulo,São José do Barreiro,Parque Nacional Serra da Bocaina. Main road through park from entrance at alojamento to Fazenda Das Posses.,-44.5699996948242,-22.6399993896484,"44º37'19,49","22º45'05,52","30784","1461","1461",NA,"254",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"22",2020-11-04 11:19:54-03,ESALQ,ESA,"33980",PreservedSpecimen,Plantae,Magnoliophyta,NA,Solanaceae,Cyphomandra,calycina,Cyphomandra calycina,NA,NA,NA,NA,"Albuquerque, L.B. et al.","37.0","1996","11","12",Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,"38855",NA,NA,NA,NA,auto,NA,NA,ESA033980,ESA033980,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"27",2021-03-01 16:41:30-03,UNICAMP,UEC,"45169",S,Plantae,Magnoliopsida,NA,Solanaceae,Cyphomandra,calycina,Cyphomandra calycina,Sendtn.,"Stehmann, JR","1994","12","Tamashiro, JY; Rodrigues, RR; Leitão Filho, HF","18727","1986","11","04",Brazil,São Paulo,Bertioga,Estrada Bertioga - Mogi das Cruzes.,-46.138599395752,-23.8544006347656,NA,NA,"37616",NA,NA,NA,"Trepadeira, flores roxas. Planta muito ornamental.",auto,NA,NA,UEC085656,UEC085656,NA,NA,"13",NA,NA,"35",São Paulo,SP,Sudeste
-44.366111,-22.806389,"44",2020-12-11 11:42:14-03,UFMG,BHCB,"150336",PreservedSpecimen,Plantae,Dicotyledon,NA,Solanaceae,Solanum,latiflorum,Solanum latiflorum,Bohs,NA,"2018","03","Polisel, RT; Ivanauskas, NM; Esteves, R","892","2008","11","21",Brasil,São Paulo,Bananal,"Estação Ecológica do Bananal, estrada para a Unidade,",-44.366111,-22.806389,"-44.366111","-22.806389",NA,"1115","1115",NA,"Trepadeira, botões de cor creme.",NA,Southern America,NA,BHCB003138,NA,NA,NA,"23",NA,NA,"35",São Paulo,SP,Sudeste
-47.2999992370605,-21.2700004577637,"59",2020-09-12 05:00:02-03,US,US,"1616860",PreservedSpecimen,Plantae,NA,Solanales,Solanaceae,Cyphomandra,calycina,Cyphomandra calycina,Sendtn.,NA,NA,NA,H. Luederwaldt,"1208","1909","11",NA,Brazil,São Paulo,Cajuru,Alto da Serra,-47.2999992370605,-21.2700004577637,NA,NA,"21243",NA,NA,"1",NA,auto,South America - Neotropics,NA,US01935831,US01935831_01 US01935831_02,Dicotyledonae,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"63",2019-11-13 11:32:08-03,USP,SPF,"153419",PreservedSpecimen,Plantae,NA,NA,Solanaceae,Cyphomandra,calycina,Cyphomandra calycina,Sendtn.,"Mantovani, W","1980","04","Mantovani, W","145","1979","10","23",Brasil,São Paulo,Bananal,NA,-44.3199996948242,-22.6800003051758,NA,NA,"26795",NA,NA,NA,NA,auto,NA,NA,SPF00153419,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"64",2019-11-13 11:32:08-03,USP,SPF,"122231",PreservedSpecimen,Plantae,NA,NA,Solanaceae,Cyphomandra,calycina,Cyphomandra calycina,Sendtn.,"Albuquerque, LB",NA,NA,"Albuquerque, LB","37","1996","11","12",Brasil,São Paulo,Cunha,Parque Estadual da Serra do Mar,-44.9599990844727,-23.0699996948242,NA,NA,"38855",NA,NA,NA,NA,auto,NA,NA,SPF00122231,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4599990844727,-22.9200000762939,"66",2019-11-13 11:32:14-03,USP,SPF,"153453",PreservedSpecimen,Plantae,NA,NA,Solanaceae,Solanum,latiflorum,Solanum latiflorum,Bohs,"Cordeiro, I",NA,NA,"Cordeiro, I","2753","2001","11","24",Brasil,São Paulo,Pindamonhangaba,Serra da Mantiqueira,-45.4599990844727,-22.9200000762939,NA,NA,"24176",NA,NA,NA,NA,auto,NA,NA,SPF00153453,SPF00153453,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4617,-22.9239,"72",2020-04-07 16:32:49-03,IAC,IAC,"43733",S,Plantae,NA,NA,Solanaceae-8.Solanoideae,Solanum,latiflorum,Solanum latiflorum,Bohs,J.R. Stehmann & L.L. Giacomin,"2011","09",M. Kuhlmann,"2928","1953","11","11",Brasil,São Paulo,Pindamonhangaba,Eugenio Lefevre,-45.4617,-22.9239,"-45.4617","-22.9239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,"35",São Paulo,SP,Sudeste
-45.109914,-23.360372,"73",2020-04-07 16:32:49-03,IAC,IAC,"54302",S,Plantae,NA,NA,Solanaceae-8.Solanoideae,Solanum,latiflorum,Solanum latiflorum,Bohs,J.R. Stehmann,"2014","01","L.C. Bernacci; A.C.O. Souza; R.M. Coelho & C.A. Joly","4812","2011","02","22",Brasil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar, trilha do Morro da Pipoca",-45.109914,-23.360372,"-45.109914","-23.360372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07",NA,NA,"35",São Paulo,SP,Sudeste
-44.9597,-23.0744,"74",2020-04-07 16:32:49-03,IAC,IAC,"5743",S,Plantae,NA,NA,Solanaceae-8.Solanoideae,Solanum,latiflorum,Solanum latiflorum,Bohs,J.R. Stehmann,"2011","09",A.P. Viégas & J. Kiehl,s/nº,"1940","10","03",Brasil,São Paulo,Cunha,NA,-44.9597,-23.0744,"-44.9597","-23.0744",NA,NA,NA,NA,Não localizado no acervo!,NA,NA,NA,NA,NA,NA,NA,"03",NA,NA,"35",São Paulo,SP,Sudeste
