X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,phylum,identifiedBy,yearIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,fieldNumber,preparationType,continentOcean,individualCount,class,order,monthIdentified,typeStatus,dayIdentified,relatedCatalogItem,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"1",2020-01-20 14:40:51-03,UPM,MACK,"1578",PreservedSpecimen,Plantae,Rubiaceae,Rudgea,triflora,Rudgea triflora,Benth.,M. Fascina,A4,"2011","02","26",Brasil,SP,Campos do Jordão,Floresta Ombrófila Mista,-45.5900001525879,-22.7299995422363,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"2",2020-01-20 14:40:51-03,UPM,MACK,"1579",PreservedSpecimen,Plantae,Rubiaceae,Rudgea,triflora,Rudgea triflora,Benth.,M. Fascina,A67,"2011","04","17",Brasil,SP,Campos do Jordão,Floresta Ombrófila Mista,-45.5900001525879,-22.7299995422363,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"3",2020-01-20 14:40:51-03,UPM,MACK,"1580",PreservedSpecimen,Plantae,Rubiaceae,Rudgea,triflora,Rudgea triflora,Benth.,M. Fascina,A233,"2011","04","28",Brasil,SP,Campos do Jordão,Floresta Ombrófila Mista,-45.5900001525879,-22.7299995422363,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"4",2020-01-20 14:40:51-03,UPM,MACK,"1581",PreservedSpecimen,Plantae,Rubiaceae,Rudgea,triflora,Rudgea triflora,Benth.,M. Fascina,M1,"2011","10","08",Brasil,SP,Campos do Jordão,Floresta Ombrófila Mista,-45.5900001525879,-22.7299995422363,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"5",2020-01-20 14:40:51-03,UPM,MACK,"1582",PreservedSpecimen,Plantae,Rubiaceae,Rudgea,triflora,Rudgea triflora,Benth.,M. Fascina,M1,"2011","10","08",Brasil,SP,Campos do Jordão,Floresta Ombrófila Mista,-45.5900001525879,-22.7299995422363,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"9",2021-03-01 16:40:16-03,UNICAMP,UEC,"069138",S,Plantae,Rubiaceae,Rudgea,triflora,Rudgea triflora,Benth.,"Sposito, TC; et al.","26428","1992","06","10",Brazil,São Paulo,Campos do Jordão,Mata do Auditório.,-45.5900001525879,-22.7299995422363,"21048",auto,Magnoliopsida,"Zappi, DC","2005",NA,NA,NA,NA,"Árvore de 4,5m com frutos verdes.",UEC112781,UEC112781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"10",2021-03-01 16:40:16-03,UNICAMP,UEC,"77372",S,Plantae,Rubiaceae,Rudgea,triflora,Rudgea triflora,Benth.,"Yamamoto, K; et al.","267533","1992","06","10",Brazil,São Paulo,Campos do Jordão,Morro do Elefante,-45.5900001525879,-22.7299995422363,"21048",auto,Magnoliopsida,"Zappi, DC","2007",NA,NA,NA,NA,"Arvoreta com a copa bastante ramificada, ca. 4,5m de altura; frutos maduros vermelhos; mata, próximo ao curso d'água.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"11",2021-03-01 16:40:16-03,UNICAMP,UEC,"77371",S,Plantae,Rubiaceae,Rudgea,triflora,Rudgea triflora,Benth.,"Yamamoto, K; et al.","26751","1992","06","10",Brazil,São Paulo,Campos do Jordão,Morro do Elefante.,-45.5900001525879,-22.7299995422363,"21048",auto,Magnoliopsida,"Zappi, DC","2007",NA,NA,NA,NA,"Arvoreta ca. 2,0m de altura; frutos imaturos amarelo, mata, próximo a curso d'água.",UEC112780,UEC112780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.7299995422363,-22.6800003051758,"12",2021-03-01 16:40:16-03,UNICAMP,UEC,"67979",S,Plantae,Rubiaceae,Rudgea,triflora,Rudgea triflora,Benth.,"Tamashiro, JY; Santos, FAM; Goldenberg, R; Belinello, R","533","1994","08","17",Brazil,São Paulo,São Bento Do Sapucaí,Morro do Baú,-45.7299995422363,-22.6800003051758,"18089",auto,Magnoliopsida,"Zappi, DC","2007",NA,NA,NA,NA,"Arvoreta de 5m., frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.471111,-22.685,"34",2019-11-13 11:30:34-03,USP,SPF,"145279",PreservedSpecimen,Plantae,Rubiaceae,Rudgea,triflora,Rudgea triflora,Benth.,"Costa, CB","443","2000","12","06",Brasil,São Paulo,Campos do Jordão,Parque Estadual de Campos do Jordão,-45.471111,-22.685,NA,NA,NA,"Zappi, DC","2006","-45.471111","-22.685","1900","1900",NA,SPF00145279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
