X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,fieldNumber,individualCount,infraspecificEpithet,typeStatus,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.77,-23.51,"1096",2021-03-04 15:44:35-03,IF,SPSF,"38221",PreservedSpecimen,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella,(Bail.) Müll.Arg.,J. A. Pastore,"2007","04","13",O.T. Aguiar & R.Cielo-Filho & J. A. Pastore & D.F.Bueno,"699","2006","11","23",Brasil,SP,Paranapanema,Estação Ecológica de Paranapanema,-48.77,-23.51,NA,NA,NA,NA,"COLETA: Arbustiva até 1,5m, frutos jovens verdes.; GEOGRAFIA: Trilha 4.;",NA,NA,Magnoliophyta,Malpighiales,América do Sul,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.77,-23.51,"1097",2021-03-04 15:44:35-03,IF,SPSF,"38225",PreservedSpecimen,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella,(Bail.) Müll.Arg.,J. A. Pastore,"2007","04","13",J. A. Pastore & O.T. Aguiar & R.Cielo-Filho & D.F.Bueno,"1447","2006","11","23",Brasil,SP,Paranapanema,Estação Ecológica de Paranapanema,-48.77,-23.51,NA,NA,NA,NA,"COLETA: Arvoreta até 3,5m altura, flores em mfase inicial, cor verde amarelada.; GEOGRAFIA: Trilha 4.;",NA,NA,Magnoliophyta,Malpighiales,América do Sul,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.7425,-23.533333,"1098",2021-03-04 15:44:35-03,IF,SPSF,"38898",PreservedSpecimen,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella,(Bail.) Müll.Arg.,J. A. Pastore,"2007","12","14",R.Cielo-Filho & O. T. Aguiar & J. B. Baitello,"585","2007","12","04",Brasil,SP,Paranapanema,Estação Ecológica de Paranapanema,-48.7425,-23.533333,NA,NA,"630","630","COLETA: Arbusto, 2m, borda.; GEOGRAFIA: Matinha da Sede.;",NA,NA,Magnoliophyta,Malpighiales,América do Sul,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.074167,-24.054722,"1099",2021-03-04 15:44:35-03,IF,SPSF,"42170",PreservedSpecimen,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella,(Bail.) Müll.Arg.,J.A.Pastore,"2009","09","11",R.Cielo-Filho & O.T. Aguiar & C.R.Lima,"958","2009","07","29",Brasil,SP,Itapeva,Estação Experimental,-49.074167,-24.054722,NA,NA,"700","700","COLETA: Arbusto, flores verdes e amareladas.; GEOGRAFIA: Estrada atalho do plantio de Araucárias.;",NA,NA,Magnoliophyta,Malpighiales,América do Sul,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2200012207031,-23.6499996185303,"1105",2021-03-04 15:44:35-03,IF,SPSF,"27241",PreservedSpecimen,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella,NA,NA,NA,NA,NA,O.Yano & F.Rielle,"1945","1999","04","06",Brasil,SP,Ibiúna,bairro de morro Grande,-47.2200012207031,-23.6499996185303,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,Magnoliophyta,Malpighiales,América do Sul,NA,"43112",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-23.7099990844727,"1106",2021-03-04 15:44:35-03,IF,SPSF,"27196",PreservedSpecimen,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella,NA,NA,NA,NA,NA,G.Hashimoto,"632","1949","04","27",Brasil,SP,Piedade,lugar úmido,-47.4199981689453,-23.7099990844727,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,Magnoliophyta,Malpighiales,América do Sul,NA,"30307",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.45,-23.5,"1115",2017-09-11 17:09:38-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella genuina,Chodat & Hassl.,NA,NA,NA,NA,"Riedel, L",s.n.,NA,NA,NA,Brazil,São Paulo,Sorocaba,prope Sorocaba prov. S. Paulo,-47.45,-23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southern America,NA,"17154",auto,NA,NA,NA,NA,NA,genuina,NA,NA,"35",São Paulo,SP,Sudeste
-47.45,-23.5,"1117",2017-09-11 17:09:38-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella latifolia,Müll.Arg.,NA,NA,NA,NA,"Riedel, L",s.n.,NA,NA,NA,Brazil,São Paulo,Sorocaba,prope Sorocaba prov. S. Paulo,-47.45,-23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southern America,NA,"17154",auto,NA,NA,NA,NA,NA,latifolia,NA,NA,"35",São Paulo,SP,Sudeste
-47.45,-23.5,"1122",2017-09-11 17:09:38-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella genuina,Chodat & Hassl.,NA,NA,NA,NA,"Riedel, L",s.n.,NA,NA,NA,Brazil,São Paulo,Sorocaba,prope Sorocaba prov. S. Paulo,-47.45,-23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southern America,NA,"17154",auto,NA,NA,NA,NA,NA,genuina,NA,NA,"35",São Paulo,SP,Sudeste
-47.45,-23.5,"1124",2017-09-11 17:09:38-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella latifolia,Müll.Arg.,NA,NA,NA,NA,"Riedel, L",s.n.,NA,NA,NA,Brazil,São Paulo,Sorocaba,prope Sorocaba prov. S. Paulo,-47.45,-23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southern America,NA,"17154",auto,NA,NA,NA,NA,NA,latifolia,NA,NA,"35",São Paulo,SP,Sudeste
-49.076944,-24.335278,"1205",2019-11-21 10:03:53-03,IBt,SP,"447383",S,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella,(Baill.) Müll.Arg.,"Rodrigues, RR","1997","12",NA,"Elias, SI; Silva, MMR; Amador, DB; Freitas, FO; Rodrigues, RR; Souza, VC; Tamashiro, JY; I","145","1997","12","13",Brasil,São Paulo,Apiaí,Estrada Pinhalzinho a 11km de Bom Sucesso de Itarare - Apiai.,-49.076944,-24.335278,"-49.076944","-24.335278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2200012207031,-23.6499996185303,"1215",2019-11-21 10:03:53-03,IBt,SP,"337465",S,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella,(Baill.) Müll.Arg.,"Cordeiro, I","1999","08",NA,"Cordeiro, I; et al.","1945","1999","04","06",Brasil,São Paulo,Ibiúna,"Próximo ao Km 63 da Rodovia SP-250; Bairro de Morro Grande.",-47.2200012207031,-23.6499996185303,NA,NA,NA,NA,"Arbusto ca. 2m de altura, flores esverdeadas.",NA,NA,NA,NA,NA,NA,"43112",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"1216",2019-11-21 10:03:53-03,IBt,SP,"115479",S,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella,(Baill.) Müll.Arg.,"Souza, A","1991","06","27","Mattos, JR; Moura, C","12937","1965","10",NA,Brasil,São Paulo,Itararé,Perto da ponte do Rio Itararé. No bordo da mata ciliar.,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,Arbusto de 2m de altura.,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-23.7099990844727,"1217",2019-11-21 10:03:53-03,IBt,SP,"1761",S,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella,(Baill.) Müll.Arg.,"Toledo, JF","1949","04","27","Hashimoto, G","632","1949","04","15",Brasil,São Paulo,Piedade,Tapiraí,-47.4199981689453,-23.7099990844727,NA,NA,NA,NA,"Árvore de lugar ·mido, de 3-4m de altura.",NA,NA,NA,NA,NA,NA,"30307",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.5200004577637,"1218",2019-11-21 10:03:53-03,IBt,SP,"287650",S,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella,(Baill.) Müll.Arg.,"Cordeiro, I",NA,NA,NA,"Bernacci, LC; et al.","1497","1995","04","25",Brasil,São Paulo,São Roque,Morro do Saboó e proximidades,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.65972222,-22.40444444,"1226",2014-09-23 10:57:27-03,G,G,G00434228,S,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella f. latifolia,Müll. Arg.,?,NA,NA,NA,"Riedel, L.",NA,NA,NA,NA,Brazil,São Paulo,NA,NA,-48.65972222,-22.40444444,"-48.65972222","-22.40444444",NA,NA,Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site,G00434228,NA,NA,NA,AMERIQUE DU SUD,NA,NA,NA,NA,NA,NA,NA,NA,f. latifolia,TYPUS of Bernardia pulchella f. latifolia Müll. Arg.,NA,"35",São Paulo,SP,Sudeste
-48.65972222,-22.40444444,"1228",2014-09-23 10:57:27-03,G,G,G00434228,S,Plantae,Euphorbiaceae,Bernardia,pulchella,Bernardia pulchella f. latifolia,Müll. Arg.,?,NA,NA,NA,"Riedel, L.",NA,NA,NA,NA,Brazil,São Paulo,NA,NA,-48.65972222,-22.40444444,"-48.65972222","-22.40444444",NA,NA,Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site,G00434228,NA,NA,NA,AMERIQUE DU SUD,NA,NA,NA,NA,NA,NA,NA,NA,f. latifolia,TYPUS of Bernardia pulchella f. latifolia Müll. Arg.,NA,"35",São Paulo,SP,Sudeste
