X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,class,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,typeStatus,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.24,-24.18,"5",2020-11-04 11:03:01-03,ESALQ,ESA,"84565",PreservedSpecimen,Plantae,Magnoliophyta,NA,Begoniaceae,Begonia,paranaensis,Begonia paranaensis,Brade,"Kollmann, L.","Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","180.0","2003","04","18",NA,Brasil,São Paulo,Ribeirão Grande,"Parque Estadual Intervales, trilha do Rio do Carmo Acima, com saída no núcleo do Carmo em direção aos três córegos, Vegetação muito degradada com estrativismo seletivo de palmito e madeira, com poucos indivíduos das espécies finais de sucessão, com sensív",-48.24,-24.18,NA,"Erva ereta, com 060 cm de altura, flores brancas e estames amarelos, frutos imaturos verdes",ESA084565,ESA084565,NA,"2019","03","15","-48.24","-24.18","530","530",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.24,-24.16,"7",2020-11-04 11:03:01-03,ESALQ,ESA,"84566",PreservedSpecimen,Plantae,Magnoliophyta,NA,Begoniaceae,Begonia,paranaensis,Begonia paranaensis,Brade,"Kollmann, L.","Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","188.0","2003","04","20",NA,Brasil,São Paulo,Ribeirão Grande,"Parque Estadual Intervales, trilha do Cipó em direção à gruta do Cipó, vegetação secundária (capoeirão) de Floresta Ombrófila Densa Montana com intensa exploração agrícola, de palmito e de madeira",-48.24,-24.16,NA,"Erva 60 cm, flores brancas com estames amarelos, frutos verdes imaturos",ESA084566,ESA084566,NA,"2019","03","15","-48.24","-24.16","820","820",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.21,-24.18,"8",2020-11-04 11:03:01-03,ESALQ,ESA,"84564",PreservedSpecimen,Plantae,Magnoliophyta,NA,Begoniaceae,Begonia,paranaensis,Begonia paranaensis,Brade,"Kollmann, L.","Urbanetz, C.; Déstro, G.F.G.; Moreira-Coneglian, I.R.; Harder, I.C.F.; Muniz, M.R.A.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","103.0","2003","04","19",NA,Brasil,São Paulo,Ribeirão Grande,"Parque Estadual Intervales, Trilha saindo 500m antes da sede do Núcleo Barra Grande em direção à E.E.Xituê. Vegetação bem conservada de Floresta Ombrófila Densa Montana, com escorregamentos naturais e com exploração de palmito",-48.21,-24.18,NA,"Erva de 40cm, flores femininas brancas",ESA084564,ESA084564,NA,"2019","03","15","-48.21","-24.18","790","790",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5900001525879,-24.5799999237061,"11",2020-06-29 09:29:43-03,UFRRJ,RBR,"35060",S,Plantae,NA,NA,Begoniaceae,Begonia,paranaensis,Begonia paranaensis,Brade,NA,E.L. Jacques,"1771","2011","06","25",NA,Brasil,São Paulo,Iporanga,"Rodovia Honório da Silva, 24° 31#?# 24,8' S, 48° 43#?# 33,2' 189m de altitude.",-48.5900001525879,-24.5799999237061,NA,NA,RBR00035060,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38740",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"16",2020-12-21 16:18:02-03,MBM,MBM,"268599",PreservedSpecimen,Plantae,NA,NA,Begoniaceae,Begonia,paranaensis,Begonia paranaensis,Brade,"Smith, S.F.","Ribas, O.S.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","4648","2002","04","06",Southern America,Brazil,São Paulo,Barra do Turvo,Bela Vista,-48.5046997070312,-24.7563991546631,NA,NA,MBM268599,MBM268599,NA,NA,NA,NA,NA,NA,NA,NA,"38172",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"17",2020-12-21 16:18:02-03,MBM,MBM,"268600",PreservedSpecimen,Plantae,NA,NA,Begoniaceae,Begonia,paranaensis,Begonia paranaensis,Brade,"Smith, S.F.","Ribas, O.S.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","4613","2002","04","06",Southern America,Brazil,São Paulo,Barra do Turvo,Bela Vista,-48.5046997070312,-24.7563991546631,NA,NA,MBM268600,MBM268600,NA,NA,NA,NA,NA,NA,NA,NA,"38172",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"20",2020-06-15 15:29:00-03,UNESP-RC,HRCB,"24629",PreservedSpecimen,Plantae,NA,NA,Begoniaceae,Begonia,paranaensis,Begonia paranaensis,Brade,"Jacques, E.L.","Izar, P.","1614","1996","11","05",NA,Brasil,São Paulo,Sete Barras,Parque Intervales,-47.9199981689453,-24.3799991607666,NA,"Hábito rasteiro, folhas verde-escuras alongadas, botões florais brancos, flores brancas com centro amarelo.",NA,NA,NA,"2002","01",NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.681944,-24.551389,"29",2019-11-13 11:16:42-03,USP,SPF,"98447",PreservedSpecimen,Plantae,NA,NA,Begoniaceae,Begonia,paranaensis,Begonia paranaensis,Brade,"Jacques, EL","Souza, VC","5913","1994","04","22",NA,Brasil,São Paulo,Iporanga,NA,-48.681944,-24.551389,NA,NA,SPF00098447,NA,NA,"1999","01",NA,"-48.681944","-24.551389","250","250",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6300010681152,-24.3199996948242,"30",2019-11-13 11:16:42-03,USP,SPF,"85472",PreservedSpecimen,Plantae,NA,NA,Begoniaceae,Begonia,paranaensis,Begonia paranaensis,Brade,Anônimo,Sem coletor,s.n.,NA,NA,NA,NA,Brasil,São Paulo,Juquiá,NA,-47.6300010681152,-24.3199996948242,NA,NA,SPF00085472,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32505",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"31",2020-02-20 13:52:45-03,UEFS,HUEFS,"189708",PreservedSpecimen,Plantae,Angiospermae,Cucurbitales,Begoniaceae,Begonia,paranaensis,Begonia paranaensis,Brade,NA,"Amorim, A.M.","3306","2000","02","09",NA,Brasil,São Paulo,Ribeirão Grande,Parque Estadual Intervales. Trilha para o mirante antigo.,-48.3600006103516,-24.0900001525879,NA,Floresta Ombrófila Densa.,HUEFS0189708,HUEFS0189708,Rosanae,NA,NA,NA,NA,NA,NA,NA,"25028",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
