X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,continentOcean,preparationType,previousCatalogNumber,occurrenceRemarks,phylum,order,infraspecificEpithet,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,fieldNumber,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.4097,-23.6203,"20",2016-09-29 10:08:00-03,NY,NYBG,"778237",PreservedSpecimen,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,NA,NA,NA,NA,NA,F. O. Souza,"124","2000","07","20",Brazil,São Paulo,Caraguatatuba,"Caraguatatuba, Parque Estadual da Serra do Mar, Nucleo Caraguatatuba, trilha da Pedra Verde",-45.4097,-23.6203,NA,NA,NA,NA,NY00778237,NY00778237_01,South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273665' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Apiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.59,-22.73,"30",2016-09-29 20:17:00-03,NY,NYBG,"685191",PreservedSpecimen,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,NA,J. R. Pirani,NA,NA,NA,J. R. Pirani,"4895","2001","10","19",Brazil,São Paulo,Campos do Jordao,"Parque Estadual, Trilha do Rio Sapucaí.",-45.59,-22.73,NA,NA,NA,NA,NY00685191,NY00685191_01,South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=887279' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Apiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9197,-25.0103,"32",2016-09-29 19:23:00-03,NY,NYBG,"685962",PreservedSpecimen,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,NA,F. de Barros,NA,NA,NA,F. de Barros,"1890","1990","09","12",Brazil,São Paulo,Cananéia,"Ilha do Cardoso, morro do Cardoso, 1° pico na trilha para o pico do Cardoso.",-47.9197,-25.0103,NA,NA,NA,NA,NY00685962,NY00685962_01,South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822963' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Apiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"131",2020-11-04 11:11:16-03,ESALQ,ESA,"73197",PreservedSpecimen,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,(Clos.) Taub.,"Souza, V.C.","2009",NA,NA,"Barreto, K.D. et al.","1218.0","1993","09","22",Brasil,São Paulo,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,ESA073197,ESA073197,NA,NA,NA,NA,Magnoliophyta,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"132",2020-11-04 11:05:28-03,ESALQ,ESA,"101328",PreservedSpecimen,Plantae,Cornaceae,Griselinia,ruscifolia,Griselinia ruscifolia,NA,"Breier, T.B.",NA,NA,NA,"Breier, T.B.","297.0","2002","06","30",Brasil,São Paulo,Cananéia,NA,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,ESA101328,ESA101328,NA,NA,NA,NA,Magnoliophyta,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"133",2020-11-04 11:11:16-03,ESALQ,ESA,"101441",PreservedSpecimen,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,NA,NA,NA,NA,NA,"Oriani, A.","711.0","2005","03","01",Brasil,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,NA,NA,ESA101441,ESA101441,NA,NA,NA,NA,Magnoliophyta,NA,NA,"38804",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"139",2020-11-04 11:11:16-03,ESALQ,ESA,"101442",PreservedSpecimen,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,NA,NA,NA,NA,NA,"Oriani, A.","711.0","2005","03","01",Brasil,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,NA,NA,ESA101442,ESA101442,NA,NA,NA,NA,Magnoliophyta,NA,NA,"38804",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.392083,-24.646639,"196",2021-03-01 16:31:42-03,UNICAMP,UEC,"143757",S,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,(Clos) Taub.,NA,NA,NA,NA,"Oriani, A; Miachir, JIN; Carvalho, MLS; Muniz, MRA; Korman, V; Souza, VC","711","2005","03",NA,Brazil,São Paulo,Eldorado,Parque estadual de Jacupiranga. Trilha do Bugio.,-48.392083,-24.646639,"-48.392083","-24.646639","400","400",UEC048090,UEC048090,NA,NA,NA,"Epífita.; Floresta ombrófila densa baixo montana ribeirinha pouco degradada com alforamento de calcáreo.",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"203",2021-03-01 16:31:42-03,UNICAMP,UEC,"85565",S,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,(Clos) Taub.,"Tamashiro, JY","2012","11",NA,"Catharino, ELM; Esteves, GL; Rodrigues, EA; Shirasuna, RT","2035","1994","09","28",Brazil,São Paulo,Bananal,"Serra da Bocaina, Alto do morro da antena",-44.3199996948242,-22.6800003051758,NA,NA,NA,NA,UEC045822,NA,NA,NA,NA,"Parasita, flores femininas verdes, outra planta com flores masculinas também verdes.",Magnoliopsida,NA,NA,"26795",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"204",2021-03-01 16:31:42-03,UNICAMP,UEC,"23912",S,Plantae,Griseliniaceae,Griselinia,ruscifolia,Griselinia ruscifolia,(Clos) Taub.,"Bonoso, JM","1981","03","25","Voz, AF","320","1979","11","23",Brazil,São Paulo,Campos do Jordão,"Parque estadual de C.Jordão, Estação Fitoecológica nº1.",-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,UEC048091,UEC048091,NA,NA,NA,"Trepadeira sem gavinhas, 2-3m alt., fruto jovem esverdeado, frequencia fraca vegetação mata de <em>Araucária</em> e <em>Podocarpus</em>.",Magnoliopsida,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
