X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,scientificNameAuthorship,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,class,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.503333,-23.630556,"15",2021-03-01 16:39:14-03,UNICAMP,UEC,"166926",S,Plantae,Magnoliopsida,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,NA,"Stefani, EJF; Belinello, R; Galvão, JC","18","2010","05","25",NA,Brazil,São Paulo,Caraguatatuba,Parque estadual da Serra do Mar.,-45.503333,-23.630556,NA,"Árvore com 6m; Mata atlântica.",UEC172210,UEC172210,Müll.Arg.,NA,NA,NA,"-45.503333","-23.630556","50","90",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.084167,-23.366667,"16",2021-03-01 16:39:14-03,UNICAMP,UEC,"170087",S,Plantae,Magnoliopsida,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Jung-Mendaçolli, SL","Rochelle, ALC",J777,NA,NA,NA,NA,Brazil,São Paulo,Ubatuba,"Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.",-45.084167,-23.366667,NA,Indivíduo J777 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.,UEC041781,UEC041781,Müll.Arg.,"2008","03",NA,"-45.084167","-23.366667","450","450",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.816667,-23.333333,"18",2021-03-01 16:39:14-03,UNICAMP,UEC,"67890",S,Plantae,Magnoliopsida,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Gomes, M","Toniato, MTZ; et al.","30178","1993","11","10",NA,Brazil,São Paulo,Ubatuba,Trilha do Corisco.,-44.816667,-23.333333,NA,"Árvore de encosta, 3m de altura, flores brancas.; Interior da mata.",UEC172208,UEC172208,Müll.Arg.,"1998","12","16","-44.816667","-23.333333",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"20",2021-03-01 16:39:14-03,UNICAMP,UEC,"92020",S,Plantae,Magnoliopsida,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Sanchez, M; Pedroni, F","31283","1992","11","07",NA,Brazil,São Paulo,Ubatuba,"Núcleo Picinguaba, margem do rio da Fazenda.",-45.0699996948242,-23.4300003051758,NA,"Árvore 13m de altura, frutos maduros brancos.",UEC172219,UEC172219,Müll.Arg.,"2006","01","27",NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"21",2021-03-01 16:39:14-03,UNICAMP,UEC,"92021",S,Plantae,Magnoliopsida,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Sanchez, M; Pedroni, F","31284","1992","07","11",NA,Brazil,São Paulo,Ubatuba,"Núcleo Picinguaba, margem do rio da Fazenda.",-45.0699996948242,-23.4300003051758,NA,"Árvore 8m de altura, frutos maduros brancos.",UEC172218,UEC172218,Müll.Arg.,"2006","01","27",NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"22",2021-03-01 16:39:14-03,UNICAMP,UEC,"92022",S,Plantae,Magnoliopsida,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Sanchez, M; Pedroni, F","31285","1992","07","04",NA,Brazil,São Paulo,Ubatuba,"Núcleo Picinguaba, margem do rio da Fazenda.",-45.0699996948242,-23.4300003051758,NA,"Árvore de 9m de altura, frutos imaturos verdes e maduros brancos.",UEC172214,UEC172214,Müll.Arg.,"2006","01","27",NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"23",2021-03-01 16:39:14-03,UNICAMP,UEC,"92027",S,Plantae,Magnoliopsida,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Sanchez, M; Pedroni, F","31290","1991","12","02",NA,Brazil,São Paulo,Ubatuba,"Núcleo Picinguaba, margem do rio da Fazenda.",-45.0699996948242,-23.4300003051758,NA,"Árvore de 5m de altura, botões em início de desenvolvimento de cor creme.",UEC172217,UEC172217,Müll.Arg.,"2006","01","27",NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"24",2021-03-01 16:39:14-03,UNICAMP,UEC,"92028",S,Plantae,Magnoliopsida,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Sanchez, M; Pedroni, F","31291","1991","12","03",NA,Brazil,São Paulo,Ubatuba,"Núcleo Picinguaba, margem do rio da Fazenda.",-45.0699996948242,-23.4300003051758,NA,"Árvore de 5m de altura, botões em início de desenvolvimento.",UEC172213,UEC172213,Müll.Arg.,"2006","01","27",NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"25",2021-03-01 16:39:14-03,UNICAMP,UEC,"92023",S,Plantae,Magnoliopsida,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Sanchez, M; Pedroni, F","31286","1992","08","16",NA,Brazil,São Paulo,Ubatuba,"Núcleo Picinguaba, margem do rio da Fazenda.",-45.0699996948242,-23.4300003051758,NA,"Árvore 7m de altura, frutos imaturos verdes e maduros brancos.",UEC172216,UEC172216,Müll.Arg.,"2006","01","27",NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"26",2021-03-01 16:39:14-03,UNICAMP,UEC,"92025",S,Plantae,Magnoliopsida,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Sanchez, M; Pedroni, F","31288","1992","07","04",NA,Brazil,São Paulo,Ubatuba,"Núcleo Picinguaba, margem do rio da Fazenda.",-45.0699996948242,-23.4300003051758,NA,"Árvore de 5m de altura, frutos imaturos verdes.",UEC172211,UEC172211,Müll.Arg.,"2006","01","27",NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"27",2019-08-20 10:24:16-03,UNICAMP,UEC,"92024",S,Plantae,Magnoliopsida,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Sanchez, M; Pedroni, F","31287","1992","07","04",NA,Brazil,São Paulo,Ubatuba,"Núcleo Picinguaba, margem do rio da Fazenda.",-45.0699996948242,-23.4300003051758,NA,NA,UEC172212,UEC172212,Müll.Arg.,"2006","01","27",NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"28",2021-03-01 16:39:14-03,UNICAMP,UEC,"92026",S,Plantae,Magnoliopsida,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Sanchez, M; Pedroni, F","31289","1991","12","03",NA,Brazil,São Paulo,Ubatuba,Núcleo Picinguaba. Margem do Rio da Fazenda.,-45.0699996948242,-23.4300003051758,NA,"Árvore de 5m de altura, botões em início de desenvolvimente de cor creme.",UEC172209,UEC172209,Müll.Arg.,"2006","01","27",NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"33",2020-04-22 16:23:54-03,UFPB,JPB,"38148",PreservedSpecimen,Plantae,Angiosperma,Dicotyledon,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Sanchez, M; Pedroni, F","24","1992","07","11",Southern America,Brasil,São Paulo,Ubatuba,"Parque Estadual Serra do Mar, Margens do Rio da Fazenda.",-45.0699996948242,-23.4300003051758,NA,"; DESC: Árvore nº 156. 8m de altura, CAP. 40cm. Frutos imaturos verdes e maduros brancos.",NA,NA,Müll.Arg.,"2007","05",NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"34",2020-04-22 16:23:54-03,UFPB,JPB,"38150",PreservedSpecimen,Plantae,Angiosperma,Dicotyledon,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Gomes, M","Garcia, FCP; et al.","558","1990","01","15",Southern America,Brasil,São Paulo,Ubatuba,"Parque Estadual Serra do Mar, Trilha de Paraty até a cachoeira da Rasa.",-45.0699996948242,-23.4300003051758,NA,"; DESC: Árvore 6m de altura. Botões esverdeados, flores brancas.",NA,NA,Müll.Arg.,"1998",NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"35",2020-04-22 16:23:54-03,UFPB,JPB,"38162",PreservedSpecimen,Plantae,Angiosperma,Dicotyledon,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Sanchez, M; Pedroni, F",24A,"1991","12","02",Southern America,Brasil,São Paulo,Ubatuba,"P.E. Serra do Mar, Picinguaba. Margens do Rio da Fazenda.",-45.0699996948242,-23.4300003051758,NA,"; DESC: Árvore nº 27. 7m de alt. CAP 45cm. Botões jovens.",NA,NA,Müll.Arg.,"2007","05",NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"36",2020-04-22 16:23:54-03,UFPB,JPB,"38145",PreservedSpecimen,Plantae,Angiosperma,Dicotyledon,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Takahasi, A","262","1996","03","26",Southern America,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,"; DESC: Árvore nº 290, frutos imaturos.",NA,NA,Müll.Arg.,"2007","05",NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"37",2020-04-22 16:23:54-03,UFPB,JPB,"38172",PreservedSpecimen,Plantae,Angiosperma,Dicotyledon,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Takahasi, A","202","1996","01","23",Southern America,Brasil,São Paulo,Ubatuba,"Picinguaba, Mata de encosta, Trilha do Corisco.",-45.0699996948242,-23.4300003051758,NA,"; DESC: Arbusto cerca de 2,30m, botões e flores brancas, cheiro doce agradável.",NA,NA,Müll.Arg.,"2007",NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"38",2020-04-22 16:23:54-03,UFPB,JPB,"38161",PreservedSpecimen,Plantae,Angiosperma,Dicotyledon,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Furlan, A","1236","1990","08","27",Southern America,Brasil,São Paulo,Ubatuba,"Picinguaba, Trilha atras do alojamento ........",-45.0699996948242,-23.4300003051758,NA,"; DESC: Árvore 8m de altura. Frutos imaturos verdes e maduros brancos.",NA,NA,Müll.Arg.,"2007",NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"39",2020-04-22 16:23:54-03,UFPB,JPB,"38141",PreservedSpecimen,Plantae,Angiosperma,Dicotyledon,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Takahasi, A; Morellato, LPC; Fernandes, GD; Mantovani, A; Vieira, DLM; Gajardo, ISM","295","1996","06","07",Southern America,Brasil,São Paulo,Ubatuba,"Picinguaba, Trilha do Corisco",-45.0699996948242,-23.4300003051758,NA,"; HABITAT: Mata de encosta.; DESC: Árvore n.303, 8m, pap=24cm, frutos esverdeados começando a ficar amarelados.",NA,NA,Müll.Arg.,"2007","05",NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"40",2020-04-22 16:23:54-03,UFPB,JPB,"38128",PreservedSpecimen,Plantae,Angiosperma,Dicotyledon,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Takahasi, A; Zipparro, VB","239","1996","02","26",Southern America,Brasil,São Paulo,Ubatuba,"Picinguaba, Trilha do Corisco",-45.0699996948242,-23.4300003051758,NA,"; DESC: Mata de Encosta.",NA,NA,Müll.Arg.,"2007","05",NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"41",2020-04-22 16:23:54-03,UFPB,JPB,"38149",PreservedSpecimen,Plantae,Angiosperma,Dicotyledon,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Pereira, MS","Romero, R","454","1991","12","29",Southern America,Brasil,São Paulo,Ubatuba,"Picinguaba, Trilha do Palmital (atras do alojamento)",-45.0699996948242,-23.4300003051758,NA,"; DESC: Arbusto 2m de altura. Flores brancas.",NA,NA,Müll.Arg.,"2007","05",NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"42",2020-04-22 16:23:54-03,UFPB,JPB,"56099",PreservedSpecimen,Plantae,Angiosperma,Dicotyledon,Rubiaceae,Coussarea,accedens,Coussarea accedens,NA,"Campos, MCR; Assis, MA; Guaraldo, A; Belinello, R","459","2006","05","08",Southern America,Brasil,São Paulo,Ubatuba,"Trilha da casa da Farinha, parcela E, subparcela 48.",-45.0699996948242,-23.4300003051758,NA,"Individuo E0618, altura 6m.",JPB0056099,NA,Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"43",2019-06-27 10:26:34-03,UFES,VIES,"12837",S,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,NA,"Campos, M.C.R.; Guilherme, F.A.G.; Assis, M.A. & Mania, L.","53","2006","03","27",NA,Brasil,São Paulo,Ubatuba,Núcleo Picinguaba.,-45.0699996948242,-23.4300003051758,NA,NA,VIES012837,VIES012837,Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"47",2020-10-01 14:21:04-03,JBB,HEPH,"30433",S,Plantae,Dicotyledon,Gentianales,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Campos, MCR","Campos, MCR; Belinello, R","681","2006","07","16",Southern America,Brasil,São Paulo,Ubatuba,"Núcleo Picinguaba/PESM; Trilha da casa da Farinha, parcela E subparcela 71",-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,Müll.Arg.,"2006","07","16",NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"48",2020-06-24 22:04:58-03,UNESP-IBILCE,SJRP,"31346",PreservedSpecimen,Plantae,Tracheophyta,Gentianales,Rubiaceae,Coussarea,accedens,Coussarea accedens,NA,"Campos, M.C.R. ; Belinello, R.","767.0","2006","07","17",América do Sul,Brasil,São Paulo,Ubatuba,"Núcleo de Picinguaba/PESM; trilha da Casa da Farinha, parcela E, subparcela 80",-45.0699996948242,-23.4300003051758,NA,"Indivíduo E1019, altura 4m.",NA,NA,Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,"34265",auto,Magnoliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-44.832006,-23.334133,"49",2020-09-16 13:16:23-03,MBML,MBML-HERBARIO,"45143",NA,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,NA,"M.C.R. Campos; R. Belinello","802","2006","07","18",NA,Brasil,São Paulo,Ubatuba,"Núcleo Picinguaba/PESM, trilha da Casa da Farinha, parcela E, subparcela 84",-44.832006,-23.334133,NA,"Indivíduo E1061, altura 5m",MBML045143,NA,Müll. Arg.,NA,NA,NA,"44W49'55,22","23S20'2,88",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"50",2020-07-15 14:43:39-03,UNESP-RC,HRCB,"12864",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,Mario Gomes,"Furlan, A.",NA,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,Müll. Arg.,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"52",2021-03-01 11:51:42-03,UFPE,UFP,NA,PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,NA,"Campos, MCR; Assis, MA; Guaraldo, A; Belinello, R","492","2006","05","08",NA,Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,"Altura, 5m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"53",2021-03-01 11:51:42-03,UFPE,UFP,"74162",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,NA,"Campos, MCR; Assis, MA; Guaraldo, A; Belinello, R","492","2006","05","08",NA,Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,"Altura, 5m.",UFP074162,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"54",2020-09-02 16:38:47-03,Cenargen,CEN,"52450",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,P. Delprete,Mizué Kirizawa,"1867","1987","08","18",NA,Brasil,SP,UBATUBA,"Estrada de Ubatuba - S. Luiz de Paraitinga, Serra de Ubatuba. Parte alta da serra.",-45.0699996948242,-23.4300003051758,Exsicatas,"Fruto maduro branco, carnoso. Doaçaõ do Instituto de Boatânica - São Paulo.",CEN00052450,CEN00052450,Müll.Arg.,"2008",NA,NA,NA,NA,NA,NA,"34265",auto,NA,"1",NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"55",2020-09-02 16:38:47-03,Cenargen,CEN,"85868",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,NA,M. C. R. Campos,"267","2006","05","07",NA,Brasil,SP,UBATUBA,"Núcleo Picinguaba, trilha da cxasa da Farinha, parcela E, Subparcela 29",-45.0699996948242,-23.4300003051758,Exsicatas,"Individuos E0371, altura 6 m, Doação Plantas do BRasil - Herbário Uec",CEN00085868,CEN00085868,Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,"1",NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"56",2019-11-13 11:29:57-03,USP,SPF,"226863",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,Anônimo,"Campos, MCR","83","2006","03","27",NA,Brasil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar, Núcleo Picinguaba.",-45.0699996948242,-23.4300003051758,NA,NA,SPF00226863,SPF00226863,Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"57",2019-11-13 11:29:57-03,USP,SPF,"161723",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Gomes, M","Kirizawa, M","1867","1987","08","18",NA,Brasil,São Paulo,Ubatuba,Serra de Ubatuba.,-45.0699996948242,-23.4300003051758,NA,NA,SPF00161723,NA,Müll.Arg.,"1997",NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"58",2020-12-02 09:07:41-03,UNITINS,HUTO,"4969",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,NA,"Campos, M.C.R.","446","2006","05","08",NA,Brasil,São Paulo,Ubatuba,"Núcleo Picinguaba/PESM. Trilha da Casa da Farinha. Parcela E, subparcela 47",-45.0699996948242,-23.4300003051758,NA,Árvore com cerca de 7 m de altura,HUTO004969,NA,Müll. Arg.,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
