X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,minimumElevationInMeters,maximumElevationInMeters,imagecode,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,class,relatedCatalogItem,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.621883,-23.654505,"5",2021-03-15 16:37:00-03,NY,NYBG,"395870",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,W. Hoehne,NA,NA,NA,W. Hoehne,s.n.,"1944","10","19",Brazil,São Paulo,Sao Paulo,Parque do Estado da Sao Paulo,-46.621883,-23.654505,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489655' target='other'> <mi>dwc_moreinfo</mi></a>,NY00395870,NA,NA,NY00395870_01,NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.633333,-23.55,"44",2020-02-08 09:44:01-03,NBC,NL-BOTANY,U.1074198,PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,NA,NA,NA,NA,Hoehne W,NA,"1944","10","19",Brazil,São Paulo,NA,NA,-46.633333,-23.55,"-46.633333","-23.55",<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1074198 target=other class=eLink> <mi>dwc_moreinfo</mi></a>,NL-U1074198,NA,NA,NL-U1074198,NA,Southern America,NA,NA,NA,Magnoliales,NA,NA,NA,Magnoliopsidae,U 0133790,NA,NA,"35",São Paulo,SP,Sudeste
-47.35173,-24.03059,"48",2020-11-04 10:59:28-03,ESALQ,ESA,"128794",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,NA,"Rodrigues, R.R.","2013","03","30","Cabral, F.N.","892.0","2013","03","30",Brasil,São Paulo,Tapiraí,"Trilha do Chagas, UHE da Fumaça, Floresta Ombrófila Densa, à margem esquerda do Rio Juquiá.",-47.35173,-24.03059,"-47.35173","-24.03059","Árvore de 15m. Tronco acinzentado, não cascudo. Com fruto verde.",ESA128794,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.34643,-24.02923,"50",2020-11-04 10:59:28-03,ESALQ,ESA,"128795",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,NA,"Souza, V.C.","2013","04","04","Kuntz, J.","1008.0","2013","03","31",Brasil,São Paulo,Tapiraí,"UHE Barra, trilha da vila dos moradores em direção à caixa d'água, aproximadamente 2km. Floresta Ombrófila Densa.",-47.34643,-24.02923,"-47.34643","-24.02923",Árvore ca. 12 m alt. Frutos imaturos verdes.,ESA128795,"422","422",NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.16,-24.15,"51",2020-11-04 10:59:28-03,ESALQ,ESA,"128796",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,NA,"Ivanauskas, N.M. & Souza, V.C.","2013","03","26","Polisel, R.T.","1068.0","2013","03","26",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",-47.16,-24.15,"-47.16","-24.15","Planta jovem de 1,0 m de altura.",ESA128796,"516","516",NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"58",2020-11-04 10:59:28-03,ESALQ,ESA,"28666",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,"Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","615.0","1995","12","16",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,ESA028666,NA,NA,ESA028666,NA,NA,NA,NA,Magnoliophyta,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"59",2020-11-04 10:59:28-03,ESALQ,ESA,"123605",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,NA,"Ivanauskas, N.M.","2013","04","29","Colletta, G.D. ; Souza, V.C.","993.0","2013","04","29",Brasil,São Paulo,Tapiraí,Reserva Particular da Votorantim (CBA). UHE da Barra.,-47.5,-23.9599990844727,NA,NA,"Árvore, 2m",ESA123605,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"41034",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5499992370605,-22.2900009155273,"64",2020-11-04 10:59:28-03,ESALQ,ESA,"105382",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,NA,"Durigan, G. & Franco, G.A.D.C.",NA,NA,NA,"Gorenstein, M.R.",NA,"2005","06","15",Brasil,São Paulo,Gália,NA,-49.5499992370605,-22.2900009155273,NA,NA,NA,ESA105382,NA,NA,ESA105382,NA,NA,NA,NA,Magnoliophyta,NA,"23314",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4599990844727,-24.2800006866455,"65",2020-11-04 10:59:28-03,ESALQ,ESA,"20161",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,"Souza, V.C.",NA,NA,NA,"Pirani, J.R. ; Garcia, R.F.","3137.0","1994","04","29",Brasil,São Paulo,Miracatu,NA,-47.4599990844727,-24.2800006866455,NA,NA,NA,ESA020161,NA,NA,ESA020161,NA,NA,NA,NA,Magnoliophyta,NA,"43974",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"66",2020-11-04 10:59:28-03,ESALQ,ESA,"28665",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,"Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","144.0","1995","04","19",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,ESA028665,NA,NA,ESA028665,NA,NA,NA,NA,Magnoliophyta,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
