X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,relatedCatalogItem,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,previousCatalogNumber,typeStatus,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"15",2021-03-15 18:29:06-03,USP,SPF,"222824",PreservedSpecimen,Plantae,NA,NA,Orchidaceae,Gomesa,laxiflora,Gomesa laxiflora,(Lindl.) Klotzsch ex Rchb.f.,"Meneguzzo, TEC","Silva-Luz, CL","117","2010","11","30",NA,Brasil,São Paulo,"Parque Estadual da Cantareira, Núcleo Águas Claras. Av. Senador José Emírio de Marais. Divisa dos municípios de São Paulo e Mairiporã. Trilha Sede-Samambaia-açu, picada à esquerda, na descida.",NA,"Epífita. Folhas verdes discolores. Eixo da inflorescência esverdeado, perianto esverdeado e labelo verde-amarelado.; Floresta ombrófila densa antropizada, com muitos pinheiros.",SPF00222824,NA,"2017",NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.4599990844727,"19",2021-03-04 15:42:05-03,IF,SPSF,"26310",PreservedSpecimen,Plantae,Magnoliophyta,Orchidales,Orchidaceae,Gomesa,alpina,Gomesa alpina,Hoehne & Schltr.,F. de Barros,J.R.Guillaumon,NA,"2000","01","18",América do Sul,Brasil,SP,P.E.Cantareira,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha do morro do pavao, sub bosque&nf;;",NA,NA,"2012","05","29",Guarulhos,-46.5299987792969,-23.4599990844727,NA,NA,"26398",auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.532778,-23.395833,"20",2021-03-04 15:42:05-03,IF,SPSF,"37636",PreservedSpecimen,Plantae,Magnoliophyta,Orchidales,Orchidaceae,Gomesa,laxiflora,Gomesa laxiflora,(Lindl.) Kl. & Rchb.f.,F. de Barros,F. A. R. D. P. Arzolla & C. de Moura & J.A.Pastore & G.C.R.de Paula,"1229","2007","12","13",América do Sul,Brasil,SP,"Parque Estadual da Cantareira, Núcleo Cabuçú",NA,"COLETA: Orquidea branca, flores esverdeadas; GEOGRAFIA: trilha da Cachoeira;",NA,NA,"2009","04","27",Guarulhos,-46.532778,-23.395833,NA,NA,NA,NA,Liliopsida,NA,"750","750",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7599983215332,-22.7000007629395,"37",2019-11-21 10:13:20-03,IBt,SP,"47996",S,Plantae,NA,NA,Orchidaceae,Gomesa,laxiflora,Gomesa laxiflora,Klotzsch & Rchb.f.,"Meneguzzo, TEC","Kuhlmann, M","204","1942","12","19",NA,Brasil,São Paulo,"Monte Alegre, Fazenda Ponte Alta",NA,NA,SP033169,SP033169,"2017","01",NA,Amparo,-46.7599983215332,-22.7000007629395,NA,NA,"18036",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"38",2019-11-21 10:13:20-03,IBt,SP,"216168",S,Plantae,NA,NA,Orchidaceae,Gomesa,laxiflora,Gomesa laxiflora,Klotzsch & Rchb.f.,"Meneguzzo, TEC","Melo, MMRF; Romaniuc Neto, S; Toledo, CB","622","1985","12","11",NA,Brasil,São Paulo,"Ilha do Cardoso, Ipanema, Morro do Barro",NA,NA,SP033178,SP033178,"2017","01",NA,Cananéia,-47.9199981689453,-25.0100002288818,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4599990844727,-22.9200000762939,"39",2019-11-21 10:13:20-03,IBt,SP,"270113",S,Plantae,NA,NA,Orchidaceae,Gomesa,laxiflora,Gomesa laxiflora,Klotzsch & Rchb.f.,"Meneguzzo, TEC","Nicolau, SA; Guedes Sousa, H; Tomasulo, PLB","711","1993","12","02",NA,Brasil,São Paulo,"Fazenda São Sebastião do Ribeirão Grande, talhão 4 beira de curso d'água.",NA,NA,SP033170,SP033170,"2017","01",NA,Pindamonhangaba,-45.4599990844727,-22.9200000762939,NA,NA,"24176",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4599990844727,-22.9200000762939,"40",2019-11-21 10:13:20-03,IBt,SP,"294070",S,Plantae,NA,NA,Orchidaceae,Gomesa,laxiflora,Gomesa laxiflora,Klotzsch & Rchb.f.,"Meneguzzo, TEC","Nicolau, SA; Yamamoto, M; Espírito Santo, CE","749","1994","02","20",NA,Brasil,São Paulo,"Fazenda São Sebastião do Ribeirão Grande, talhão 4, curso d'água.",NA,NA,SP033171,SP033171,"2017","01",NA,Pindamonhangaba,-45.4599990844727,-22.9200000762939,NA,NA,"24176",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4599990844727,-22.9200000762939,"41",2019-11-21 10:13:20-03,IBt,SP,"294124",S,Plantae,NA,NA,Orchidaceae,Gomesa,laxiflora,Gomesa laxiflora,Klotzsch & Rchb.f.,"Meneguzzo, TEC","Nicolau, SA; Mana de Deus, JR; Kakuta, FY","795","1994","02","26",NA,Brasil,São Paulo,"Fazenda São Sebastião do Ribeirão Grande, trilha da cachoeira.",NA,NA,SP033168,SP033168,"2017","01",NA,Pindamonhangaba,-45.4599990844727,-22.9200000762939,NA,NA,"24176",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"42",2019-11-21 10:13:20-03,IBt,SP,"65476",S,Plantae,NA,NA,Orchidaceae,Gomesa,laxiflora,Gomesa laxiflora,Klotzsch & Rchb.f.,"Meneguzzo, TEC","Handro, O","421","1954","12",NA,NA,Brasil,São Paulo,Jardim Botânico,NA,NA,SP033177,SP033177,"2017","01",NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"43",2019-11-21 10:13:20-03,IBt,SP,"180422",S,Plantae,NA,NA,Orchidaceae,Gomesa,laxiflora,Gomesa laxiflora,Klotzsch & Rchb.f.,"Meneguzzo, TEC","Melo, MMRF","157","1979","11","21",NA,Brasil,São Paulo,Parque Estadual das Fontes do Ipiranga,NA,NA,SP033172,SP033172,"2017","01",NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"44",2019-11-21 10:13:20-03,IBt,SP,"174582",S,Plantae,NA,NA,Orchidaceae,Gomesa,laxiflora,Gomesa laxiflora,Klotzsch & Rchb.f.,"Meneguzzo, TEC","Jung, SL","376","1980","12","09",NA,Brasil,São Paulo,Parque Estadual das Fontes do Ipiranga,NA,NA,SP033173,SP033173,"2017","01",NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
