X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,individualCount,occurrenceRemarks,geoFlag,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,order,continentOcean,preparationType,barcode,imagecode,typeStatus,class,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.6597,-22.1203,"6",2021-03-15 16:37:00-03,NY,NYBG,"886079",PreservedSpecimen,Plantae,Pteridophyta,Dryopteridaceae,Elaphoglossum,pachydermum,Elaphoglossum pachydermum,(Fée) T.Moore,R. de F. Novelino,NA,NA,NA,A. Salino,"1766","1993","06",NA,Brazil,São Paulo,Analândia,Serra do Cuscuzeiro.,-47.6597,-22.1203,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980297' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,"1000","1000",Polypodiales,South America,sheet,NY00886079,NY00886079_01,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6597,-22.1203,"11",2021-03-15 16:37:00-03,NY,NYBG,"886078",PreservedSpecimen,Plantae,Pteridophyta,Dryopteridaceae,Elaphoglossum,pachydermum,Elaphoglossum pachydermum,(Fée) T.Moore,R. de F. Novelino,NA,NA,NA,A. Salino,"1781","1993","06",NA,Brazil,São Paulo,Analândia,Serra do Cuscuzeiro.,-47.6597,-22.1203,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980295' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,"1000","1000",Polypodiales,South America,sheet,NY00886078,NY00886078_01,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.65,-22.13,"13",2021-03-15 16:37:00-03,NY,NYBG,"02597085",PreservedSpecimen,Plantae,Pteridophyta,Dryopteridaceae,Elaphoglossum,pachydermum,Elaphoglossum pachydermum,(Fée) T.Moore,NA,NA,NA,NA,A. Salino,"1820","1993","08","28",Brazil,São Paulo,Analândia,Serra do Cuscuzeiro,-47.65,-22.13,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2870636' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,"950","950",Polypodiales,South America,sheet,NY02597085,NY02597085_01,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.400041,-24.094828,"117",2021-02-11 17:18:45-03,UFPR,UPCB,"94056",PreservedSpecimen,Plantae,NA,Dryopteridaceae,Elaphoglossum,pachydermum,Elaphoglossum pachydermum,(Fée) T. Moore.,"Nunes, M.G.",NA,NA,NA,"Nunes, M.G. | Andrade, E.","308","2018","10","04",Brasil,Paraná,Jaguariaíva,Parque Estadual do Cerrado,-49.400041,-24.094828,NA,NA,Formações arenítica. Rupícola.,NA,"-49.400041","-24.094828","755","755",NA,NA,NA,UPCB0042058,UPCB0042058,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7666667,-21.85,"129",2012-11-29 09:29:00-02,MO,MOBOT,"100331745",PreservedSpecimen,Plantae,NA,Dryopteridaceae,Elaphoglossum,pachydermum,Elaphoglossum pachydermum,(Fée) T. Moore,M.A. Kieling-Rubio,NA,NA,NA,M.R.P. da Silva,Silva 1868,"1995","6","15",Brazil,São Paulo,São Roque,"Munic. São Roque da Fartura. Complexo da Serra da mantiqueira, Serra dos Pocos, Rodovia SP 342 ca. 4 km da divisa com Minas Gerais.",-46.7666667,-21.85,NA,"1",NA,NA,NA,NA,"1100.00000000","1150.00000000",NA,South America,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.626028,-21.999167,"184",2019-11-07 11:16:31-03,UFMG,BHCB-SL,"111602",PreservedSpecimen,Plantae,NA,Dryopteridaceae,Elaphoglossum,pachydermum,Elaphoglossum pachydermum,(Fée) T.Moore,"Melo, LCN","2009","10",NA,"Salino, A; et al.","12724","2007","07","16",Brasil,São Paulo,Águas da Prata,"Fragmento florestal próximo ao Pico do Gavião, na estrada de acesso ao Pico pela BR-146.",-46.626028,-21.999167,NA,NA,Sobre rocha no interior de floresta.,NA,"-46.626028","-21.999167","1320","1320",NA,América,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6599998474121,-22.1200008392334,"248",2019-11-07 11:16:31-03,UFMG,BHCB-SL,"29824",PreservedSpecimen,Plantae,NA,Dryopteridaceae,Elaphoglossum,pachydermum,Elaphoglossum pachydermum,(Fée) T.Moore,"Melo, LCN","2009","04",NA,"Salino, A","1784","1993","06",NA,Brasil,São Paulo,Analândia,Salto do Rio Corumbatai,-47.6599998474121,-22.1200008392334,"14271",NA,"Em barranco a margem do rio, em mata ciliar.",auto,NA,NA,NA,NA,NA,América,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6599998474121,-22.1200008392334,"249",2019-11-07 11:16:31-03,UFMG,BHCB-SL,"29821",PreservedSpecimen,Plantae,NA,Dryopteridaceae,Elaphoglossum,pachydermum,Elaphoglossum pachydermum,(Fée) T.Moore,"Melo, LCN","2009","11",NA,"Salino, A","1781","1993","06",NA,Brasil,São Paulo,Analândia,Serra do Cuscuzeiro,-47.6599998474121,-22.1200008392334,"14271",NA,"Rupícola em paredão arenítico, na mata, a ca. 1000m de altitude.",auto,NA,NA,"1000","1000",NA,América,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6599998474121,-22.1200008392334,"250",2019-11-07 11:16:31-03,UFMG,BHCB-SL,"29822",PreservedSpecimen,Plantae,NA,Dryopteridaceae,Elaphoglossum,pachydermum,Elaphoglossum pachydermum,(Fée) T.Moore,"Melo, LCN","2009","11",NA,"Salino, A","1766","1993","06",NA,Brasil,São Paulo,Analândia,Serra do Cuscuzeiro,-47.6599998474121,-22.1200008392334,"14271",NA,"Rupícola em paredão arenítico no interior de mata, a ca. 1000m de altitude.",auto,NA,NA,"1000","1000",NA,América,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6599998474121,-22.1200008392334,"251",2019-11-07 11:16:31-03,UFMG,BHCB-SL,"29823",PreservedSpecimen,Plantae,NA,Dryopteridaceae,Elaphoglossum,pachydermum,Elaphoglossum pachydermum,(Fée) T.Moore,"Melo, LCN","2009","11",NA,"Salino, A","1809","1993","08","28",Brasil,São Paulo,Analândia,Serra do Cuscuzeiro,-47.6599998474121,-22.1200008392334,"14271",NA,"Rupícola em paredão arenítico, na mata, a ca. 1000m de altitude.",auto,NA,NA,"1000","1000",NA,América,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6599998474121,-22.1200008392334,"252",2019-11-07 11:16:31-03,UFMG,BHCB-SL,"29979",PreservedSpecimen,Plantae,NA,Dryopteridaceae,Elaphoglossum,pachydermum,Elaphoglossum pachydermum,(Fée) T.Moore,"Melo, LCN","2009","11",NA,"Salino, A","1809","1993","08","28",Brasil,São Paulo,Analândia,"Serra do Cuscuzeiro, Sítio Agua Fria.",-47.6599998474121,-22.1200008392334,"14271",NA,"Rupícola, em paredão arenítica da escarpa, a ca. 1000m de altitude.",auto,NA,NA,"1000","1000",NA,América,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6599998474121,-22.1200008392334,"253",2019-11-07 11:16:31-03,UFMG,BHCB-SL,"29568",PreservedSpecimen,Plantae,NA,Dryopteridaceae,Elaphoglossum,pachydermum,Elaphoglossum pachydermum,(Fée) T.Moore,"Melo, LCN","2009","10",NA,"Salino, A","1820","1993","08","28",Brasil,São Paulo,Analândia,"Sítio Água Limpa; Serra do Cuscuzeiro",-47.6599998474121,-22.1200008392334,"14271",NA,"Rupícola, em rocha arenítica, a margem de riacho, no interior da floresta, a ca. 1000m de altitude.",auto,NA,NA,"1000","1000",NA,América,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-21.7099990844727,"254",2021-01-12 15:24:05-03,UFMG,BHCB-SL,"100245",PreservedSpecimen,Plantae,NA,Dryopteridaceae,Elaphoglossum,pachydermum,Elaphoglossum pachydermum,(Fée) T.Moore,"Melo, LCN","2012","11",NA,"Colei; et al.",s.n,"2006","07","25",Brasil,São Paulo,Santa Rita do Passa Quatro,"Parque Estadual da Vassununga, Gleba Capão da Varzea.",-47.4700012207031,-21.7099990844727,"24893",NA,NA,auto,NA,NA,NA,NA,NA,América,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
