X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,county,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,class,fieldNumber,individualCount,typeStatus,relatedCatalogItem,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.41,-23.62,"2",2021-03-15 16:37:00-03,NY,NYBG,"1181861",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Mikania,argyreiae,Mikania argyreiae,DC.,W. C. Holmes,W. Hoehne,"3862","1953","07","13",South America,Brazil,São Paulo,Praia Negra,-45.41,-23.62,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387647' target='other'> <mi>dwc_moreinfo</mi></a>,NY01181861,NY01181861_01,Caraguatatuba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.55,-22.72,"5",2021-03-15 16:37:00-03,NY,NYBG,"1182165",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Mikania,argyreiae,Mikania argyreiae,DC.,W. C. Holmes,L. P. de Queiroz,"2707","1990","10","07",South America,Brazil,São Paulo,Reserva do Instituto Florestal. Subida para São José do Alpes.,-45.55,-22.72,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399271' target='other'> <mi>dwc_moreinfo</mi></a>,NY01182165,NY01182165_01,Campos do Jordao,"1200","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"29",2020-11-04 11:01:56-03,ESALQ,ESA,"123062",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,DC.,"Oliveira, C.T.","Luize, B.G. ; Zipparro, V.B.","28.0","2007","07","25",NA,Brasil,São Paulo,Parque Estadual da Ilha Anchieta (PEIA).,-45.0699996948242,-23.4300003051758,NA,NA,ESA123062,ESA123062,Ubatuba,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.41,-23.38,"30",2020-11-04 11:01:56-03,ESALQ,ESA,"77028",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,DC.,"Moraes, M.D.","Forster, W.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","306.0","2000","04","25",NA,Brasil,São Paulo,Parque Estadual da Serra do Mar - Estrada Intermediária Km 45. Floresta Ombrófila Densa Montana com perturbação. Borda da mata,-45.41,-23.38,NA,"Liana, fruto maduro seco, a 1,5m do chão",ESA077028,ESA077028,Salesópolis,NA,NA,NA,NA,NA,NA,"-45.41","-23.38",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"31",2020-11-04 11:01:56-03,ESALQ,ESA,"123060",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,DC.,"Oliveira, C.T.","Zipparro, V.B.","2430.0","2008","06","19",NA,Brasil,São Paulo,Parque Estadual da Ilha Anchieta (PEIA).,-45.0699996948242,-23.4300003051758,NA,NA,ESA123060,ESA123060,Ubatuba,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"33",2020-11-04 11:01:56-03,ESALQ,ESA,"123061",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,DC.,"Oliveira, C.T.","Zipparro, V.B.","2447.0","2008","06","21",NA,Brasil,São Paulo,Parque Estadual da Ilha Anchieta (PEIA).,-45.0699996948242,-23.4300003051758,NA,NA,ESA123061,ESA123061,Ubatuba,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.495544,-23.269722,"48",2021-03-01 16:24:42-03,UNICAMP,UEC,"203286",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,A.DC.,"Monge, M","Pires, TP; Bissoli, VF; Duarte, LSC","127","2018","03","27",NA,Brazil,São Paulo,Unidade de Desenvolvimento Ambiental (UNIDAM),-47.495544,-23.269722,NA,"Hábito: Trepadeira. Altura: _ Látex: Ausente. Cor: Inflorescência pequena e branca. Odor: presente, suave. Outros: _; Local: Em meio a braquiária, a pleno sol. Solo: Arenoso.",UEC178067,UEC178067_v01 UEC178067_v02 UEC178067_v03 UEC178067_v04 UEC178067_v05 UEC178067_v06,Jundiaí,NA,NA,NA,NA,"2018","11","-47.495544","-23.269722","30",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.495947,-23.269392,"49",2021-03-01 16:24:42-03,UNICAMP,UEC,"205664",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,A.DC.,"Pires, TP","Silva, BG; Padua, CN; Brocanello, BO; Pires, TP","524","2019","05","22",NA,Brazil,São Paulo,"Unidade de Desenvolvimento Ambiental - UNIDAM, Local: Distante da trilha, pleno sol. Solo: Arenoso, em meio a braquiária e gramíneas nativas.",-47.495947,-23.269392,NA,"Hábito: Trepadeira. Altura: 1,0m. Outros: inflorescência branca, caule arroxeado piloso, sepalas verdes, possivel síndrome deficiente.",UEC164542,UEC164542 UEC164542_v01 UEC164542_v02 UEC164542_v03,Jundiaí,NA,NA,NA,NA,"2019","05","-47.495947","-23.269392","22",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.496456,-23.268983,"50",2021-03-01 16:24:42-03,UNICAMP,UEC,"205661",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,A.DC.,"Pires, TP","Pires, TP; Padua, CN; Brocanello, BO; Silva, BG","218","2019","05","22",NA,Brazil,São Paulo,"Unidade de Desenvolvimento Ambiental - UNIDAM, Local: Distante da trilha, pleno sol. Solo: Arenoso, em meio a braquiárias.",-47.496456,-23.268983,NA,Hábito: Trepadeira. Altura: 80cm. Outros: caule verde.,UEC164545,UEC164545 UEC164545_v01 UEC164545_v02,Jundiaí,NA,NA,NA,NA,"2019","05","-47.496456","-23.268983","22",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"51",2021-03-01 16:24:42-03,UNICAMP,UEC,"116552",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,A.DC.,"Moraes, M","Foster, W; Mazine, FF; Paranaguá, PA; Moura, C; Oliveira, RC; Silveira, ER; et al.","261","2000","04","18",NA,Brazil,São Paulo,"Parque Estadual da Serra do Mar - Estrada da Intermediária - Km 30/570m. 23°41'S; 45°37W. Beira de estrada.",-45.4099998474121,-23.6200008392334,NA,"Liana; frutos castanhos.; Floresta Ombrófila Densa Submontana de encosta.",UEC128393,UEC128393,Caraguatatuba,NA,NA,"30093",auto,"2000","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
