X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,typeStatus,continentOcean,preparationType,previousCatalogNumber,occurrenceRemarks,phylum,order,class,coordinatePrecision,geoFlag,relatedCatalogItem,infraspecificEpithet,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-52.059139,-21.725778,"14",2021-02-08 11:09:07-03,UNESP-IBB,BOTU,"22855",PreservedSpecimen,Plantae,Lauraceae,Nectandra,angustifolia,Nectandra angustifolia,(Schrad.) Nees,NA,NA,NA,NA,"Amaral Jr., A.","381","1999","04","10",Brasil,São Paulo,Presidente Epitácio,NA,-52.059139,-21.725778,"52°03'32,9w","21°43'32,8s",NA,NA,BOTU022855,NA,NA,NA,NA,NA,Árvore com flores.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.951917,-21.53,"15",2021-02-08 11:09:07-03,UNESP-IBB,BOTU,"22823",PreservedSpecimen,Plantae,Lauraceae,Nectandra,angustifolia,Nectandra angustifolia,(Schrad.) Nees,NA,NA,NA,NA,"Amaral Jr., A.","349","1999","04","10",Brasil,São Paulo,Panorama,NA,-51.951917,-21.53,51°57'06.9w,21°31'48s,NA,NA,BOTU022823,NA,NA,NA,NA,NA,"Árvore 8m, com flores esverdeadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.746917,-21.069611,"18",2021-02-08 11:09:07-03,UNESP-IBB,BOTU,"22762",PreservedSpecimen,Plantae,Lauraceae,Nectandra,angustifolia,Nectandra angustifolia,(Schrad.) Nees,NA,NA,NA,NA,"Amaral Jr., A.","288","1999","04","09",Brasil,São Paulo,Castilho,NA,-51.746917,-21.069611,51°44'48.9w,21°04'10.6s,NA,NA,BOTU022762,NA,NA,NA,NA,NA,"Árvore 6m, com flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.951917,-21.53,"19",2021-02-08 11:09:07-03,UNESP-IBB,BOTU,"22872",PreservedSpecimen,Plantae,Lauraceae,Nectandra,angustifolia,Nectandra angustifolia,(Schrad.) Nees,NA,NA,NA,NA,"Amaral Jr., A.","398","1999","04","11",Brasil,São Paulo,Panorama,NA,-51.951917,-21.53,51°57'06.9w,21°31'48s,NA,NA,BOTU022872,NA,NA,NA,NA,NA,"Árvore somente com a copa fora d'água, com frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-53.0499992370605,-22.5799999237061,"22",2019-11-19 15:44:14-03,UNEB,HUNEB,"14295",PreservedSpecimen,Plantae,Lauraceae,Nectandra,falcifolia,Nectandra falcifolia,(Nees) J.A.Castigl. ex Mart.Crov.,NA,NA,NA,NA,"Bicudo, L.R.H.","243","1998","10","16",Brasil,São Paulo,Rosana,NA,-53.0499992370605,-22.5799999237061,NA,NA,NA,NA,HUNEB0014295,NA,NA,NA,NA,NA,NA,Angiospermae,Florideophycidae,Dicotyledoneae,"49200",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.434611,-22.957833,"23",2019-12-12 15:31:44-03,UFABC,HUFABC,"000097",PreservedSpecimen,Plantae,Lauraceae,Nectandra,angustifolia,Nectandra angustifolia,(Schrad.) Nees & Mart.,"Calixto, L; Motta, G",NA,NA,NA,"Moraes, A P","187","2018","05","04",Brasil,São Paulo,Botucatu,"Condomínio Residencial Laguna, Área de restauração para compensação ambiental do Condomínio",-48.434611,-22.957833,"-48.434611","-22.957833",NA,NA,HUFABC000097,HUFABC000097,NA,NA,NA,NA,"Terrestre, folhas alternas, inflorescênia racemo.",Angiospermas,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.081111,-21.741944,"24",2021-02-24 18:14:00-03,UFBA,ALCB,"48145",PreservedSpecimen,Plantae,Lauraceae,Nectandra,falcifolia,Nectandra falcifolia,(Nees) Castiglioni ex Martinez & Piccinini,NA,NA,NA,NA,"Amaral Júnior, A; Amaral Júnior, A; Mendonça, JO; Barbosa, SB; Campos, CJ","349","1999","04","10",Brasil,São Paulo,Panorama-Caiuá,"Rodovia SP 563, margem do Rio Peixe, próximo & ponte",-52.081111,-21.741944,"-52.081111","-21.741944",NA,NA,ALCB003002,ALCB003002,NA,Southern America,NA,NA,"8,0 m. Flores esverdeadas.",Dicotyledon,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.519109,-22.5765589,"52",2020-11-04 11:11:57-03,ESALQ,ESA,"121323",PreservedSpecimen,Plantae,Lauraceae,Nectandra,angustifolia,Nectandra angustifolia,NA,"Barbosa, T.M.",NA,NA,NA,"Garcia, L.C.","332.0","2008","11","01",Brasil,São Paulo,Iracemápolis,Reserva de Abastecimento Público.,-47.519109,-22.5765589,"-47.519109","-22.5765589","608","608",ESA121323,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.519109,-22.576589,"53",2020-11-04 11:11:57-03,ESALQ,ESA,"120966",PreservedSpecimen,Plantae,Lauraceae,Nectandra,angustifolia,Nectandra angustifolia,NA,"Barbosa, T.M.","2010",NA,NA,"Garcia, L.C.","333.0","2008","07","01",Brasil,São Paulo,Iracemápolis,"Reserva de abastecimento público, mata ciliar em processo de restauração desde 1987",-47.519109,-22.576589,"-47.519109","-22.576589","608","608",ESA120966,NA,NA,NA,NA,NA,"Árvore plantada, flores e botões",Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.11,-21.76,"55",2015-07-02 14:02:30-03,JBP,HPL,"6826",S,Plantae,Lauraceae,Nectandra,angustifolia,Nectandra angustifolia,(Schrad.) Nees,V.C. Souza,"2012","07","04",A. Amaral Jr. & J. O. Mendonça et al.,"381","1999","04","10",Brasil,SP,Presidente Epitácio,"Coletado subindo a margem esquerda do Rio Paraná, dentro d'água. S 21° 42' 24,9; W 52° 03' 08,4.",-52.11,-21.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59255",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
