X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,typeStatus,recordedBy,recordNumber,year,continentOcean,country,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,month,day,stateProvince,county,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,infraspecificEpithet,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,previousCatalogNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"49",2020-11-04 10:56:24-03,ESALQ,ESA,"135618",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,eriocalyx,Myrcia eriocalyx,DC.,C.P. Caliari,NA,C.P. Caliari,"3041.0","2012",NA,Brasil,NA,-45.5900001525879,-22.7299995422363,NA,NA,ESA135618,NA,"03","08",São Paulo,Campos do Jordão,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"174",2020-12-21 16:36:47-03,MBM,MBM,"121325",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Gomidesia,eriocalyx,Gomidesia eriocalyx,(DC.) O.Berg,"Aguiar, O.T.",NA,"Robim, M.J.","467","1987",Southern America,Brazil,Parque Estadual Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,MBM121325,MBM121325,"09","01",São Paulo,Campos do Jordão,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"184",2020-12-21 16:36:48-03,MBM,MBM,"133512",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Gomidesia,gaudichaudiana,Gomidesia gaudichaudiana,O.Berg,"Fonseca, A.M.S. da",NA,"Ururahy, J.C.C.","19","1980",Southern America,Brazil,Parque Estadual de Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,MBM133512,MBM133512,"06","16",São Paulo,Campos do Jordão,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.310001373291,-23.2199993133545,"424",2019-11-13 11:26:59-03,USP,SPF,"145004",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,eriocalyx,Myrcia eriocalyx,DC.,"Sobral, M",NA,"Lobão, AQ",504b,"2001",NA,Brasil,Parque Estadual da Serra do Mar,-45.310001373291,-23.2199993133545,NA,NA,SPF00145004,NA,"01","18",São Paulo,São Luís do Paraitinga,NA,NA,"27362",auto,NA,NA,NA,"2018","04",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.716667,-23.016667,"518",2019-11-01 15:06:08-03,UnB,UB,"131696",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Myrcia,eriocalyx,Myrcia eriocalyx,DC.,"Rosa, PO",NA,"Cerqueira, RM","138","2003",Southern America,Brasil,Mata do Sítio Jatobá,-46.716667,-23.016667,NA,Mata de encosta,NA,NA,"12","05",São Paulo,Itatiba,NA,NA,NA,NA,"-46.716667","-23.016667",NA,"2011","11",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.883333,-23.266667,"564",2021-03-04 15:45:31-03,IF,SPSF,"47513",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrcia,eriocalyx,Myrcia eriocalyx,DC.,O.T. Aguiar,NA,T.E.Barreto,"44","2013",América do Sul,Brasil,Fazenda Prana,-45.883333,-23.266667,NA,"COLETA: Árvore.; GEOGRAFIA: Floresta Ombrófila Densa Altomontana.;",NA,NA,"03","25",SP,Campos do Jordão,NA,NA,NA,NA,NA,NA,NA,"2014","07","18",Magnoliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"565",2021-03-04 15:45:31-03,IF,SPSF,"08391",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrcia,eriocalyx,Myrcia eriocalyx,DC.,O.T. Aguiar,NA,M.J.Robim & J.P.M. Carvalho,NA,"1984",América do Sul,Brasil,P.E. de Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"02","22",SP,Campos do Jordão,NA,NA,"21048",auto,NA,NA,NA,"2016","07","08",Magnoliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"566",2021-03-04 15:45:31-03,IF,SPSF,"08893",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrcia,eriocalyx,Myrcia eriocalyx,DC.,O.T. Aguiar,NA,M.J.Robim & J.P.M. Carvalho,s/n,"1985",América do Sul,Brasil,P.E. de Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,"COLETA: Árvore. Botões e flores sem as pétalas; GEOGRAFIA: Mata latifoliada. São José dos Alpes.;",NA,NA,"02","28",SP,Campos do Jordão,NA,NA,"21048",auto,NA,NA,NA,"2016","07","08",Magnoliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"567",2021-03-04 15:45:31-03,IF,SPSF,"11494",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrcia,eriocalyx,Myrcia eriocalyx,DC.,O.T.Aguiar,NA,M.J.Robim,"467","1987",América do Sul,Brasil,P.E. de Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,"COLETA: Árvore com 9m de altura. Tronco com pequenas fendas longitudinais. Frutos verdes, pilosos.; GEOGRAFIA: Mata latifoliada, próximo ao reflorestamento com Araucária.;",NA,NA,"09","01",SP,Campos do Jordão,NA,NA,"21048",auto,NA,NA,NA,"2016","07","08",Magnoliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.45,-22.716667,"594",2021-02-08 12:44:00-03,UFRGS,ICN,"087915",S,Plantae,Dicotyledon,NA,Myrtaceae,Gomidesia,gaudichaudiana,Gomidesia gaudichaudiana,O. Berg.,"Vaz, A",NA,"Ururahy, JCC","19","1980",América do Sul,Brasil,Parque Estadual,-45.45,-22.716667,NA,"Arbusto de 1,5 m de altura; frutos de cor verde roxo, maduros e senescentes.; Floresta Nebular",NA,NA,"08","16",SP,Campos do Jordão,"190","190",NA,NA,"-45.45","-22.716667",NA,"1982","09",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
