"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","infraspecificEpithet","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"1","2016-09-29 22:35:00-03","NY","NYBG","00994622","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana","J. W. Floyd","T. S. M. Grandi","309","1989","07","South America","Brazil","Minas Gerais","Rio Preto","Gruta do Funil, Rio Preto.","-43.8278","-22.0894","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994622","NY00994622_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2016-09-29 22:35:00-03","NY","NYBG","00994628","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana","J. W. Floyd","A. F. M. Glaziou","17113","1887","08","South America","Brazil",NA,NA,"Serra de S. José del Rei.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069059' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994628","NY00994628_01","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2016-09-29 22:35:00-03","NY","NYBG","00994623","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana","J. W. Floyd","T. S. M. Grandi","2677","1989","09","South America","Brazil","Minas Gerais","Rio Preto","Gruta do Funil - Rio Preto.","-43.8278","-22.0894","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069044' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994623","NY00994623_01","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","2423312","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana",NA,"G. O. Romão","2036","2007","03","South America","Brazil","Bahia","Rio de Contas","Pico de Almas, trecho da trilha entre o início até o Campo de Queiroz","-41.94764","-13.51478","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685737' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423312","NY02423312_01","31","montana","(Pohl) Sleumer","1400","1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2016-09-30 22:11:00-03","NY","NYBG","2423259","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","G. O. Romão","G. O. Romão","2021","2007","03","South America","Brazil","Bahia","Rio de Contas","Pico de Almas, trecho da trilha entre o inficio ate o Campo de Queiroz","-41.93614","-13.5206","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685620' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423259","NY02423259_01","31","montana","(Pohl) Sleumer","1400","1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","00994612","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","L. S. K. Gouvea","H. S. Irwin","20180","1968","02","South America","Brazil","Minas Gerais",NA,"Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).","-43.4","-18.87","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994612","NY00994612_01","15","montana","(Pohl) Sleumer","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2016-09-29 22:35:00-03","NY","NYBG","00994620","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana","J. W. Floyd","J. R. Pirani","CFSC9203","1983","11","South America","Brazil","Minas Gerais","Santana do Riacho","Km 126 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7142","-19.1692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069039' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994620","NY00994620_01","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","686416","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","L. S. Kinoshita-Gouvêa","H. S. Irwin","30645","1971","01","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Summit of Serra da Piedade, ca. 35 km E of Belo Horizonte, near BR-31",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834055' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686416","NY00686416_01","18","montana","(Pohl) Sleumer","2000","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","00994618","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","H. O. Sleumer","W. R. Anderson","36187","1972","02","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra do Cipó","-43.566908","-19.391522","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069033' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994618","NY00994618_01","18","montana","(Pohl) Sleumer","1225","1225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2016-09-29 22:35:00-03","NY","NYBG","00994617","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","R. de Mello-Silva","J. R. Pirani","CFCR5443","1984","10","South America","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho - Pedra Menina. Faz. Vargem do Anjo - Morro Espigão do Meio.","-43.0594","-18.1422","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994617","NY00994617_01","13","montana","(Pohl) Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","00994616","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","H. O. Sleumer","A. F. M. Glaziou","17113",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994616","NY00994616_01",NA,"montana","(Pohl) Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","686178","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana","D. C. Zappi; E. Lucas","W. Ganev","2460","1993","11","South America","Brazil","Bahia","Abaíra","Serra dos Frios","-41.88","-13.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=829755' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686178","NY00686178_01","11",NA,"(Pohl) Sleumer","1700","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 22:35:00-03","NY","NYBG","00994625","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana","J. W. Floyd","L. R. Landrum","4292","1982","02","South America","Brazil","Minas Gerais","Caeté","Serra da Piedade, km 1-5 on road to top of Serra.","-43.75","-19.92","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994625","NY00994625_01","02",NA,NA,"1200","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-30 18:44:00-03","NY","NYBG","02332201","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana","J. W. Floyd",NA,"6586","1985","05","South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2513034' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332201","NY02332201_01","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 22:35:00-03","NY","NYBG","00994624","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana","J. W. Floyd","M. M. N. Braga","384","1991","11","South America","Brazil",NA,NA,"Serra do Cipó",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994624","NY00994624_01","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","686179","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana",NA,"R. M. Harley","51043","1992","02","South America","Brazil","Bahia","Abaíra","Campo do Ouro Fino (baixo).","-41.9","-13.25","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=829757' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686179","NY00686179_01","06",NA,"(Pohl) Sleumer","1600","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 22:35:00-03","NY","NYBG","00994627","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana","J. W. Floyd","H. Neiva","s.n.","1989","11","South America","Brazil","Minas Gerais",NA,"Serra Cipó. Fazenda Palácio.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994627","NY00994627_01","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-29 22:35:00-03","NY","NYBG","00994621","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana","J. W. Floyd","M. Arrais","CFCR5974","1984","11","South America","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó. Km 120. Ao longo da Rodovia Belo Horizonte - Conceiçao do Mato Dentro.","-43.7142","-19.1692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069042' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994621","NY00994621_01","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-29 22:35:00-03","NY","NYBG","00994626","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana","J. W. Floyd","N. S. Chukr","CFSC9358","1985","10","South America","Brazil","Minas Gerais","Santana do Riacho","Km 125 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7142","-19.1692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069053' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994626","NY00994626_01","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00994613","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","L. S. K. Gouvea","H. S. Irwin","20337","1968","02","South America","Brazil","Minas Gerais",NA,"Serra do Cipó, km. 132 (ca. 153km N. of Belo Horizonte).","-43.68","-18.57","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994613","NY00994613_01","17","montana","(Pohl) Sleumer","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-29 22:35:00-03","NY","NYBG","00994615","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","L. S. Kinoshita-Gouvêa","M. L. Kawasaki","CFSC7559","1981","10","South America","Brazil","Minas Gerais","Santana do Riacho","Km [blank] ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Atalho para Morro do Calcáreo.","-43.7142","-19.1692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069027' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994615","NY00994615_01","07","montana","(Pohl) Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00994619","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","H. O. Sleumer","G. G. Hatschbach","35331","1974","10","South America","Brazil","Minas Gerais","Santana do Riacho","Arredores.","-43.7142","-19.1692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069036' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994619","NY00994619_01","25","montana","(Pohl) Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00994614","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","L. S. K. Gouvea","H. S. Irwin","30306","1971","01","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, at summit of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","-43.7263889","-19.83305","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069021' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994614","NY00994614_01","14","montana","(Pohl) Sleumer","1200","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00994611","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","L. S. K. Gouvea","H. S. Irwin","20170","1968","02","South America","Brazil","Minas Gerais",NA,"Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).","-43.4","-18.87","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069008' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994611","NY00994611_01","15","montana","(Pohl) Sleumer","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-13 09:19:36-03","UFRJ","RFA","18478","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","H. Sleumer","G.G. Hatschbach","35331","1974","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Arredores","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 50 cm de altura. Flor alva","RFA40124",NA,"25","montana","(Pohl) Sleumer",NA,NA,"1976","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L 0007205","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana",NA,"Lund PW",NA,"1834","11","Southern America","Brazil","Minas Gerais",NA,"Brasil: Minas Gerais Serra da Piedade",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200007205 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0007205","NL-L0007205","01",NA,"(Pohl) Sleumer",NA,NA,NA,NA,NA,"Magnoliopsidae","type","957326161",NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L 0007206","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana","Sleumer HO","Pohl JE",NA,"1820","11","Southern America","Brazil","Minas Gerais",NA,"Brasil Minas Gerais Serra de Pinhiero",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200007206 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0007206","NL-L0007206","01",NA,"(Pohl) Sleumer",NA,NA,NA,NA,NA,"Magnoliopsidae","holotype",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593970","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana",NA,"Anderson WR; Stieber M; Kirkbride Jr JH",NA,"1972","02","Southern America","Brazil",NA,NA,"The Planalto do Brasil, Estado de Minas Gerais Serra do Espinhaço.Summit of the Pico do Itambe.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593970 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593970","NL-L2593970","10",NA,"(Pohl) Sleumer",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593971","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana",NA,"Heringer EP",NA,"1959","11","Southern America","Brazil",NA,NA,"Serra do Cipó.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593971","NL-L2593971","12",NA,"(Pohl) Sleumer",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
