"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","typeStatus","fieldNumber","preparationType","occurrenceRemarks","phylum","continentOcean","class","order","coordinatePrecision","individualCount","geoFlag","relatedCatalogItem","previousCatalogNumber","sex","yearIdentified","monthIdentified","dayIdentified"
"1","2020-06-29 09:31:27-03","UFRRJ","RBR","42246","S","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner","L.F. Gonçalves","L.F. Gonçalves","251","2016","02","04","Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos. Travessia Petrópolis x Teresópolis, descida do Mergulho. Parque Nacional da Serra dos Órgãos","-43.038889","-22.464722","43º2'20''W","22º27'53''S","1996","1996","RBR00042246","RBR00042246 RBR00042246_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-06-29 09:31:27-03","UFRRJ","RBR","42247","S","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner","L.F. Gonçalves","L.F. Gonçalves","249","2016","02","04","Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos. Travessia Petrópolis x Teresópolis, após passar o Mergulho. Parque Nacional da Serra dos Órgãos","-43.038889","-22.464722","43º2'20''W","22º27'53''S","1996","1996","RBR00042247","RBR00042247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-06-29 09:31:27-03","UFRRJ","RBR","42248","S","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner","L.F. Gonçalves","L.F. Gonçalves","243","2016","02","04","Brasil","Rio de Janeiro","Petrópolis","Parque Nacional da Serra dos Órgãos. Travessia Petrôpolis x Terêsópolis, descida do Mergulho. Parque Nacional da Serra dos Órgãos","-43.033611","-22.461667","43º2'1''W","22º27'42''S","2096","2096","RBR00042248","RBR00042248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-06-29 09:31:27-03","UFRRJ","RBR","42249","S","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner","L.F. Gonçalves","L.F. Gonçalves","241","2016","02","04","Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos. Trilha entre o abrigo 4 e a Pedra da Baleia. Parque Nacional da Serra dos Órgãos","-43.026944","-22.460556","43º1'37''W","22º27'38''S","2138","2138","RBR00042249","RBR00042249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-06-29 09:31:27-03","UFRRJ","RBR","42250","S","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner","L.F. Gonçalves","L.F. Gonçalves","227","2015","12","30","Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos. Travessia Petrópolis x Teresópolis, caminho entre o abrigo 4 e a Baleia. Parque Nacional da Serra dos Órgãos","-43.026944","-22.460556","43º1'37''W","22º27'38''S","2138","2138","RBR00042250","RBR00042250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-06-29 09:31:27-03","UFRRJ","RBR","42251","S","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner","L.F. Gonçalves","L.F. Gonçalves","223","2015","12","29","Brasil","Rio de Janeiro","Petrópolis","Parque Nacional da Serra dos Órgãos. Travessia Petrópolis x Teresópolis, após Vale do Eco, depois do corrimão (de cordas). Parque Nacional da Serra dos Órgãos","-43.033611","-22.461667","43º2'1''W","22º27'42''S","2088","2088","RBR00042251","RBR00042251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-06-29 09:31:27-03","UFRRJ","RBR","42252","S","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner","L.F. Gonçalves","L.F. Gonçalves","129","2015","05","23","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Abrigo Paquequer. Parque Nacional da Serra dos Órgãos","-43.021111","-22.460556","43º1'16''W","22º27'38''S","1913","1913","RBR00042252","RBR00042252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2020-06-29 09:31:27-03","UFRRJ","RBR","42253","S","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner","L.F. Gonçalves","L.F. Gonçalves","117","2015","04","22","Brasil","Rio de Janeiro","Petrópolis","Parque Nacional da Serra dos Órgãos. Travessia Petrôpolis x Terêsópolis, encosta próximo ao cavalinho. Parque Nacional da Serra dos Órgãos","-43.0325","-22.461389","43º1'57''W","22º27'41''S","2132","2132","RBR00042253","RBR00042253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2020-06-29 09:31:27-03","UFRRJ","RBR","46883","S","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner","L.F. Gonçalves","L.F. Gonçalves","487","2018","01","01","Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos. Parque Nacional da Serra dos Órgãos. Trilha para o São Pedro, saindo da Baleia.","-43.025278","-22.461389","43º1'31''W","22º27'41''S","2095","2095","RBR00046883","RBR00046883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-02-19 17:01:49-03","UFRRJ","RBR","55112","S","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner","L.F. Gonçalves","L.F. Gonçalves","464","2017","10","13","Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos. Parque Nacional da Serra dos Órgãos. Travessia Teresópolis x Petrópolis, matinha nebular antes do Campos das Antas. Parque Nacional da Serra dos Órgãos","-43.038889","-22.464722","43º2'20''W","22º27'53''S","2012","2012","RBR00055112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2015-04-13 10:58:39-03","MNHN","RECOLNAT_MNHN_P","P01902258","PreservedSpecimen",NA,"Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner","Mazine-Capelo","Gardner",NA,"1842",NA,NA,"Brésil",NA,NA,"Montagnes Organ",NA,NA,NA,NA,"5000","6000","P01902258","P01902258_01","isotype","5717","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902258' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
