"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","individualCount","fieldNumber","class","relatedCatalogItem"
"1","2021-03-15 16:37:00-03","NY","NYBG","783936","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","plenum","Paspalum plenum","Chase","G. Davidse","G. Davidse","11431","1976","03","27","South America","Brazil","Minas Gerais","Leopoldina","Ca. 3 km NE of Leopoldina along Highway BR-116","-42.6431","-21.5319","220","220","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00783936","NY00783936_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2016-09-29 16:14:00-03","NY","NYBG","783937","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","plenum","Paspalum plenum",NA,"Morrone; F. O. Zuloaga","F. O. Zuloaga","5762","1996","04","22","South America","Argentina","Misiones","Candelaria","Santa Ana, camino al Río Yabebiry junto al Río Paraná","-55.58","-27.32","40","40","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00783937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","783935","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","plenum","Paspalum plenum","Chase","T. S. d. Silva","T. S. d. Silva","160","1974","02","22","South America","Brazil","São Paulo","Sao Paulo","Parque Estadual das Fontes do Ipiranga","-46.621883","-23.654505",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00783935","NY00783935_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","01066918","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","plenum","Paspalum plenum","Chase","G. Davidse","M. A. Chase","8356","1925","01","19","South America","Brazil","Rio de Janeiro",NA,"Below Monte Serrat, Serra de Itatiaia",NA,NA,"500","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205080' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066918","NY01066918_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-10-09 11:29:06-03","UFBA","ALCB","038920","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","plenum","Paspalum plenum","(G. Forest) Hook.f. & Arnold.","Pimenta, KM","Saar, E; Passos Júnior, LA; Guedes, ML; Stannard, B; Atkins, S","PCD4831","1997","02","01","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Caminho para a Cachoeira do Fraga","-41.819722","-13.595556","1000","1000",NA,"2,0 m, formando touceiras. Cariopses amarronzadas. Ocasional.","ALCB006093","ALCB006093","2013","08","16","-41.819722","-13.595556",NA,NA,NA,NA,NA,NA
"6","2020-11-04 12:18:51-03","ESALQ","ESA","78736","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Morrone, O.","Krapovickas, A. et al.","23919.0","1973","12","08",NA,"Argentina",NA,"Isla Apipé Grande",NA,NA,NA,NA,NA,NA,NA,"ESA078736","ESA078736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-12-20 21:19:02-03","UFV","VIC","4092","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Oliveira, R.C. de","Irwin, H.S.","2305","1958","12","24",NA,"Brasil","Minas Gerais","Viçosa","E. S. A. V., Solo vermelho.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Colmos, c.a. de 2,5 metros. Ocasional.","VIC004092","VIC004092","2001","02","02",NA,NA,"13937","auto",NA,NA,NA,NA
"8","2020-12-20 21:19:02-03","UFV","VIC","051147","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Sendulsky, T.","1339","1979","01","10",NA,"Brasil","São Paulo","São Paulo","Reserva Biológica parque Estadual fontes do Ipiran","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"VIC051147","VIC051147",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"9","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0015308","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","plenum","Paspalum plenum","Chase","O. Morrone","A. Krapovickas; C. L. Cristobal, R. Carnevali, C. Quarin, J. M. Gonzalez, A. Isikawa","23919","1973","12","8",NA,"Argentina","Corrientes",NA,"Dep. Ituzaingo. Isla Apipe Grande, Puerto San Antonio.","-56.911","-27.496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-04-07 11:47:39-03","UFMS","CGMS","60067","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","V.J. Pott","V.J. Pott; A. Pott","11173","2011","02","13",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","Fazenda Reluz, Rio Sucuriú, próximo à foz do Córrego Prata.","-52.0919444","-20.2077778","281","281",NA,NA,"CGMS1093070",NA,"2018","05","19","-52,0919444","-20,2077778",NA,NA,NA,NA,NA,NA
"11","2021-04-07 11:47:39-03","UFMS","CGMS","65961","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","J.F.M. Valls","V.J. Pott; A. Pott","11169","2011","02","13",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","Fazenda Reluz, Rio Sucuriú, próximo à foz do Córrego Prata.","-52.0919444","-20.2077778","281","281",NA,NA,"CGMS1098922",NA,"2018","05","18","-52,0919444","-20,2077778",NA,NA,NA,NA,NA,NA
"12","2021-03-25 09:27:02-03","UNICAMP","UEC","91027","S","Plantae","Liliopsida",NA,"Poaceae","Paspalum","plenum","Paspalum plenum","M.W.Chase","Oliveira, RC; Valls, JFM","Souza, VC","10367","1996","01","23",NA,"Brazil","São Paulo","Bofete","Área de brejo.","-48.244722","-23.190139","700","700",NA,"Erva, até 2 m alt.; espiguetas castanhas.","UEC088483","UEC088483","1999",NA,NA,"-48.244722","-23.190139",NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:20:36-03","UNICAMP","UEC","100550","S","Plantae","Liliopsida",NA,"Poaceae","Paspalum","plenum","Paspalum plenum","M.W.Chase","Oliveira, RC","Faria, AD; Aona, LYS; Matsumoto, K; Feres, FR; Pansarin, ER; Belinello, R","97/220","1997","01","22",NA,"Brazil","São Paulo","São José do Rio Pardo","Bairro Ribeirinha, Estrada de terra sentido S. J. Rio Pardo_Caconde. Brejo.","-46.8800010681152","-21.5900001525879",NA,NA,NA,"Erva ca 2,00m, estigma preto e anteras escuras.","UEC012413","UEC012413",NA,NA,NA,NA,NA,"15885","auto",NA,NA,NA,NA
"14","2019-08-20 10:01:37-03","UNICAMP","UEC","73382","S","Plantae","Liliopsida",NA,"Poaceae","Paspalum","plenum","Paspalum plenum","M.W.Chase",NA,"Sendulsky, T","1339","1974","01","10",NA,"Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Reserva Biológica.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC088484","UEC088484","1995","10",NA,NA,NA,"53584","auto",NA,NA,NA,NA
"15","2021-01-27 14:32:56-03","UFSM","SMDB","14670","S","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Rua, GH; Ochoa, MA","851","2007","02","19",NA,"Brasil","Minas Gerais","Três Marias","Beira do lago, entrando pelo Clube Náutico.","-45.222222","-18.246111","586","586",NA,"relevo: plano; Frequência: comum; hábito: cespitosa perene com touceiras densas e vigorosas. Participante: Gabriel Hugo Rua, Marina Alejandra Ochoa. Patrocinadores: EMBRAPA - CENARGEN; beira de lago","SMDB014670",NA,NA,NA,NA,"-45.222222","-18.246111",NA,NA,NA,NA,NA,NA
"16","2020-07-30 15:33:33-03","UFSM","SMDB","15047","S","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Rua, GH","Rua, GH","725","2006","02","03",NA,"Brasil","Brasília","DF","Setor de Mansões do Lago Norte, DF - 005 (EPPR), c","-47.821667","-15.747778","1029","1029",NA,NA,"SMDB015047",NA,NA,NA,NA,"-47.821667","-15.747778",NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:40:50-03","MBM","MBM","417550","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Gomes, M.J.I.R.","Sendulsky, T.","1339","1974","01","10","Southern America","Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"MBM417550","MBM417550","1991",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"18","2020-12-21 16:40:50-03","MBM","MBM","48356","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Schulz, A.G.","18976",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM048356","MBM048356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:40:50-03","MBM","MBM","322816","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Zardini, E.; Velázquez, C.; Velázquez, C.","19539","1990","02","25","Southern America","Paraguay","Cordillera","Río Salado","7 km NE of Emboscada. Inundated savanna on clay","-57.5","-25.116667",NA,NA,NA,"Herb 1m.","MBM322816","MBM322816",NA,NA,NA,"-57.5","-25.116667",NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:40:50-03","MBM","MBM","322414","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Morrone, O.; Múlgura de Romero, M.E.; Denham, S.S.; Múlgura de Romero, M.E.; Denham, S.S.","4421","2003","04","26","Southern America","Argentina","Jujuy","Doutor Manuel Belgrano","Zapla, Mina 9 de Octubre, Serranias de Zapla, en el desvío del camino al complejo turístico y a la antena",NA,NA,NA,NA,NA,"Hierba de 1-1,2 m de alto.; Hierba de 1-1,2m de alto.","MBM322414","MBM322414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:40:50-03","MBM","MBM","322815","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Zardini, E.; Velázquez, C.; Velázquez, C.","23456","1990","11","09","Southern America","Paraguay","Central","Tavorory","Arroyo Avaí, Near confluence with Río Paraguay","-57.5","-25.5",NA,NA,NA,"Herb 1.5m.; Inundated savanna.","MBM322815","MBM322815",NA,NA,NA,"-57.5","-25.5",NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:40:50-03","MBM","MBM","344532","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Zuloaga, F.O.; et al.; et al.","8408","2004","12","03","Southern America","Argentina","Misiones",NA,NA,NA,NA,NA,NA,NA,NA,"MBM344532","MBM344532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:40:50-03","MBM","MBM","61770","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Davidse, G.","Ramamoorthy, T.P.; et al.; et al.","11431",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Leopoldina","3km NE de Leopoldina","-42.6431007385254","-21.5319004058838",NA,NA,NA,NA,"MBM061770","MBM061770",NA,NA,NA,NA,NA,"26325","auto",NA,NA,NA,NA
"24","2016-08-04 15:38:06-03","JBB","HEPH","15982","S","Plantae","Monocotyledon","Poales","Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Gomes, MJIR","Gomes, MJIR","s.n.","1988","06","01","Southern America","Brasil","São Paulo","Rio Claro","Cultivada no Jardim Experimental, Campus da UNESP-SP","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,NA,NA,"1988",NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA
"25","2020-10-01 14:27:02-03","JBB","HEPH","15983","S","Plantae","Monocotyledon","Poales","Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Gomes, MJIR","Gomes, MJIR","s.n.","1988","06","01","Southern America","Brasil","São Paulo","Rio Claro","Cultivada no Jardim Experimental, Campus da UNESP-SP","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,NA,NA,"1988",NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA
"26","2020-10-01 14:27:02-03","JBB","HEPH","15975","S","Plantae","Monocotyledon","Poales","Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Gomes, MJIR","Gomes, MJIR","s.n.","1988","06","01","Southern America","Brasil","São Paulo","Rio Claro","Cultivada no Jardim Experimental, Campus da UNESP-SP","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,NA,NA,"1988",NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA
"27","2020-12-11 11:45:16-03","UFMG","BHCB","15113","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Meyer","s.n.","1986","12","06","Southern America","Brasil","Minas Gerais","Sacramento","Rio Araguari.","-47.439998626709","-19.8652992248535",NA,NA,NA,"inflorescência rosa.",NA,NA,NA,NA,NA,NA,NA,"69737","auto",NA,NA,NA,NA
"28","2020-12-11 11:45:16-03","UFMG","BHCB","15124","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Pedralli, G; Meyer","s.n.","1987","03","26","Southern America","Brasil","Minas Gerais","Perdizes","Rio Capivara.","-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA
"29","2020-12-11 11:45:16-03","UFMG","BHCB","39511","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Brina, AE","s.n.","1997",NA,NA,"Southern America","Brasil","Minas Gerais","Tiradentes","Serra de São José","-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10355","auto",NA,NA,NA,NA
"30","2018-06-21 15:31:00-03","MO","MOBOT","101051840","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Gerrit Davidse (MO)","Ynés Mexia","Mexia 4850","1930","7","8","South America","Brazil","Minas Gerais","Viçosa","Agricultural College lands. Back of Director's house.","-42.8819007873535","-20.7539005279541","665.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto","1",NA,NA,NA
"31","2009-06-27 16:40:00-03","MO","MOBOT","2667915","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Renvoize, S. (K)","Simon Lægaard","Lægaard 19802","1999","4","3","South America","Ecuador","Loja",NA,"Velacruz","-79.05","-4","1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","2972733","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Davidse","Per Dusén","Dusén 14337","1914",NA,NA,"South America","Brazil","Paraná",NA,"Curihyba lacis palendosis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2009-02-26 10:11:00-03","MO","MOBOT","100171217","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga","Fernando O. Zuloaga|Manuel J. Belgrano","Zuloaga 8408","2004","12","3","South America","Argentina","Misiones","San Ignacio","Parque Provincial Teyucuaré, campos a la entrada del parque.","-55.5625","-27.2819445","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"34","2009-10-24 07:52:00-02","MO","MOBOT","1233988","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga, 1998 (SI)","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 4602","1993","2","17","South America","Brazil","Minas Gerais",NA,"Rodovia de Cardeal Mota a Conceiçao do Mato Dentro, BR-010, 10 km al norte del desvio a Morro do Pilar.","-43.5","-20.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","1234000","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga, 1998 (SI)","Victor Maruñak|et al.","Maruñak 539","1972","12","9","South America","Argentina","Salta",NA,"Dep. Orán: Entre Tabacal y Pichanal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2013-08-26 11:26:00-03","MO","MOBOT","1263606","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone, 2000 (SI)","Elsa M. Zardini|Leongino Guerrero","Zardini 47294","1997","7","30","South America","Paraguay","Presidente Hayes",NA,"Pozo Colorado-Monte Lindo. Dry forest and swamps.","-58.7705556","-23.5377777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1114",NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","1308313","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","O. Morrone, 1999 (SI)","Elsa M. Zardini|Isabelino Chaparro","Zardini 49457","1998","10","31","South America","Paraguay","Canindeyú",NA,"Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni. Ñandurokai. Cerrado scrub.","-55.47888","-23.99416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1159",NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","1361503","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","O. Morrone, 1999 (SI)","Ismael Morel","Morel 7093","1949","1","27","South America","Argentina","Formosa",NA,"Depto. Pilcomayo: Costa Alegree N de La Primavera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","1361506","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","O. Morrone, 1999 (SI)","Camilo L. Quarín|et al.","Quarín 1863","1974","1","17","South America","Argentina","Chaco",NA,"Dpto. I. de Mayo; Colonia Benitez.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-11-15 05:15:00-02","MO","MOBOT","1361509","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","O. Morrone, 1999 (SI)","Antonio C. Krapovickas|et al.","Krapovickas 23919","1973","12","8","South America","Argentina","Corrientes",NA,"Dpto. Ituzaingó: Isla Apipé Grande, Puerto San Antonio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","1361512","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","O. Morrone, 1999 (SI)","Aurelio Schinini|Camilo L. Quarín","Schinini Cacace 8472","1974","3","21","South America","Argentina","Corrientes",NA,"Dpto. Berónde Astrada: ayo. Sta. Isabel y Ruta Nac. 12.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2013-08-20 12:44:00-03","MO","MOBOT","1413438","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone, 2002 (SI)","Elsa M. Zardini|R. Gamarra","Zardini 51808","1999","10","23","South America","Paraguay","Itapúa",NA,"Yacyretá Dam Island Reserve: Eastern area. Aña Cua. Collecting area: around two hectares.","-56.6522222","-27.3958333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1182",NA,NA
"43","2009-11-04 15:59:00-02","MO","MOBOT","1795083","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Richard W. Pohl|Julio C. Betancur B.","Pohl 15525","1986","9","17","South America","Colombia","Antioquia","Andes","Aeropuerto,","-76.141097","6.327804","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
