"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","345456","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Ditassa","itambensis","Ditassa itambensis","Rapini","isotype","W. R. Anderson","35888","1972","02","12","South America","Brazil","Minas Gerais","Eastern slopes of Pico do Itambé","1550","1550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350059' target='other'> <mi>dwc_moreinfo</mi></a>","NY00345456","NY00345456_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-11-04 10:59:43-03","ESALQ","ESA","41214","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Ditassa","itambensis","Ditassa itambensis","Rapini",NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21033.0","1998","04","07",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"ESA041214","ESA041214","Rapini, A.","2006","10","01","Santo Antônio do Itambé","-43.3067016601562","-18.465799331665","19014","auto",NA,NA,NA,NA
"3","2020-12-21 16:12:28-03","MBM","MBM","72512","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","itambensis","Ditassa itambensis","Rapini","HOLOTYPE","Anderson, W.R.; Stieber, M.; Kirkbride, J.H.; Stieber, M.; Kirkbride, J.H.","35888","1972","02","12","Southern America","Brazil","Minas Gerais","Serra do Espinhaço, Eastern slopes of Pico co Itambé.","1550","1550",NA,"Vine, stems with white latex; flowers white.; Sandstone outcrops with shrubby vegetation, adjacent grassy slopes, and valley of small stream; mostly sandy soil, but with overlying black humus in many places.","MBM072512","MBM072512","Rapini, A.","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-12-11 11:31:45-03","UFMG","BHCB","124684","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","itambensis","Ditassa itambensis","Rapini",NA,"Giorni, VT; Louzada, RB; Mota, NFO; Viana, PL; Wanderley, MGL","23","2007","05","23","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Preto, Alto do Pico Dois Irmãos.","1831","1831",NA,"Escandente. Látex branco abundante. Flores brancas.; Campo rupestre.",NA,NA,NA,"2007","05",NA,"São Gonçalo do Rio Preto","-43.310556","-18.207778",NA,NA,"-43.310556","-18.207778",NA,NA
"5","2020-12-11 11:31:45-03","UFMG","BHCB","86284","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","itambensis","Ditassa itambensis","Rapini",NA,"Viana, PL; Mota, NFO; Salino, A; Rai, G do","1277","2003","12","05","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Preto","1500","1500",NA,"Escandente com flores cor creme.; Campo Rupestre.",NA,NA,NA,"2004","01",NA,"São Gonçalo do Rio Preto","-43.3908004760742","-18.0041999816895","26697","auto",NA,NA,NA,NA
"6","2009-10-21 07:13:00-02","MO","MOBOT","2611574","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","itambensis","Ditassa itambensis","Rapini","Isotype","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 35888","1972","2","12","South America","Brazil","Minas Gerais","E slopes of Pico de Itambé [Santo Antônio do Itambé]","1550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2008-05-27 22:02:00-03","MO","MOBOT","2611575","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","itambensis","Ditassa itambensis","Rapini",NA,"Souza","Souza 21033b","1998","4","7","South America","Brazil","Minas Gerais","Santo Antônio do Itambé, Pico de Itambé, Pico do Itambé",NA,NA,NA,NA,NA,NA,"A. Rapini",NA,NA,NA,NA,"-43.31694","-18.40138",NA,NA,NA,NA,NA,NA
"8","2020-09-12 05:00:02-03","US","US","2965448","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Ditassa","itambensis","Ditassa itambensis","Rapini","Isotype","W. R. Anderson, M. T. Stieber & J. H. Kirkbride","35888","1972","2","12","South America - Neotropics","Brazil","Minas Gerais","Eastern slopes of Pico do Itambé.","1550",NA,NA,NA,"US00610762","US00610762_01",NA,NA,NA,NA,"Serro do Espinhaco",NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"9","2019-11-13 11:14:56-03","USP","SPF","205356","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","itambensis","Ditassa itambensis","Rapini",NA,"Silva, UCS","61","2008","02","05",NA,"Brasil","Minas Gerais",NA,"1568","1568",NA,NA,"SPF00205356",NA,"Anônimo",NA,NA,NA,"Santo Antônio do Itambé","-43.323333","-18.383611",NA,NA,"-43.323333","-18.383611",NA,NA
"10","2021-03-15 18:24:36-03","USP","SPF","135739","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","itambensis","Ditassa itambensis","Rapini",NA,"Souza, VC","21033","1998","04","07",NA,"Brasil","Minas Gerais","Pico do Itambé, Campo rupestre.","1500","1500",NA,"Escandente; flores creme.","SPF00135739","SPF00135739","Rapini, A","1999",NA,NA,"Santo Antônio do Itambé","-43.317194","-18.401556",NA,NA,"-43.317194","-18.401556",NA,NA
"11","2019-10-07 09:13:20-03","UEFS","HUEFS","106576","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","itambensis","Ditassa itambensis","Rapini",NA,"Souza, V.C.","21033","1998","04","07",NA,"Brasil","Minas Gerais","Pico do Itambé.","1500","1500",NA,"Campo rupestre.","HUEFS0106576","HUEFS0106576","A.Rapini","2006",NA,NA,"Santo Antônio do Itambé","-43.317222","-18.401667",NA,NA,"43W19'2''","18S24'6''","Asteranae",NA
