"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","continentOcean","class","order","typeStatus"
"1","2020-01-20 14:40:31-03","UPM","MACK","409","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","J. B. Baitello","2008","01","17","J. B. Baitello; F. A. R. D. P. Arzolla","2004","2007","01","18","Brasil","SP","Campos do Jordão","Pico do Itapeva","-45.5900001525879","-22.7299995422363","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-01-20 14:40:31-03","UPM","MACK","408","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","J. B. Baitello","2008","01","17","F. A. R. D. P. Arzolla; J. B. Baitello","1248","2007","01","18","Brasil","SP","Campos do Jordão","Pico do Itapeva","-45.5900001525879","-22.7299995422363","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-11-04 11:12:03-03","ESALQ","ESA","75375","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","J.Baitello",NA,NA,NA,NA,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2156.0","2001","04","12","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Rio Branco. 23o59'S, 46o42'W. Ca. 700-800m.s.m. Floresta Altomontana sobre o divisor de água. Transição Floresta Altomontana-Floresta de encosta com campos adjacentes.","-46.6300010681152","-23.5400009155273","53584","auto","Magnoliophyta","700","700","Árvore, ca. 8m alt. Folhas com face abaxial ferrugíneas (principalmente as mais jovens), flores creme. Interior de mata de encosta.","ESA075375","ESA075375",NA,NA,NA,NA,NA,NA
"4","2019-08-20 10:16:37-03","UNICAMP","UEC","147651","S","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","Baitello, JB","2007","07",NA,"Bertoncello, R; Pansonato, M","482","2007","06","08","Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar. Morro do Cuscuzeiro","-44.786658","-23.299006",NA,NA,"Magnoliopsida","1120","1120",NA,"UEC079997","UEC079997","-44.786658","-23.299006",NA,NA,NA,NA
"5","2019-08-20 10:16:37-03","UNICAMP","UEC","147649","S","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","Baitello, JB","2007","07",NA,"Bertoncello, R; Pansonato, M","s.n.","2007","05","18","Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar. Morro do Cuscuzeiro","-44.808744","-23.304667",NA,NA,"Magnoliopsida","1200","1200",NA,"UEC079991","UEC079991","-44.808744","-23.304667",NA,NA,NA,NA
"6","2019-08-20 10:16:37-03","UNICAMP","UEC","147648","S","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","Baitello, JB","2007","07",NA,"Bertoncello, R; Pansonato, M","282","2007","04","19","Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar. Morro do Cuscuzeiro","-44.808744","-23.304667",NA,NA,"Magnoliopsida","1200","1200",NA,"UEC079993","UEC079993","-44.808744","-23.304667",NA,NA,NA,NA
"7","2019-08-20 10:16:37-03","UNICAMP","UEC","147650","S","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","Baitello, JB","2007","07",NA,"Bertoncello, R; Pansonato, M","350","2007","05","18","Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar. Morro do Cuscuzeiro","-44.786658","-23.299006",NA,NA,"Magnoliopsida","1120","1120",NA,"UEC079995","UEC079995","-44.786658","-23.299006",NA,NA,NA,NA
"8","2019-08-20 10:16:37-03","UNICAMP","UEC","147652","S","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","Baitello, JB","2007","07",NA,"Bertoncello, R; Pansonato, M","516","2007","06","08","Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar. Morro do Cuscuzeiro","-44.786658","-23.299006",NA,NA,"Magnoliopsida","1120","1120",NA,"UEC080000","UEC080000","-44.786658","-23.299006",NA,NA,NA,NA
"9","2021-03-01 16:32:36-03","UNICAMP","UEC","121509","S","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello",NA,NA,NA,NA,"Farah, FT; Aguiar, S; Breier, TB; Rodrigues, RR; Souza, VC; Tamashiro, JY","2156","2001","04","12","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Rio Branco.","-46.7","-23.983333",NA,NA,"Magnoliopsida","700","800","Árvore, ca. 8 m alt. Folhas com face abaxial ferrugíneas (principalmente as mais jovens), flores creme.; Transição Floresta Altomontana-Floresta de encosta com campos adjacentes. Interior da mata de encosta.","UEC079999","UEC079999","-46.7","-23.983333",NA,NA,NA,NA
"10","2021-03-01 16:32:36-03","UNICAMP","UEC","157503","S","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","Baitello, JB","2008","01","17","Arzolla, FARDP; Baitello, JB","1248","2007","01","18","Brazil","São Paulo","Campos do Jordão","Margens da estrada de acesso ao Pico do Itapeva.","-45.541","-22.768306",NA,NA,"Magnoliopsida","1870","1870","Árvore, planta feminina, estrato superior da floresta, 16 metros, face abaxial da folha com pilosidade ferrugínea, face externa da tépala esbranquiçada e face interna ferrugínea, frutos com densa pilosidade ferrugínea.; Floresta Ombróf","UEC013949","UEC013949","-45.541","-22.768306",NA,NA,NA,NA
"11","2021-03-01 16:32:36-03","UNICAMP","UEC","162298","S","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","Baitello, JB","2008","01","17","Arzolla, FARDP; Baitello, JB","1248","2007","01","18","Brazil","São Paulo","Campos do Jordão","Margens da estrada de acesso ao Pico do Itapeva.","-45.541","-22.768306",NA,NA,"Magnoliopsida","1870","1870","Árvore, planta feminina, estrato superior da floresta, 16 metros, face abaxial da folha com pilosidade ferrugínea, face externa da tépala esbranquiçada e face interna ferrugínea, frutos com densa pilosidade ferrugínea.; Floresta Ombróf","UEC024409","UEC024409","-45.541","-22.768306",NA,NA,NA,NA
"12","2021-03-01 16:32:36-03","UNICAMP","UEC","162299","S","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","Baitello, JB","2008","01","17","Baitello, JB; Arzolla, FARDP","2004","2007","01","18","Brazil","São Paulo","Campos do Jordão","Estrada de acesso ao Pico do Itapeva, Margens da estrada. Floresta Ombrófila Densa Alto-montana.","-45.541","-22.768306",NA,NA,"Magnoliopsida","1870","1870","Árvore, planta masculina, estrato superior da floresta, 12 metros, face abaxial da folha com pilosidade ferrugínea, face externa da tépala esbranquiçada e face interna ferrugínea.","UEC024410","UEC024410","-45.541","-22.768306",NA,NA,NA,NA
"13","2021-03-01 16:32:36-03","UNICAMP","UEC","170860","S","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","Baitello, JB","2007","04",NA,"Arzolla, FARDP; Paula, GCR","1073","2007","03","23","Brazil","São Paulo","Campos do Jordão","Margens da estrada de acesso ao pico do Itapeva.","-45.541","-22.768306",NA,NA,"Magnoliopsida","1870","1870","Árvore, 10m de alt., folhas com pilosidade ferrugínea, botões florais e flores, parte interna das tépalas de coloração branca e parte externa ferrugínea.; Floresta ombrófila densa alto-montana.","UEC073304","UEC073304","-45.541","-22.768306",NA,NA,NA,NA
"14","2021-03-01 16:32:36-03","UNICAMP","UEC","172433","S","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","Baitello, JB","2002","12","17","Baitello, JB","1641","2002","12","17","Brazil","São Paulo","São Paulo","Parque estadual da Serra do Mar, núcleo Curucutu.","-46.6300010681152","-23.5400009155273","53584","auto","Magnoliopsida","800","950","Árvore mediana, folhas fortemente discolores, frutos de coloração marrom dourada.; Solos úmidos ou drenados.","UEC084777","UEC084777",NA,NA,NA,NA,NA,NA
