"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","typeStatus","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","fieldNumber","class","individualCount","verbatimLongitude","verbatimLatitude"
"1","2017-05-17 10:21:00-03","NY","NYBG","02594896","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","macedoi","Bromelia macedoi","R. F. Monteiro","416","2011","11","23","South America","Brazil","Goiás","Cocalzinho de Goiás","Parque Estadual dos Pirineus, Platô de cerrado com afloramentos rochosos. Próximoà antena. Cerrado pedregoso.","-48.824722","-15.804167","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2849794' target='other'> <mi>dwc_moreinfo</mi></a>","NY02594896","NY02594896_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2017-05-17 10:21:00-03","NY","NYBG","02173107","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","minima","Bromelia minima","R. F. Monteiro","424","2011","11","26","South America","Brazil","Goiás","Teresina de Goiás","5,7 km na estrada em direção à Cavalcanti, 1,5 km em estrada de chão à direita. Cerrado bastante alterado.","-47.311667","-13.781667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2847987' target='other'> <mi>dwc_moreinfo</mi></a>","NY02173107","NY02173107_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-04-08 17:44:51-03","EAO","IAN","9471","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Bromelia","exigua","Bromelia exigua","Glaziou, AFM","22192",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN009471","IAN009471_f","Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2016-02-02 14:37:51-02","BGBM","B","B 10 0248932","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","exigua","Bromelia exigua","A. F. M. Glaziou","22192",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"Staat Goyaz, bei Capselinha do St. Antonio.",NA,NA,NA,"sheet II <a href=http://herbarium.bgbm.org/object/B100248932 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100248932","B100248932","Mez","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2016-02-02 14:37:51-02","BGBM","B","B 10 0248931","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","exigua","Bromelia exigua","A. F. M. Glaziou","22192","1894","10","19","Middle and South America","Brazil",NA,NA,"Civit. Goyaz.",NA,NA,NA,"sheet I; Herbarium Ign. Urban; Commissão exploradora do Planalto central do Brazil <a href=http://herbarium.bgbm.org/object/B100248931 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100248931","B100248931","Mez","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-12-21 16:19:23-03","MBM","MBM","426451","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","exigua","Bromelia exigua","Araújo, C.C.; Hoinaski, R.; Hoinaski, R.","53","2014","11","17","Southern America","Brazil","Distrito Federal","Brasília","Parque Ambiental Colégio Agrícola","-47.9296989440918","-15.7797002792358",NA,"Terrícola. Folhas verdes à avermelhadas, margem com espinhos. Brácteas vermelhas. Brácteas florais alvas à roseas. Sépalas alvas, base com escamas castanho-claras.Pétalas róseas, com margens alvas.; Cerrado s.s.","MBM426451",NA,"Mez",NA,"Monteiro, R.F.; Araújo, C.C.","2015","06","29","70570","1000","1000","auto",NA,NA,NA,NA,NA
"7","2020-12-21 16:19:23-03","MBM","MBM","149308","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","macedoi","Bromelia macedoi","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55837","1991","11","07","Southern America","Brazil","Goiás","Cristalina","Córrego Feio","-47.6136016845703","-16.7686004638672",NA,"Terrícola","MBM149308","MBM149308","L.B.Sm.",NA,"Leme, E.M.C.",NA,NA,NA,"85457",NA,NA,"auto",NA,NA,NA,NA,NA
"8","2014-02-03 12:14:36-02","MNHN","RECOLNAT_MNHN_P","P00753377","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Bromelia","exigua","Bromelia exigua","Glaziou, A.",NA,"1894","10",NA,NA,"Brésil",NA,NA,"Capelinha de Sto Antonio, près de la source d'eau chaude",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753377' target='other'> <mi>dwc_moreinfo</mi></a>","P00753377","P00753377_01","Mez","isotype",NA,NA,NA,NA,NA,NA,NA,NA,"22192",NA,NA,NA,NA
"9","2009-07-27 09:41:00-03","MO","MOBOT","2937974","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","exigua","Bromelia exigua","Auguste F.M. Glaziou","Glaziou 22192","1896","5","7","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mez",NA,"Carl Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2020-09-12 05:00:02-03","US","US","2248327","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Bromelia","macedoi","Bromelia macedoi","L. B. Smith & A. Macedo","4826","1956","10","18","South America - Neotropics","Brazil","Goiás",NA,"Near summit of Serra dos Pirineos.",NA,NA,NA,NA,"US00091406","US00091406_01","L.B. Sm.","Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA
"11","2020-09-12 05:00:02-03","US","US","2854650","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Bromelia","macedoi","Bromelia macedoi","J. M. Pires","16106","1978","6","28","South America - Neotropics","Brazil","Pará",NA,"Amazônia. Alto Xingú, Fazenda Rio Dourado, R. Dourado afluente do R. Fresco.",NA,NA,NA,NA,NA,NA,"L.B. Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA
"12","2020-09-02 16:22:25-03","Cenargen","CEN","94431","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","exigua","Bromelia exigua","Juliana A. Oliveira","511","2014","11","27",NA,"Brasil","GO","NIQUELANDIA","Margem da rodovia GO-132.","-48.1125","-14.191666","Exsicatas","(Det. por foto). Próximo a encosta de montanha. Copa das àrvores alcançando até 4m de altura. Entre pedras. Folhas verdes com base vermelha, cálice alvo, corola magenta com margem alva, estames alvos. Apenas 2 indivíduos visualizados. Foto. Material em sílica. Doação Jardim Botânico do Rio de Janeiro - RB 629330.","CEN00094431","CEN00094431","Mez",NA,"R. Monteiro","2014","12",NA,NA,"569","569",NA,NA,NA,"1","-48.1125","-14.191666"
"13","2020-09-02 16:22:25-03","Cenargen","CEN","101448","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","cf. macedoi","Bromelia cf. macedoi","Bárbara Pachêco","10","2016","11","17",NA,"Brasil","GO","BARRO ALTO","Área da mineradora Anglo American Brasil.","-49.010833","-15.101944","Exsicatas","Doação","CEN00101448","CEN00101448","L.B.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-49.010833","-15.101944"
"14","2020-09-02 16:22:25-03","Cenargen","CEN","82644","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","macedoi","Bromelia macedoi","Raquel Fernandes Monteiro - RB","434","2011","11","30",NA,"Brasil","GO","COCALZINHO DE GOIAS","BR 070, km 40. Em direção à Cocalzinho de Goiás.","-48.605833","-15.750277","Exsicatas","Erva em barranco pedregoso à beira da estrada. Folhas verdes a vináceas com bainha alva e tricomas ferrugíneos. Folhas do centro com base vermelha e tricomas alvos. Sépalas, brácteas primárias e brácteas florais creme avermelhadas com tricomas alvos. Inflorescência passada. Doação: Jardim Botânico do Rio de Janeiro - Herbário RB 546528","CEN00082644","CEN00082644","L.B.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-48.605833","-15.750277"
"15","2020-09-02 16:22:25-03","Cenargen","CEN","82632","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","macedoi","Bromelia macedoi","Raquel Fernandes Monteiro - RB","416","2011","11","23",NA,"Brasil","GO","COCALZINHO DE GOIAS","Parque Estadual dos Pirineus, Platô de Cerrado com afloramento rochosos, próximo á antena","-48.824722","-15.804166","Exsicatas","Erva terrestre ou rupícola, folhas verdes passando a vináceas com base e algumas vezes a margem e ápice rubros, bainha creme com ticomas ferreugíveos base das folhas com tricomas alvos brácteas do escapo e brácteas primárias com bainha creme e Lâmina rubra e lanugem alva, brácteas florais cremes com ápice rubro e lanugem alva, ovário creme com lanugem ferrugínea sépalas cremes com ápice rubro e lanugem alva, petals cremes com ápice magenta e margem alva, androceu ,Doação: Jardim Botânico do Rio de Janeiro - Herbário RB 546510","CEN00082632","CEN00082632","L.B.Sm.",NA,"R. F. Monteiro","2011","11",NA,NA,NA,NA,NA,NA,NA,"1","-48.824722","-15.804166"
"16","2020-09-02 16:22:25-03","Cenargen","CEN","98915","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","macedoi","Bromelia macedoi","Raquel Fernandes Monteiro - RB","126","2007","07","19",NA,"Brasil","GO","URUACU","Estrada Uruaçu-Niquelândia. 77 km de Niquelândia. GO 237.","-49.051944","-14.549444","Exsicatas","Bainha alva com tricomas castanhos, folhas verdes a vináceas, vermelhas próximo à inflorescência, acúleos castanhos, indumento lanoso alvo na lâmina próximo à inflorescência. Brácteas primárias com indumento alvo denso. Bráctea floral alva. Doação - Jardim Botânico do Rio de Janeiro - Herbário RB (451546).","CEN00098915","CEN00098915","L.B.Sm.",NA,NA,NA,NA,NA,NA,"489","489",NA,NA,NA,"1","-49.051944","-14.549444"
"17","2020-09-02 16:22:25-03","Cenargen","CEN","82634","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","macedoi","Bromelia macedoi","Raquel Fernandes Monteiro - RB","418","2011","11","23",NA,"Brasil","GO","COCALZINHO DE GOIAS","Areias Cerrado com afloramento rochosos, pos-queimada","-48.698333","-15.823333","Exsicatas","Erva terrestre ou rupícola, folhas verdes passando a vináceas com base e algumas vezes a margem e ápice rubros, bainha creme com ticomas ferreugíneos base das folhas com tricomas alvos brácteas do escapo e brácteas primárias com bainha creme e Lâmina rubra e lanugem alva, brácteas florais cremes com ápice rubro e lanugem alva, ovário cremr com lanugem ferrugínea sépalas cremes com ápice rubro e lanugem alva, petals cremes com ápice magenta e margem alva, androceu ,Doação: Jardim Botânico do Rio de Janeiro - Herbário RB 546512","CEN00082634","CEN00082634","L.B.Sm.",NA,"R. F. Monteiro","2011","11",NA,NA,NA,NA,NA,NA,NA,"1","-48.698333","-15.823333"
"18","2020-09-02 16:22:25-03","Cenargen","CEN","25039","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","macedoi","Bromelia macedoi","Taciana Barbosa Cavalcanti","1579","1995","07","22",NA,"Brasil","GO","NIQUELANDIA","Nas margens do rio Tocantinzinho.","48.1880555","-13.5975","Exsicatas","Crescendo sobre pedra. Brácteas vináceas, cremes na base.","CEN00025039","CEN00025039","L.B.Sm.",NA,"Z. J. G. Miranda","2001","09",NA,NA,"400","400",NA,NA,NA,"2","48.1880555","-13.5975"
"19","2020-09-02 16:22:25-03","Cenargen","CEN","24133","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","macedoi","Bromelia macedoi","Glocimar Pereira-Silva","1145","1992","07","07",NA,"Brasil","GO","NIQUELANDIA","3,7 km sul da GO - 237, a 5 km da sede da Fazenda Ouro Fino. Área de influência da UHE Serra da Mesa.","-48.966666",NA,"Exsicatas","Cálice branco; pétalas brancas na base e rosada no ápice branca na borda do labelo da corola; filetes brancos anteras creme; filete branco e rosado no ápice; estigma branco; folhas jovens brancas na base e rósea na dir.","CEN00024133","CEN00024133","L.B.Sm.",NA,"Z. J. G. Miranda","2001","09",NA,NA,"500","500",NA,NA,NA,"5","-48.966666","-1455000.0"
"20","2020-09-02 16:22:25-03","Cenargen","CEN","82646","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","macedoi","Bromelia macedoi","Raquel Fernandes Monteiro - RB","438","2011","11","30",NA,"Brasil","GO","MOSSAMEDES","Subida para reserva da UFG.","-50.189444","-16.078333","Exsicatas","Erva em barranco pedregoso à beira da estrada. Folhas verdes a vináceas com bainha alva e tricomas ferrugíneos. Folhas do centro com base vermelha. Brácteas do escapo semelhante às folhas, completamente vermelhas e tricomas alvos. Sépalas, brácteas primárias e brácteas florais creme avermelhadas com tricomas alvos. Inflorescência passada. Doação: Jardim Botânico do Rio de Janeiro - Herbário RB 546531","CEN00082646","CEN00082646","L.B.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-50.189444","-16.078333"
"21","2020-09-02 16:22:25-03","Cenargen","CEN","19664","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","macedoi","Bromelia macedoi","Sebastião Pinheiro Cordovil da Silva","85","1992","10","07",NA,"Brasil","GO","NIQUELANDIA","Próximo a ponte sobre o Ribeirão Castelão.","-48.4597015380859","-14.4738998413086","Exsicatas","Flores com pétalas vináceas e brancas na margem; estames brancos.","CEN00019664","CEN00019664","L.B.Sm.",NA,"Z. J. G. Miranda","2001","09",NA,"74171",NA,NA,"auto",NA,NA,"4",NA,NA
"22","2020-09-02 16:22:25-03","Cenargen","CEN","82637","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","minima","Bromelia minima","Raquel Fernandes Monteiro - RB","424","2011","11","26",NA,"Brasil","GO","TERESINA DE GOIAS","5,7 KM na estrada em direção á Cavalcanti, 1,5 KM em estrada de chão á direita, Cerrado bastante alterado.","-47.311666","-13.948333","Exsicatas","Erva terrestre em local sombreado formando grandes populações, folhas verdes a vináceas com bace abaxial cinéra devido á presença de tricomas, base das folhas vermelhas, ovário e sépalas alvas com tricomas ferrugíneos, pétalas alvas com ápice magenta e margem alva, gineceu e androceu alvos, Doação: Jardim Botânico do Rio de Janeiro - Herbário RB 546517","CEN00082637","CEN00082637","Leme & Esteves",NA,"R. F. Monteiro","2011","11",NA,NA,NA,NA,NA,NA,NA,"1","-47.311666","-13.948333"
"23","2019-11-13 11:17:07-03","USP","SPF","227948","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","exigua","Bromelia exigua","Silva, BR","1253","2003","12","08",NA,"Brasil","Goiás","Teresina de Goiás",NA,"-47.311389","-13.780833",NA,NA,"SPF00227948",NA,"Mez",NA,"Monteiro, RF","2015","10",NA,NA,"804","804",NA,NA,NA,NA,"-47.311389","-13.780833"
"24","2019-09-04 19:45:38-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Bromelia","exigua","Bromelia exigua","A. Glaziou","22192","1894","10","19","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"25","2019-07-09 12:55:49-03","F","FMNH-SEEDPLANTS","V0402728F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Bromelia","exigua","Bromelia exigua","T. Plowman et al.","8813","1980","2","13","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0402728F","V0402728F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"26","2019-11-01 15:13:18-03","UnB","UB","10923","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Bromelia","exigua","Bromelia exigua","Gomes, BM; Brito, DS; Mendes, VC","239","2001","03","09","Southern America","Brasil","Distrito Federal","Gama","Parque Recreativo e Reserva Ecológica do Gama","-48.05","-16.05",NA,"Subarbusto 0,8m. Flor rosa. Folhas vinho com base vermelha; anteras brancas.; Encosta rochosa.","UB0031295","UB0031295","Mez",NA,"Monteiro, RF","2015","09","29",NA,"850","850",NA,NA,NA,NA,"-48.05","-16.05"
"27","2019-11-01 15:13:18-03","UnB","UB","9617","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Bromelia","exigua","Bromelia exigua","Miranda, ZJG","s.n.","2000","06","02","Southern America","Brasil","Goiás","Valparaíso de Goiás","Pedregal, próximo ao lixão","-47.9785995483398","-16.0657997131348",NA,"Plantas estioladas quando ocorrem nas margens da mata que segue os cursos d'água.; Erva em roseta. Flor róseo-púrpura. Fruto verde-escuro.; Encosta. Topologia: Morro. Solo pedregoso, argilo arenoso.","UB0031296","UB0031296","Mez",NA,"Monteiro, RF","2015","09","29","8301",NA,NA,"auto",NA,NA,NA,NA,NA
"28","2019-11-21 10:02:34-03","IBt","SP","472322","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","exigua","Bromelia exigua","Araújo, CC; Hoinaski, R","52","2014","11","17",NA,"Brasil","Distrito Federal","Brasília","Parque Ambiental Colégio Agrícola","-47.704333","-15.65855",NA,NA,"SP051236","SP051236","Mez",NA,"Monteiro, RF; Araújo, CC","2015","06","29",NA,"981","981",NA,NA,NA,NA,"-47.704333","-15.65855"
"29","2019-11-21 10:02:34-03","IBt","SP","472323","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","exigua","Bromelia exigua","Araújo, CC; Hoinaski, R","53","2014","11","17",NA,"Brasil","Distrito Federal","Brasília","Parque Ambiental Colégio Agrícola","-47.703867","-15.659367",NA,NA,"SP051235","SP051235","Mez",NA,"Monteiro, RF; Araújo, CC","2015","06","29",NA,"1000","1000",NA,NA,NA,NA,"-47.703867","-15.659367"
