"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem","previousCatalogNumber"
"1","2021-03-15 16:37:00-03","NY","NYBG","1198313","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","B. M. Torke; R. B. Pinto","J. A. Lombardi","5145","2003","02","21","South America","Brazil","Minas Gerais","Salto da Divisa","Fazenda Jabuti.","-40.03289","-16.0325","180","180","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409496' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198313","NY01198313_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","00983947","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","E. Y. Dawson","14378","1956","05","19","South America","Brazil","Goiás","São João d'Aliança","Region of the Chapada dos Veadeiros. Along road 19-19½ km north of São João da Aliança","-47.5","-14.5",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983947","NY00983947_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","00983924","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","E. P. Heringer","6789",NA,NA,NA,"South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118332' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983924","NY00983924_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","00983950","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","D. R. Hunt","5962","1966","06","12","South America","Brazil","Mato Grosso",NA,"Barra do Garças- Xavantina road, 20 km from Xavantina","-52.300511","-14.8211","900","1150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118346' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983950","NY00983950_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","1550290","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","G. G. Hatschbach","19056","1968","04","19","South America","Brazil","Paraná","Icaraíma","Rio Parana, paredao das Araras","-53.6139","-23.3958",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1815952' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550290","NY01550290_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","00983922","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","E. P. Heringer","15543","1976","04","23","South America","Brazil","Goiás","Abadia de Goiás","Abadia, GO (Abadia Velha)","-49.4372","-16.7572",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118327' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983922","NY00983922_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2016-09-27 19:31:00-03","NY","NYBG","01269266","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra",NA,"R. H. Maxwell","P. Bettella","143","1991","05","19","South America","Bolivia","Santa Cruz","Guarayos","Perseverancia","-62.78","-14.73",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148381' target='other'> <mi>dwc_moreinfo</mi></a>","NY01269266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","00983952","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","G. T. Prance","58603","1964","08","09","South America","Brazil","Maranhão","Estreito","Road Carolina to Estreita, 2-15 km. from Estreita.","-47.4508","-6.5608",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983952","NY00983952_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","00983951","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","J. M. Pires","9021","1963","04","12","South America","Brazil","Distrito Federal","Brasília","Catetinho","-47.988069","-15.948311",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118342' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983951","NY00983951_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","595682","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","J. M. Pires","58134","1964","07","02","South America","Brazil","Bahia",NA,"Alvorada, a 270 km. de Brasília para Fortaleza. Rio Correntes",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=442273' target='other'> <mi>dwc_moreinfo</mi></a>","NY00595682","NY00595682_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","00983919","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","H. S. Irwin","31836","1971","03","15","South America","Brazil","Goiás","São João d'Aliança","Serra Geral do Paraná, ca. 3 km S.of São João de Aliança, near Riacho","-47.5333","-14.72711","850","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118293' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983919","NY00983919_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00983925","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","E. P. Heringer","6698","1981","04","01","South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983925","NY00983925_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00983953","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","G. T. Prance","26180","1979","06","13","South America","Brazil","Mato Grosso",NA,"Road to Santa Isabel from Jofre.","-56.92","-17.12",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983953","NY00983953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00983918","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","H. S. Irwin","17497","1966","06","21","South America","Brazil","Goiás","Piranhas","Ca. 78 km. S. E. of Aragarças. Drainage of the Upper Rio Araguaia.","-51.97","-16.42","700","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118286' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983918","NY00983918_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00983946","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","E. P. Heringer","1103","1979","03","21","South America","Brazil","Goiás","Formosa","Fazenda Santa Rita da Fartura","-47.3342","-15.5372",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118335' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983946","NY00983946_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","595684","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","N. T. da Silva","M. J. P. Pires-O'Brien","1366","1986","08","21","South America","Brazil","Amapá","Mazagão","Morro do Felipo VI","-51.2892","-0.1153",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=442272' target='other'> <mi>dwc_moreinfo</mi></a>","NY00595684","NY00595684_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00748682","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","H. S. Irwin","s.n.","1968","03","30","South America","Brazil","Distrito Federal","Brasília","Serra dos Pirineus. Gama Park.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879960' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748682","NY00748682_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01417583","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","J. W. Grimes","C. A. Cid Ferreira","9223","1987","08","23","South America","Brazil","Roraima","Caracaraí","Estrada Perimetral Norte (BR-210), 10 km do entroncamento com Estrada Manaus-Caracaraí (BR-174), próximo a Novo Paraíso","-60.4714939","1.247311",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1383483' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417583","NY01417583_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00983917","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","H. S. Irwin","17192","1966","06","15","South America","Brazil","Mato Grosso",NA,"Ca. 75 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.23","-15.28","500","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983917","NY00983917_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00983915","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","W. R. Anderson","9830","1973","05","06","South America","Brazil","Mato Grosso",NA,"Ca. 12 km (straight line) ENE of Barra do Garças","-52.15692","-15.8436","480","480","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118281' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983915","NY00983915_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-27 04:24:00-03","NY","NYBG","595685","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra",NA,"R. H. Maxwell","R. Guillén","1282","1994","05","15","South America","Bolivia","Santa Cruz","Velasco","Campamento El Refugio, a 300 metros al sudeste de la casa en la ribera del río Paraguá","-61.0364","-14.7692","180","180","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=442274' target='other'> <mi>dwc_moreinfo</mi></a>","NY00595685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01417582","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","A. C. Smith","B. A. Krukoff","1068","1931","09","10","South America","Brazil","Pará",NA,"Lower Cupary River, plateau between the Xingu and Tapajos Rivers","-53.9867735","-3.7272268",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1660876' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417582","NY01417582_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00748657","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","H. S. Irwin","21009","1968","03","01","South America","Brazil","Minas Gerais",NA,"Ca. 33km S. of João Pinheiro, valley of Rio São Francisco.","-46","-17.93","600","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879917' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748657","NY00748657_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01417586","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","C. A. Cid Ferreira","5043","1984","07","04","South America","Brazil","Rondônia","Aríquemes","BR 364, estrada Cuiabá-Porto Velho, km 470, ao longo da rodovia","-63.05","-10.18",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1660879' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417586","NY01417586_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00984348","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","H. S. Irwin","21009","1968","03","01","South America","Brazil","Minas Gerais",NA,"Ca. 33km S. of João Pinheiro, valley of Rio São Francisco.","-46","-17.93","600","600","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984348","NY00984348_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","595681","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.",NA,"L. P. de Queiroz","4121","1994","10","13","South America","Brazil","Bahia","Riachao das Neves","Ca 11 km N de Riachâo das Neves, na BR 135 (estrada Formosa do Rio Preto-Barreiras","-44.95","-11.68",NA,NA,"sheet","Foto <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=442277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00595681","NY00595681_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00983943","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","H. S. Irwin","21608","1968","03","21","South America","Brazil","Tocantins","Guaraí","Ca. 15 km S.E. of Guará on road to Tupirama.","-48.38","-9.05","500","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118292' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983943","NY00983943_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00748683","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","W. R. Anderson","7536","1973","03","21","South America","Brazil","Goiás","São João d'Aliança","15 km by road S of São João da Aliança. Serra Geral do Paraná.","-47.52","-14.88","1120","1120","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879963' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748683","NY00748683_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00983955","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","A. P. Duarte","7729","1963","04","28","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118349' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983955","NY00983955_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00983923","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","E. P. Heringer","4452","1980","04","22","South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118328' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983923","NY00983923_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00983954","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","D. R. Hunt","5962","1966","06","12","South America","Brazil","Mato Grosso",NA,"Barra do Garças- Xavantina road, 20 km from Xavantina","-52.300511","-14.8211","900","1150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118348' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983954","NY00983954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
