X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,occurrenceRemarks,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,relationshipType,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.9099998474121,-23.6000003814697,"66",2019-12-04 15:25:05-03,PUCPR,HUCP,"22613",S,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,"Lozano, E",NA,NA,NA,"Lozano, E; Petean, MP","2011","11","26",Brasil,São Paulo,Cotia,NA,-46.9099998474121,-23.6000003814697,NA,NA,NA,NA,HUCP00010886,HUCP00010886,"796",NA,NA,NA,NA,Eudicotiledonea,NA,"23869",auto,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
-45.57,-23.39,"106",2020-11-04 11:05:30-03,ESALQ,ESA,"68878",PreservedSpecimen,Plantae,Cunoniaceae,Weinmannia,paulinifolia,Weinmannia paulinifolia,Pohl ex Ser.,NA,NA,NA,NA,"Franco, G.A.D.C.; Scalon, V.R.; Souza, S.C.; Siqueira, L.P.; Atanasio, C.; Sorreano, M.C.; Buchineri, V.; Rodrigues, R.R.; Tamashiro, J.Y.; Souza, V.C.","2000","04","24",Brasil,São Paulo,Mogi das Cruzes,"Entorno da Represa Casa Grande (Sabesp) , ao longo da Estrada Usacá. Floresta Ombrófila Densa no reverso da Serra do Mar (com perturbação). Borda de mata",-45.57,-23.39,"-45.57","-23.39",NA,NA,ESA068878,ESA068878,"2997.0","Árvore, 8m alt.; vegetativo",NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARAIBUNA,"3535606"
-45.183333,-23.4,"230",2021-03-01 16:28:51-03,UNICAMP,UEC,"200134",S,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,NA,NA,NA,NA,"Padgurschi, MCG; Belinello, R","2009",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"-45.183333","-23.4","990","1045",UEC177681,UEC177681,M2147,Parcela M - Projeto Biota-FAPESP. Árvore com 15 metros de altura. Frequência da espécie na parcela: n=1,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-46.5499992370605,-23.1100006103516,"255",2021-03-01 16:28:51-03,UNICAMP,UEC,"57951",S,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,"Queiroz, LP","1991","09",NA,"Salino, A","1991","09","14",Brazil,São Paulo,Atibaia,"Parque Municipal da Grota Funda, Pico da Pedra Grande.",-46.5499992370605,-23.1100006103516,NA,NA,"1500","1500",UEC044052,UEC044052,"1094","Arvoreta, com 3-4m de altura, em local aberto. Muito visitada por abelhas e coleopteros, flores brancas com perfume doce.",NA,NA,NA,Magnoliopsida,NA,"21675",auto,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.3300018310547,-23.9599990844727,"264",2021-03-01 16:28:51-03,UNICAMP,UEC,"135480",S,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,"Zickel, CS","1995","07",NA,"Passos, FC","1989","11","28",Brazil,São Paulo,Santos,Boracéia.,-46.3300018310547,-23.9599990844727,NA,NA,NA,NA,UEC044055,UEC044055,"22559",Arbustivo-arbóreo com inflorescências de flores amarelas.,NA,NA,NA,Magnoliopsida,NA,"26836",auto,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
-45.8400001525879,-23.5300006866455,"397",2020-12-21 16:21:45-03,MBM,MBM,"243137",PreservedSpecimen,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl,"Hashimoto, G.",NA,NA,NA,"Hashimoto, G.","1989","08","23",Brazil,São Paulo,Salesópolis,Serra do Mar,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,MBM243137,MBM243137,"912",NA,Southern America,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-47.090278,-23.975556,"515",2021-03-04 11:05:01-03,UFRB,HURB,"3790",PreservedSpecimen,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl. ex Ser.,R.T. Polisel,"2008","12","10","Polisel, R.T.","2008","11","28",Brasil,São Paulo,Juquitiba,"Estrada da Palestina (BR 116, Km 330); Km 3.2, na borda da estrada",-47.090278,-23.975556,47°5'25 W,23°58'32 S,"700","700",HURB000003790,NA,"923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-46.5499992370605,-23.1100006103516,"710",2020-11-12 17:02:16-03,UEL,FUEL,"13833",PreservedSpecimen,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl ex Ser.,"Queiroz, LP","1991","09",NA,"Salino, A","1991","09","14",Brasil,São Paulo,Atibaia,"Parque Municipal da Grota Funda,Pico da Pedra Gran, Pico da Pedra Grande.",-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,NA,NA,"1094",NA,NA,NA,NA,Tracheophyta,Oxalidales,"21675",auto,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-45.883333,-23.25,"738",2021-03-04 15:43:03-03,IF,SPSF,"48006",PreservedSpecimen,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl,NA,NA,NA,NA,T.E.Barreto,"2013","03","25",Brasil,SP,Campos do Jordão,Fazenda Prana,-45.883333,-23.25,NA,NA,NA,NA,NA,NA,"241","COLETA: Árvore; GEOGRAFIA: FOD - Altomontana;",América do Sul,NA,NA,Magnoliophyta,Fabales,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-47.090278,-23.975556,"739",2021-03-04 15:43:03-03,IF,SPSF,"42093",PreservedSpecimen,Plantae,Cunoniaceae,Weinmannia,paulliniifolia,Weinmannia paulliniifolia,Pohl,R.T. Polisel,"2008","12","10",R.T.Polisel,"2008","11","28",Brasil,SP,Juquitiba,Estrada da Palestina,-47.090278,-23.975556,NA,NA,"700","700",NA,NA,"923","COLETA: Árvore 7m; flores brancas.; GEOGRAFIA: Na margem da estrada, km.3,2;",América do Sul,NA,NA,Magnoliophyta,Fabales,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
