X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,minimumElevationInMeters,maximumElevationInMeters,imagecode,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,class,relatedCatalogItem,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.621883,-23.654505,"5",2021-03-15 16:37:00-03,NY,NYBG,"395870",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,W. Hoehne,NA,NA,NA,W. Hoehne,s.n.,"1944","10","19",Brazil,São Paulo,Sao Paulo,Parque do Estado da Sao Paulo,-46.621883,-23.654505,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489655' target='other'> <mi>dwc_moreinfo</mi></a>,NY00395870,NA,NA,NY00395870_01,NA,South America,sheet,NA,Magnoliophyta,Magnoliales,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.633333,-23.55,"44",2020-02-08 09:44:01-03,NBC,NL-BOTANY,U.1074198,PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,NA,NA,NA,NA,Hoehne W,NA,"1944","10","19",Brazil,São Paulo,NA,NA,-46.633333,-23.55,"-46.633333","-23.55",<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1074198 target=other class=eLink> <mi>dwc_moreinfo</mi></a>,NL-U1074198,NA,NA,NL-U1074198,NA,Southern America,NA,NA,NA,Magnoliales,NA,NA,NA,Magnoliopsidae,U 0133790,NA,NA,SÃO PAULO,"3550308"
-47.35173,-24.03059,"48",2020-11-04 10:59:28-03,ESALQ,ESA,"128794",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,NA,"Rodrigues, R.R.","2013","03","30","Cabral, F.N.","892.0","2013","03","30",Brasil,São Paulo,Tapiraí,"Trilha do Chagas, UHE da Fumaça, Floresta Ombrófila Densa, à margem esquerda do Rio Juquiá.",-47.35173,-24.03059,"-47.35173","-24.03059","Árvore de 15m. Tronco acinzentado, não cascudo. Com fruto verde.",ESA128794,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.34643,-24.02923,"50",2020-11-04 10:59:28-03,ESALQ,ESA,"128795",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,NA,"Souza, V.C.","2013","04","04","Kuntz, J.","1008.0","2013","03","31",Brasil,São Paulo,Tapiraí,"UHE Barra, trilha da vila dos moradores em direção à caixa d'água, aproximadamente 2km. Floresta Ombrófila Densa.",-47.34643,-24.02923,"-47.34643","-24.02923",Árvore ca. 12 m alt. Frutos imaturos verdes.,ESA128795,"422","422",NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.16,-24.15,"51",2020-11-04 10:59:28-03,ESALQ,ESA,"128796",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,NA,"Ivanauskas, N.M. & Souza, V.C.","2013","03","26","Polisel, R.T.","1068.0","2013","03","26",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",-47.16,-24.15,"-47.16","-24.15","Planta jovem de 1,0 m de altura.",ESA128796,"516","516",NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO DE TOLEDO,"3537206"
-47.4599990844727,-24.2800006866455,"65",2020-11-04 10:59:28-03,ESALQ,ESA,"20161",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,"Souza, V.C.",NA,NA,NA,"Pirani, J.R. ; Garcia, R.F.","3137.0","1994","04","29",Brasil,São Paulo,Miracatu,NA,-47.4599990844727,-24.2800006866455,NA,NA,NA,ESA020161,NA,NA,ESA020161,NA,NA,NA,NA,Magnoliophyta,NA,"43974",auto,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-46.6300010681152,-23.5400009155273,"69",2020-11-04 10:59:28-03,ESALQ,ESA,"3714",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,"Dias, M.C.",NA,NA,NA,"Pickel, B.",NA,"1945","02","09",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,ESA003714,NA,NA,ESA003714,NA,NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"80",2019-02-15 11:32:51-02,IPA,IPA,"9299",S,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,NA,NA,NA,NA,"Pickel, B.",s.n.,"1941","12","30",Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,Flor roxa.,IPA0009299,NA,NA,NA,NA,Southern America,NA,NA,Plantae,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"81",2019-02-15 11:32:51-02,IPA,IPA,"9298",S,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,Gehrt,"1940","07",NA,"Pickel, B.","4619","1940","04","24",Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,Cultivada (frutos novos em abril).,IPA0009298,NA,NA,NA,NA,Southern America,NA,NA,Plantae,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.083333,-23.535186,"97",2020-12-20 21:15:26-03,UFV,VIC,"46631",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,NA,NA,NA,NA,"Conforti, T.B.; Saviani, E.R.",94-36,"2004","07","16",Brasil,São Paulo,Campinas,Bosque dos Jequitibás,-47.083333,-23.535186,"-47.083333","-23.535186","Floresta Estacional Semidecidual submontana. Árvore , 20m de altura; frutos imaturos verdes. Indivíduo 137, fitossoc.; Árvore , 20m de altura; frutos imaturos verdes. Indivíduo 137fitossoc.; Floresta Estacional Semidecidual submontana",VIC046631,"652","652",VIC046631 VIC046631_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-45.8800010681152,-23.1700000762939,"100",2020-12-20 21:15:26-03,UFV,VIC,"10893",PreservedSpecimen,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,NA,NA,NA,NA,"Silva, A.F. da; Martins, F.R.","1247","1985","09","10",Brasil,São Paulo,São José dos Campos,"Reserva Florestal Prof. Augusto Ruschi, Estrada Turvo. Observatório Halley.",-45.8800010681152,-23.1700000762939,NA,NA,"Árvore com 5,0 metros de altura, frutos imaturos de cor verde.",VIC010893,NA,NA,VIC010893,NA,NA,NA,NA,NA,NA,"39297",auto,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-47.346389,-24.029167,"119",2021-03-01 16:21:30-03,UNICAMP,UEC,"180511",S,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,"Souza, VC","2013","04","04","Kuntz, J; Colletta, GD; Girão, VJ; Moreno, VS; Souza, VC; Rodrigues, RR","1008","2013","03","31",Brazil,São Paulo,Tapiraí,"UHE da Barra, trilha da vila dos moradores em direção à caixa d'água, aproximadamente 2 Km.",-47.346389,-24.029167,"-47.346389","-24.029167","Árvore ca. 12 m alt. Frutos imaturos verdes.; Floresta Ombrófila Densa.",UEC047973,"422","422",UEC047973,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-45.183333,-23.4,"121",2021-03-01 16:21:30-03,UNICAMP,UEC,"200163",S,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,NA,NA,NA,NA,"Padgurschi, MCG; Belinello, R",M1483,"2009",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"-45.183333","-23.4",Parcela M - Projeto Biota-FAPESP. Árvore com 8.5 metros de altura. Frequência da espécie na parcela: n=1,UEC177748,"990","1045",UEC177748,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-47.2200012207031,-23.6499996185303,"139",2019-08-20 10:02:50-03,UNICAMP,UEC,"73536",S,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,"Lobão, A","2004","08",NA,"Baitello, JB; Pastore, JFB","791","1995","07","28",Brazil,São Paulo,Ibiúna,Fazenda Tucano,-47.2200012207031,-23.6499996185303,NA,NA,"fruto, Na mata. Árvore 8m alt., frutos imaturos verdes.",UEC099736,NA,NA,UEC099736,NA,NA,NA,NA,Magnoliopsida,NA,"43112",auto,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-46.6300010681152,-23.5400009155273,"142",2019-08-20 10:02:50-03,UNICAMP,UEC,"33459",S,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,"Dias, MC","1988","04",NA,"Hoehne, W",s.n.,"1944","10","19",Brazil,São Paulo,São Paulo,Parque do Estado de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"flor, NV: pindauvuna.",UEC099728,NA,NA,UEC099728,NA,NA,NA,NA,Magnoliopsida,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.1500015258789,-23.2000007629395,"181",2020-06-29 09:29:09-03,UFRRJ,RBR,"2083",S,Plantae,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,NA,NA,NA,NA,"A. Gentry; E. Zardini","49203","1985","01","05",Brasil,São Paulo,Igaratá,"'N from km 13 of Dom Pedro Highway, El Dash property and adjacent forest remnant, alt. ca. 800m. Interior foothills of Serra do Mar.43°20#?# S - 46°02#?# W'",-46.1500015258789,-23.2000007629395,NA,NA,NA,RBR00002083,NA,NA,RBR00002083,NA,NA,NA,NA,NA,NA,"24798",auto,NA,NA,NA,NA,NA,IGARATÁ,"3520202"
-47.63,-24.32,"184",2013-04-01 09:20:26-03,IPT,BCTW,"6292",S,Plantae,NA,Xylopia,brasiliensis,Xylopia brasiliensis,Spreng.,IPT,NA,NA,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,Juquiá,NA,-47.63,-24.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"32505",auto,NA,Magnoliopsida,NA,NA,NA,JUQUIÁ,"3526100"
