X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,locality,phylum,order,continentOcean,preparationType,infraspecificEpithet,coordinatePrecision,geoFlag,typeStatus,class,fieldNumber,individualCount,minimumDepthInMeters,maximumDepthInMeters,relatedCatalogItem,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"79",2021-03-15 16:37:00-03,NY,NYBG,"02499176",PreservedSpecimen,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(DC.) Cogn.,M. Reginato,NA,NA,NA,M. Reginato,"1323","2012","02","14",Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085134' target='other'> <mi>dwc_moreinfo</mi></a>,NY02499176,NY02499176_01,"P.E. da Serra do Mar, Núcleo Curucutu, trilha do campo",Magnoliophyta,Myrtales,South America,sheet,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.233333,-23.416667,"97",2021-02-08 11:09:23-03,UNESP-IBB,BOTU,"25144",PreservedSpecimen,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(DC.) Cogn.,"Matsumoto, K.",NA,NA,NA,"Pilla, M.A.C.","141","2005","03","20",Brasil,São Paulo,Natividade da Serra,-45.233333,-23.416667,45°14'w,23°25's,NA,NA,NA,BOTU025144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-46.783333,-24.166667,"100",2021-02-08 11:09:25-03,UNESP-IBB,BOTU,"17344",PreservedSpecimen,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(DC.) Cogn.,"Chiea, S.A.C.","1997","08",NA,"Carmello, S.M.","2","1987","10","03",Brasil,São Paulo,Itanhaem,-46.783333,-24.166667,46°47'w,24°10's,NA,NA,NA,BOTU017344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.25,-23.75,"102",2021-02-08 11:09:23-03,UNESP-IBB,BOTU,"13117",PreservedSpecimen,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(DC.) Cogn.,"Chiea, S.A.C.","1997","08",NA,"Amaral Jr., A.","18","1985","04","26",Brasil,São Paulo,Santo André,-46.25,-23.75,46°15'w,23°45's,NA,NA,NA,BOTU013117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.6300010681152,-23.5400009155273,"125",2019-12-12 15:31:46-03,UFABC,HUFABC,"001251",PreservedSpecimen,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(DC.) cogn.,NA,NA,NA,NA,"Barreto, EHP","636","2016","01","06",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Doação do herbário municipal (Pq do Ibirapuera).; arvoreta 2m alt., flores lilases",HUFABC001251,NA,"Parrelheiros, Sítio Zé Toco , borda de mata.",Angiospermas,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1300010681152,-23.5200004577637,"153",2020-11-04 11:13:28-03,ESALQ,ESA,"26915",PreservedSpecimen,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(DC.) Cogn.,"Chiea, S.A.C.",NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","222.0","1993","10","02",Brasil,São Paulo,São Roque,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,NA,ESA026915,ESA026915,NA,Magnoliophyta,NA,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.021472,-22.887694,"205",2021-03-01 16:34:12-03,UNICAMP,UEC,"125743",S,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(A.DC.) Cogn.,"Meireles, LD",NA,NA,NA,"Kinoshita, LS; Meireles, LD; Galvão, JC; Aguirre, GH; Moraes, AR","109","2002","05","16",Brazil,Minas Gerais,Camanducaia,-46.021472,-22.887694,"-46.021472","-22.887694",NA,NA,"Árvore jovem, 4-5m.",UEC038752,UEC038752,Monte Verde. Pedra Redonda,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.771389,-23.544167,"215",2021-03-01 16:34:12-03,UNICAMP,UEC,"187173",S,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(A.DC.) Cogn.,"Gonçalves, HR","2007","10",NA,"Silva, SMP; Matos, VA; Ferreira, MI; Cruz, GC; Lima Júnior, EO; Silva, AM","176","2006","07","18",Brazil,São Paulo,Pindamonhangaba,-45.771389,-23.544167,"-45.771389","-23.544167","557","557",Árvore. Frutos ovóides roxos.,UEC116695,UEC116695,Fazenda São Sebastião do Ribeirão Grande.,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.735,-23.835556,"242",2021-03-01 16:34:20-03,UNICAMP,UEC,"72844",S,Plantae,Melastomataceae,Leandra,sublanata,Leandra sublanata,Cogn.,"Goldenberg, R","1996","04",NA,"Garcia, RJF; Ferreira, GMP; Jacintho, LRC","560","1995","02","15",Brazil,São Paulo,Parelheiros,-46.735,-23.835556,"-46.735","-23.835556",NA,NA,"Arvoreta de 1,70m alt.; pétalas brancas, estames lilases; frutos roxos; Borda da mata",UEC044797,UEC044797,"Jd. Nova Parelheiros, sítio do Sr. José Guilguer Reimberg (Sr. José Toco), à direita na Estrada Engenheiro Marsilac, após entroncamento com a Estrada da Colônia",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.735,-23.835556,"243",2021-03-01 16:34:20-03,UNICAMP,UEC,"72833",S,Plantae,Melastomataceae,Leandra,sublanata,Leandra sublanata,Cogn.,"Chiea, SAC","1997","05",NA,"Garcia, RJF; Ferreira, GMP; Jacintho, LRC","566","1995","02","15",Brazil,São Paulo,Parelheiros,-46.735,-23.835556,"-46.735","-23.835556",NA,NA,"Arbusto ca. 2,0m alt.; pétalas e filetes brancos; estames lilases; Borda da mata",UEC044798,UEC044798,"Jd. Novo Parelheiros, sítio do Sr. José Guilguer Reimberg (Sr. José Toco), à direita da Estrada Engenheiro Marsilac, após o entroncamento com a Estrada da Colônia",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
