X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,phylum,order,typeStatus,continentOcean,minimumElevationInMeters,maximumElevationInMeters,preparationType,yearIdentified,monthIdentified,dayIdentified,class,coordinatePrecision,geoFlag,fieldNumber,individualCount,infraspecificEpithet,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"61",2020-12-21 16:37:04-03,MBM,MBM,"41351",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Mattos, J.","Hoehne, F.C.",s.n.,"1918","09","14",Brazil,São Paulo,São Paulo,Vila Cerqueira Cezar,-46.6300010681152,-23.5400009155273,NA,NA,NA,MBM041351,MBM041351,NA,NA,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"81",2020-09-12 05:00:02-03,US,US,"2790592",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,NA,NA,F. C. Hoehne,s.n.,"1931","9","28",Brazil,São Paulo,São Paulo,Nativa no Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,US01891733,US01891733_01 US01891733_02,NA,Myrtales,NA,South America - Neotropics,NA,NA,NA,NA,NA,NA,Dicotyledonae,"53584",auto,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"82",2020-09-12 05:00:02-03,US,US,"2780099",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,NA,NA,A. Usteri,s.n.,"1906","9","19",Brazil,São Paulo,São Paulo,Avenida Paulista,-46.6300010681152,-23.5400009155273,NA,NA,NA,US01891736,US01891736_01 US01891736_02,NA,Myrtales,NA,South America - Neotropics,NA,NA,NA,NA,NA,NA,Dicotyledonae,"53584",auto,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"83",2020-09-12 05:00:02-03,US,US,"2622748",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,NA,NA,A. C. Brade,"21290","1953","10",NA,Brazil,São Paulo,São Paulo,Vila Ema,-46.6300010681152,-23.5400009155273,NA,NA,NA,US01891730,US01891730_01 US01891730_02,NA,Myrtales,NA,South America - Neotropics,NA,NA,NA,NA,NA,NA,Dicotyledonae,"53584",auto,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"86",2020-09-12 05:00:02-03,US,US,"1802780",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,NA,NA,B. J. Pickel,"5374","1941","9","1",Brazil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,US01891732,US01891732_01 US01891732_02,NA,Myrtales,NA,South America - Neotropics,NA,NA,NA,NA,NA,NA,Dicotyledonae,"53584",auto,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"88",2020-09-12 05:00:02-03,US,US,"2780100",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,NA,NA,F. C. Hoehne,s.n.,"1918","9","14",Brazil,São Paulo,São Paulo,Vila Cerqueira Cezar,-46.6300010681152,-23.5400009155273,NA,NA,NA,US01891734,US01891734_01 US01891734_02,NA,Myrtales,NA,South America - Neotropics,NA,NA,NA,NA,NA,NA,Dicotyledonae,"53584",auto,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.560001373291,-23.6900005340576,"89",2020-09-12 05:00:02-03,US,US,"2790639",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,NA,NA,A. C. Brade,"7407","1913","10","26",Brazil,São Paulo,São Bernardo do Campo,NA,-46.560001373291,-23.6900005340576,NA,NA,NA,US01891735,US01891735_01 US01891735_02,NA,Myrtales,NA,South America - Neotropics,NA,NA,NA,NA,NA,NA,Dicotyledonae,"31119",auto,NA,"1",NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
-46.6300010681152,-23.5400009155273,"90",2020-09-12 05:00:02-03,US,US,"1802830",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,NA,NA,NA,"5375","1941","9","1",Brazil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,US01891731,US01891731_01 US01891731_02,NA,Myrtales,NA,South America - Neotropics,NA,NA,NA,NA,NA,NA,Dicotyledonae,"53584",auto,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.9099998474121,-23.6000003814697,"99",2019-11-13 11:26:55-03,USP,SPF,"219498",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,Anônimo,"Bernacci, LC","3008","2001","01","11",Brasil,São Paulo,Cotia,Caucaia do Alto,-46.9099998474121,-23.6000003814697,NA,NA,NA,SPF00219498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23869",auto,NA,NA,NA,NA,COTIA,"3513009"
-46.6300010681152,-23.5400009155273,"100",2019-11-13 11:26:55-03,USP,SPF,"12329",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Mattos, J","Hoehne, W","1929","1945","09","05",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00012329,NA,NA,NA,NA,NA,NA,NA,NA,"1963","10",NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"101",2019-11-13 11:26:55-03,USP,SPF,"12328",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Mattos, J","Hoehne, W","1881","1945","10","05",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00012328,NA,NA,NA,NA,NA,NA,NA,NA,"1963","10",NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"102",2019-11-13 11:26:55-03,USP,SPF,"82270",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Mattos, J",Sem coletor,s.n.,NA,NA,NA,Brasil,São Paulo,São Paulo,Jardim Botânico de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00082270,NA,NA,NA,NA,NA,NA,NA,NA,"1961",NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"103",2019-11-13 11:26:55-03,USP,SPF,"81923",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Mattos, J","Hoehne, FC",s.n.,"1931","09","28",Brasil,São Paulo,São Paulo,Jardim Botânico de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00081923,NA,NA,NA,NA,NA,NA,NA,NA,"1961","03",NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"104",2019-11-13 11:26:55-03,USP,SPF,"12327",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Mattos, J","Hoehne, W","1468","1944","09","12",Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00012327,NA,NA,NA,NA,NA,NA,NA,NA,"1963","10",NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.072134,-23.708332,"126",2020-11-23 11:39:09-03,IAC,IAC,"40375",S,Plantae,Myrtaceae-2.Myrtoideae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,L.C. Bernacci & G. Durigan,L.C. Bernacci & G. Durigan,"3058","2001","04","26",Brasil,São Paulo,Ibiúna,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Tereza",-47.072134,-23.708332,"-47.072134","-23.708332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","04","26",NA,NA,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-47.062946,-23.725098,"127",2019-01-25 15:35:34-02,IAC,IAC,"40979",S,Plantae,Myrtaceae-2.Myrtoideae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,L.C. Bernacci & G.A.D.C. Franco et al.,L.C. Bernacci & G.A.D.C. Franco et al.,"2960","2000","12","07",Brasil,São Paulo,Ibiúna,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Mioko",-47.062946,-23.725098,"-47.062946","-23.725098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","12","07",NA,NA,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-47.062946,-23.725098,"128",2019-01-25 15:35:34-02,IAC,IAC,"40983",S,Plantae,Myrtaceae-2.Myrtoideae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,L.C. Bernacci & G.A.D.C. Franco et al.,L.C. Bernacci & G.A.D.C. Franco et al.,"2964","2000","12","07",Brasil,São Paulo,Ibiúna,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Mioko",-47.062946,-23.725098,"-47.062946","-23.725098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","12","07",NA,NA,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-47.072921,-23.715509,"129",2020-11-23 11:39:09-03,IAC,IAC,"41027",S,Plantae,Myrtaceae-2.Myrtoideae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,L.C. Bernacci & G.F. Árbocz,L.C. Bernacci & G.F. Árbocz,"3008","2001","01","11",Brasil,São Paulo,Ibiúna,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Beto Borracheiro",-47.072921,-23.715509,"-47.072921","-23.715509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","01","11",NA,NA,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-47.072168,-23.72448,"130",2020-11-23 11:39:09-03,IAC,IAC,"41835",S,Plantae,Myrtaceae-2.Myrtoideae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,L.C. Bernacci et al.,"L.C. Bernacci; G.A.D.C. Franco; E. Quirino & E. Furlan","3268","2001","08","08",Brasil,São Paulo,Ibiúna,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Godoy",-47.072168,-23.72448,"-47.072168","-23.72448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","08","08",NA,NA,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-47.062946,-23.725098,"131",2020-11-23 11:39:09-03,IAC,IAC,"42128",S,Plantae,Myrtaceae-2.Myrtoideae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,L.C. Bernacci et al.,"L.C. Bernacci; G.A.D.C. Franco; G. Durigan; G.F. Árbocz & E. Furlan","3288","2000","11","09",Brasil,São Paulo,Ibiúna,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Mioko",-47.062946,-23.725098,"-47.062946","-23.725098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","11","09",NA,NA,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-46.6300010681152,-23.5400009155273,"148",2019-11-01 15:05:57-03,UnB,UB,"131444",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D. Legrand & Kausel,"Mattos, J","Hoehne, W",SPF12327,"1944","09","12",Brasil,São Paulo,São Paulo,Parque do Estado de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,Arbusto.,NA,NA,Dicotyledoneae,NA,NA,Southern America,NA,NA,NA,"1963",NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"149",2019-10-03 10:04:16-03,UFSCar,SORO,"7664",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,J.R.Mattos,NA,"1881","1945","10","05",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1963","10",NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"150",2019-10-03 10:04:16-03,UFSCar,SORO,"7663",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,J.R.Mattos,NA,"1929","1945","09","05",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1963","10",NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"152",2019-10-03 10:04:16-03,UFSCar,SORO,"7662",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,J.R.Mattos,NA,"1468","1944","09","12",Brasil,São Paulo,São Paulo,Parque do Estado.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"154",2019-12-05 14:48:38-03,UFSCar,SORO,"7789",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,E.H.P.Barretto,"Barretto, E.H.P.; Granato, L.; Carvalho, G.S.","612","2015","12","08",Brasil,São Paulo,São Paulo,"Sítio Nova Esperança, Estrada do Gramado. Capoeirinha.",-46.6300010681152,-23.5400009155273,NA,NA,"Árvore, 6m alt.; frutos verde-acastanhados. Mesmo exemplar de E.H.P.Barretto 587.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","12",NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7400016784668,-23.3600006103516,"168",2021-02-08 12:44:04-03,UFRGS,ICN,"094560",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Molz, M","Hoehne, W","1881","1945","10","05",Brasil,SP,Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,Arbusto.,NA,NA,Dicotyledon,NA,NA,América do Sul,NA,NA,NA,"2017","08",NA,NA,"9448",auto,NA,NA,NA,NA,CAIEIRAS,"3509007"
-46.7400016784668,-23.3600006103516,"174",2020-08-26 10:50:11-03,MCN-FZBRS,HAS,"76613",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Molz, M.",NA,s.n.,"1945","09",NA,Brasil,São Paulo,Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,NA,HAS0076613,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9448",auto,NA,NA,NA,NA,CAIEIRAS,"3509007"
-46.1883010864258,-23.5228004455566,"176",2020-08-26 10:50:11-03,MCN-FZBRS,HAS,"76616",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Molz, M.","Mattos, N.","278","1960","10",NA,Brasil,São Paulo,Mogi das Cruzes,NA,-46.1883010864258,-23.5228004455566,NA,NA,"fr. Imaturos, 2,5m",HAS0076616,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.1883010864258,-23.5228004455566,"177",2020-08-26 10:50:11-03,MCN-FZBRS,HAS,"76620",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Molz, M.","Mattos, N.","241",NA,NA,NA,Brasil,São Paulo,Mogi das Cruzes,ca. do Leprosário,-46.1883010864258,-23.5228004455566,NA,NA,4m,HAS0076620,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.6300010681152,-23.5400009155273,"178",2020-08-26 10:50:11-03,MCN-FZBRS,HAS,"76607",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC) D.Legrand & Kausel,"Molz, M.","Luederwaldt, H.",s.n.,NA,NA,NA,Brasil,São Paulo,São Paulo,Ipiranga,-46.6300010681152,-23.5400009155273,NA,NA,NA,HAS0076607,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"179",2020-08-26 10:50:11-03,MCN-FZBRS,HAS,"76619",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC) D.Legrand & Kausel,"Molz, M.","Mattos, J.",s.n.,"1965","02",NA,Brasil,São Paulo,São Paulo,nativa Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,HAS0076619,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"180",2020-08-26 10:50:11-03,MCN-FZBRS,HAS,"76615",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Molz, M.","Mattos, J.","8429",NA,NA,NA,Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,"No bordo da mata nativa fr. pilosos e imaturos, 1,8m",HAS0076615,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.583333,-23.583333,"181",2019-11-21 10:11:55-03,IBt,SP,"314059",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Custodio Filho, A; et al.",384/97,"1997","07","29",Brasil,São Paulo,Salesópolis,"Nascente do rio Tietê, vegetação secundária",-45.583333,-23.583333,"-45.583333","-23.583333","Árvore 6m alt., flores claras",SP057697,SP057697,NA,NA,NA,NA,"1105","1105",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,PARAIBUNA,"3535606"
-45.583333,-23.583333,"182",2019-11-21 10:11:55-03,IBt,SP,"338776",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Pastore, JA; et al.","794","1997","07","29",Brasil,São Paulo,Salesópolis,"Nascnte do rio Tietê, vegetação secundária",-45.583333,-23.583333,"-45.583333","-23.583333","Arvoreta 3-4m alt., flores brancas",NA,NA,NA,NA,NA,NA,"1105","1105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARAIBUNA,"3535606"
-46.9099998474121,-23.6000003814697,"187",2019-11-21 10:11:55-03,IBt,SP,"348043",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,NA,"Bernacci, LC; et al.","3008","2001","01","11",Brasil,São Paulo,Cotia,Caucaia do Alto,-46.9099998474121,-23.6000003814697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23869",auto,NA,NA,NA,NA,COTIA,"3513009"
-46.9099998474121,-23.6000003814697,"188",2019-11-21 10:11:55-03,IBt,SP,"338267",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Simão Bianchini, R; et al.","1345","1999","10","07",Brasil,São Paulo,Cotia,Reserva Florestal de Morro Grande,-46.9099998474121,-23.6000003814697,NA,NA,NA,SP057685,SP057685,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,"23869",auto,NA,NA,NA,NA,COTIA,"3513009"
