X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,occurrenceRemarks,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,individualCount,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.63,-23.5403,"22",2021-03-15 16:37:00-03,NY,NYBG,"497095",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,J. A. Kallunki,NA,NA,NA,B. Maguire,"1959","12","06",Brazil,São Paulo,Sao Paulo,Sao Paulo Biological Station at Paranapiacaba,-46.63,-23.5403,NA,NA,"792","853",NY00497095,NY00497095_01,"44551",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53382' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Aquifoliales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"37",2021-03-15 16:37:00-03,NY,NYBG,"497097",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,S. M. Andrews,NA,NA,NA,F. C. Hoehne,"1931","10","28",Brazil,São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,NA,NA,NY00497097,NY00497097_01,"28410",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53389' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Aquifoliales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.5403,"57",2021-03-15 16:37:00-03,NY,NYBG,"01023349",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,NA,NA,NA,NA,O. Handro,"1946","11","15",Brazil,São Paulo,Sao Paulo,"Sâo Paulo, Sâo Paulo, Jabaquara",-46.63,-23.5403,NA,NA,NA,NA,NY01023349,NY01023349_01,s.n.,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190611' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Aquifoliales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.06,-23.93,"260",2015-07-02 14:00:24-03,JBP,HPL,"11043",S,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A. St-Hil,G.A.D.C. Franco,"2006","04","01",R.T. Polisel,"2006","04","01",Brasil,SP,Juquitiba,"Coletado no Recanto Maria Tereza, estrada da Palestina (KM 330 - BR116), km 4, no pomar, plantada. (S 23° 58' 0; W 47° 6' 0, 700m).",-47.06,-23.93,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,"24559",auto,NA,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-46.6300010681152,-23.5400009155273,"360",2019-11-21 14:30:45-03,UFJF,CESJ,"259",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A. St.-Hil.,NA,NA,NA,NA,O. Handro,"1946","11","15",Brasil,São Paulo,São Paulo,Jabaquara,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,CESJ000259,CESJ000259,s.n.,Árvore pequena com flores alvas.,América do Sul,NA,NA,Angiosperma,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.183333,-23.4,"372",2021-03-01 16:22:31-03,UNICAMP,UEC,"200174",S,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,NA,NA,NA,NA,"Padgurschi, MCG; Belinello, R","2009",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"-45.183333","-23.4","990","1045",UEC177759,UEC177759,M972,Parcela M - Projeto Biota-FAPESP. Árvore com 12 metros de altura. Frequência da espécie na parcela: n=1,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-46.775417,-23.989083,"979",2021-03-19 17:58:27-03,UFMG,BHCB,"70319",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,NA,"2005",NA,NA,"Romão, GO; Herrerias, C; Pereira, M; Zevallos, P; Rodrigues, RR","2001","04","13",Brasil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu.",-46.775417,-23.989083,"-46.775417","-23.989083","750","750",NA,NA,"631","Árvore, ca. 20m alt. Frutos esverdeados.",Southern America,NA,NA,Dicotyledon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.6300010681152,-23.5400009155273,"988",2020-12-11 11:32:03-03,UFMG,BHCB,"55230",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,NA,"2001","10","25","Hoehne, FC","1931","10","28",Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,BHCB017617,NA,"28410",NA,Southern America,NA,NA,Dicotyledon,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"993",2020-12-11 11:32:03-03,UFMG,BHCB,"116676",PreservedSpecimen,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A.St.-Hil.,NA,NA,NA,NA,"Romão, GO; Herrerias, C; Pereira, M; Zevallos, P; Rodrigues, RR; Souza, VC de; Tamashiro,","2001","04","13",Brasil,São Paulo,São Paulo,Parque Estadual da Serra do Mar,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"631","Erva terrestre, pétalas amarelas. Área brejosa no campo limpo. Margem das folhas, pedicelo e bráctea",Southern America,NA,NA,Dicotyledon,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.116667,-23.975278,"1228",2020-07-10 09:43:27-03,MBML,MBML-HERBARIO,"37376",NA,Plantae,Aquifoliaceae,Ilex,paraguariensis,Ilex paraguariensis,A. St.-Hil.,G.A.D.C.Franco/ 18-09-2008,"2008","09","18",R.T.Polisel,"2006","02","20",Brasil,São Paulo,Juquitiba,"Estrada de Carmos, km 2, próximo à prainha.",-47.116667,-23.975278,47W6'60,23S58'31,"700","700",MBML037376,MBML037376,"37",Árvore de 13m. Frutos imaturos verdes e maduros roxos.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
