X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,barcode,class,order,continentOcean,country,locality,occurrenceRemarks,imagecode,year,month,day,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,identifiedBy,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"7",2020-11-04 11:00:14-03,ESALQ,ESA,"16580",PreservedSpecimen,Plantae,Magnoliophyta,Araceae,Anthurium,langsdorffii,Anthurium langsdorffii,Schott,"Sakuragui, C.M. et al.","308.0",ESA016580,NA,NA,NA,Brasil,NA,NA,ESA016580,NA,NA,NA,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.916667,-24.166667,"8",2019-08-20 09:59:01-03,UNICAMP,UEC,"138870",S,Plantae,Liliopsida,Araceae,Anthurium,langsdorffii,Anthurium langsdorffii,Schott,"Breier, TB; Budke, JC","456",UEC090112,NA,NA,NA,Brazil,"Parque Estadual Carlos Botelho, Parcelas permanentes.",NA,UEC090112,"2002","08","10",São Paulo,Sete Barras,-47.916667,-24.166667,NA,NA,"Breier, TB","2004","07","-47.916667","-24.166667",NA,NA,NA,SETE BARRAS,"3551801"
-47.916667,-24.166667,"9",2019-08-20 09:59:01-03,UNICAMP,UEC,"138871",S,Plantae,Liliopsida,Araceae,Anthurium,langsdorffii,Anthurium langsdorffii,Schott,"Breier, TB; Budke, JC","591",UEC090109,NA,NA,NA,Brazil,"Parque Estadual Carlos Botelho, Estrada acima do Núcleo Sete Barras.",NA,UEC090109,"2002","08","27",São Paulo,Sete Barras,-47.916667,-24.166667,NA,NA,"Breier, TB","2004","07","-47.916667","-24.166667",NA,NA,NA,SETE BARRAS,"3551801"
-47.916667,-24.166667,"10",2019-08-20 09:59:01-03,UNICAMP,UEC,"138872",S,Plantae,Liliopsida,Araceae,Anthurium,langsdorffii,Anthurium langsdorffii,Schott,"Breier, TB; Andrade, MAR","164",UEC090111,NA,NA,NA,Brazil,"Parque Estadual Carlos Botelho, parcelas permanentes",NA,UEC090111,"2002","05","28",São Paulo,Sete Barras,-47.916667,-24.166667,NA,NA,"Breier, TB","2004","09","-47.916667","-24.166667",NA,NA,NA,SETE BARRAS,"3551801"
-47.916667,-24.166667,"11",2019-08-20 09:59:01-03,UNICAMP,UEC,"138872",S,Plantae,Liliopsida,Araceae,Anthurium,langsdorffii,Anthurium langsdorffii,Schott,"Breier, TB; Budke, JC","498",NA,NA,NA,NA,Brazil,"Parque Estadual Carlos Botelho, parcelas permanentes",Na parcela permanente sobre árvore número 7886,NA,"2002","08","20",São Paulo,Sete Barras,-47.916667,-24.166667,NA,NA,"Breier, TB","2004","08","-47.916667","-24.166667",NA,NA,NA,SETE BARRAS,"3551801"
-47.916667,-24.166667,"12",2019-08-20 09:59:01-03,UNICAMP,UEC,"138873",S,Plantae,Liliopsida,Araceae,Anthurium,langsdorffii,Anthurium langsdorffii,Schott,"Breier, TB; Budke, JC","498",UEC090114,NA,NA,NA,Brazil,"Parque Estadual Carlos Botelho, parcelas permanentes",Na parcela permanente sobre árvore número 7886,UEC090114,"2002","08","20",São Paulo,Sete Barras,-47.916667,-24.166667,NA,NA,"Breier, TB","2004","08","-47.916667","-24.166667",NA,NA,NA,SETE BARRAS,"3551801"
-47.916667,-24.166667,"13",2021-03-01 16:18:54-03,UNICAMP,UEC,"138874",S,Plantae,Liliopsida,Araceae,Anthurium,langsdorffii,Anthurium langsdorffii,Schott,"Breier, TB; Budke, JC","499",UEC090113,NA,NA,NA,Brazil,"Parque Estadual Carlos Botelho, parcelas permanentes",Na parcela permanente sob árvore número 7886,UEC090113,"2002","08","28",São Paulo,Sete Barras,-47.916667,-24.166667,NA,NA,"Breier, TB","2004","07","-47.916667","-24.166667",NA,NA,NA,SETE BARRAS,"3551801"
-47.916667,-24.166667,"14",2019-08-20 09:59:01-03,UNICAMP,UEC,"138875",S,Plantae,Liliopsida,Araceae,Anthurium,langsdorffii,Anthurium langsdorffii,Schott,"Breier, TB; Budke, JC","468",UEC090116,NA,NA,NA,Brazil,"Parque Estadual Carlos Botelho, Núcleo Sete Barras",NA,UEC090116,"2002","08","18",São Paulo,Sete Barras,-47.916667,-24.166667,NA,NA,"Breier, TB","2004","07","-47.916667","-24.166667",NA,NA,NA,SETE BARRAS,"3551801"
-47.916667,-24.166667,"15",2019-08-20 09:59:01-03,UNICAMP,UEC,"138876",S,Plantae,Liliopsida,Araceae,Anthurium,langsdorffii,Anthurium langsdorffii,Schott,"Breier, TB; Budke, JC","463",UEC090115,NA,NA,NA,Brazil,"Parque Estadual Carlos Botelho, Núcleo Sete Barras",NA,UEC090115,"2002","08","18",São Paulo,Sete Barras,-47.916667,-24.166667,NA,NA,"Breier, TB","2004","07","-47.916667","-24.166667",NA,NA,NA,SETE BARRAS,"3551801"
-47.916667,-24.166667,"16",2021-03-01 16:18:54-03,UNICAMP,UEC,"138877",S,Plantae,Liliopsida,Araceae,Anthurium,langsdorffii,Anthurium langsdorffii,Schott,"Breier, TB; Breier, ACB","790",UEC090118,NA,NA,NA,Brazil,"Parque Estadual Carlos Botelho, Núcleo Sete Barras",Fruto amarelo,UEC090118,"2002","12","15",São Paulo,Sete Barras,-47.916667,-24.166667,NA,NA,"Temponi, LG","2003","10","-47.916667","-24.166667",NA,NA,NA,SETE BARRAS,"3551801"
