X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,preparationType,occurrenceRemarks,barcode,imagecode,geoFlag,identifiedBy,locality,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,class,typeStatus,relatedCatalogItem,eventTime,infraspecificEpithet,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-46.401389,-23.616667,"21",2019-12-12 15:31:46-03,UFABC,HUFABC,"001246",PreservedSpecimen,Plantae,Angiospermas,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,DC.,"Pascalicchio, FF","74","2018","04","18",NA,Brasil,São Paulo,São Paulo,-46.401389,-23.616667,NA,NA,"Doação do herbário municipal (Pq do Ibirapuera).; arvoreta 3 m alt., casca lisa, botões verdes.",HUFABC001246,NA,NA,M.F.Santos,Parque Natural Municipal Cabeceiras do Aricanduva,NA,NA,"2018","05","-46.401389","-23.616667",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.81825,-24.0475,"101",2021-03-01 16:36:35-03,UNICAMP,UEC,"121523",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,bullata,Myrcia bullata,O.Berg,"Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; et al.","179","2001","04","16",NA,Brazil,São Paulo,Itanhaém,-46.81825,-24.0475,NA,NA,"Arvoreta, ca. 3m alt. Frutos imaturos verdes.; Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio.",UEC105238,UEC105238,NA,"Souza, MC","Parque Estadual da Serra do Mar, Núcleo Cucucutu.","30","100","2009","01","-46.81825","-24.0475",NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-45.771389,-23.544167,"102",2021-03-01 16:36:35-03,UNICAMP,UEC,"185301",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,A.DC.,"Silva, SMP; Matos, VA; Ferreira, MI; Cruz, GC; Lima Júnior, EO; Silva, AM","181","2006","07","18",NA,Brazil,São Paulo,Pindamonhangaba,-45.771389,-23.544167,NA,NA,Arvoreta pequeno porte.,UEC011040,UEC011040,NA,"Sobral, MEG","Brasil, São Paulo, Município de Pindamonhangaba; Fazenda São Sebastião do Ribeirão Grande.","557","557","2007","06","-45.771389","-23.544167",NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.323611,-23.367778,"103",2021-03-01 16:36:35-03,UNICAMP,UEC,"185300",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,A.DC.,"Ferreira, MI; Yamaki, HO; Silva, MJ; Souza, JSB; Leandro, DS; Diniz Filho, VJ","051","2006","10","12",NA,Brazil,São Paulo,Guaratinguetá,-45.323611,-23.367778,NA,NA,"Árvore 2m alt.; Flores brancas; Frutos ovais vermelhos.",UEC011039,UEC011039,NA,"Sobral, MEG","Brasil; São Paulo; Município de Guaratinguetá; Fazenda Esperança.","539","539","2007","06","-45.323611","-23.367778",NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-45.9375,-23.075,"104",2021-03-01 16:36:35-03,UNICAMP,UEC,"53245",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,A.DC.,"Silva, AF; Capellari Jr, L","1534","1986","12","12",NA,Brazil,São Paulo,São José dos Campos,-45.9375,-23.075,NA,NA,"Árvore de até 12m, frutos imaturos de verde a laranja-amarelo, casca carmim, lenho creme escuro, suber liso, folha de verde mais escuro e brilhante na face superior, planta com cheiro de cedrinho.",UEC115104,UEC115104,NA,NA,Flora da Reserva Florestal da Boa Vista.,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.9375,-23.075,"105",2021-03-01 16:36:35-03,UNICAMP,UEC,"53246",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,A.DC.,"Silva, AF; Capellari Jr, L","1532","1986","12","12",NA,Brazil,São Paulo,São José dos Campos,-45.9375,-23.075,NA,NA,"Árvore de até 15m, folhas verde mais escuro e brilhantes na face superior, casca marfim, lenho marfim de rápida oxidação, súber liso, planta com cheiro de cedrinha.",UEC115102,UEC115102,NA,NA,Flora da Reserva Florestal da Boa Vista.,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.9375,-23.075,"106",2021-03-01 16:36:35-03,UNICAMP,UEC,"54369",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,A.DC.,"Silva, AF; Capellari Jr, L","1499","1986","11","19",NA,Brazil,São Paulo,São José dos Campos,-45.9375,-23.075,NA,NA,"Árvore de até 7m, casca castanho-claro, lenho creme com rápida oxidação, súber áspero com fissuras superficiais, flores aromáticas branco-amareladas, folhas de bordas recurvados.",UEC115100,UEC115100,NA,NA,Flora da Reserva Florestal da Boa Vista.,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.288611,-23.7675,"260",2020-09-02 16:33:57-03,Cenargen,CEN,"90637",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,DC.,Jair Eustáquio Quintino de Faria Jr.,"3029","2012","11","21",NA,Brasil,SP,SANTO ANDRE,-46.288611,-23.7675,NA,Exsicatas,"Caule rugoso, botões florais verdes (Coletado material em sílica gel). Doação Universidade de Brasília. Brasil. São Paulo.",CEN00090637,CEN00090637,NA,J. E. Q. Faria Júnior,"Paranapiacaba, Estrada do Taquaruçu, entrada da trilha da Água Fria, Parque Municipal Nascentes de Paranapiacaba.","866","866","2012","11","-46.288611","-23.7675",NA,NA,NA,NA,NA,NA,NA,"1",SANTO ANDRÉ,"3547809"
-46.288611,-23.7675,"320",2019-02-27 14:03:06-03,UFSJ,HUFSJ,"6622",S,Plantae,NA,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,DC.,"Faria, JEQ; Lima, MEL","3029","2012","11","21",NA,Brasil,São Paulo,NA,-46.288611,-23.7675,NA,NA,"Árvore ca. 8 m de altura, caule rugoso, botões florais verdes. (Coletado material em sílica gel)",HUFSJ006622,NA,NA,NA,"Paranapiacaba, estrada do Taquaruçu, entrada da trilha da Água Fria, Parque Natural Municipal Nascentes de Paranapiacaba",NA,NA,NA,NA,"-46.288611","-23.7675",NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.288611,-23.7675,"326",2019-11-01 15:06:08-03,UnB,UB,"199092",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,DC.,"Faria, JEQ; Lima, MEL","3029","2012","11","21",Southern America,Brasil,São Paulo,Santo André,-46.288611,-23.7675,NA,NA,"Árvore ca. 8 m de altura, caule rugoso, botões florais verdes. (Coletado material em sílica gel); Borda de floresta ombrófila densa",NA,NA,NA,"Faria, JEQ","Paranapiacaba, estrada do Taquaruçu, entrada da trilha da Água Fria, Parque Natural Municipal Nascentes de Paranapiacaba","866","866","2012","11","-46.288611","-23.7675",NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
