X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,coordinatePrecision,individualCount,geoFlag,continentOcean,preparationType,previousCatalogNumber,infraspecificEpithet,class,relatedCatalogItem,typeStatus,relationshipType,fieldNumber,eventTime,sex,NM_MUNICIP,CD_GEOCMU
-46.63,-23.5403,"22",2021-03-15 16:37:00-03,NY,NYBG,"400335",PreservedSpecimen,Plantae,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia surinamensis,(Mez) L.B.Sm.,E. J. Gouda,NA,NA,NA,A. Gehrt,"24161","1929","08","17",Brazil,São Paulo,Sao Paulo,Pirajussára,-46.63,-23.5403,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549131' target='other'> <mi>dwc_moreinfo</mi></a>,NY00400335,NY00400335_01,Magnoliophyta,Poales,NA,NA,NA,South America,sheet,NA,surinamensis,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.5403,"88",2021-03-15 16:37:00-03,NY,NYBG,"400335",PreservedSpecimen,Plantae,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia surinamensis,(Mez) L.B.Sm.,E. J. Gouda,NA,NA,NA,A. Gehrt,"24161","1929","08","17",Brazil,São Paulo,Sao Paulo,Pirajussára,-46.63,-23.5403,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549131' target='other'> <mi>dwc_moreinfo</mi></a>,NY00400335,NY00400335_01,Magnoliophyta,Poales,NA,NA,NA,South America,sheet,NA,surinamensis,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.34451,-24.03158,"239",2020-11-04 11:03:57-03,ESALQ,ESA,"125352",PreservedSpecimen,Plantae,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,NA,"Forster, W.","2013","04","12","Cabral, F.N.","926.0","2013","03","31",Brasil,São Paulo,Miracatu,Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa,-47.34451,-24.03158,"-47.34451","-24.03158",NA,NA,"Epífita a 2m. Com inflorescência com brácteas rosas, com pétalas na base creme/amarelado, alvas no ápice.",ESA125352,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.34451,-24.03158,"240",2020-11-04 11:03:57-03,ESALQ,ESA,"124065",PreservedSpecimen,Plantae,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,NA,"Forster, W.","2013","04","12","Cabral, F.N. ; Potascheff, C.M.","926.0","2013","03","31",Brasil,São Paulo,Tapiraí,Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa,-47.34451,-24.03158,"-47.34451","-24.03158",NA,NA,"Epífita a 2m. Com inflorescência com brácteas rosas, com pétalas na base creme/amarelado, alvas no ápice.",ESA124065,ESA124065,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.45,-24.07,"241",2020-11-04 11:03:57-03,ESALQ,ESA,"124182",PreservedSpecimen,Plantae,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,NA,"Forster, W.","2013","04","12","Flores, T.B. ; Rodrigues, R.R.","1827.0","2013","03","27",Brasil,São Paulo,Tapiraí,Reserva Particular da Votorantim (CBA). Trilha Dezembro - entre UHE Alecrim e UHE Porto Rosa. Floresta Ombrofila Densa na margem do rio Dezembro.,-47.45,-24.07,"-47.45","-24.07",NA,NA,"Epífita, Inflorescência rosa, flores alvas.",ESA124182,ESA124182,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-46.5499992370605,-23.1100006103516,"244",2020-11-04 11:03:57-03,ESALQ,ESA,"11205",PreservedSpecimen,Plantae,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,L.,"Bernacci, L.C.",NA,NA,NA,"Bernacci, L.C. et al.","28403.0",NA,NA,NA,Brasil,São Paulo,Atibaia,NA,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,NA,ESA011205,ESA011205,Magnoliophyta,NA,"21675",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.6300010681152,-23.5400009155273,"251",2020-11-04 11:03:57-03,ESALQ,ESA,"98086",PreservedSpecimen,Plantae,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,NA,"Souza, V.C.",NA,NA,NA,"Romão, G.O. ; Duarte, A.R.","288.0","2000","09","20",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,ESA098086,ESA098086,Magnoliophyta,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"276",2021-02-07 08:35:07-03,MN,R,"22133",PreservedSpecimen,Plantae,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,L.,"Costa, A.F.","2012","12",NA,"Brade, A.C.","7582","1914","12",NA,Brasil,São Paulo,São Paulo,Vila Ema,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,R010010089,R010010089,NA,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"363",2019-11-21 14:32:59-03,UFJF,CESJ,"832",PreservedSpecimen,Plantae,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,L.,L.C.Pereira,"2011","10","14",L. Roth,"832","1943","10","10",Brasil,São Paulo,São Paulo,Santo Amaro,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Epífita, flores brancas e bem parcas, espatas vermelhas.",CESJ000832,NA,Angiosperma,NA,"53584",NA,auto,América do Sul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"375",2019-11-21 14:32:59-03,UFJF,CESJ,"174",PreservedSpecimen,Plantae,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,L.,L.C.Pereira,"2011","10","14",L. Krieger,CESJ174,"1941",NA,NA,Brasil,São Paulo,São Paulo,Santo Amaro,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Epífita. Roseta pequena, brácteas róseas, fls. brancas. Em mata de capoeira.",CESJ000174,NA,Angiosperma,NA,"53584",NA,auto,América do Sul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
