X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,locality,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,recordNumber,coordinatePrecision,geoFlag,phylum,order,typeStatus,continentOcean,preparationType,class,relatedCatalogItem,relationshipType,previousCatalogNumber,fieldNumber,individualCount,eventTime,sex,NM_MUNICIP,CD_GEOCMU
-47.204722,-24.110555,"74",2020-11-04 11:19:37-03,ESALQ,ESA,"128162",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,inornatum,Chrysophyllum inornatum,NA,Brasil,São Paulo,Tapiraí,-47.204722,-24.110555,"-47.204722","-24.110555",ESA128162,ESA128162,"Ivanauskas, N.M.","2013",NA,NA,"Virillo, C.B.","2013","04","01","Reserva Particular da Votorantim (CBA). UHE - Trilha da Chaminé, Floresta Ombrófila Densa na beira do ribeirão do veado","269","269",face abaxial glauca,"143.0",NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO DE TOLEDO,"3537206"
-47.9199981689453,-24.3799991607666,"79",2020-11-04 11:19:37-03,ESALQ,ESA,"109717",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,inornatum,Chrysophyllum inornatum,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,ESA109717,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,NA,"29299.0","34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.29359,-24.01321,"81",2020-11-04 11:19:37-03,ESALQ,ESA,"128163",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,inornatum,Chrysophyllum inornatum,NA,Brasil,São Paulo,Tapiraí,-47.29359,-24.01321,"-47.29359","-24.01321",ESA128163,ESA128163,NA,NA,NA,NA,"Delfini, C.","2013","03","30","Região da UHE Fumaça, trilha do Chagas. Floresta Ombrófila Densa, à margem esquerda do rio Juquiá.","514","514","Indivíduo jovem, ca. 6m alt.","901.0",NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-46.9900016784668,-24.3199996948242,"86",2020-11-04 11:19:37-03,ESALQ,ESA,"11327",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,inornatum,Chrysophyllum inornatum,Mart.,Brasil,São Paulo,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,ESA011327,NA,"Godoy, J.R.L.",NA,NA,NA,"Souza, V.C.","1988","12","11",NA,NA,NA,NA,"462.0","21922",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-47.9199981689453,-24.3799991607666,"87",2020-11-04 11:19:37-03,ESALQ,ESA,"65209",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,inornatum,Chrysophyllum inornatum,Mart.,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,ESA065209,ESA065209,"Tamashiro, J.Y.","1999","01","13","Sampaio, D. et al.","1999","01","12",NA,NA,NA,NA,"161.0","34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"88",2020-11-04 11:19:37-03,ESALQ,ESA,"102162",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,inornatum,Chrysophyllum inornatum,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,ESA102162,ESA102162,"Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","2004","01","17",NA,NA,NA,NA,"5023.0","34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"91",2020-11-04 11:19:37-03,ESALQ,ESA,"109714",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,inornatum,Chrysophyllum inornatum,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,ESA109714,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,NA,"30324.0","34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"92",2020-11-04 11:19:37-03,ESALQ,ESA,"109713",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,inornatum,Chrysophyllum inornatum,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,ESA109713,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,NA,"30325.0","34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"93",2020-11-04 11:19:37-03,ESALQ,ESA,"109715",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,inornatum,Chrysophyllum inornatum,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,ESA109715,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,NA,"30322.0","34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"94",2020-11-04 11:19:37-03,ESALQ,ESA,"52069",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,inornatum,Chrysophyllum inornatum,Mart.,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,ESA052069,ESA052069,NA,NA,NA,NA,"Lima, R.A.F.",NA,NA,NA,trilha de acesso à Parcela permanente - Parque Estadual de Carlos Botelho,"400","400",NA,"510.0","34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.92,-24.38,"96",2015-07-02 14:04:14-03,JBP,HPL,"10252",S,Plantae,Sapotaceae,Chrysophyllum,inornatum,Chrysophyllum inornatum,Mart.,Brasil,SP,Sete Barras,-47.92,-24.38,NA,NA,NA,NA,R. Tsuji,"2007","12","20",R. Tsuji,"2007","12","20","Coletado na estrada de Sete Barras; em área de pasto.",NA,NA,NA,"2406","34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.92,-24.38,"97",2015-07-02 14:04:14-03,JBP,HPL,"7205",S,Plantae,Sapotaceae,Chrysophyllum,inornatum,Chrysophyllum inornatum,NA,Brasil,SP,Sete Barras,-47.92,-24.38,NA,NA,NA,NA,H. Lorenzi,"2002","01","25",H. Lorenzi,"2002","01","25",Coletado na estrada para Eldorado.,NA,NA,NA,"3071","34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
