X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,identifiedBy,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,typeStatus,class,individualCount,NM_MUNICIP,CD_GEOCMU
-46.5297,-23.66,"5",2021-03-15 16:37:00-03,NY,NYBG,"477659",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,A. C. Brade,"5969","1913","02","02",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=689910' target='other'> <mi>dwc_moreinfo</mi></a>,NY00477659,Magnoliophyta,Myrtales,Cham.,São Paulo,Santo André,Alto da Serra,-46.5297,-23.66,NA,NA,F. C. Hoehne,NY00477659_01 NY00477659_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.7667,-23.9833,"6",2021-03-15 16:37:00-03,NY,NYBG,"02680507",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,G. O. Romão,"639","2001","04","13",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2947863' target='other'> <mi>dwc_moreinfo</mi></a>,NY02680507,Magnoliophyta,Myrtales,Cham.,São Paulo,NA,"São Paulo, parque estadual da Serra do Mar, Núcleo Curucutu, Floresta ribeirinha ao longo do rio Mambu",-46.7667,-23.9833,"750","750",T. Bochorny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.32,-23.78,"10",2021-03-15 16:37:00-03,NY,NYBG,"477658",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,L. B. Smith,"1834","1929","02","11",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=689913' target='other'> <mi>dwc_moreinfo</mi></a>,NY00477658,Magnoliophyta,Myrtales,Cham.,São Paulo,Santo André,"Estaçao Biologica, Alto da Serra",-46.32,-23.78,"800","900",NA,NY00477658_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.63,-23.5403,"11",2021-03-15 16:37:00-03,NY,NYBG,"477657",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,G. T. Prance,"10459","1969","04","02",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=689909' target='other'> <mi>dwc_moreinfo</mi></a>,NY00477657,Magnoliophyta,Myrtales,Cham.,São Paulo,Sao Paulo,"Alto da Serra Biological Reserve, Paranapiacaba, Sao Paulo",-46.63,-23.5403,"800","800",J. J. Wurdack,NY00477657_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"13",2020-11-04 11:13:14-03,ESALQ,ESA,"75184",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2201.0","2001","04","13",NA,Brasil,NA,NA,NA,ESA075184,Magnoliophyta,NA,Cham.,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7S; 46o46'31,5W. 750msm.",-46.6300010681152,-23.5400009155273,NA,NA,"Souza, V.C. et al.",ESA075184,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"14",2020-11-04 11:13:14-03,ESALQ,ESA,"75288",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","47.0","2001","04","11",NA,Brasil,NA,NA,"Ca. 2m alt.; frutos imaturos verdes com ápice vináceo.",ESA075288,Magnoliophyta,NA,Cham.,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.",-46.6300010681152,-23.5400009155273,NA,NA,"Bochorny, T.",ESA075288,"53584",auto,"2015","07","01",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"15",2020-11-04 11:13:14-03,ESALQ,ESA,"75242",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,"Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","55.0","2001","04","11",NA,Brasil,NA,NA,"Arbusto, 1,5-2m alt. Ramos avermelhados. Margem de curso d'água.",ESA075242,Magnoliophyta,NA,Cham.,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.",-46.6300010681152,-23.5400009155273,NA,NA,"Souza, V.C. et al.",ESA075242,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"17",2020-11-04 11:13:14-03,ESALQ,ESA,"119322",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,"Colletta, G.D.","680.0","2012","06","18",NA,Brasil,NA,NA,"Árvore, 7m, frutos secos 5561",ESA119322,Magnoliophyta,NA,Cham.,São Paulo,São Paulo,"Estrada da Cumbica n° 500, mata ao lado do ct do São Paulo",-46.6300010681152,-23.5400009155273,NA,NA,"Bochorny, T.",ESA119322,"53584",auto,"2015","07","01",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"19",2020-11-04 11:13:14-03,ESALQ,ESA,"75436",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,"Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","639.0","2001","04","13",NA,Brasil,NA,NA,NA,ESA075436,Magnoliophyta,NA,Cham.,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7S; 46o46'31,5W. 750msm.",-46.6300010681152,-23.5400009155273,NA,NA,"Bochorny, T.",ESA075436,"53584",auto,"2015","07","01",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"20",2020-11-04 11:13:14-03,ESALQ,ESA,"75212",PreservedSpecimen,Plantae,Melastomataceae,Behuria,insignis,Behuria insignis,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2233.0","2001","04","13",NA,Brasil,NA,NA,NA,ESA075212,Magnoliophyta,NA,Cham.,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7S; 46o46'31,5W. 750msm.",-46.6300010681152,-23.5400009155273,NA,NA,"Souza, V.C. et al.",ESA075212,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.733333,-23.983333,"26",2020-02-14 09:19:36-03,UNICAMP,UEC,"121515",S,Plantae,Melastomataceae,Huberia,insignis,Huberia insignis,"Romão, GO; Souza, VC; Rodrigues, RR; Pereira, M; Tamashiro, JY; Herrerias, C; Zevallos, P","646","2001","04","14",NA,Brazil,NA,NA,"Arbusto, ca 2m altura. Frutos castanhos.",UEC079598,Magnoliopsida,NA,(Cham.) Bochorny & R.Goldenb.,São Paulo,São Paulo,Parque Estadual da Serra do Mar,-46.733333,-23.983333,"800","800","Goldenberg, R",UEC079598,NA,NA,"2013",NA,NA,"-46.733333","-23.983333",NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.733333,-23.983333,"27",2020-02-14 09:19:36-03,UNICAMP,UEC,"121613",S,Plantae,Melastomataceae,Huberia,insignis,Huberia insignis,"Souza, FM; Souza, VC; Sampaio, D; Rodrigues, RR; Tamashiro, JY; Duarte, AR; Bernhardt, R","47","2001","04","11",NA,Brazil,NA,NA,"Ca 2m altura, frutos imaturos verdes com ápice vináceo.",UEC079600,Magnoliopsida,NA,(Cham.) Bochorny & R.Goldenb.,São Paulo,São Paulo,Parque Estadual da Serra do Mar,-46.733333,-23.983333,"800","800","Goldenberg, R",UEC079600,NA,NA,"2013",NA,NA,"-46.733333","-23.983333",NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.775417,-23.989083,"28",2020-02-14 09:19:36-03,UNICAMP,UEC,"121614",S,Plantae,Melastomataceae,Huberia,insignis,Huberia insignis,"Romão, GO; Souza, VC; Rodrigues, RR; Pereira, M; Tamashiro, JY; Herrerias, C; Zevallos, P","639","2001","04","13",NA,Brazil,NA,NA,NA,UEC079597,Magnoliopsida,NA,(Cham.) Bochorny & R.Goldenb.,São Paulo,São Paulo,Parque Estadual da Serra do Mar,-46.775417,-23.989083,"750","750","Goldenberg, R",UEC079597,NA,NA,"2013",NA,NA,"-46.775417","-23.989083",NA,NA,NA,NA,ITANHAÉM,"3522109"
