X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,recordNumber,year,month,day,stateProvince,locality,decimalLongitude,decimalLatitude,imagecode,county,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,individualCount,NM_MUNICIP,CD_GEOCMU
-46.29971,-23.777841,"2",2021-03-15 16:37:00-03,NY,NYBG,"823038",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,F. Ehrendorfer,South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936474' target='other'> <mi>dwc_moreinfo</mi></a>,NY00823038,Magnoliophyta,Magnoliales,R.E.Fr.,P. J. M. Maas,73825-1342,"1973","08","25",São Paulo,Paranapiacaba,-46.29971,-23.777841,NY00823038_01 NY00823038_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.4097,-23.71,"3",2021-03-15 16:37:00-03,NY,NYBG,"378938",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,C. Lemos,South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547305' target='other'> <mi>dwc_moreinfo</mi></a>,NY00378938,Magnoliophyta,Magnoliales,R.E.Fr.,P. J. M. Maas,"28313","1931","10","02",São Paulo,Alto de Serra,-46.4097,-23.71,NA,Ribeirao Pires,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RIBEIRÃO PIRES,"3543303"
-46.4097,-23.71,"4",2021-03-15 16:37:00-03,NY,NYBG,"378939",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,F. C. Hoehne,South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547304' target='other'> <mi>dwc_moreinfo</mi></a>,NY00378939,Magnoliophyta,Magnoliales,R.E.Fr.,"P. X. He; P. J. M. Maas",NA,"1936","10","28",São Paulo,Alto Serra,-46.4097,-23.71,NA,Ribeirao Pires,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RIBEIRÃO PIRES,"3543303"
-46.6300010681152,-23.5400009155273,"7",2021-03-30 12:33:35-03,EAO,IAN,"39356",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Hoehne, FC; Gehrt, A",Southern America,Brasil,NA,NA,NA,IAN039356,Dicotiledônea,NA,R.E.Fr.,NA,s.n.,"1936","10","28",São Paulo,Alto Serra.,-46.6300010681152,-23.5400009155273,NA,São Paulo,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.8400001525879,-23.5300006866455,"23",2020-06-15 15:28:21-03,UNESP-RC,HRCB,"23424",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Kiyama, C.Y.",NA,Brasil,NA,NA,Árvore 6 m alt. Frutos,NA,NA,NA,R.E.Fr.,"Lopes, J.C.","45","1994","09","04",São Paulo,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,Salesópolis,"2009","02",NA,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-47.9199981689453,-24.3799991607666,"25",2020-06-15 15:28:21-03,UNESP-RC,HRCB,"25188",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Izar, P.",NA,Brasil,NA,NA,"Árvore com 7 m, com flor e fruto imaturo. Flor com pétalas e sépalas verde-claras-amareladas, com centro vermelho e ápice amarelo. Fruto imaturo marrom-esverdeado. Sementes marrom escuro com polpa sal",NA,NA,NA,R.E.Fr.,"Lopes, J.C.","1610","1996","11","05",São Paulo,Parque Intervales,-47.9199981689453,-24.3799991607666,NA,Sete Barras,"2009","02",NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,SETE BARRAS,"3551801"
-45.8464,-23.5322,"31",2019-01-25 15:38:12-02,IAC,IAC,"55336",S,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,L.C. Bernacci & D.A.V. Montero,NA,Brasil,NA,NA,NA,NA,NA,NA,R.E.Fr.,J. Lopes,"4872","2013","06","23",São Paulo,NA,-45.8464,-23.5322,NA,Salesópolis,"2016","05","12","-45.8464","-23.5322",NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.6300010681152,-23.5400009155273,"33",2019-11-01 14:52:16-03,UnB,UB,"114705",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Lemos, C",Southern America,Brasil,NA,NA,NA,NA,Dicotyledoneae,NA,R.E. Fr.,"Maas, PJM",Herb28313,"1931","10","02",São Paulo,"Alto da Serra, Estação Biológica.",-46.6300010681152,-23.5400009155273,NA,São Paulo,"1995",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.9199981689453,-24.3799991607666,"34",2021-03-04 15:44:28-03,IF,SPSF,"15548",PreservedSpecimen,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,A.C.Dias,América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 10m;",NA,Magnoliophyta,Magnoliales,R.E.Fries,J.C.Lopes,"500","1992","10","30",SP,Parque Estadual Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,Sete Barras,"2010","10","27",NA,NA,NA,NA,"34059",auto,Magnoliopsida,NA,NA,NA,SETE BARRAS,"3551801"
-46.316667,-23.783333,"39",2019-11-21 09:58:24-03,IBt,SP,"256071",S,Plantae,Annonaceae,Duguetia,salicifolia,Duguetia salicifolia,"Cordeiro, I; Maas, PJM; Zuiten, CM; Dias, MC",NA,Brasil,NA,NA,"Árvore ca. 6m alt., folhas verde brilhantes na face adaxial, opacas na abaxial, flores jovens castanho esverdeadas, frutos 5,5-8,0cm diâm., castanhos, picada da bomva d'água, próximo a Casa do Naturalista, 840m alt.",SP010141,NA,NA,R.E.Fr.,NA,"914","1992","09","18",São Paulo,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333,SP010141,Santo André,NA,NA,NA,"-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
