"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","1479877","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","C. A. Cid Ferreira","9050","1987","08","21","South America","Brazil","Roraima","São Luís do Anauá","Entre os Km 350 e 355 da estrada Manaus-Caracaraí (BR 174) próximo ao Equador.","-60.6889915","-0.0534296","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1845218' target='other'> <mi>dwc_moreinfo</mi></a>","NY01479877","NY01479877_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1479878","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","W. C. Steward","94","1977","11","18","South America","Brazil","Roraima",NA,"BR 174, Manaus-Venezuela Highway. Estrada Manaus-Caracaraí, Km 350, north of Rio Brancinho.","-60.6889915","-0.0534296","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1845219' target='other'> <mi>dwc_moreinfo</mi></a>","NY01479878","NY01479878_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","1479876","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","C. A. Cid Ferreira","9120","1987","08","22","South America","Brazil","Roraima","São Luís do Anauá","Estrada Manaus-Caracaraí (BR-174) km 330. Vicinal para Vila São José de Boiaçu, 10-14 km da BR-174.","-60.6919312","-0.2273005","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1845217' target='other'> <mi>dwc_moreinfo</mi></a>","NY01479876","NY01479876_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","66826","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","W. A. Rodrigues","6792","1979","02","12","South America","Brazil","Amazonas",NA,"Estrada Manaús-Caracaraí, km. 350, lado direito. Campina do areia branca.","-60.6889915","-0.0534296","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=714145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00066826","NY00066826_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","1479879","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","O. Huber","10630","1985","06","29","South America","Brazil","Roraima","São Luís","Rodovia BR 174 (Manaus-Caracaraí), en el Km 350","-60.6889915","-0.0534296","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1845220' target='other'> <mi>dwc_moreinfo</mi></a>","NY01479879","NY01479879_01",NA,"100.00","100.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","01479875","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","J. L. dos Santos","754","1984","03","20","South America","Brazil","Roraima","Caracaraí","Estrada Manaus-Caracaraí, Km 355, próximo a linha do Equador.","-60.6634033","-0.0193548","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1845216' target='other'> <mi>dwc_moreinfo</mi></a>","NY01479875","NY01479875_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2014-10-08 12:58:04-03","FEMACT","MIRR","11958","S","Plantae",NA,NA,"Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Ferreira, C.A.C.","9120","1987","08","22",NA,"Brasil","Roraima","São Luís do Anauá","Estrada Manaus-Caracaraí","-60.8","-0.166667",NA,"MUn. de São Luiz do Anauá, Roraima. Estrada Manaus-Caracaraí (BR 174) Km 330. Vicinal para Vila SÃo José de Boiaçu, 10-14 Km da BR 174. Transição entre campina e campinarana, solo arenoso branco, úmido.&nf;Arvoreta de 8m de altura. Flores e botões ama; DE",NA,NA,NA,NA,NA,"Rodrigues, W.A.","-60.8","-0.166667",NA,NA,NA,NA,NA,NA,NA
"8","2014-09-25 12:12:45-03","FEMACT","MIRR","4355","S","Plantae",NA,NA,"Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Ferreira, C.A.C.","9120","1987","08","22",NA,"Brasil","Roraima","São Luís","Estrada Manaus-Caracaraí","-60.8","-0.166667",NA,"MUn. de São Luiz do Anauá, Roraima. Estrada Manaus-Caracaraí (BR 174) Km 330. Vicinal para Vila SÃo José de Boiaçu, 10-14 Km da BR 174. Transição entre campina e campinarana, solo arenoso branco, úmido.&nf;Arvoreta de 8m de altura. Flores e botões ama",NA,NA,NA,NA,NA,NA,"-60.8","-0.166667",NA,NA,NA,NA,NA,NA,NA
"9","2014-09-25 12:32:38-03","FEMACT","MIRR","3235","S","Plantae",NA,NA,"Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Huber, O.","10630","1985","06","30",NA,"Brasil","Roraima","São Luis do Anauá","Campina sobre suelo arenooso blanco semi-inundado en el lado oriental de la Rodovia BR-174 (Manaus- Caracaraí), en el Km 350.","-60.633333","-0.033333",NA,"Arbusto/arbolio delgado, entre 1,5-5m, com copa muy rala, frecuente. Flores marrón ferrugíneo-verdosas en recimos verdes claros.",NA,NA,NA,"100","100",NA,"-60.633333","-0.033333",NA,NA,NA,NA,NA,NA,NA
"10","2020-12-21 16:36:05-03","MBM","MBM","311028","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Santos, J.L. dos; et al.; et al.","754","1984","03","20","Southern America","Brazil","Roraima","Caracaraí","Estrada Manaus - Caracaraí","-61.128101348877","1.81611001491547",NA,NA,"MBM311028","MBM311028",NA,NA,NA,"Rodrigues, W.A.",NA,NA,"365858","auto",NA,NA,NA,NA,NA
"11","2021-02-11 17:20:30-03","UFPR","UPCB","21164","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Lima, J.","754","1984","03","20",NA,"Brasil","Roraima","Caracaraí","Estrada Manaus-Caracaraí km 355","-61.128101348877","1.81611001491547",NA,"Arvoreta, 5m, fruto imaturo verde, flor amarela. Campina de solo arenoso, próximo a linha do Equador..",NA,NA,NA,NA,NA,"Rodrigues, W.A.",NA,NA,"365858","auto","1985","01","01",NA,NA
"12","2011-10-23 15:25:00-02","MO","MOBOT","3354586","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A. Rodrigues","Otto Huber|L.O. Adão Teixeira","Huber 10630","1985","6","29","South America","Brazil","Roraima",NA,"Mpio Sao Luíz: campina sobre suelo arenoso blanco semi-inundado en el lado oriental de la Rodovia BR-174 (Manaus-Caracaraí), en el Km 350.","-60.63333","0.03333",NA,NA,NA,NA,NA,"100.00000000",NA,"W. Rodrigues",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2009-07-24 16:01:00-03","MO","MOBOT","3146466","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A. Rodrigues","C.A. Cid Ferreira","Cid Ferreira 9120","1987","8","22","South America","Brazil","Roraima",NA,"Mun. Sao Luiz do Anauá. Estrada Manaus-Caracaraí (BR-174) km 330. Vicinal para Vila Sao José de Boiaçu, 10-14 da BR-174.","-60.8","0.16666",NA,NA,NA,NA,NA,NA,NA,"W.A. Rodrigues",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2015-11-28 15:09:00-02","MO","MOBOT","3380100","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A. Rodrigues","J.L. dos Santos|J.A. Coelho","Santos 754","1984","3","20","South America","Brazil","Roraima",NA,"Estrada Manaus-Caracaraí km 355, próximo a linha do Equador, Mpio de Caracaraí; campina; solo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-08-31 09:12:51-03","INPA","INPA","122160","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Santos, JL dos","754","1984","03","20","Southern America","Brasil","Roraima","Caracaraí","BR 174, km 525, Estrada Manaus-Caracaraí","-60.663403","-0.019355",NA,NA,"INPA0122160","INPA0122160 INPA0122160_e",NA,NA,NA,"Rodrigues, WA","-60.663403","-0.019355",NA,NA,"1985",NA,NA,NA,NA
"16","2020-08-31 09:12:51-03","INPA","INPA","137725","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Ferreira, CAC","9050","1987","08","21","Southern America","Brasil","Roraima","Caracaraí","BR 174, km 350 e 355, próx. ao Equador, BR-174. Estrada Manaus-Caracaraí entre os Kms 350 e 355 próximo da pedra da Linha do Equador.","-60.633333",NA,NA,NA,"INPA0137725","INPA0137725 INPA0137725_e",NA,NA,NA,"Rodrigues, WA","-60.633333",NA,NA,NA,"1988",NA,NA,NA,NA
"17","2021-01-10 20:49:13-03","INPA","INPA","81587","Dupli","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Rodrigues, WA","10104","1979","02","12","Southern America","Brasil","Amazonas","Presidente Figueiredo","BR174, km 350, Estrada Manaus-Caracaraí, km 350, lado direito.","-60.833333","0.666667",NA,NA,"INPA0081587","INPA0081587 INPA0081587_1 INPA0081587_1e INPA0081587_2 INPA0081587_2e INPA0081587_e",NA,NA,NA,"Rodrigues, WA","-60.833333","0.666667",NA,NA,NA,NA,NA,NA,NA
"18","2020-08-31 09:12:51-03","INPA","INPA","145670","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Huber, O","10630","1985","06","30","Southern America","Brasil","Roraima","São Luís","BR 174, km 350, Rodovia Br 174","-60.633333","-0.033333",NA,NA,"INPA0145670","INPA0145670 INPA0145670_e",NA,"100","100","Rodrigues, WA","-60.633333","-0.033333",NA,NA,"1985","08",NA,NA,NA
"19","2021-01-10 20:49:13-03","INPA","INPA","101945","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Steward, WC","94","1977","11","18","Southern America","Brasil","Roraima","Caracaraí","BR174, km 350. Rio Bracinho, BR 174 Manaus-Venezuela. Estrada Manaus Caracaraí, km 350, north of Rio Brancinho. Cerrado on white sand.","-60.688992","-0.05343",NA,NA,"INPA0101945","INPA0101945 INPA0101945_1 INPA0101945_1e INPA0101945_2 INPA0101945_2e INPA0101945_3 INPA0101945_3e INPA0101945_4 INPA0101945_4e INPA0101945_5 INPA0101945_5e INPA0101945_6 INPA0101945_6e INPA0101945_7 INPA0101945_7e INPA0101945_8 INPA0101945_8e INPA0101945_e","paratype",NA,NA,NA,"-60.688992","-0.05343",NA,NA,NA,NA,NA,NA,NA
"20","2021-01-10 20:49:13-03","INPA","INPA","101945","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Steward, WC","94","1977","11","18","Southern America","Brasil","Roraima","Caracaraí","BR174, km 350. Rio Bracinho, BR 174 Manaus-Venezuela. Estrada Manaus Caracaraí, km 350, north of Rio Brancinho. Cerrado on white sand.","-60.688992","-0.05343",NA,NA,"INPA0101945","INPA0101945 INPA0101945_1 INPA0101945_1e INPA0101945_2 INPA0101945_2e INPA0101945_3 INPA0101945_3e INPA0101945_4 INPA0101945_4e INPA0101945_5 INPA0101945_5e INPA0101945_6 INPA0101945_6e INPA0101945_7 INPA0101945_7e INPA0101945_8 INPA0101945_8e INPA0101945_e",NA,NA,NA,NA,"-60.688992","-0.05343",NA,NA,NA,NA,NA,NA,NA
