"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","relatedCatalogItem"
"1","2021-03-15 16:37:00-03","NY","NYBG","02703358","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","carinata","Galipea carinata","Pirani","J. R. Pirani","4722","2000","05","18","South America","Brazil","Espírito Santo","Guarapari","ES-477, estrada que liga a BR-101 à Rodovia do Sol (ES-060), ca 3km da Rodovia do Sol. Fazenda Bonanza","-40.42","-20.53","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3002193' target='other'> <mi>dwc_moreinfo</mi></a>","NY02703358","NY02703358_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1185547","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","carinata","Galipea carinata","Pirani","R. de Mello-Silva","1595","1999","02","17","South America","Brazil","Espírito Santo","Guarapari","Estrada ES 477 que liga a BR 101 à Rodavia do Sol (ES 060). Ca. de 6 km da BR 101. Mata ao lado da estrada, entrada pela Fazenda Bonanza","-40.42","-20.53","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1404422' target='other'> <mi>dwc_moreinfo</mi></a>","NY01185547","NY01185547_01","isotype","30","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-02-08 10:31:24-03","NBC","NL-BOTANY","L.4196930","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Galipea","carinata","Galipea carinata","Pirani","Mello-Silva R de; Stannard BL; Lughadha EN; Assis MC",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasil. Esprito Santo. Guarapari: estrada ES 477 que liga a BR 10! á do Sol (ES060). Ca de 6 km da BR 101. Mata ao lado d! estrada, estrada pela Fazenda Bonanza.","-40.416667","-20.533333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4196930 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4196930","NL-L4196930",NA,NA,NA,"Magnoliopsidae","-40.416667","-20.533333",NA,NA,NA,NA,NA,NA,NA
"4","2020-11-04 11:19:05-03","ESALQ","ESA","126349","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rutaceae","Galipea","carinata","Galipea carinata",NA,"Pirani, J.R.","2414.0","1905","06","10",NA,"Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,"ESA126349",NA,NA,NA,NA,NA,NA,NA,"Pirani, J.R.","1905","06","16","28401","auto",NA
"5","2020-12-21 16:44:10-03","MBM","MBM","358099","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","carinata","Galipea carinata","Pirani","Mello-Silva, R.; Stannard, B.L.; Nic Lughadha, E.; Assis, M.C.; Stannard, B.L.; Nic Lughadha, E.; Assis, M.C.","1595","1999","02","17","Southern America","Brazil","Espírito Santo","Guarapari","Estrada ES-477 que liga a BR-101 à Rodovia do Sol (ES-060), ca. de 6km da BR101, entrada pela Fazenda Bonanza","-40.416667","-20.533333",NA,"Arvoreta ca. 3-6m alt. Folhas concolores, verde-claras. Cálice verde-claro, corola branco-esverdeada.; Mata ao lado da estrada.","MBM358099","MBM358099","ISOTYPE","30","50",NA,"-40.416667","-20.533333",NA,NA,NA,NA,NA,NA,NA
"6","2020-12-21 16:44:10-03","MBM","MBM","390478","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","carinata","Galipea carinata","Pirani","Kallunki, J.A.; Pirani, J.R.; Pirani, J.R.","336","1993","01","18","Southern America","Brazil","Espírito Santo","Guarapari","Rodovia do Sol, Road linking BR-101 to the Praia Setibana, ES-060 at 6 km E of BR-101","-20.55","-40.45",NA,"Tree 5-6m, common in understory. Corolla (only 2 seen) creamy white. Style exserted (mid-afternoon), white. Fruits green, one dehisced one seen.; Disturbed remant of tropical rain forest.","MBM390478","MBM390478","PARATYPE",NA,NA,NA,"-20.55","-40.45",NA,NA,NA,NA,NA,NA,NA
"7","2020-12-11 11:41:11-03","UFMG","BHCB","200744","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Galipea","carinata","Galipea carinata","Pirani","Kallunki, JA; Pirani, JR","s.n.","1993","01","18","Southern America","Brasil","Espírito Santo","Guarapari","Rodovia do Sol, road linking BR-101 to the Praia Setibana, ES-060 at 6Km E of BR-101","-40.45","-20.55",NA,"Tree 5-6m, common in understory. Corolla (only 2seen), creamy white. Style exserted (mid-afternoon), white. Fruits green, one dehisced one seen; Disturbed remnant of tropical rain forest","BHCB200744","BHCB200744",NA,NA,NA,NA,"-40.45","-20.55",NA,"1999",NA,NA,NA,NA,NA
"8","2008-05-27 22:02:00-03","MO","MOBOT","2807496","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","carinata","Galipea carinata","Pirani","David M. Johnson","Johnson 1846","1991","7","31","South America","Brazil","Espírito Santo",NA,"Along road connecting Br-101and ES-060(marked on Br-101 as road fro Praia do Sol) 6 km from Br-101, 3 km from ES-060. Wet forest remnant on N side of road, adjacent to marsh.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J.R. Pirani",NA,NA,NA,NA,NA,NA
"9","2008-05-27 22:02:00-03","MO","MOBOT","2807601","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","carinata","Galipea carinata","Pirani","Jacquelyn A. Kallunki","Kallunki 336","1993","1","18","South America","Brazil","Espírito Santo",NA,"Mun. Guarapari, Rodovia do Sol, road linking BR-101 to the Praia Setibana, ES-060 at 6 km E of BR-101. Disturbed remnant of tropical rain forest.","-40.45","-20.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J.R. Pirani",NA,NA,NA,NA,NA,NA
"10","2008-05-27 22:02:00-03","MO","MOBOT","2807737","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","carinata","Galipea carinata","Pirani","José R. Pirani","Pirani 2414","1988","11","23","South America","Brazil","Espírito Santo",NA,"Guarapari; Rodovia do Sol, estrada que liga a BR-101 a Praia do Sol e Praia Setiba na ES-060, a 4 km da br 101, Remanescente de Mata pluvial tropical.","-40.45","-20.51666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J.R. Pirani",NA,NA,NA,NA,NA,NA
"11","2020-08-31 09:09:50-03","INPA","INPA","234175","S","Plantae","Dicotyledon Com-Clade","Sapindales","Rutaceae","Galipea","carinata","Galipea carinata","Pirani","Mello-Silva, R de","1595","1999","02","17","Southern America","Brasil","Espírito Santo","Guarapari","Estrada ES 477 que liga à BR 101 à Rodovia do Sol (ES 060). Ca. 6 km da BR 101. Mata ao lado da estrada pela Fazenda Bonanza.","-40.416667","-20.533333",NA,NA,"INPA0234175","INPA0234175 INPA0234175_e","isotype","30","50",NA,"-40.416667","-20.533333","Pirani, JR","2004",NA,NA,NA,NA,NA
"12","2021-02-09 10:13:55-03","UENF","HUENF","7795","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","carinata","Galipea carinata","Pirani","Gaglianone, M.C.; et al.",NA,"2009","03","17",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana",NA,"-40.9613990783691","-21.3019008636475",NA,NA,"HUENF00007799",NA,NA,NA,NA,NA,NA,NA,"D.R. Couto","2020","11","19","48091","auto",NA
"13","2021-02-09 10:13:55-03","UENF","HUENF","7652","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","carinata","Galipea carinata","Pirani","Gaglianone, M.C.; et al.",NA,"2009","03","17",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana",NA,"-40.9613990783691","-21.3019008636475",NA,NA,"HUENF00007656",NA,NA,NA,NA,NA,NA,NA,"D.R. Couto","2020","08","10","48091","auto",NA
"14","2019-11-13 11:30:52-03","USP","SPF","135062","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","carinata","Galipea carinata","Pirani","Mello-Silva, R","1595","1999","02","17",NA,"Brasil","Espírito Santo","Guarapari","ES-477, estrada que liga a BR-101 à Rodovia do Sol (ES-060), ca. 6 km da BR 101. Mata do lado da estrada, entrada pela Fazenda Bonanza.","-40.416667","-20.533333",NA,"Arvoreta ca. 3-6 m alt. Folhas concolores, verde-claras. Cálice verde-claro, corola branco-esverdeada. Grande florada.","SPF00135062",NA,"holotype","30","50",NA,"-40.416667","-20.533333","Pirani, JR","2004",NA,NA,NA,NA,NA
"15","2021-03-15 18:29:46-03","USP","SPF","143008","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","carinata","Galipea carinata","Pirani","Pirani, JR","4722","2000","05","18",NA,"Brasil","Espírito Santo","Guarapari","ES-477, estrada que liga a BR-101 à Rodovia do Sol (ES-060), ca. 3 km da Rodovia do Sol. Remanescente de mata pluvial tropical, perturbada. Interior da mata.","-40.416667","-20.533333",NA,"Arvoreta 2-4 m alt., freqüente. Frutos imaturos verde-escuros, opacos. Voucher para análise química.","SPF00143008",NA,"paratype",NA,NA,NA,"-40.416667","-20.533333","Pirani, JR","2004",NA,NA,NA,NA,NA
"16","2021-03-15 18:29:46-03","USP","SPF","144199","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","carinata","Galipea carinata","Pirani","Johnson, DM","1846","1991","07","31",NA,"Brasil","Espírito Santo",NA,"Along road connecting BR 101 and ES 060 (marked on BR 101 as Road for Praia do Sol), 6 km from BR 101, 3km from ES 060. Wet forest on N side of road, adjacent to marsh.",NA,NA,NA,"Tree 2 m tall, branched. Fruits green.","SPF00144199",NA,"paratype",NA,NA,NA,NA,NA,"Pirani, JR","2004",NA,NA,NA,NA,NA
"17","2021-03-15 18:29:46-03","USP","SPF","60723","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","carinata","Galipea carinata","Pirani","Pirani, JR","2414","1988","02","23",NA,"Brasil","Espírito Santo","Guarapari","Rodovia do Sol, estrada que liga a BR-101 à Praia do Sol e Praia Setiba na ES 060, a 4 km da BR 101. Remanescente de Mata Pluvial tropical. No interior da floresta.","-40.45","-20.516667",NA,"Arbusto a arvoretas 1-3,5 m alt., umbrófilas, em pequenas população agregada. Ramificação laxa, folhagem esparsa. Folhas cartáceas verde a verde-claras, discolores, puco lustrosas. Inflorescência ereta; cálice verde-escuro, corola cr","SPF00060723",NA,"paratype",NA,NA,NA,"-40.45","-20.516667","Pirani, JR","2004",NA,NA,NA,NA,NA
"18","2021-03-15 18:29:46-03","USP","SPF","81313","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","carinata","Galipea carinata","Pirani","Kallunki, JA","336","1993","01","18",NA,"Brasil","Espírito Santo","Guarapari","Rodovia do Sol, road linking BR-101 to the Praia Setibana, (ES-060) at 6 km E of BR 101. Disturbed remnant of tropical rain forest.","-40.45","-20.55",NA,"Tree 5-6 m, common in understory. Corolla (only 2 seen) creamy white. Style exserted (mid-afternoon), white. Fruits green, one dehisced one seen. Photo, pickles, seeds chemical voucher.","SPF00081313",NA,"paratype",NA,NA,NA,"-40.45","-20.55","Pirani, JR","2004",NA,NA,NA,NA,NA
"19","2019-10-07 09:36:58-03","UEFS","HUEFS","191389","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Rutaceae","Galipea","carinata","Galipea carinata","Pirani","Pirani, J.R.","4722","2000","05","18",NA,"Brasil","Espírito Santo","Guarapari","ES - 477, estrada que liga a BR - 101 a Rodovia do Sol.(ES - 060), ca. 3 Km da Rodovia do Sol. Fazenda Bonanza.","-40.416667","-20.533333",NA,"Remanescente de mata pluvial tropical, perturbada.","HUEFS0191389","HUEFS0191389 HUEFS0191389_01","Parátipo",NA,NA,"Rosanae","40W25'","20S32'",NA,NA,NA,NA,NA,NA,NA
"20","2015-03-07 09:07:28-03","F","FMNH-SEEDPLANTS","V0178583F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rutaceae","Galipea","carinata","Galipea carinata",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0178583F","V0178583F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-01-23 11:31:03-02","F","FMNH-SEEDPLANTS","V0092614F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rutaceae","Galipea","carinata","Galipea carinata",NA,"R. Mello-Silva et al.","1595","1999","2","17","South America","Brazil","Espírito Santo",NA,"Guarapari, estrada ES 477 que liga a BR 101 a Rodovia do Sol (ES 060)","-40.42","-20.53",NA,NA,"V0092614F","V0092614F_01","Isotype","30","50","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-01-23 11:31:02-02","F","FMNH-SEEDPLANTS","V0092625F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rutaceae","Galipea","carinata","Galipea carinata",NA,"R. Mello-Silva et al.","1595","1999","2","17","South America","Brazil","Espírito Santo",NA,"Guarapari, estrada ES 477 que liga a BR 101 a Rodovia do Sol (ES 060)","-40.42","-20.53",NA,NA,"V0092625F","V0092625F_01","Isotype","30","50","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-07-23 12:21:39-03","CEPLAC","CEPEC","139426","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","carinata","Galipea carinata",NA,"R. Mello-Silva","1595","1999","02","17",NA,"Brasil","Espírito Santo","guarapari","Estrada ES 477 que liga a BR-101 à Rodovia do Sol (ES 060). Ca. De 6Km da BR-101.Mata ao lado da estrada, entrada pela Fazenda Bonanza.","-40.416667","-20.533333",NA,NA,NA,NA,"Isótipo",NA,NA,NA,"40W25'","20S32'","J. R. Pirani",NA,NA,NA,NA,NA,"30/12/2003"
