"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","00939399","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","cerradicola","Scleria cerradicola","T.Koyama","T. M. Koyama","G. G. Hatschbach","24260","1970","05","14","South America","Brazil","Mato Grosso do Sul","Bataguaçú","Rod. Br. 267.","-52.4219","-21.7144","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973384' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939399","NY00939399_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","00939400","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","cerradicola","Scleria cerradicola","T.Koyama","T. M. Koyama","G. G. Hatschbach","31900","1973","05","14","South America","Brazil","Mato Grosso do Sul","Camapuã","Rod. Campo Grande-Cuiaba.","-54.0439","-19.5317","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973386' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939400","NY00939400_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","02618961","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","cerradicola","Scleria cerradicola","T.Koyama",NA,"G. T. Prance","29987","1986","04","20","South America","Brazil","Amazonas",NA,"Campo Amélia (Fazenda Belo Horizonte), entre Ig. Acajatuba e margem direita do Rio Negro","-60.58","-3.03","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2944349' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618961","NY02618961_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","00939402","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","cerradicola","Scleria cerradicola","T.Koyama","T. M. Koyama","G. Eiten","10077","1969","12","28","South America","Brazil","Tocantins","Paraíso do Tocantins","North side of city of Paraíso do Norte de Goiás. (200 m N of brook limiting present north edge of city, and 1/2 km west of Belém-Brasília highway).","-48.88","-10.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939402","NY00939402_01","390","390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","00939401","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","cerradicola","Scleria cerradicola","T.Koyama","T. M. Koyama","G. Eiten","3642","1962","03","15","South America","Brazil","Maranhão","Balsas","ca. 25 km due NNE of Balsas, or 34.7 km along road from Balsas to São Raimundo das Mangabeiras.","-46","-7.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939401","NY00939401_01","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","00939403","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","cerradicola","Scleria cerradicola","T.Koyama","T. M. Koyama","G. Eiten","10653",NA,NA,NA,"South America","Brazil","Maranhão","Lorêto","ca. 45 km SSE of Loreto, ca. 8 km S & 3 km E of main house of Fazenda Morros. On Chapada Alta, a sandstone plateau top covered with chapada woodland (usually called cerradão in the rest of Brazil).","-45.1408","-7.0844","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939403","NY00939403_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","637229","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","cerradicola","Scleria cerradicola","T.Koyama","T. M. Koyama","H. S. Irwin","17230","1966","06","16","South America","Brazil","Mato Grosso",NA,"Summit, Serra Azul, ca. 75 km. S. of Xavantina, Mato Grosso. Drainage of the upper Rio Araguaia.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=622442' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637229","NY00637229_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","636755","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","cerradicola","Scleria cerradicola","T.Koyama","T. M. Koyama","R. M. Harley","17023","1974","03","08","South America","Brazil","Bahia",NA,"16 km. N. W. of Lagoinha (which is 5.5 km. S.W. of Delfino) on side road to Minas do Mimoso. Serra do Curral Feio.","-41.33","-10.37","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=622443' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636755","NY00636755_01","950","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","00939398","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","cerradicola","Scleria cerradicola","T.Koyama","T. M. Koyama","W. R. Anderson","8724","1973","04","12","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, 25 km by road NE of Diamantina, ca. 1.5 km from Rio Jequití","-43.4328","-18.0903","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973382' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939398","NY00939398_01","790","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","21373","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","cerradicola","Scleria cerradicola","T.Koyama",NA,"T. M. Koyama","13773","1970","02","24","South America","Brazil","Mato Grosso",NA,"Cerrado along road from Batáguaçu and Figeira.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=622449' target='other'> <mi>dwc_moreinfo</mi></a>","NY00021373","NY00021373_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
