"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","maximumElevationInMeters","relatedCatalogItem","verbatimLongitude","verbatimLatitude"
"1","2021-03-15 16:37:00-03","NY","NYBG","02331658","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Plinia","delicata","Plinia delicata","Antunes, Salimena & Sobral","paratype","J. M. A. Braga","6620= herb. RB 561558","2001","01","18","South America","Brazil","Rio de Janeiro","Mangaratiba","Reserva Rio das Pedras (Particular). Reserva Ecológica Rio das Pedras, cume do morro Corisco.","-44.040599822998","-22.9596996307373","17272","1058","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2513045' target='other'> <mi>dwc_moreinfo</mi></a>","NY02331658","NY02331658_01","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-31 13:40:33-03","MN","R","231752","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","delicata","Plinia delicata","Antunes et al.",NA,"Antunes, K. 419; Alves, R.J.V.",NA,"2013","03","27",NA,"Brasil","Minas Gerais","Rio Preto",NA,"-43.8278007507324","-22.0891990661621","20815",NA,NA,NA,"R010035098",NA,"auto","Alves, R.J.V.","2017","03","14",NA,NA,NA,NA
"3","2019-11-21 14:40:26-03","UFJF","CESJ","62436","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Plinia","delicata","Plinia delicata","Salimena, Antunes & Sobral",NA,"K. Antunes; R.J.V. Alves","419","2013","03","27","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Propriedade do Sr Nene Rock","-43.8278007507324","-22.0891990661621","20815",NA,NA,"Arvoreta, 3,0m alt. Escrube quartizítico, próximo a curso d'água, local úmido. Botões jovens esverdeados.","CESJ062436",NA,"auto","K. Antunes","2019",NA,NA,NA,NA,NA,NA
"4","2019-11-21 14:40:26-03","UFJF","CESJ","62440","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Plinia","delicata","Plinia delicata","Salimena, Antunes & Sobral",NA,"K. Antunes; R.J.V. Alves","423","2013","03","27","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Propriedade do Sr Nene Rock","-43.8278007507324","-22.0891990661621","20815",NA,NA,"Arbusto 1,5m alt. Escrube em solo quartizítico, próxima a paredão rochoso, á 10 m do curso d'água.Botões amarelados","CESJ062440",NA,"auto","K. Antunes","2019",NA,NA,NA,NA,NA,NA
"5","2019-11-21 14:40:26-03","UFJF","CESJ","46997","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Plinia","delicata","Plinia delicata","Salimena, Antunes & Sobral",NA,"P.L. Viana; N.F.O. Mota","1924","2006","02","26","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Burro de Ouro.","-43.8278007507324","-22.0891990661621","20815",NA,NA,"Arbusto, ca. 1,5m alt., com copa densa e arredondada. Campo de altitude em solo arenoso.","CESJ046997",NA,"auto","K. Antunes","2019",NA,NA,NA,NA,NA,NA
"6","2019-11-21 14:40:26-03","UFJF","CESJ","43948","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Plinia","delicata","Plinia delicata","Salimena, Antunes & Sobral",NA,"K. Antunes; N.L. Abreu; C.N. Matozinhos; A.S.M. Valente; F.S. Souza","162","2005","04","21","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Cachoeira do Marciano.","-43.8278007507324","-22.0891990661621","20815",NA,NA,"Arbusto, no campo rupestre. Flores com pétalas alvas caducas. Botões florais. ca. 1300 m.s.m.","CESJ043948",NA,"auto","K. Antunes","2019",NA,NA,NA,NA,NA,NA
"7","2019-11-21 14:40:26-03","UFJF","CESJ","62653","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Plinia","delicata","Plinia delicata","Salimena, Antunes & Sobral",NA,"K. Antunes; R.J.V. Alves","461","2013","04","24","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Propriedade do Sr Nene Rock","-43.8278007507324","-22.0891990661621","20815",NA,NA,"Arbusto, 1,7 m alt. Escrube em solo quartizítico, próximo a paredão rochoso com curso d'água.(grande população no entorno dos cursos d'água na área com arvoretas perfilhadas). Flores alvas","CESJ062653",NA,"auto","K. Antunes","2019",NA,NA,NA,NA,NA,NA
"8","2019-11-21 14:40:26-03","UFJF","CESJ","47351","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Plinia","delicata","Plinia delicata","Salimena, Antunes & Sobral",NA,"P.L. Viana; N.F.O. Mota; F.S. Souza; O.J. Bastos Neto; A.L. Santiago","2037","2006","05","20","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Região do Burro de Ouro. 21º58'11S, 43º53'21W.","-43.8278007507324","-22.0891990661621","20815",NA,NA,"Arbusto ou arvoreta (1,5-4m alt.), com copa arredondada, em campo de altitude. Flores brancas.","CESJ047351",NA,"auto","K. Antunes","2019",NA,NA,NA,NA,NA,NA
"9","2019-11-21 14:40:26-03","UFJF","CESJ","62638","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Plinia","delicata","Plinia delicata","Salimena, Antunes & Sobral",NA,"K. Antunes; R.J.V. Alves","446","2013","04","23","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para Antena","-43.8278007507324","-22.0891990661621","20815",NA,NA,"Arvoreta 2,5m alt (arbustos recrutando), bem frequente no interior de mata nebular. Flores com sépalas rosadas na face adaxial e pétalas brancas","CESJ062638",NA,"auto","K. Antunes","2019",NA,NA,NA,NA,NA,NA
"10","2019-11-21 14:40:26-03","UFJF","CESJ","48856","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Plinia","delicata","Plinia delicata","Salimena, Antunes & Sobral",NA,"K. Antunes; N.L. Abreu; P.L. Viana; F.S. Souza; N.F.O. Mota; T.E. Almeida; A.M. Teles; B.No","248","2007","04","10","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Burro de Ouro","-43.8278007507324","-22.0891990661621","20815",NA,NA,"Arbusto, ca. 3,0m, em campo com solo arenoso. Flores brancas. Botões florais. Frutos de coloração verde.","CESJ048856",NA,"auto","K. Antunes","2019",NA,NA,NA,NA,NA,NA
