"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","1280672","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","H. H. van der Werff; A. R. Smith","P. L. Rodrigues de Moraes","2884","2009","08","23","South America","Brazil","Bahia","Mucugê","Guiné, Serra do Esbarrancado.","-41.3708","-13.0053","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1618163' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280672","NY01280672_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1280665","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","H. H. van der Werff; A. R. Smith","P. L. Rodrigues de Moraes","2854","2009","08","21","South America","Brazil","Bahia","Palmeiras","Serra dos Brejos.","-41.5589","-12.5289","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1618124' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280665","NY01280665_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","1015737","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub",NA,"R. M. Harley","22600","1980","05","25","South America","Brazil","Bahia",NA,"Serras dos Lençois. Serra da Larguinha, ca. 2 km NE of Caeté-Açu (Capão Grande). E6.","-41.48","-12.6","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1111858' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015737","NY01015737_01","1000","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1113982","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","B. Øllgaard","R. M. Harley","26266","1988","11","24","South America","Brazil","Bahia","Rio de Contas","Pico das Almas. Cume.","-41.97","-13.53","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1256658' target='other'> <mi>dwc_moreinfo</mi></a>","NY01113982","NY01113982_01","1850","1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","686342","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","J. Prado","R. M. Harley","52164","1992","02","24","South America","Brazil","Bahia","Abaíra","Campo do Cigano","-41.92","-13.25","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=831281' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686342","NY00686342_01","1700","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","788988","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Lycopodium","mooreanum","Lycopodium mooreanum","Baker","J. T. Mickel; L. G. Atehortúa","B. M. Boom","1136","1981","06","12","South America","Brazil","Bahia","Palmeiras","Pai Inaçio, BR242, W of Lençóis at km 232.","-41.5589","-12.5292","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788988","NY00788988_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","1015715","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Lycopodium","mooreanum","Lycopodium mooreanum","Baker",NA,"R. M. Harley","20874","1980","03","24","South America","Brazil","Bahia",NA,"Serra do Sincorá. NW face of Serra de Ouro, to the East of the Barra da Estiva - Ituaçú road, about 9 km S of Barra da Estiva.","-41.27","-13.7","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1111490' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015715","NY01015715_01","1300","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","788985","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Lycopodium","mooreanum","Lycopodium mooreanum","Baker","B. Øllgaard","R. M. Harley","15433","1974","01","23","South America","Brazil","Bahia",NA,"Serra do Rio de Contas. Upper caldeira on slopes of the Pico das Almas, ca. 25km WNW of the town of Rio de Contas.","-41.92","-13.53","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788985","NY00788985_01","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1017046","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","F. B. Matos","W. R. Anderson","13715","1990","02","03","South America","Brazil","Bahia","Mucugê","12 km NE of Mucugê on road to Andaraí. Serra do Sincorá.","-41.3706","-13.0056","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1197177' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017046","NY01017046_01","1020","1020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","1280675","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","W. L. Testo","P. L. Rodrigues de Moraes","2914","2009","08","25","South America","Brazil","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1618174' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280675","NY01280675_01",NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","788989","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","F. B. Matos","S. A. Mori","12459","1979","07","22","South America","Brazil","Bahia","Rio de Contas","Pico das Almas, a 18km ao SNW de Rio de Contas.","-41.95","-13.55","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795339' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788989","NY00788989_01","1600","1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","788986","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","W. L. Testo","R. M. Harley","19730","1977","03","19","South America","Brazil","Bahia",NA,"Serra das Almas. Middle & Upper slopes of the Pico das Almas, ca. 25km WNW of the Vila Rio de Contas.","-41.95","-13.55","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795326' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788986","NY00788986_01","1600","1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 21:33:18-03","UFBA","ALCB","037806","PreservedSpecimen","Plantae","Fern Ally",NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","Sylvestre, L","Hind, DJN; Bautista, HP; Smith, S","PCD&nf;3534","1996","07","12","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Estrada Andaraí-Mucugê, ao lado da torre da Embratel","-41","-13",NA,"0,35 m, ereto, verde-oliva-acastanhado, esporângios amarelos.; Substrato lilólico, às vezes areno-humoso.","ALCB000233","ALCB000233","1250","1250",NA,NA,"2014","-41","-13",NA,NA,NA,NA,NA,NA,NA
"14","2021-02-08 21:33:18-03","UFBA","ALCB","72953","PreservedSpecimen","Plantae","Fern Ally",NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","Sylvestre, L","Guedes, ML; Valadão, RM; Santos, JS; Carvalho, G; Alunos de Botânica III","12307","2006","04","30","Southern America","Brasil","Bahia","Catolés","Chapada Diamantina, Subida para a Serra do Barbado","-41.833333","-13.283333",NA,"Folhas micrófilas recurvadas, com esporângios livres em cada esporófilo. Isosporada. Freqüente.","ALCB000231","ALCB000231",NA,NA,NA,NA,"2014","-41.833333","-13.283333",NA,NA,NA,NA,NA,NA,NA
"15","2021-02-08 21:33:18-03","UFBA","ALCB","028330","PreservedSpecimen","Plantae","Fern Ally",NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","Sylvestre, L","Félix, LP","s/n","1996","01","18","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina","-41.344167","-12.986667",NA,NA,"ALCB000228","ALCB000228",NA,NA,NA,NA,"2014","-41.344167","-12.986667",NA,NA,NA,NA,NA,NA,NA
"16","2021-02-08 21:33:18-03","UFBA","ALCB","029906","PreservedSpecimen","Plantae","Fern Ally",NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","Sylvestre, L","Guedes, ML; et al.","4999","1997","06","29","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Caminho para Mucugê.","-41.344167","-12.986667",NA,"Ca. 20cm, ramos eretos. Micrófilas.","ALCB000227","ALCB000227","1250","1250",NA,NA,"2014","-41.344167","-12.986667",NA,NA,NA,NA,NA,NA,NA
"17","2021-02-08 21:33:18-03","UFBA","ALCB","031721","PreservedSpecimen","Plantae","Fern Ally",NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","Sylvestre, L","Guedes, ML; et al.","5446","1997","11","08","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio.","-41.45","-12.466667",NA,"Com rizoma horizontal. Micrófilos verticilados. Frequência: Ocasional.; Arenoso com afloramentos rochosos.","ALCB000230","ALCB000230","1080","1080",NA,NA,"2014","-41.45","-12.466667",NA,NA,NA,NA,NA,NA,NA
"18","2021-02-08 21:33:18-03","UFBA","ALCB","040281","PreservedSpecimen","Plantae","Fern Ally",NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","Sylvestre, L","Orlandi, RP; Guedes, ML; Bautista, HP; Pereira, A","PCD349","1994","07","30","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.45","-12.433333",NA,"de ca. de 0,30 m de altura. Micrófilas com aparelho esporífero do tipo espiga. Raro.; Vegetação rupícola em patamar rochoso. Afloramento rochoso de arenito.","ALCB000235","ALCB000235","1120","1120",NA,NA,"2014","-41.45","-12.433333",NA,NA,NA,NA,NA,NA,NA
"19","2021-02-08 21:33:18-03","UFBA","ALCB","040283","PreservedSpecimen","Plantae","Fern Ally",NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","Sylvestre, L","Melo, E; Sena, T; Ganeu, W","PCD1203","1994","11","21","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.466667","-12.45",NA,"ca. de 0,20 m de altura. Folhas amareladas, com esporângios amarelos. Ocasional.; Vegetação de campo rupestre. Afloramento rochoso.","ALCB000234","ALCB000234","1150","1150",NA,NA,"2014","-41.466667","-12.45",NA,NA,NA,NA,NA,NA,NA
"20","2021-02-08 21:33:18-03","UFBA","ALCB","59952","PreservedSpecimen","Plantae","Fern Ally",NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","Sylvestre, L","Guedes, ML; Loureiro, DM; Nascimento, AFS; Guaré, F; et al.","9931","2002","05","04","Southern America","Brasil","Bahia","Andaraí","Chapada Diamantina, Caminho para Paty, Margens do caminho.","-41.316667","-12.8",NA,"terrestre, ereta, de ca. 0.30 m. Microfila em várias fileiras cobrindo totalmente os os ramos, lanceoladas, fortemente recurvadas com margens fortemente esclerificadas.; rupícola","ALCB000232","ALCB000232",NA,NA,NA,NA,"2014","-41.316667","-12.8",NA,NA,NA,NA,NA,NA,NA
"21","2021-02-08 21:33:18-03","UFBA","ALCB","99533","PreservedSpecimen","Plantae","Fern Ally",NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","Sylvestre, L","Roque, N; Alunos de Botânica III","3036","2011","06","04","Southern America","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Estância dos Bandeirantes","-40.490833","-11.143611",NA,"entre rochas, ca. 15-20cm alt., esporófilos e caule verdes.","ALCB000229","ALCB000229","873","873",NA,NA,"2014","-40.490833","-11.143611",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 08:41:53-03","NBC","NL-BOTANY","U.1016722","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Lycopodium","mooreanum","Lycopodium mooreanum","Baker",NA,"Harley RM; et al.",NA,"1977","03","19","Southern America","Brazil",NA,NA,"Estado da Bahia. Serra das Almas. Middle & upper slopes of the pico Das Almas.ca 25 km WNW of the Vila do Rio de Contas.","-41.95","-13.55",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1016722 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1016722","NL-U1016722",NA,NA,NA,NA,NA,"-41.95","-13.55","Lycopsida",NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:21:14-03","ESALQ","ESA","95919","PreservedSpecimen","Plantae","Pteridophyta",NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus",NA,"Dittrich, V.A.O.","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","6241.0","2006","07","20",NA,"Brasil","Bahia","Palmeiras","Morro do Pai Inácio. Campo rupestre","-41.5588989257812","-12.5289001464844",NA,"Entre rochas, esporângios amarelos","ESA095919",NA,"1070","1070","20767","auto",NA,"-41,473,056","-12,455,556",NA,NA,NA,NA,NA,NA,NA
"24","2020-10-20 14:17:40-03","UFOPA","HSTM","9866","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","Almeida, T.E.","Almeida, T.E.; Giacomin, L.L.; Gouvêa, Y.F.","4419","2016","10","05",NA,"Brasil","Bahia","Rio de Contas","Serra das Almas. Trilha para o pico das Almas, campos rupestres.","-41.965","-13.526389",NA,NA,"HSTM009866","HSTM009866","1800","1800",NA,NA,"2016","41º57'54''W","13º31'35''S",NA,"10","05",NA,NA,NA,NA
"25","2021-02-19 17:01:49-03","UFRRJ","RBR","28006","S","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","M.L.S. Guedes","F.B. Matos","1044","2006","02","26",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas","-41.8114013671875","-13.5789003372192",NA,NA,"RBR00028006",NA,NA,NA,"49773","auto","2021",NA,NA,NA,"01","02",NA,NA,NA,NA
"26","2020-12-21 16:32:03-03","MBM","MBM","107501","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","Noblick, L.R.","Noblick, L.R.; et al.; et al.","2820","1983","11","19","Southern America","Brazil","Bahia",NA,"Pai Inácio - Palmeiras",NA,NA,NA,NA,"MBM107501","MBM107501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:32:03-03","MBM","MBM","277848","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","Prado, J.","Sano, P.T.; et al.; et al.","52164","1992","02","24","Southern America","Brazil","Bahia","Abaíra","Campo do Cigano","-41.6636009216309","-13.2496995925903",NA,NA,"MBM277848","MBM277848",NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:32:03-03","MBM","MBM","219758","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","Dittrich, VA de O","Guedes, M.L.; et al.; et al.","5446","1997","11","08","Southern America","Brazil","Bahia","Palmeiras","Morro do Pai Inácio","-41.5588989257812","-12.5289001464844",NA,NA,"MBM219758","MBM219758",NA,NA,"20767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:32:03-03","MBM","MBM","115975","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","Noblick, L.R.","Harley, R.M.","19730","1977","03","19","Southern America","Brazil","Bahia","Rio de Contas","Pico da Almas","-41.8114013671875","-13.5789003372192",NA,NA,"MBM115975","MBM115975",NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-09-03 16:08:42-03","MNHN","RECOLNAT_MNHN_P","P01229107","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lycopodium","mooreanum","Lycopodium mooreanum","Baker",NA,"Harley, R.M.|Hage, J.L.|Carvalho, A.M.|Santos, E.B.|Nunes, J.M.S.|Bromley, G.L.",NA,"1980","5","25",NA,"Brasil","Bahia",NA,"Serras dos Lençois. Serra da Larguinha, ca. 2km N.E. of Caeté-Açu (Capão Grande)","-41.48333","-12.6","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01229107' target='other'> <mi>dwc_moreinfo</mi></a>","P01229107","P01229107_01","1000","1400",NA,NA,NA,NA,NA,NA,NA,NA,"22600",NA,NA,NA
"31","2020-09-29 15:18:20-03","MNHN","RECOLNAT_MNHN_P","P01234848","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Sander ex Baker) B.Øllg.",NA,"Harley, R.M.|Pinheiro, R.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.",NA,"1974","1","23",NA,"Brasil","Bahia",NA,"Upper caldeira on slopes of the Pico das Almas, ca.25km WNW of the town of Rio de Contas","-41.91667","-13.53333","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01234848' target='other'> <mi>dwc_moreinfo</mi></a>","P01234848","P01234848_01",NA,"1600",NA,NA,NA,NA,NA,NA,NA,NA,"15433",NA,NA,NA
"32","2020-09-29 14:53:04-03","UFPR","UPCB","54663","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","Matos, F.B.","Matos, F.B. et al.","1044","2006","02","26",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas. 25 Km do centro da cidade em direção ao Campo do Queiroz. Mata de Altirude.","-41.95","-13.55",NA,"Terrestre em vegetação rupestre. Ramos rigidamente eretos, expostos ao sol..","UPCB0010969","UPCB0010969","1850","1850",NA,NA,"2017","-41.95","-13.55",NA,NA,NA,NA,NA,NA,NA
"33","2020-11-10 04:40:00-03","MO","MOBOT","100269865","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","A. R. Smith","Pedro L. R. de Moraes|H. van der Werff","Moraes 2914","2009","8","25","South America","Brazil","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"34","2020-11-10 04:40:00-03","MO","MOBOT","100283578","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","H. van der Werff & A. R. Smith","Pedro L. R. de Moraes|H. van der Werff","Moraes 2884","2009","8","23","South America","Brazil","Bahia","Mucugê","Guiné, Serra do Esbarrancado.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
